ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
เอกชัย,105/23,,139.78,2200000,3066,40,3-53(7)-6/32,3066,ห้างหุ้นส่วนจำกัด สมาน พี.วี.ซี.โปรดักส์ (1989),ผลิตพื้นรองเท้าพลาสติก พี.วี.ซี.,4158054,10150,บางบอน,บางบอน,กรุงเทพมหานคร,4
เอกชัย,317,,40.5,12500000,3067,30,3-95(1)-65/34,3067,โตโยต้า เค.มอเตอร์ส,ตรวจสภาพ และซ่อมรถยนต์,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,"60/112,114,116",,45.1,2122000,3068,10,ศ3-37-39/35,3068,วันชัยเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,123,พระยามนธาตุราชศรีพิจิตร์,5507.43,3000000,3069,41,3-52(3)-1/29,3069,ห้างหุ้นส่วนจำกัด โรงงานอาจิณอุตสาหกรรมยางไทยรีเคลม,"ทำแผ่นยางรีเคลม ยางล้อรถเข็น และยาง COMPOUND (ทำแผ่นยางรีเคลมได้เดือนละ 90 ตัน ยางล้อรถเข็นได้เดือนละ 150,000 เส้น และยาง COMPOUND ได้เดือนละ 5 ตัน)",4131610,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,119/46,,39.52,28000000,3070,80,3-24-43/34,3070,ห้างหุ้นส่วนจำกัด สี่มิตรการทอ,ถักเสื้อไหมพรม (จำนวนเครื่องถัก 96 เครื่อง),,10150,บางบอน,บางบอน,กรุงเทพมหานคร,4
เอ,13,,1270.31,125710000,3071,240,3-53(4)-2/26,3071,บริษัท เจี่ยฮงเยลโลพลาส จำกัด,ทำผลิตภัณฑ์พลาสติกต่าง ๆ เช่น ขวด ฝาขวดและตลับแป้ง,02-415-0046,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
สุขาภิบาล 1,26/1,,83,900000,3072,8,3-53(7)-3/20,3072,ห้างหุ้นส่วนจำกัด แสงชัยไทยกลการ,ทำรองเท้าพลาสติก,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,9
เอกชัย,19/101,เอกชัย 65,35.51,22500000,3073,145,3-28(1)-158/34,3073,บริษัท เรืองนิจ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 90 เครื่อง),,10150,บางบอน,บางบอน,กรุงเทพมหานคร,6
เอกชัย,536,,3644.69,121769000,3074,174,3-48(6)-1/21,3074,บริษัท เฉลิมชัยชาญ จำกัด,ทำหมึกพิมพ์,4150059,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
บางบอน 1,67,,369.87,600000,3075,17,3-61-1/18,3075,ประสิทธิผลจักรกล,ผลิตเครื่องใช้ที่ทำด้วยเหล็กหรือเหล็กกล้า (ทำขาจักรเย็บผ้า อุปกรณ์เครื่องปั๊มน้ำ),,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,62/38,เทพนิมิตรใต้,722.98,6000000,3076,37,3-53(1)-10/33,3076,บริษัท ไทยโพลีพลาสเทค จำกัด,ทำผลิตภัณฑ์พลาสติก เช่น ไม้แขวนเสื้อ หลอดเสียบกล้วยไม้ เปลือกท่อ ที.เอ็น.ที.แท่ง และทำแบบพิมพ์โลหะ,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,8
สายโรงพยาบาล,88/6,เฮงหลี 2,598.44,5400000,3077,15,3-53(5)-10/33,3077,พงค์พลาสติก,ทำเม็ดพลาสติกและทำผลิตภัณฑ์จากพลาสติก เช่น ขอบลำโพง,4157924,10150,บางบอน,บางบอน,กรุงเทพมหานคร,7
เอกชัย,96/12,วัดนินสุขาราม,415.51,17500000,3078,40,3-53(4)-9/31,3078,บริษัท ที.พี. พลาสติก แบ็ก จำกัด,ผลิตถุงพลาสติก,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,10
,213,เอกชัย 69,1070.1,2300000,3079,25,3-53(4)-34/31,3079,บริษัท บางกอกอินเตอร์พลาสติก จำกัด,ทำผลิตภัณฑ์พลาสติก เช่น ถังน้ำพลาสติก,4342263,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,42/376-377,เทพนิมิตรใต้,30.97,250000,3080,11,3-64(9)-89/33,3080,นายวิชิต เทศนาบุญ,ทำของใช้เล็ก ๆ จากโลหะ เช่น น๊อต สกรู,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,8
เอกชัย,1371,,375,700000,3081,14,3-48(3)-1/17,3081,บริษัท เปล่งวิเชียร จำกัด,บดชันผง และโม่แป้ง,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,3
สุขาภิบาล 1,49/8,,1133.5,0,3082,60,3-64(1)-12/19,3082,บริษัท ยิ่งเจริญอุตสาหกรรมคอร์ปอร์เรชั่น จำกัด,ทำเครื่องใช้โลหะ เช่น หม้ออลูมิเนียม ขัน,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,9
เอกชัย,6,,578.55,2000000,3083,35,3-65-23/32,3083,บริษัท เซ่งฮวด อินดัสตรี้ จำกัด,ผลิตท่อไอเสียเครื่องยนต์ ผลิตอุปกรณ์ก่อสร้าง เช่น เหล็กนั่งร้าน เหล็กแบบก่อสร้าง,4158605,10150,บางบอน,บางบอน,กรุงเทพมหานคร,6
เอกชัย,17/12/2019,ศิริอยู่วิทยา,64.33,3200000,3084,6,3-41(1)-3/37,3084,ห้างหุ้นส่วนจำกัด ทิพย์ประไพการพิมพ์,พิมพ์สิ่งพิมพ์ต่าง ๆ,4165141,10150,บางบอน,บางบอน,กรุงเทพมหานคร,7
บางขุนเทียน,88,,279.26,10000000,3085,44,3-22(2)-6/34,3085,บริษัท สหเอเซียอีลาสติค จำกัด,ทอแถบยางยืด (จำนวนเครื่องทอ 66 เครื่อง),,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,935,,456.81,15516334,3086,30,3-74(2)-4/21,3086,บริษัท อุตสาหกรรมโคเมท จำกัด,"ผลิตบาลาส สายไฟฟ้า ปลอกสายไฟฟ้าได้ปีละ 50,000 ชุด",,10150,บางบอน,บางบอน,กรุงเทพมหานคร,0
,6,พระยามนธาตุ ฯ แยก 9,61,650000,3087,8,3-64(9)-37/32,3087,นางปริญดา ฉันทวานิช,ทำแม่พิมพ์จากโลหะ,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,2,,3477.5,44787034,3088,209,3-59-7/17,3088,บริษัท สยาม เอเชีย เมททอล จำกัด,หลอมหล่อเหล็ก เช่น หล่อข้อต่อ ข้องอท่อน้ำประปา ได้ปีละ 1200 ตันและเตาหลอมอีก1เตาเพื่อสลับการใช้งาน(เตาหลอมขนาด1ตัน/ชั่วโมงจำนวน2เตา),02-4160046,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,8-ส.ค.,ศิริชล,1,50000,3089,12,3-22(4)-2/33,3089,นายอภิคม เจริญสิริลาภ,พิมพ์ลวดลายผ้า,02-4510674,10150,บางบอน,บางบอน,กรุงเทพมหานคร,6
เอกชัย,49/43,แสงพลอย 5,427.82,12500000,3090,11,3-63(2)-37/32,3090,บริษัท เจ แอนด์ เอ อุตสาหกรรม จำกัด,ทำตะแกรงเหล็กสำหรับก่อสร้าง,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,6
เอกชัย,70/59,สังสิทธิ์นิเวศน์,16.25,908000,3091,6,ศ3-34(2)-6/37,3091,ประชาการช่าง,กลึงไม้เพื่อทำลูกกรงไม้ กระปุกพริกไทย และอะปกรณ์กีฬา,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,8
เอกชัย,"11/145,146,150,151",เอกชัย 94,357.42,12000000,3092,20,3-77(2)-1/45,3092,นางสาวณภัสกร นิธิธนปรีดา,ทำชิ้นส่วนรถยนต์,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,10
,66-66/1-2,เอกชัย 80,92.93,1880000,3093,6,3-61-7/53,3093,บริษัท เค เอส เอส เอลิเวเตอร์ จำกัด,ผลิต ซ่อมแซมเครื่องมือ หรือเครื่องใช้ที่ทำด้วยเหล็ก หรือเหล็กกล้า และรวมถึงส่วนประกอบของเครื่องมือ ผลิตลิฟต์รวมท้งอะไหล่ และอุปกรณ์ของลิฟต์,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
บางขุนเทียน,10,,386,32000000,3094,15,3-68-21/53,3094,บริษัท เอ็น.พี.เอ็น.เมทัลเวิร์ค จำกัด,"ผลิต,ซ่อมแซมเครื่องจักรสำหรับอุตสาหกรรมกระดาษ อาหาร การปั่นทอ การพิมพ์ การก่อสร้าง และรับจ้างกลึง เชื่อม ตัด โลหะต่างๆ",,10150,บางบอน,บางบอน,กรุงเทพมหานคร,10
สุขาภิบาล 1,24/46,,119.75,0,3095,57,3-24-8/52,3095,บริษัท วี.ดี.การ์เมนท์ จำกัด,ถักเสื้อไหมพรม,02-4154486-7,10150,บางบอน,บางบอน,กรุงเทพมหานคร,9
,17,บางขุนเทียน 5,420.5,10500000,3096,25,3-66-16/52,3096,บริษัท คิว ซี เซอคึล จำกัด,ทำอุปกรณ์รถไถนา หม้อกรองอากาศ เพลา,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,48/1,เอกชัย 55,299.55,6800000,3097,40,3-69-6/57,3097,บริษัท โตเกียวสเคล จำกัด,ตัด และเชื่อมเหล็กแผ่น ทำชิ้นส่วนอุปกรณ์เครื่องชั่ง,02-415-2982,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
กาญจนาภิเษก,87/521-522,,425.04,210000000,3098,100,3-95(1)-209/56,3098,บริษัท โตโยต้า บางกอก จำกัด,"บริการซ่อม-บำรุงเครื่องยนต์ , ซ่อมตัวถังรถยนต์",,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,1,,564.5,1000000,3099,8,3-14-32/55,3099,บริษัท บางบอนน้ำแข็ง จำกัด,ผลิตน้ำแข็งก้อนเล็ก 110 ตัน/วัน,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,50,เอกชัย 77,20,1850000,3100,2,3-37-170/57,3100,เล้าสุวรรณเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้,816168514,10150,บางบอน,บางบอน,กรุงเทพมหานคร,6
เอกชัย,"40,42,44,,46,48",เอกชัย 55,399.69,13000000,3101,38,3-69-7/57,3101,บริษัท ที โอ อุตสาหกรรมเครื่องชั่ง จำกัด,ตัด และเชื่อมเหล็กแผ่น ทำชิ้นส่วนอุปกรณ์เครื่องชั่ง,02-415-2982,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,38,เอกชัย83/5,175.07,13000000,3102,20,3-39-13/55,3102,เอ็ม.เอส.อาร์ กล่องกระดาษ,ทำกล่องกระดาษ,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,19/126,เอกชัย 63,198.8,400000,3103,12,3-53(4)-39/56,3103,บริษัท อินเอตร์โพลีเอททีลีน จำกัด,ทำขวดพลาสติก,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,"17,17/1",เอกชัย 66/3,58.41,500000,3104,9,3-64(6)-1/38,3104,กิ๊ดการช่าง,ทำของใช้จากโลหะเช่นสลักแหวนแป้นเกลียว,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,"30,32",,23,4000000,3105,10,3-37-10/41,3105,นายทองบูรณ์ คงวิศวามิตร,ทำเครื่องเรือนจากไม้,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,783,,686.88,1000000,3106,69,3-53(1)-12/41,3106,บริษัท ตั้งเจริญอุตสาหกรรม จำกัด,ทำถุงพลาสติคและทำเชือกไนล่อน,4150070,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,48,บางขุนเทียน 6,218.05,3400000,3107,12,3-52(4)-3/41,3107,ไทยเสถียรการยาง,ทำแกนลูกกลิ้งยางและทำลูกกลิ้งยาง,4153338,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,25/6,,96,750000,3108,10,3-36(1)-1/42,3108,นายประเสริฐ รัตนพลประเสริฐ,ทำลังไม้จากไม้ยางพารา,4154785,10150,บางบอน,บางบอน,กรุงเทพมหานคร,3
,114,,424.13,3150000,3109,8,3-52(4)-2/42,3109,นางสาวสมจิตร เจริญผาสุก,ทำรองเท้าฟองน้ำ,4150997,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,116,เอกชัย 45,516.9,1350000,3110,28,3-52(4)-2/46,3110,ห้างหุ้นส่วนจำกัด โรงงานสากลการยาง,ทำอุปกรณ์ของเครื่องยนต์ส่วนที่เป็นยาง เช่น ยางแท่นเครื่อง ยางปั๊มน้ำ ยางโช๊คอัพ,0 2893 6067,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
รัชดาภิเษก,174,,24.22,11000000,3111,7,3-95(1)-255/58,3111,บริษัท บริดจสโตน เอ.ซี.ที (ประเทศไทย) จำกัด,ซ่อมรถยนต์,,10900,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,
ลาดพร้าว,1299,,57.5,3000000,3112,20,3-95(1)-33/37,3112,บริษัท โตโยต้า เค.มอเตอร์ส ผู้จำหน่าย โตโยต้า จำกัด,ซ่อมเครื่องรถยนต์,,10900,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,
พหลโยธิน,5,พหลโยธิน 28 (เฉลิมสุข),24.43,350000,3113,10,3-95(1)-38/29,3113,นายวิสัน แสงพูนสุข,ซ่อมและพ่นสีรถยนต์,25121377,10900,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,
พหลโยธิน,21/1-2,พหลโยธิน 28 (เฉลิมสุข),1011.72,8600000,3114,129,3-46(2)-2/18,3114,บริษัท เวสโก ฟาร์มาซูติคอล จำกัด,ผลิตยารักษาโรคแผนปัจจุบัน เช่น ยาเม็ด ยาน้ำ ยาแค๊ปซูล และยาฉีด,5113843,10900,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,8
ลาดพร้าว,118/2,ลาดพร้าว 41,87.5,400000,3115,10,3-87(5)-2/23,3115,ห้างหุ้นส่วนจำกัด สมพัฒนาการช่าง,ทำเครื่องหมายสัญญาณการจราจร,02-541-9009,10900,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,13
วิภาวดีรังสิต,มิ.ย.-79,,83.17,800000,3116,3,3-77(1)-18/57,3116,ห้างหุ้นส่วนจำกัด กิจเจริญกลการ,ประกอบตัวถังรถโดยสาร ถังน้ำมัน กระบะทุกชนิด และซ่อมรถยนต์ทุกชนิด,25113658,10900,จตุจักร,จตุจักร,กรุงเทพมหานคร,9
-,9,-,75,1150000,3117,3,3-9(1)-4/12,3117,กิจเจริญ,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 16 เกวียน/วัน),,10530,คู้ฝั่งเหนือ,หนองจอก,กรุงเทพมหานคร,4
ประชาสำราญ,48,,35,3500000,3118,5,3-48(6)-1/58,3118,บริษัท พี บี เอส คอมเมอร์เชียล จำกัด,หมึกพิมพ์,,10530,คลองสิบสอง,หนองจอก,กรุงเทพมหานคร,1
สมเด็จพระเจ้าตากสิน,150,สมเด็จพระเจ้าตากสิน34,9.5,2400000,3119,4,3-37-17/43,3119,นายไพบูลย์ แสงสินธุ์,ประดิษฐกรรมโต๊ะธรรมมาสน์,"87,613,920,867,812,500",10600,ดาวคะนอง,ธนบุรี,กรุงเทพมหานคร,0
สมเด็จพระเจ้าตากสิน,89(ส่วนที่ 1),สมเด็จพระเจ้าตากสิน,192.16,1200000,3120,8,3-53(1)-52/34,3120,บริษัท เบนนี่ คอสเมติค คอร์ปอเรชั่น จำกัด,ทำของใช้ และของชำร่วยจากพลาสติก,02-4386523,10600,สำเหร่,ธนบุรี,กรุงเทพมหานคร,
สมเด็จพระเจ้าตากสิน,459,,9.5,1000000,3121,6,3-95(1)-174/51,3121,บริษัท ทริปเปิ้ลเอสออโต้ จำกัด,ซ่อมรถยนต์,,10600,สำเหร่,ธนบุรี,กรุงเทพมหานคร,
สว่าง,217-221,,143.5,100000,3122,5,3-53(4)-36/23,3122,บริษัท สินสยาม โครเมี่ยม จำกัด,ทำของใช้ด้วยพลาสติก,,10500,มหาพฤฒาราม,บางรัก,กรุงเทพมหานคร,
รามอินทรา,31/17,รามอินทรา 6/1,19.76,5100000,3123,8,3-95(1)-46/44,3123,บริษัท สถิตพร ออโต้บอดี้ จำกัด,ซ่อมและพ่นสีรถยนต์,02-9719684,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,2
ลาดปลาเค้า,4/309,ลาดปลาเค้า 66,138,46836505,3124,21,3-41(1)-9/47,3124,บริษัท กรังด์ปรีซ์ อินเตอร์เนชั่นแนล จำกัด,ผลิตสื่อสิ่งพิมพ์,0 2522 1731-8,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,
พหลโยธิน,52/2,,59.3,17500000,3125,11,3-95(1)-162/58,3125,บี-ควิก สาขาโลตัส หลักสี่,ศูนย์บริการซ่อมแซมรถยนต์,,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,
-,47,รามอินทรา19,26.5,380000,3126,8,3-95(1)-93/37,3126,อู่เปี๊ยก การาจ,ซ่อมเคาะพ่นสีรถยนต์,,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,-
ศูนย์การค้าแฮปปี้แลนด์,88/5-7,-,864.5,5200000,3127,0,3-14-46/47,3127,นางสาวอมรรัตน์ นันธนวัฒน์,ผลิตน้ำแข็งก้อนเล็ก กำลังการผลิต 41 ตันต่อวัน,,10240,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,
ลาดพร้าว,555/1,ลาดพร้าว107,64,16500000,3128,50,ศ3-37-23/39,3128,บริษัท ฟาสเทคโน จำกัด,ทำเครื่องเรือนจากไม้,02-7310292-4,10240,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,4
,17,โพธิ์แก้ว 3,12.5,5150000,3129,4,3-95(1)-336/48,3129,บริษัท ประดิษฐพงศ์ กิจเจริญ จำกัด,ซ่อมและรับติดตั้งอุปกรณ์ชิ้นส่วนรถยนต์,09-444-4467,10240,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,
ลาดพร้าว,2904,ลาดพร้าว 101,44.5,16500000,3130,195,3-28(1)-157/35,3130,บริษัท เอ.ที.พี.จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 150 เครื่อง),,10240,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,
สุขาภิบาล 1,26-ต.ค.,โพธิ์แก้ว,402,4000000,3131,40,3-63(2)-1/36,3131,บริษัท มนตรีอุตสาหกรรม จำกัด,ทำประตู-หน้าต่างเหล็ก และโครงหลังคาเหล็ก,,10240,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,5
ลาดพร้าว,"64,66,68,67",ลากพร้าว107,98.82,28042457,3132,28,3-41(1)-21/41,3132,ห้างหุ้นส่วนจำกัด ไทยเจริญการพิมพ์,รับจ้างพิมพ์สิ่งพิมพ์ต่างๆ,7310154,10240,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,
เพลินจิต,36/18,หลังสวน,18,3980000,3133,12,3-37-56/27,3133,บริษัท โมบีเลีย จำกัด,ผลิตเครื่องเรือนจากโลหะและไม้,2501736,10330,ลุมพินี,ปทุมวัน,กรุงเทพมหานคร,
บำรุงเมือง,222/2-3-4-5,ยศเส,31.69,2700000,3134,35,3-28(1)-11/25,3134,บริษัท สหไทยการ์เมนท์ (2521) จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 100 เครื่อง),2235001,10100,วัดเทพศิรินทร์,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
เจริญกรุง,145,บุรีรมย์,41.75,100000,3135,7,3-64(2)-32/51,3135,ที.เค.เอส.โลหะกิจ,ทำเหรียญและเครื่องประดับด้วยโลหะ,02-2232434,10100,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
บริพัตร,88/14,บุรีรมย์ 2,24.75,350000,3136,5,3-64(2)-19/20,3136,ไถ่ฮงเฮง,ทำเหรียญที่ระลึกต่าง ๆ, ,10100,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
บริพัตร,83,บุรีรมย์ 2,9.46,135000,3137,1,3-64(9)-249/15,3137,นายชาญ ว่องเกื้อกูล,ทำรางลิ้นชัก,2223493,10100,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
บริพัตร,"46,48,50",,12.75,1100000,3138,8,ศ3-34(2)-10/33,3138,บริษัท ผลิตภัณฑ์อาคาร จำกัด,ทำวงกบ บานประตู-หน้าต่างจากไม้,,10100,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
บริพัตร,"23,25,79",หิรัญ,42.12,11000000,3139,25,3-95(1)-23/35,3139,บริษัท พี.เจ.บี.เอ็นเตอร์ไพรส์ จำกัด,ซ่อมส่วนประกอบของรถยนต์ เช่น แผ่นคลัช,2223741,10100,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
สุขุมวิท,1739/1,พูนสิน,420.15,55000000,3140,46,3-95(1)-92/43,3140,บริษัท ทีทีไอ โกลเบิล ออโตโมทีฟ จำกัด,ซ่อมและพ่นสีรถยนต์,7449009,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,59,สุขุมวิท 101/1,116.5,30000000,3141,22,3-41(1)-32/47,3141,บริษัท สแควร์ ปริ๊นซ์ 93 จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,-
สุขุมวิท,907/1,สุขุมวิท93(มีสุข),47.7,8500000,3142,6,3-95(1)-53/38,3142,บริษัท เอ.ดี การาจ จำกัด,ซ่อมและพ่นสีรถยนต์,,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท 93,48,พึ่งมี 29,17.9,265000,3143,6,3-95(1)-74/44,3143,บริษัท กมล ออโต้คาร์เซอร์วิส เซ็นเตอร์ จำกัด,รับจ้างเคาะพ่นสีรถยนต์,0-2331-1536,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,14,สุขุมวิท 99 (สายณรงค์),72.5,9700000,3144,15,3-36(2)-1/20,3144,บริษัท ชินไทย คอมพิวท์ลาสท์ จำกัด,ทำหุ่นรองเท้าจากไม้,3315663,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,38,สุขุมวิท 64/1,109.35,3030000,3145,15,3-70-16/27,3145,เค.แอล.ฮีทเตอร์,ทำแผ่นฮีทเตอร์หม้อหุงข้าว แผ่นความร้อนเตารีด,,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,20,สุขุมวิท 97,444.25,33000000,3146,309,3-83-1/22,3146,บริษัท คอสโม เมดิเทค จำกัด,ผลิตสายนาฬิกา ชิ้นส่วนของนาฬิกา และประกอบกล่องนาฬิกา,3112131,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,5
สุขุมวิท,"41,41/1-4",สุขุมวิท 101/1(แยกเข้าซอยวชริธรรมสาธิต5),26.25,750000,3147,8,ศ3-37-17/37,3147,บริษัท แอทเฮ้าท์ จำกัด,ทำเครื่องเรือนเพื่อการตบแต่งภายในบ้านเรือน,,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,535,พึ่งมี (สุขุมวิท 93),18.5,350000,3148,5,3-7(1)-3/21,3148,ห้างหุ้นส่วนจำกัด เตี้ยว เชียง ล้ง,สกัดน้ำมันพืช,3111529,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,121,สามภพนฤมิตร,169.2,313000,3149,8,3-61-3/22,3149,นายณัฐคณนันท์ ภัทรภิญโญพงศ์,ผลิตเครื่องใช้จากเหล็ก เช่น เครื่องถอนขนไก่ และกะทะ,3111921,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,1216,สุขุมวิท 101,25.73,200000,3150,2,3-100(5)-1/27,3150,ชัยเจริญ,ชุบโลหะ,3923324,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,2601,,691.62,12885000,3151,9,3-46(1)-1/24,3151,บริษัท สามัคคีเภสัช จำกัด,ประกอบยารักษาโรคแผนปัจจุบัน,3110981,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,24,พึ่งมี 34 (เปี่ยมสุข),10.59,260000,3152,8,ศ3-37-65/35,3152,พลเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้,,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
,32,วชิรธรรมสาธิต 44,107.5,8600000,3153,14,3-63(2)-30/35,3153,บริษัท นำเบญจพล กรุ๊ป คอร์ปอเรชั่น จำกัด,ทำประตู หน้าต่างเหล็กดัด,,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท 93,96,พึ่งมี 29,192.87,24000000,3154,503,3-28(1)-190/35,3154,บริษัท อุตสาหกรรมไหมไทย จำกัด,ผลิตของชำร่วยจากผ้า เช่น กรอบรูป กรอบแว่นตา กระเป๋า (จำนวนจักรเย็บผ้า 60 เครื่อง),,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
,1042/39,สุขุมวิท 101,60.66,250000,3155,5,3-71-13/33,3155,นายเดชา เมธประภา,ประกอบตู้ควบคุมไฟฟ้า,3313324,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,169,สุขุมวิท 93 (พึ่งมี),142,5100000,3156,28,3-41(1)-2/23,3156,บริษัท ปัญญศิลป์ พริ้นติ้ง จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,1398,สุขุมวิท101/1,958.75,0,3157,0,3-45(1)-1/29,3157,บริษัท ไทยโตอาอุตสาหกรรม จำกัด,ทำสีน้ำพลาสติกสีน้ำมันสีพ่นแลคเกอร์และทินเนอร์,,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
-,46,,217.57,3410000,3158,12,3-64(13)-124/47,3158,นายบุญทวี ศิลปลีลา,กลึงและปั๊มโลหะทั่วไป,,10520,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,
ลาดกระบัง,128,-,345,4530000,3159,40,3-58(1)-145/47,3159,บริษัท พูลสิริ อุตสาหกรรมคอนกรีต จำกัด,"ผลิตเสาคอนกรีต,ท่อน้ำคอนกรีต,ถังน้ำคอนกรีต,แผ่นพื้นคอนกรีตสำเร็จรูปอัดแรง,ผลิตภัณฑ์คอนกรีตอัดแรงทุกชนิดและชิ้นส่วนบ้านสำเร็จรูปคอนกรีต",,10520,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,3
อ่อนนุช-ลาดกระบัง,9-มิ.ย.,-,49.9,36000000,3160,16,3-95(1)-136/48,3160,บริษัท สยามนิสสัน กรุงไทย จำกัด,บริการซ่อมบำรุงรักษารถยนต์,,10520,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,
อ่อนนุช-ลาดกระบัง,318/2,-,173.96,34000000,3161,18,3-95(1)-50/50,3161,บริษัท โตโยต้า ที บี เอ็น จำกัด,ซ่อมรถยนต์และพ่นสีรถยนต์,02-3298888,10520,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,
