GPS_lng,ตำบล,ประกอบกิจการ,คนงานรวม,เลขทะเบียนเดิม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,หมู่,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,คนงานหญิง,_id,อำเภอ,GPS_lat,เงินทุนรวม
99.995272,สระสี่มุม,สีข้าวและอบข้าว (กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน),6,3-9(1)-32/50นฐ,-,เลขที่ 49,3,นครปฐม,034-353106,9,บริษัท โรงสีรุ่งวานิช จำกัด,-,บริษัท โรงสีรุ่งวานิช จำกัด,73140,3,625,กำแพงแสน,14.04335,31000000
99.99028333,สระสี่มุม,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 40 เกวียน/วัน,10,3-9(1)-4/26นฐ,มาลัยแมน,เลขที่ 96,6,นครปฐม,351286,15,ห้างหุ้นส่วนจำกัด โรงสีบ้านดอน,-,ห้างหุ้นส่วนจำกัด โรงสีบ้านคอน,73140,4,626,กำแพงแสน,14.05036667,4000000
100.1731333,ท่าตำหนัก,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 25 เกวียน/วัน,11,3-9(1)-6/26นฐ,ทางแยกเข้าอำเภอนครชัยศรี,เลขที่ 46/9,9,นครปฐม,331811,2,โรงสีข้าวชุมนุมสหกรณ์การเกษตร,,โรงสีข้าวชุมนุมสหกรณ์การเกษตรแห่งประเทศไทย จำกัด (ชสท.),73120,2,627,นครชัยศรี,13.79643333,0
,ลำเหย,ปรับปรุงคุณภาพข้าว,32,3-9(1)-6/67นฐ,,เลขที่ 66/9,22,นครปฐม,091-459-1111,8,บริษัท นราธิปไรซ์มิล 1989 จำกัด,,บริษัท นราธิปไรว์มิล 1989 จำกัด,73150,10,628,ดอนตูม,,108000000
100.1975167,วัดละมุด,สีข้าว กำลังสีสูงสุดของร้าน สีข้าว 40 เกวียน/วัน,8,3-9(1)-7/20นฐ,,เลขที่ 6/6,8,นครปฐม,,2,นางลุ้ย สูญจันทร์,,ห้างหุ้นส่วนจำกัด โรงสีไฟปฐมวิวัฒน์,73120,0,629,นครชัยศรี,13.8771,0
99.97436667,หนองดินแดง,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 40 เกวียน/วัน),12,3-9(1)-7/26นฐ,เพชรเกษม,เลขที่ 382,12,นครปฐม,,2,นายจือ จารุพุทธิศิริพจน์,,,73000,0,630,เมืองนครปฐม,13.79856667,0
99.96158333,สวนป่าน,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 16 เกวียน/วัน),8,3-9(1)-8/22นฐ,,เลขที่ 60,7,นครปฐม,242073,1,ห้างหุ้นส่วนจำกัด โรงสีอุ่นเจริญทรัพย์,,โรงสีอุ่นเจริญทรัพย์,73000,1,631,เมืองนครปฐม,13.76571667,1840000
100.014,ลำพยา,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 20 เกวียน/วัน),6,3-9(1)-8/26นฐ,เพชรเกษม,เลขที่ 56,6,นครปฐม,034-252537,5,นายปรีดา จารุพุทธิศิริพจน์,-,บริษัท โรงสีทวีผล (2004) จำกัด,73000,0,632,เมืองนครปฐม,13.80363333,0
100.2453,บ้านใหม่,ผลิตแป้งข้าวจ้าว แป้งข้าวเหนียว ผลิตภัณฑ์ผสมอื่น ๆ ที่ใช้ในการประกอบปรุงแต่งอาหาร น้ำตาลผสมทุกชนิด อาหารสำเร็จรูป และผลิตภัณฑ์อาหารจากแป้ง เป็นเส้น เม็ด หรือชิ้น เช่น วุ้นเส้นและอาหารกึ่งสำเร็จรูปอื่นๆ,339,3-9(2)-1/31นฐ,เพชรเกษม,เลขที่ 12,144,นครปฐม,024290066-8,1,บริษัท บางกอกอินเตอร์ฟูด จำกัด,วัดเทียนดัด,บริษัท บางกอกอินเตอร์ฟูด จำกัด,73110,195,633,สามพราน,13.69746667,310872177
99.9992,ทัพหลวง,ผลิตแป้งข้าวจ้าว แป้งข้าวเหนียว แป้งมันสำปะหลัง แป้งแปรรูปและแป้งดัดแปร,4,3-9(2)-1/42นฐ,ทัพหลวง,เลขที่ 1/4,4,นครปฐม,,1,บริษัท ซิโนไทย สตาร์ช จำกัด,-,บริษัท ซิโนไทย สตาร์ช จำกัด,73000,0,634,เมืองนครปฐม,13.895,15075423
100.26615,อ้อมใหญ่,ผลิตแป้งข้าวจ้าวและแป้งข้าวเหนียว,51,3-9(2)-2/25นฐ,เพชรเกษม,เลขที่ 95,36,นครปฐม,,5,บริษัท ไทยอินเตอร์เนชั่นแนลไรซ์ฟลาว จำกัด,วัดอ้อมใหญ่,บริษัท ไทยอินเตอร์เนชั่นแนลไรซ์ฟลาว จำกัด,73160,15,635,สามพราน,13.69336667,20150000
,ดอนข่อย,ผลิตแป้งข้าวจ้าว และแป้งข้าวเหนียวและผลิตภัณฑ์จากแป้ง,60,3-9(2)-2/63นฐ,,เลขที่ ,60,นครปฐม,,,บริษัท อุตสาหกรรมแป้งไทย จำกัด,,บริษัท อุตสาหกรรมแป้งไทย จำกัด,73140,0,636,กำแพงแสน,,225000000
,บางเลน,"ทำแป้งดัดแปรงจากแป้งข้าว หรือแป้งมันสำปะหลัง, ทำแป้งข้าวเหนียวได้เดือนละ 305 ตัน และแป้งข้าวจ้าวได้เดือนละ 305 ตัน",142,3-9(2)-6/62นฐ,พลดำริห์,"เลขที่ 45, 105",78,นครปฐม,,11,บริษัท อินกริดิออน (ประเทศไทย) จำกัด,,บริษัท อินกริดิออน (ประเทศไทย) จำกัด,10540,64,637,บางเลน,,500000000
100.2034667,ขุนแก้ว,ผลิตผงถั่วเหลืองอบสุก,48,3-9(3)-1/45นฐ,สายเจ็ด,เลขที่ 101/2,48,นครปฐม,331805-7,1,บริษัท น้ำมันพืชไทย จำกัด (มหาชน),,บริษัท น้ำมันพืชไทย จำกัด (มหาชน),73120,0,638,นครชัยศรี,13.78505,76414790
100.25255,ท่าข้าม,ผลิตอาหารสำเร็จรูป เช่น ขนมไข่กรอบ และขนมถั่วกรอบ เป็นต้น,85,3-9(4)-1/31นฐ,เพชรเกษม,เลขที่ 45/19,45,นครปฐม,4204988,5,บริษัท ไทยอิจิบัง อินดัสทรี จำกัด,วัดเทียนดัด,บริษัท เอ็น เอส ทีฟู้ด อินดัสทรี กรุ๊ป จำกัด,73110,40,639,สามพราน,13.7081,39000000
100.2823167,ไร่ขิง,ผลิตแป้งกาวด้วยแป้งมันสำปะหลัง,9,3-9(5)-1/36นฐ,วัดท่าพูด-พุทธมณฑลสาย 5,เลขที่ 81/2,9,นครปฐม,4311328,10,บริษัท แปซิฟิคสตาซ จำกัด,,บริษัท แปซิฟิคสตาซ จำกัด,73210,0,640,สามพราน,13.74076667,3000000
100.2048167,บางระกำ,ผลิตน้ำประปาหรือน้ำประปาเพื่ออุตสาหกรรม,40,3-90-1/45นฐ,-,เลขที่ 68,40,นครปฐม,,9,บริษัท น้ำประปาไทย จำกัด (มหาชน),-,บริษัท ทีทีดับบลิว จำกัด (มหาชน),73130,0,641,บางเลน,13.93406667,1653000000
100.3005333,ไร่ขิง,จัดหาและจำหน่ายน้ำไปยังอาคารหรือโรงงานอุตสาหกรรม,8,3-90-2/47นฐ,พุทธมณฑลสาย 5,เลขที่ 30/10,8,นครปฐม,,12,บริษัท น้ำประปาไทย จำกัด (มหาชน),-,บริษัท ทีทีดับบลิว จำกัด (มหาชน) ,73210,0,642,สามพราน,13.75253333,9742980000
100.3035199,คลองโยง,จัดหาและจำหน่ายน้ำประปาไปยังอาคารหรือโรงงานอุตสาหกรรม,4,3-90-2/53นฐ,ศาลา-บางภาษี (นฐ3004),เลขที่ โฉนดที่ดินเลขที่ 10457,4,นครปฐม,02-811-7528,-,บริษัท ทีทีดับบลิว จำกัด (มหาชน),-,บริษัท ทีทีดับบลิว จำกัด (มหาชน),73170,0,643,พุทธมณฑล,13.84436248,1851237601
100.1988103,ไทยาวาส,บรรจุน้ำมันพืช,130,3-91(1)-8/61นฐ,สายแปด (นฐ 3004),"เลขที่ 89, 3/2",65,นครปฐม,0-3426-5620-9,"1,2",บริษัท น้ำมันพืชไทย จำกัด (มหาชน),,บริษัท น้ำมันพืชไทย จำกัด (มหาชน),10600,65,644,นครชัยศรี,13.79948309,891858732
100.0649833,มาบแค,ห้องเย็น,12,3-92-1/55นฐ,,เลขที่ -,9,นครปฐม,,9,บริษัท วงศ์ศรีสกุลทอง จำกัด,-,บริษัท วงศ์ศรีสกุลทอง จำกัด,73000,3,645,เมืองนครปฐม,13.87059173,36000000
100.0630667,ห้วยจรเข้,กลึงโลหะและซ่อมรถยนต์บรรทุก ต่อตัวถังรถบรรทุก,16,3-95(1)-10/24นฐ,เพชรเกษม,เลขที่ 641/1-4,16,นครปฐม,241581,,นายภัสสร พรพันธุ์ไพบูลย์,,โรงกลึง ส.ไพบูลย์,73000,0,646,เมืองนครปฐม,13.80923333,3800000
100.1740667,บางเลน,ซ่อมรถยนต์,55,3-95(1)-14/34นฐ,,เลขที่ 174/9,51,นครปฐม,242903,8,บริษัท โตโยต้านครปฐม ผู้จำหน่ายโตโยต้า จำกัด,,บริษัท โตโยต้านครปฐม ผู้จำหน่ายโตโยต้า จำกัด,73130,4,647,บางเลน,14.02178333,4600000
100.028,ลำพยา,ซ่อมรถยนต์ และอุปกรณ์ของเครื่องยนต์,10,3-95(1)-3/29นฐ,เพชรเกษม,เลขที่ 153,10,นครปฐม,242913,9,นายวิเชียร ก.ศรีสุวรรณ,,อู่สหยนต์,73000,0,648,เมืองนครปฐม,13.80431667,1650000
99.96886667,สระกะเทียม,ซ่อมรถยนต์,5,3-95(1)-4/24นฐ,เพชรเกษม,เลขที่ 76,5,นครปฐม,,1,ห้างหุ้นส่วนจำกัด ตั้งเซียฮวด (1985),,ห้างหุ้นส่วนจำกัด ตั้งเซียฮวด (1985),73000,0,649,เมืองนครปฐม,13.79703333,1450000
100.0877333,พระประโทน,ซ่อมและเคาะพ่นสีรถยนต์,10,3-95(1)-6/33นฐ,เพชรเกษม,เลขที่ 73,10,นครปฐม,,9,นายสุรศักดิ์ ปฐมวัฒนศักดิ์,,อู่ วัฒนกิจ,73000,0,650,เมืองนครปฐม,13.81646667,250000
100.0420333,สนามจันทร์,ซ่อมและพ่นสีรถยนต์,12,3-95(1)-7/33นฐ,,เลขที่ 162,12,นครปฐม,241219,,นายนิระวิทธ์ คมชาญวริทธิ์ธร,,ห้างหุ้นส่วนจำกัด สิริ ทรัค,73000,0,651,เมืองนครปฐม,13.80776667,1450000
100.2526,ยายชา,"ฟอกและซักรีดเสื้อผ้า ได้  150,000 ตัว",93,3-98-1/29นฐ,เพชรเกษม,เลขที่ 20/9,53,นครปฐม,,1,ห้างหุ้นส่วนจำกัด ศรีไพศาล,วัดโรมันเปโตร 1,ห้างหุ้นส่วนจำกัด ศรีไพศาล,73110,40,652,สามพราน,13.72185,10250000
100.2693167,อ้อมใหญ่,ฟอกผ้าและเสื้อผ้าสำเร็จรูป,24,3-98-1/32นฐ,เพชรเกษม,เลขที่ 23/11,15,นครปฐม,4200504,2,บริษัท ถาวรวัฒน์การฟอก จำกัด,กังวาล 1,บริษัท ถาวรวัฒน์การฟอก จำกัด,73160,9,653,สามพราน,13.71156667,1000000
100.27085,อ้อมใหญ่,ซักรีดเสื้อผ้า,21,3-98-1/36นฐ,เพชรเกษม,เลขที่ 45/10,17,นครปฐม,4202285,8,บริษัท ยูเนี่ยน วอช จำกัด,วัดอ้อมใหญ่,บริษัท เกวียนไทย ซักล้าง จำกัด,73160,4,654,สามพราน,13.70011667,1000000
100.2446667,ท่าตลาด,ซีกรีดผ้า,0,3-98-1/37นฐ,พุทธมณฑลสาย 7,เลขที่ 10/1,0,นครปฐม,321730,10,ห้างหุ้นส่วนจำกัด ที.เค.พี.ลอนดรี,วัดทรงคนอง,ห้างหุ้นส่วนจำกัด ที.เค.พี.ลอนดรี,73110,0,655,สามพราน,13.7524,7000000
100.06655,มาบแค,ซักรีดเสื้อผ้าและฟอกย้อมผ้า,178,3-98-1/42นฐ,นครปฐม-ดอนตูม,เลขที่ 53/2,120,นครปฐม,,8,บริษัท สามปฐมชัย จำกัด,-,บริษัท สามปฐมชัย จำกัด,73000,58,656,เมืองนครปฐม,13.86695,17000000
100.30683,บางกระทึก,ซัก อบ รีด และฟอก เสื้อผ้าสำเร็จรูป,35,3-98-1/47นฐ,-,เลขที่ 55/7,25,นครปฐม,0 2805 0761,1,นายวิวัฒน์ คูสมส่วน,-,,73210,10,657,สามพราน,13.75779,10600000
100.0803667,ถนนขาด,ซัก อบ รีด เสื้อผ้าทุกชนิด,20,3-98-3/47นฐ,พระประโทน-บ้านแพ้ว,เลขที่ 91,20,นครปฐม,,3,นายกฤษฎ์ ธนาวินธัย,-,บุญถาวรซักอบรีด,73000,0,658,เมืองนครปฐม,13.78668333,12700000
100.2140333,ดอนแฝก,"ซักฟอก, ย้อมผ้าเครื่องนุ่งห่มทั่วไป",115,3-98-7/49นฐ,,เลขที่ 99/2,55,นครปฐม,034-265320,3,บริษัท พี พี เอ รอว์แมททีเรียล จำกัด,,บริษัท พี พี เอ รอว์แมททีเรียล จำกัด,73120,60,659,นครชัยศรี,13.84888333,65000000
,บางระกำ,ผลิตน้ำหวานเข้มข้น และวุ้นคาจีแนนกลิ่นต่างๆ,10,จ2-11(1)-1/64นฐ,,เลขที่ 31/1,5,นครปฐม,,9,บริษัท โรงน้ำหวาน ส.วัฒนา จำกัด,,บริษัท โรงงานน้ำหวาน ส.วัฒนา จำกัด,73130,5,660,บางเลน,,3000000
,นราภิรมย์,ผลิตสารอาหารเสริมสำหรับสัตว์ จำพวก สัตว์ใหญ่ สัตว์เศรษฐกิจ เช่น สุกร ไก่ โค และ สัตว์น้ำ เป็นต้น,20,จ2-15(1)-16/64นฐ,,เลขที่ ,15,นครปฐม,,11,บริษัท แอลไอซี อโกรเทค จำกัด,,บริษัท แอลไอซี อโกรเทค จำกัด,73170,5,661,บางเลน,,33000000
,สระกะเทียม,ผลิตสารผสมอาหารล่วงหน้าสำหรับสัตว์,15,จ2-15(1)-19/64นฐ,,เลขที่ 32/1,5,นครปฐม,,10,บริษัท เอ.เจ.ฟาร์ม่า แล็บ จำกัด,,บริษัท เอ.เจ.ฟาร์ม่า แล็บ จำกัด,73000,10,662,เมืองนครปฐม,,7200000
,กำแพงแสน,ผลิตอาหารสัตว์ประเภทวัตถุที่ผสมแล้ว ชนิดสารผสมล่วงหน้า (พรีมิกซ์),5,จ2-15(1)-20/64นฐ,,เลขที่ 179,5,นครปฐม,03435-5179-80,11,บริษัท บิ๊ค เคมิคอล จำกัด,,บริษัท บิ๊ค เคมิคอล จำกัด,73140,0,663,กำแพงแสน,,10000000
,บางภาษี,อบข้าวเปลือก,3,จ2-2(1)-9/64นฐ,,เลขที่ ,3,นครปฐม,,13,นายณรงค์ ศรีจันทร์,,นายณรงค์ ศรีจันทร์,73130,0,664,บางเลน,,38900000
,สามพราน,เพาะถั่วงอก,11,จ2-2(8)-3/64นฐ,,เลขที่ 30/1,11,นครปฐม,,2,นางมาลี ชาญวิญญู,,-,73110,0,665,สามพราน,,4800000
,หนองปากโลง,บรรจุผลิตภัณฑ์พืช ผัก และผลไม้,29,จ2-2(9)-15/64นฐ,,เลขที่ 104/5,7,นครปฐม,096-4424956,8,บริษัท เอ็นที ฟู้ด อินเตอร์เทรด จำกัด,,บริษัท เอ็นที ฟู้ด อินเตอร์เทรด จำกัด,73000,22,666,เมืองนครปฐม,,16500000
,ทุ่งลูกนก,ผลิตน้ำดื่ม,11,จ2-20(1)-12/64นฐ,,เลขที่ 159,5,นครปฐม,,4,บริษัท บลูโอเรียนทอล จำกัด,,บริษัท บลูโอเรียนทอล จำกัด,73140,6,667,กำแพงแสน,,52128750
,ยายชา,ผลิตน้ำดื่ม,10,จ2-20(1)-17/64นฐ,เพชรเกษม,เลขที่ 6/6,3,นครปฐม,081-9342955,2,นางศิณาพร เส็งประชา,ทองดี,น้ำดื่มตราถุงเงิน,73110,7,668,สามพราน,,2000000
,ห้วยจรเข้,ผลิตเครื่องดื่มบำรุงร่างกาย,12,จ2-20(2)-5/64นฐ,-,เลขที่ 92,9,นครปฐม,,3,บริษัท นครปฐมเครื่องดื่ม จำกัด,-,บริษัท นครปฐมเครื่องดื่ม จำกัด,73000,3,669,เมืองนครปฐม,,27000000
,บ้านใหม่,ถักผ้ายืด,15,จ2-22(2)-10/64นฐ,-,เลขที่ 88/16,8,นครปฐม,,4,บริษัท ดีพลัส พลาสติก (ไทยแลนด์) จำกัด,-,บริษัท ดีพลัส พลาสติก (ไทยแลนด์) จำกัด,73110,7,670,สามพราน,,14000000
100.28949,บางกระทึก,การตบแต่งเย็บปักถักร้อยจากผ้า,46,จ2-23(4)-2/51นฐ,พุทธมณฑลสาย 5,เลขที่ 13/11,28,นครปฐม,,12,บริษัท เคเอสเอ็น เอเซีย จำกัด,ไร่ขิง 42,บริษัท เคเอสเอ็น เอเซีย จำกัด,73210,18,671,สามพราน,13.76112,45000000
,บางเตย,ถัก-ทอ เชือกลูกไม้,12,จ2-24-17/64นฐ,,เลขที่ 91,2,นครปฐม,02-8893619,2,นายโกวิท พฤกษาชื่น,บางเตย 5,ศรีเจริญเทปลูกไม้,73210,10,672,สามพราน,,12500000
,บัวปากท่า,ทอถุงมือ,55,จ2-28(1)-63/64นฐ,,เลขที่ 4/2,25,นครปฐม,,8,นายกฤษฎิ์สพล ชัยหิรัญมนตรี,,,73130,30,673,บางเลน,,9100000
,นราภิรมย์,ผลิตถุงมือผ้าถัก,53,จ2-28(1)-64/64นฐ,,เลขที่ 88/44,20,นครปฐม,,2,บริษัท เคลฟเวอร์ อินเตอร์ เท๊กซ์ จำกัด,,บริษัท เคลฟเวอร์ อินเตอร์ เท๊กซ์ จำกัด,73130,33,674,บางเลน,,25000000
,ลำพยา,ตัดเย็บเสื้อผ้าสำเร็จรูปและพิมพ์ลายเสื้อยืด,32,จ2-28(1)-76/64นฐ,เพชรเกษม,เลขที่ 123,16,นครปฐม,,8,นายสิทธิชัย ศุภวัฒน์ยืนยง,,-,73000,16,675,เมืองนครปฐม,,51000000
99.91536076,บ้านยาง,ขุดดักทราย,2,จ2-3(2)-1/41นฐ,,"เลขที่ โฉนดที่ดิน 33436,33661,33385,3386,33389ฯ",2,นครปฐม,,7,นายบัญชา เอกศิริวรานนท์,,โชคชัยวัฒน์,73000,0,676,เมืองนครปฐม,13.86297013,2500000
,โพรงมะเดื่อ,ผลิตรองเท้าผ้าใบสำเร็จรูป,20,จ2-33-11/64นฐ,,เลขที่ 19/3,7,นครปฐม,081-9417863,,นายมานะ คงเพ็ชรศักดิ์,,ห้างหุ้นส่วนจำกัด โพรงมะเดื่อ ฟุตแวร์,73000,13,677,เมืองนครปฐม,,1040000
,นราภิรมย์,ผลิตกระเป๋า และรองเท้าหนัง หนังแท้ หนังเทียม ผ้า,38,จ2-33-9/64นฐ,,เลขที่ 88/12,23,นครปฐม,25613838,2,บริษัท เอสอาร์จี แมนนูแฟคเจอเรอส์ จำกัด,,บริษัท เอสอาร์จี แมนูแฟคเจอเรอส์ จำกัด,73130,15,678,บางเลน,,12900000
,สระกะเทียม,ผลิตกล่องกระดาษ,13,จ2-39-55/64นฐ,,เลขที่ 191,6,นครปฐม,,14,ห้างหุ้นส่วนจำกัด อาร์ซีเอ็น.แพ็คกิ้ง,,ห้างหุ้นส่วนจำกัด อาร์ซีเอ็น.แพ็คกิ้ง,73000,7,679,เมืองนครปฐม,,13200000
,ท่าข้าม,ทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์,7,จ2-4(3)-16/64นฐ,,เลขที่ 207,6,นครปฐม,,6,นางมาลัยวัลย์ กิจเจริญ,,-,73110,1,680,สามพราน,,20800000
,ธรรมศาลา,การทำอาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,10,จ2-4(3)-21/64นฐ,,เลขที่ 60/2,3,นครปฐม,,5,นายภัทรพงศ์ พิพัฒน์บรรณกิจ,,บ้านขาหมู,73000,7,681,เมืองนครปฐม,,17000000
,ถนนขาด,ผลิตอาหารจากเนื้อสุกร เช่น แหนม หมูยอ กุนเชียง,26,จ2-4(3)-22/64นฐ,,เลขที่ 61,2,นครปฐม,254935,2,นายพงษ์ศักดิ์ สุวรรณคีรี,,แหนมหมูยอ เรือนแก้ว,73000,24,682,เมืองนครปฐม,,14350000
,นราภิรมย์,"ผลิตและบรรจุเวชสำอาง เครื่องสำอาง และสกินแคร์, สิ่งปรุงแต่งร่างกาย",10,จ2-47(3)-19/64นฐ,,เลขที่ 202,5,นครปฐม,,1,บริษัท ขนิษฐา เรียลบิวตี้ คอสเมติก จำกัด,,บริษัท ขนิษฐา เรียลบิวตี้ คอสเมติก จำกัด,73130,5,683,บางเลน,,19000000
100.28235,อ้อมใหญ่,ผลิตท่อลมด้วยผ้าใบพีวีซี และเย็บผ้าใบพีซีซีเป็นผืน,8,จ2-53(1)-1/40นฐ,เพชรเกษม,เลขที่ 23/319,3,นครปฐม,8114532-4,8,บริษัท เจ.โอ.ดี.จำกัด,พงษ์ศิริชัย 2,บริษัท เจ.โอ.ดี.จำกัด,73160,5,684,สามพราน,13.70085,2000000
,ทรงคนอง,ผลิตของใช้ ของเด็กเล่น และผลิตภัณฑ์อื่นจากพลาสติก,13,จ2-53(1)-62/64นฐ,ไร่ขิง-ทรงคนอง,เลขที่ 3/6,6,นครปฐม,,3,บริษัท โรโตแม็กซ์ จำกัด,6 ทรงคนอง,บริษัท โรโตแม็กซ์ จำกัด,73210,7,685,สามพราน,,18000000
,บางระกำ,ผลิตสินค้าประเภทพลาสติกเสริมแรง,5,จ2-53(6)-2/64นฐ,,เลขที่ 111/23,4,นครปฐม,,11,นายวรพงษ์ จงสวัสดิ์พัฒนา,,เอ็มเอซี พัฒนา,11130,1,686,นครชัยศรี,,10200000
,ท่าพระยา,เครื่องปั้นดินเผา,25,จ2-55-14/64นฐ,,เลขที่ 49,9,นครปฐม,,5,บริษัท แอดวานซ์ เซรามิค อินดัสทรี จำกัด,,บริษัท แอดวานซ์ เซรามิค อินดัสทรี จำกัด,73120,16,687,นครชัยศรี,,6950000
,บางภาษี,ผลิตและจำหน่าย ผนัง เสา คาน บันได พื้นคอนกรีตสำเร็จรูป,64,จ2-58(1)-165/64นฐ,,เลขที่ 194,34,นครปฐม,,11,บริษัท แสนคำ พรีคาสท์ จำกัด,,บริษัท แสนคำ พรีคาสท์ จำกัด,73130,30,688,บางเลน,,29000000
,ห้วยจรเข้,ทำท่อซีเมนต์,6,จ2-58(1)-169/64นฐ,,เลขที่ 107,2,นครปฐม,242022,6,นายสมพงษ์ พัฒนพร้อมสุข,,ส.พงษ์กิจเจริญ,73000,4,689,เมืองนครปฐม,,650000
,สระกะเทียม,ผลิตจำหน่าย เสาเข็มคอนกรีตอัดแรง และแผ่นพื้นคอนกรีตอัดแรง,10,จ2-58(1)-214/64นฐ,,เลขที่ 39,7,นครปฐม,,1,นางปรินยา นกใหญ่,,บริษัท พี.เอ็น.คอนกรีตไลน์ จำกัด,73000,3,690,เมืองนครปฐม,,4800000
,ทุ่งลูกนก,ผลิตท่อคอนกรีตอัดแรง,5,จ2-58(1)-99/64นฐ,,เลขที่ 99,4,นครปฐม,,1,ห้างหุ้นส่วนจำกัด ไทยวุฒิพงษ์คอนกรีต,,ห้างหุ้นส่วนจำกัด ไทยวุฒิพงษ์คอนกรีต,73140,1,691,กำแพงแสน,,2600000
,ท่าพระยา,ผลิตและจำหน่ายลูกชิ้นปลา,8,จ2-6(3)-14/64นฐ,,เลขที่ 19/41,4,นครปฐม,083-9298683,1,นางสาวฐิติพร เฉลิมรัตนประทีป,,กวงลูกชิ้นปลา,73120,4,692,นครชัยศรี,,16500000
,ศาลายา,ผลิตเครื่องเป่าถุงพลาสติก และรวมถึง ส่วนประกอบ หรืออุปกรณ์ ของเครื่องมือ หรือเครื่องใช้ดังกล่าว,21,จ2-61-23/64นฐ,,เลขที่ 45/2,19,นครปฐม,034-331395,1,บริษัท เอส พี แอล แมชชีนเนอรี่ จำกัด,,บริษัท เอส พี แอล แมชชีนเนอรี่ จำกัด,73170,2,693,พุทธมณฑล,,15000000
,บางเตย,ผลิตโครงคร่าวฝ้าเพดาน ผนังกั้นห้อง ทีบาร์เคลือบขาว และโครงหลังคาเหล็ก,25,จ2-63(2)-104/64นฐ,บรมราชชนนี กม.21.7,เลขที่ 168,20,นครปฐม,,1,บริษัท รุ่งเรืองอุตสาหกรรมเหล็ก จำกัด,บางเตย ซอย 1,บริษัท รุ่งเรืองอุตสาหกรรมเหล็ก จำกัด,73210,5,694,สามพราน,,19000000
,ลำพยา,ผลิตแผ่นเมทัลชีท(วัสดุมุงหลังคา),0,จ2-63(2)-186/64นฐ,,เลขที่ 66/6,0,นครปฐม,034-986731,3,บริษัท ที.ที.เทรดดิ้ง จำกัด,,บริษัท ที.ที.เทรดดิ้ง จำกัด,70110,0,695,เมืองนครปฐม,,11500000
,พระประโทน,ทำท่อโลหะสำเร็จรูปด้วยวิธีการเคลือบผิว,10,จ2-64(10)-7/64นฐ,-,เลขที่ 154/1,8,นครปฐม,,3,บริษัท อุตสาหกรรมพรีฟอร์มไทย จำกัด,-,บริษัท อุตสาหกรรมพรีฟอร์มไทย จำกัด,73000,2,696,เมืองนครปฐม,,2000000
,หนองปากโลง,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,1,จ2-64(13)-186/64นฐ,มาลัยแมน,เลขที่ 124,1,นครปฐม,,5,นายธีระ หยกสุวรรณกุล,,นายธีระ หยกสุวรรณกุล,73000,0,697,เมืองนครปฐม,,3100000
,ถนนขาด,ผลิตภัณฑ์โลหะ เช่น หัวเตาแก๊ส,20,จ2-64(7)-2/64นฐ,บ้านบางเตย-สำนักงาน รพช.,เลขที่ 118,11,นครปฐม,257242,5,นางสาวพรทิพย์ แซ่ลิ้ม,,ป. มณีพันธ์,73000,9,698,เมืองนครปฐม,,10800000
,บ้านใหม่,"ผลิตชิ้นงานเล็กๆจากโลหะ เช่นหูกระเป๋า,ชิ้นส่วนรองเท้า",25,จ2-64(9)-32/64นฐ,เทียนดัด-สวนผัก,เลขที่ 42/7,13,นครปฐม,,3,นายชูชาติ พรมผา,บางประแดง  ซอย 2,,73110,12,699,สามพราน,,4600000
,นิลเพชร,ทำเครื่องใช้เล็กๆ จากโลหะ และกลึงเชื่อมโลหะทั่วไป,5,จ2-64(9)-37/64นฐ,,เลขที่ 64,5,นครปฐม,,7,น.ส. ปริตา ชื่นชูธรรม,,-,73130,0,700,บางเลน,,2500000
,พระประโทน,กลึงโลหะ เช็คปั๊ม เจียรเพลาข้อเหวี่ยงเครื่องยนต์,13,จ2-65-36/64นฐ,เพชรเกษม,เลขที่ 104/1,13,นครปฐม,,1,นายพูลศักดิ์ กอไพศาล,,พูลศักดิ์มอเตอร์,73000,0,701,เมืองนครปฐม,,53800000
,สระสี่มุม,ผลิต ดัดแปลง ซ่อมแซมคอมพิวเตอร์ อุปกรณ์อิเล็กทรอนิกส์ และเครื่องใช้ไฟฟ้าทุกชนิดที่ผ่านการใช้งานแล้ว,8,จ2-69-10/64นฐ,มาลัยแมน,เลขที่ 69,5,นครปฐม,,21,บริษัท บานาน่า ขัวร์ จำกัด,,บริษัท บานาน่า ขัวร์ จำกัด,73140,3,702,กำแพงแสน,,6000000
