ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
-,เลขที่ 55,-,10200100225568,595,4500000,918,3-105-2/56ชบ,918,บริษัท เอ็ม.เอ็ม.สตีล จำกัด,02-2946434-5,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,10,20170,หนองซ้ำซาก,บ้านบึง,ชลบุรี,4.0
,เลขที่ 98/7,,10200100225600,90,4300000,919,3-105-2/60ชบ,919,ห้างหุ้นส่วนจำกัด เดอะรียูส,-,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,9,20110,เขาคันทรง,ศรีราชา,ชลบุรี,9.0
-,เลขที่ 159,-,10200002125544,15,1300000,920,3-105-21/54ชบ,920,ขวัญเจริญซัพพลาย,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,20170,มาบไผ่,บ้านบึง,ชลบุรี,2.0
 -,เลขที่ , -,10200022925501,431,9200000,921,3-105-229/50ชบ,921,บริษัท ชวสิงห์ จำกัด,,คัดแยกและฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,34,20220,หนองอิรุณ,บ้านบึง,ชลบุรี,4.0
-,เลขที่ 25/9,-,10200102325473,113,1750000,922,3-105-23/47ชบ,922,ห้างหุ้นส่วนจำกัด ชาลี รีไซเคิล,,คัดแยกเศษวัสดุไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1(พ.ศ.2541) โม่บดเศษพลาสติก อัดเศษกระดาษ และตัดโลหะ,9,20230,บึง,ศรีราชา,ชลบุรี,7.0
 -,เลขที่ 59, -,10200002325490,136.75,7000000,923,3-105-23/49ชบ,923,บริษัท ทวีกาญจน์ค้าถัง 2002 จำกัด,038-938162-3,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เฉพาะเศษกระดาษ เศษพลาสติก เศษโลหะ เศษไม้ เศษยาง เศษแก้ว เศษผ้า นำตัวทำละลายและน้ำมันที่ผ่านการใช้งานแล้วมาผ่านกระบวนการทางอุตสาหกรรม เพื่อนำกลับมาใช้ใหม่ ซ่อมและล้างถัง อัดกระดาษ โม่บดย่อยพลาสติก และอัดเศษโลหะ,24,20150,โป่ง,บางละมุง,ชลบุรี,10.0
-,เลขที่ 214/3,-,10200002325540,9,5475000,924,3-105-23/54ชบ,924,บริษัท ทรีวิว จำกัด,038-236640,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,20110,หนองขาม,ศรีราชา,ชลบุรี,7.0
-,เลขที่ 54/24,-,10200002325565,15,950000,925,3-105-23/56ชบ,925,นายสมบัติ เพ็ชรสัญญา,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ พลาสติก กระดาษ ไม้และโลหะ,3,20110,หนองขาม,ศรีราชา,ชลบุรี,9.0
เทศบาล 2,เลขที่ 21/4 ,,10240002325579,59,700000,926,3-105-23/57ชบ,926,ห้างหุ้นส่วนจำกัด พี.เอส.เอส รีไซเคิล,095-5295635,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,24110,หนองตำลึง,พานทอง,ชลบุรี,1.0
-,เลขที่ 16/2,-,10200002425480,62.5,700000,927,3-105-24/48ชบ,927,ห้างหุ้นส่วนจำกัดกัด 59 กุญแจทอง,085-2842775,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะและบดพลาสติก,7,20160,บ้านเก่า,พานทอง,ชลบุรี,3.0
,เลขที่ 81,,10200002425605,760,106500000,928,3-105-24/60ชบ,928,บริษัท เจีย เฟิง จำกัด,086-1417560,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,70,20170,หนองซ้ำซาก,บ้านบึง,ชลบุรี,5.0
-,เลขที่ 10/1,-,10200002525560,6,8500000,929,3-105-25/56ชบ,929,บริษัท เอ.เอ็น.เค.รีไซเคิล จำกัด,089-7964655,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,11,20170,มาบไผ่,บ้านบึง,ชลบุรี,2.0
 -,เลขที่ 146, -,10200002825499,75,34000000,930,3-105-28/49ชบ,930,นางชุติกาญจน์ พันธุ์โฆษิต,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยไม้ อัดเศษกระดาษ อัดเศษเหล็ก บดย่อยพลาสติก และรีไซเคิลน้ำมันหล่อลื่นใช้แล้ว เพื่อเป็นน้ำมันหยอดทิ้ง น้ำมันทาแบบ น้ำมันเลี้ยงโซ่,7,20170,มาบไผ่,บ้านบึง,ชลบุรี,4.0
,เลขที่ 219,,10200102825605,280.6,56100000,931,3-105-28/60ชบ,931,บริษัท เจ.เอ เซอร์วิส แอนด์ ซัพพลาย จำกัด,08 1840 4219 ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,20140,หนองเหียง,พนัสนิคม,ชลบุรี,11.0
ปากร่วม-บึง,เลขที่ 85/57,,10200002925562,293,20584000,932,3-105-29/56ชบ,932,บริษัท มัลติรีไซเคิล จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,28,20230,บ่อวิน,ศรีราชา,ชลบุรี,2.0
-,เลขที่ 4/1,-,10200200325466,97,7900000,933,3-105-3/46ชบ,933,ห้างหุ้นส่วนจำกัด เอส.เอส.เค พาร์เลส แอนด์ แพคกิ้ง,,คัดแยกเศษวัสดุโดยไม่ฝังกลบ,15,20140,หมอนนาง,พนัสนิคม,ชลบุรี,7.0
เกษตร-เขาช่องแคบ,เลขที่ 99,-,10200200325482,1220,85000000,934,3-105-3/48ชบ,934,บริษัท เอเซีย เวสต์ แมนเน็จเม้นท์ จำกัด,01-6286361,คัดแยกและฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และบดย่อยพลาสติก,45,20270,วัดสุวรรณ,บ่อทอง,ชลบุรี,5.0
ชลบุรี-แกลง กม.56-57,เลขที่ 157,-,10200100325533,46,2100000,935,3-105-3/53ชบ,935,บริษัท อีสเทิร์น ปาล์ม ออยล์ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,20190,เขาซก,หนองใหญ่,ชลบุรี,2.0
-,เลขที่ 121/34,-,10200000325567,294,20000000,936,3-105-3/56ชบ,936,บริษัท เอ แอนด์ อาร์ รีไซเคิ้ลลิ้ง เซ็นเตอร์ จำกัด,038-717601,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,20160,บ้านเก่า,พานทอง,ชลบุรี,2.0
,เลขที่ 115/6,,10200103425629,170,5500000,937,3-105-30/62ชบ,937,บริษัท ราศรีสุข จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,20230,บ่อวิน,ศรีราชา,ชลบุรี,7.0
,เลขที่ 77/2,,10200003225566,118,9050000,938,3-105-32/56ชบ,938,บริษัท เวลท์ เดฟท์ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,20230,บ่อวิน,ศรีราชา,ชลบุรี,5.0
-,เลขที่ ,-,10200003325473,152.5,28000000,939,3-105-33/47ชบ,939,บริษัท เจริญรุ่งเรือง รีไซเคิล (หนองขาม) จำกัด,,คัดแยกและฝังกลบของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตราย,40,20110,หนองขาม,ศรีราชา,ชลบุรี,6.0
,เลขที่ 88/5,,10200103425561,232,5656000,940,3-105-34/56ชบ,940,บริษัท กานต์สินี รีไซเคิล จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,11,20110,เขาคันทรง,ศรีราชา,ชลบุรี,8.0
,เลขที่ โฉนดที่ดินเลขที่ 54821 เลขที่ดิน 165,,10200003425604,115,15200000,941,3-105-34/60ชบ,941,บริษัท โชคสหพัฒน์ แอนด์ ซัพพลาย จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,20140,นาเริก,พนัสนิคม,ชลบุรี,8.0
,เลขที่ 349/4,,10200003525593,327,29000000,942,3-105-35/59ชบ,942,บริษัท สินสวัสดิ์ เมทัล จำกัด,38348125.0,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,18,20110,หนองขาม,ศรีราชา,ชลบุรี,3.0
,เลขที่ 51/29,,10200003525601,80.5,8850000,943,3-105-35/60ชบ,943,ห้างหุ้นส่วนจำกัด ณัฐชา ตะวันออก กรุ๊ป ,081-7235110,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30,20150,เขาไม้แก้ว,บางละมุง,ชลบุรี,1.0
,เลขที่ 102/2,,10200138325620,22,9000000,944,3-105-37/62ชบ,944,บริษัท เอ็มซีซี อินเตอร์ พาร์ท จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,20150,เขาไม้แก้ว,บางละมุง,ชลบุรี,1.0
-,เลขที่ 3/4,-,10200003825530,92,4100000,945,3-105-38/53ชบ,945,บริษัท เตตระ เซอร์วิส จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,20110,บางพระ,ศรีราชา,ชลบุรี,11.0
,เลขที่ 12/1,,10200000425615,43,19710000,946,3-105-4/61ชบ,946,บริษัท ซัน ติ่ง จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,9,20140,หมอนนาง,พนัสนิคม,ชลบุรี,11.0
-,เลขที่ 325/15,-,10200004025569,420,40000000,947,3-105-40/56ชบ,947,บริษัท ฮีดากา ซูซูโทกุ (ประเทศไทย) จำกัด,038-110-565,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,20110,หนองขาม,ศรีราชา,ชลบุรี,3.0
-,เลขที่ 99/19,-,10200004125567,20,4150000,948,3-105-41/56ชบ,948,ห้างหุ้นส่วนจำกัด อัญชลินทร์ 888,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ กระดาษ พลาสติก ไม้และโลหะ,8,20170,บ้านบึง,บ้านบึง,ชลบุรี,3.0
,เลขที่ 24,,10200004225581,75,11000000,949,3-105-42/58ชบ,949,บริษัท ไดเวอร์เจนท์ เวิร์คกรุ๊ป จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,20140,หนองเหียง,พนัสนิคม,ชลบุรี,16.0
,เลขที่ 66,,10200004225607,65,9000000,950,3-105-42/60ชบ,950,บริษัท อาปา สตีล อินเตอร์เทรด จำกัด,092-2681154,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,26,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,4.0
,เลขที่ 89/7,,10200004325472,90,2700000,951,3-105-43/47ชบ,951,บริษัท เอ.อี.ซี.พลาสติก 89 จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะและกระดาษ และบดย่อยพลาสติก,6,20110,สุรศักดิ์,ศรีราชา,ชลบุรี,1.0
สุขุมวิท,เลขที่ 250/40, -,10200004525493,59,12700000,952,3-105-45/49ชบ,952,มงคงรุ่งเรืองค้าของเก่า,0 3835 7277,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,5,20110,บางพระ,ศรีราชา,ชลบุรี,10.0
,เลขที่ โฉนดที่ดินเลขที่ 6766,,10200004525584,67.6,2000000,953,3-105-45/58ชบ,953,วงษ์พาณิชย์ สาขาตำบลดอนหัวฬ่อ,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,8,20000,ท่าบุญมี,เกาะจันทร์,ชลบุรี,7.0
-,เลขที่ ,-,10200004725473,110,5000000,954,3-105-47/47ชบ,954,บริษัท แอดเทค ดีไวซ์เซส (ประเทศไทย) จำกัด,-,คัดแยกหรือแปรสภาพเครื่องใช้ไฟ้าและอุปกรณ์อิเล็คทรอนิกส์ที่ใช้แล้ว,7,20170,บ้านบึง,บ้านบึง,ชลบุรี,2.0
 -,เลขที่ , -,10200004725499,60,600000,955,3-105-47/49ชบ,955,ห้างหุ้นส่วนจำกัด ทองอยู่ไทยเปเปอร์ รีไซเคิล,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษกระดาษ และอัดเศษโลหะ,11,20150,หนองปลาไหล,บางละมุง,ชลบุรี,4.0
,เลขที่ 95/3,,10200004725614,55,6050000,956,3-105-47/61ชบ,956,บริษัท คาร์เทล รีไซคลิ่ง จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,25,20150,ตะเคียนเตี้ย,บางละมุง,ชลบุรี,3.0
,เลขที่ 89/11,,10200104825603,180,42000000,957,3-105-48/60ชบ,957,บริษัท เอ.อี.ซี.พลาสติก 89 จำกัด,,คัดแยกเศษวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,20110,สุรศักดิ์,ศรีราชา,ชลบุรี,1.0
,เลขที่ 95/2,,10200004825612,100,49000000,958,3-105-48/61ชบ,958,บริษัท อาฟเตอร์เม็ท สแตนเลส สตีล แอนด์ เมทัล รีไซคลิ่ง จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,22,20150,ตะเคียนเตี้ย,บางละมุง,ชลบุรี,3.0
-,เลขที่ -,-,10200004925487,59,4000000,959,3-105-49/48ชบ,959,นายธีร์ จันทะขาว,,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามที่กำหนดไว้ในภาคผนวก 1 หมวด 1 ของบัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และบดย่อยพลาสติก,12,20000,ดอนหัวฬ่อ,เมืองชลบุรี,ชลบุรี,5.0
-,เลขที่ 89/54,-,10200104925536,49,1900000,960,3-105-49/53ชบ,960,บริษัท ซี.เอช.พี.ยิ่งเจริญ จำกัด,084 6362 191,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,20160,หนองตำลึง,พานทอง,ชลบุรี,3.0
,เลขที่ 88/2,,10200005025600,489,32000000,961,3-105-50/60ชบ,961,บริษัท ชรินทร์ทิพย์ โฟร์คลิฟท์ จำกัด,038-111690,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,13,20000,หนองรี,เมืองชลบุรี,ชลบุรี,5.0
-,เลขที่ 293,-,10200005225531,6,17050000,962,3-105-52/53ชบ,962,บริษัท โชคเกรียงขจร จำกัด,081-9496654,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,25,20230,บ่อวิน,ศรีราชา,ชลบุรี,1.0
วิฑูรย์ดำริ,เลขที่ 121/6,,10200005525476,0,6950000,963,3-105-55/47ชบ,963,บริษัท โฟร์ซันส์ (ประเทศไทย) จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,10,20170,บ้านบึง,บ้านบึง,ชลบุรี,3.0
,"เลขที่ โฉนดที่ดินเลขที่ 168343,168344",,10200005625607,130,130000000,964,3-105-56/60ชบ,964,บริษัท เค.พี.เอส เปเปอร์ แอนด์ พลาสติก จำกัด,,คัดแยกเศษวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,20230,บ่อวิน,ศรีราชา,ชลบุรี,4.0
-,เลขที่ 27/43,-,10200005725472,126.5,2500000,965,3-105-57/47ชบ,965,บริษัท เนทโก้ เทคโนโลยี จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,20,20230,บึง,ศรีราชา,ชลบุรี,8.0
 -,เลขที่ 111/10, -,10200005725498,390,17000000,966,3-105-57/49ชบ,966,บริษัท เปเปอร์มิลล์ แอนด์ คราฟท์ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย อัดกระดาษ และอัดโลหะ,10,20160,บ้านเก่า,พานทอง,ชลบุรี,2.0
-,เลขที่ 133,-,10200105925543,174,4200000,967,3-105-59/54ชบ,967,ประสารค้าของเก่า,095-5205906,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,20150,หนองปลาไหล,บางละมุง,ชลบุรี,8.0
-,เลขที่ 84/5,-,10200000625461,400,0,968,3-105-6/46ชบ,968,บริษัท พัทยา เปเปอร์มิลล์ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1,0,20150,หนองปลาไหล,บางละมุง,ชลบุรี,1.0
 -,เลขที่ 34/1, -,10200006225498,93,2100000,969,3-105-62/49ชบ,969,บริษัท อ้อย เค เช จำกัด,,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย อัดโลหะ บดย่อยพลาสติก และทำเชื้อเพลิงทดแทนจากน้ำมันเครื่องใช้แล้ว,10,20170,บ้านบึง,บ้านบึง,ชลบุรี,4.0
สายหนองกาน้ำ-บ้านบึง,เลขที่ 114,-,10200006325546,136,15000000,970,3-105-63/54ชบ,970,บริษัท ทรัพย์หงธุ์ จำกัด,038-157165-6,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,33,20160,หนองหงษ์,พานทอง,ชลบุรี,6.0
-,เลขที่ 30/20,-,10200006425478,67,9700000,971,3-105-64/47ชบ,971,บริษัท โกลบอล (เอเซีย แปซิฟิค) เอ็นไวรอนเมนทอลโพรเทคชั่น จำกัด,038-276791,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) และบดย่อยเศษพลาสติก,14,20000,หนองรี,เมืองชลบุรี,ชลบุรี,1.0
-,เลขที่ 37,-,10200006525475,65,550000,972,3-105-65/47ชบ,972,ห้างหุ้นส่วนจำกัด สี่พี่น้องร่วมเจริญ,,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),9,20160,โคกขี้หนอน,พานทอง,ชลบุรี,4.0
-,เลขที่ 83/1,บ้านเก่า 13,10200006525533,190,2100000,973,3-105-65/53ชบ,973,วงษ์พาณิชย์พานทอง,089-7958889,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,20160,บ้านเก่า,พานทอง,ชลบุรี,3.0
บึง-บ่อวิน,เลขที่ 216/66,,10200006625606,210,3515000,974,3-105-66/60ชบ,974,บริษัท บูรพารวมเศษ จำกัด,094-0652518,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,16,20230,บ่อวิน,ศรีราชา,ชลบุรี,5.0
,เลขที่ 168/14,,10200006725612,135,15000000,975,3-105-67/61ชบ,975,ห้างหุ้นส่วนจำกัด สุวรรณกูล รีไซเคิล,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,45,20230,บึง,ศรีราชา,ชลบุรี,4.0
-,เลขที่ 59,-,10200106825486,27,2600000,976,3-105-68/48ชบ,976,บริษัท เวรี่ไลท์ อินดัสเตรียล จำกัด,01-6546925,คัดแยกวัสดุที่ไม่ใช้แล้ ตามที่กำหนดไว้ในหมวด1 ข้อ1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1(พ.ศ.2541),18,20140,ท่าข้าม,พนัสนิคม,ชลบุรี,3.0
-,เลขที่ 81/1,-,10200006825545,165,14800000,977,3-105-68/54ชบ,977,บริษัท โชคพรทรัพย์ จำกัด,086-3248332,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,16,20170,หนองซ้ำซาก,บ้านบึง,ชลบุรี,5.0
โป่งสะเก็ด,เลขที่ ,นาวังซอย 7,10200006925543,417,38000000,978,3-105-69/54ชบ,978,บริษัท เอส.เอ.สแคร๊พ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,14,20150,ตะเคียนเตี้ย,บางละมุง,ชลบุรี,4.0
     -,เลขที่ 670/4,     -,10200000725469,180,5000000,979,3-105-7/46ชบ,979,บริษัท เอ.พี.รีไซเคิล อินดัสเตรียล จำกัด,742107.0,อัดกระดาษ อัดเศษโลหะ อัดพลาสติก,9,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,1.0
-,เลขที่ 103/1,-,10200100725476,114,7700000,980,3-105-7/47ชบ,980,บริษัท นพรุจ รีไซเคิล จำกัด,083-3820697,ซ่อมและล้างถังบรรจุที่ใช้แล้วด้วยตัวทำละลาย และนำน้ำมันหล่อลื่นที่ใช้แล้ว พร้อมไส้กรองน้ำมันเครื่องและไส้กรองน้ำยาหล่อเย็น มาผ่านกรรมวิธีการทางอุตสาหกรรมโดยการกรอง เพื่อนำน้ำมันกลับมาใช้ประโยชน์ใหม่ ผลิตเป็นเชื้อเพลิงทดแทน น้ำมันทาแบบ,15,20170,มาบไผ่,บ้านบึง,ชลบุรี,5.0
เจริญโชคดี,เลขที่ 12/1,-,10200000725543,3,470000,981,3-105-7/54ชบ,981,บริษัท รีไซเคิล เอ็นจิเนียริ่ง จำกัด,038-209913-5,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,20140,หมอนนาง,พนัสนิคม,ชลบุรี,11.0
-,เลขที่ 529/8,-,10200000725568,307,23500000,982,3-105-7/56ชบ,982,บริษัท แท็ก เฮฟวี่ เมทัล จำกัด,038-350061-62,คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ พลาสติก กระดาษ ไม้ อลูมิเนียม ทองเหลือ ทองแดง สแตนเลส และโลหะอื่น ๆ,9,20110,เขาคันทรง,ศรีราชา,ชลบุรี,2.0
-,เลขที่ 147/76,-,10200100725591,465,170000000,983,3-105-7/59ชบ,983,บริษัท สุรศักดิ์ เมทัล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,89,20230,บ่อวิน,ศรีราชา,ชลบุรี,5.0
-,เลขที่ 75/3,-,10200007025541,98,2500000,984,3-105-70/54ชบ,984,บริษัท มังกร รีไซเคิล รุ่งเรืองกิจ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,20160,หนองกะขะ,พานทอง,ชลบุรี,2.0
,เลขที่ 6/9,,10200007025608,0,30000000,985,3-105-70/60ชบ,985,ห้างหุ้นส่วนจำกัด บี.พี.รีไซเคิล ,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,15,20110,บางพระ,ศรีราชา,ชลบุรี,11.0
-,เลขที่ 296/8,-,10200007125549,25,5000000,986,3-105-71/54ชบ,986,บริษัท ชนะชัยรุ่งเรืองออยล์ จำกัด,038-760329/086-8165779,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3,20110,หนองขาม,ศรีราชา,ชลบุรี,1.0
-,เลขที่ 33/1,-,10200007225489,70,6200000,987,3-105-72/48ชบ,987,ห้างหุ้นส่วนจำกัด เอส.ที.พี. รีไซเคิล,-,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),20,20230,บึง,ศรีราชา,ชลบุรี,10.0
บ้านบึง-พานทอง,เลขที่ 115, -,10200007325495,232,35000000,988,3-105-73/49ชบ,988,บริษัท เอเอเอ พี เอ็น จำกัด,038-157081,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย จำพวกเศษโลหะ เศษพลาสติก และเศษหนัง เป็นต้น และหลอมพลาสติกเพื่อทำเม็ดพลาสติกเก่า,12,20160,หนองหงษ์,พานทอง,ชลบุรี,3.0
เนินตาลเด่น-หนองกะขะล่าง,เลขที่ 77,-,10200007425485,1240,117700000,989,3-105-74/48ชบ,989,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด,038-740495-7,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ บดเศษเหล็ก และบดเศษพลาสติก,59,20160,พานทอง,พานทอง,ชลบุรี,1.0
