พื้นที่โรงงาน,ประกอบกิจการ,พื้นที่อาคาร,คนงานหญิง,หมู่,ถนน,TSIC,ที่มา,โทรศัพท์,GPS_lng,_id,ชื่อโรงงาน,ตำบล,GPS_lat,ซอย,อำเภอ,เลขที่,คนงานชาย,จังหวัด,รายการข้อมูล,ไปรษณีย์
160000,ทำมันเส้น,0,0,7,หนองฝ้าย-หนองงูเห่า,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,089-8360111,99.64885,141,-,เลาขวัญ,14.68257,-,เลาขวัญ,เลขที่ 199,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
0,ทำมันเส้น,20000,0,4,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.68992,142,จังเจริญชัย,หนองฝ้าย,14.67517,,เลาขวัญ,เลขที่ 158,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
176000,ทำมันเส้น,48000,0,5,กาญจนบุรี-ไทรโยค,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.27899,143,ไทยเรือง,สิงห์,14.09104,,ไทรโยค,เลขที่ 17,7,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71150
80000,ทำมันเส้น,0,0,4,-,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-4516459,99.52316,144,ลานมันทรัพย์เศรษฐพงษ์,หนองปลาไหล,14.60201,-,หนองปรือ,เลขที่ 4/11,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71220
31328,ทำมันเส้น,31328,0,1,-,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,0.0,,145,วัฒนาลานมัน,บ่อพลอย,,-,บ่อพลอย,เลขที่ 596/3,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71160
56000,ทำมันเส้น,0,0,6,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,089-8973514,,146,วีระพลเรืองกิจ,หนองฝ้าย,,,เลาขวัญ,เลขที่ ,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
73600,ทำมันเส้น,0,0,2,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.398898,147,,สมเด็จเจริญ,14.74737,,หนองปรือ,เลขที่ 8/2,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71220
80000,ทำมันเส้น,0,0,2,-,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,899833488.0,,148,ลานมันมิตรรัก 999,ทุ่งกระบ่ำ,,-,เลาขวัญ,เลขที่ 75,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
109964,ลานมัน และตากพืชผลการเกษตร เช่น ข้าวโพด ข้าวเปลือก ถั่ว ฯลฯ,600,0,4,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-9181268,,149,บริษัท พีเคเอสเอช ทรัพย์มณี จำกัด,สิงห์,,,ไทรโยค,เลขที่ 88/9,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71150
540000,ทำมันเส้น,180000,0,4,-,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,098-2631449,99.70921,150,มัญชุสา,หนองโสน,14.66014,-,เลาขวัญ,เลขที่ 99/9,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
41374,โม่มันสำปะหลังแห้ง,0,3,2,-,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,611493.0,99.65279,151,เสียงไทย,วังขนาย,13.95601,-,ท่าม่วง,เลขที่ 75,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
16000,ทำมันเส้น,204,0,4,หนองปรือ-เลาขวัญ,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,818801948.0,99.58297,152,ชัยวัฒน์พืชผล,ทุ่งกระบ่ำ,14.61074,-,เลาขวัญ,เลขที่ 93,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
16000,ทำมันเส้น,1000,1,6,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,153,บริษัท 888 การเกษตร จำกัด,เขาสามสิบหาบ,,,ท่ามะกา,เลขที่ 88/8,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,10900
94000,ทำมันเส้น,94000,0,9,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-8561519,99.7568,154,ลานมันปรีชา,วังไผ่,14.28514,,ห้วยกระเจา,เลขที่ ,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
32800,ทำมันเส้น,192,1,15,บ่อพลอย-หนองปรือ,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-4516459,99.49122,155,ลานทรัพย์เศรษฐพงษ์,หลุมรัง,14.43903,-,บ่อพลอย,เลขที่ 79,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71160
25700,ทำมันเส้น,0,0,10,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,156,สิทธิชัยลานมัน,หนองประดู่,,,เลาขวัญ,เลขที่ 110,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
144000,ทำมันเส้น,60246,4,6,อู่ทอง-บ่อพลอย,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-8331369,99.68197,157,,ห้วยกระเจา,14.32993,-,ห้วยกระเจา,เลขที่ 242/11,0,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
72676,ทำมันเส้น,0,0,10,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,158,ลานมันทรัพย์วันทอง ๓,หนองรี,,,บ่อพลอย,เลขที่ 138,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71220
16000,ทำมันเส้น,0,0,6,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,07-1562874,99.39869,159,,สมเด็จเจริญ,14.74737,,หนองปรือ,เลขที่ -,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71220
24000,ทำมันเส้น,24000,0,16,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-3859164,99.6416,160,,หนองปลิง,14.78387,,เลาขวัญ,เลขที่ 69,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
32000,ทำมันเส้น,144,0,8,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-4452132,99.50244,161,ห้างหุ้นส่วนจำกัด ลานมันชัยเรืองกิจ,หนองกุ่ม,14.1519,,บ่อพลอย,เลขที่ 187,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71160
17680,ทำมันเส้น,16000,0,5,เลาขวัญ-ตลุงเหนือ,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-7638220,99.71852,162,,หนองประดู่,14.45384,,เลาขวัญ,เลขที่ 135/3,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
12800,ทำมันเส้น,0,0,2,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,904469232.0,,163,ธนูลานมัน,ดอนตาเพชร,,,พนมทวน,เลขที่ ภ.บ.ท.5 เลขสำรวจที่ 57/2557,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71140
58400,ทำมันเส้น,0,0,1,ทางหลวงแผ่นดินหมายเลข323,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-7948877,98.75278,164,ลานมันมิตรรัก 2,ลิ่นถิ่น,14.5678,,ทองผาภูมิ,เลขที่ 34/6,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
32000,ทำมันเส้น,160,0,13,-,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-9915058,99.68752,165,อำนาจ,ดอนแสลบ,14.33008,-,ห้วยกระเจา,เลขที่ 59,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
113160,ทำมันเส้น,16000,0,14,-,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.46807,166,ลานมันโชคพิพัฒน์ 2,ช่องด่าน,14.41606,-,บ่อพลอย,เลขที่ -,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71160
29584,ทำมันเส้น,0,1,1,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,167,จงเจริญพืชผล,สิงห์,,,ไทรโยค,เลขที่ น.ส.3 ก เลขที่ 2464,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71150
33548,ทำมันเส้น,0,0,18,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,822502759.0,,168,ลานมันพิมพ์ทอง,หนองปลิง,,,เลาขวัญ,เลขที่ 58/2,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
66400,ทำมันเส้น,15600,2,1,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.43882,169,ลานมันเศรษฐพงษ์,หนองปรือ,14.61774,,หนองปรือ,เลขที่ 534,1,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71220
62400,ทำมันเส้น,0,0,6,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,852222320.0,99.765503,170,ลานมันเกียรติอุดมศักดิ์,หนองโสน,14.63533,,เลาขวัญ,เลขที่ 55/5,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
64000,ทำมันเส้น,0,0,12,หนองโสน-หนองมะสัง,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.773292,171,ลานมันมิตรเกษตร,หนองปลิง,14.69279,,เลาขวัญ,เลขที่ 199,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
80000,ทำมันเส้น,19200,0,1,หนองปรือ-หนองปลาไหล,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.48852,172,โชคพิพัฒน์,หนองปรือ,14.60079,,หนองปรือ,เลขที่ 842,6,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71220
47984,ทำมันเส้น,0,0,11,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,089-9870582,,173,ลานมันทรัพย์วันทอง,หนองปรือ,,,หนองปรือ,เลขที่ ภ.บ.ท.5 เลขสำรวจที่ 410/49 หน่วยที่ 2,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71220
30400,ทำมันเส้น,0,0,6,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,174,ลานมันอนันตชัย,ท่าเสา,,,ไทรโยค,เลขที่ 25/1,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71150
112000,ทำมันเส้น,48000,0,10,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,175,ลานมันสิทธิชัย 2,หนองประดู่,,,เลาขวัญ,เลขที่ 28,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
55800,ทำมันเส้น,16000,0,1,ถนนกาญจนบุรี - ทองผาภูมิ,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,176,เตชะโภคภัณฑ์,สหกรณ์นิคม,,,ทองผาภูมิ,เลขที่ 29,10,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
12800,ทำมันเส้น,11200,0,14,หนองฝ้าย-ด่านช้าง,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.6977,177,ลานมันองอาจ,หนองปลิง,14.71311,,เลาขวัญ,เลขที่ 4,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
57600,ทำมันเส้น อบพืชผลทางการเกษตร ,0,24,3,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,178,บริษัท ทรี เอ็น คาสซาวา บาย โปรดักส์ จำกัด,วังไผ่,,,ห้วยกระเจา,เลขที่ 88 ,26,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
96112,ทำมันเส้น,576,0,4,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,179,ลานมันวังใหญ่,ช่องด่าน,,,บ่อพลอย,เลขที่ 39/1,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71160
92800,ทำมันเส้น,48000,0,1,-,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.10326,180,บุญส่งกาญจน์,ท่าเสา,14.16889,-,ไทรโยค,เลขที่ 296,6,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71150
79232,ทำมันเส้น,16000,1,11,บ้านยางเกาะ-สำทราย,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-8808545,99.30523,181,โชคโกศล 3,จรเข้เผือก,13.93861,,ด่านมะขามเตี้ย,เลขที่ 159/9,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71260
16000,ทำมันเส้น,288,0,4,สระกระโจม-หนองฝ้าย,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.696388,182,ทรัพย์เพิ่มพูล,หนองฝ้าย,14.6732,,เลาขวัญ,เลขที่ 9,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
24000,ทำมันเส้น,12800,0,3,,10621,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-8635541,99.72786,183,สุพัฒน์ชัยเจริญ,หนองประดู่,14.4201,,เลาขวัญ,เลขที่ 174,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
24400,ผลิตผัก ผลไม้ น้ำผักผลไม้ แช่เย็นและแช่แข็ง และรับฝากเก็บสินค้าในห้องเย็น ผลิตพืชผักผลไม้และน้ำพืชผักผลไม้บรรจุภาชนะปิดผนึก,9686,160,7,     -,52101,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,034-542634-7,99.72039,184,บริษัท แวนด้าโฟรเซ่น จำกัด,แสนตอ,13.93982,     -,ท่ามะกา,เลขที่ 56,55,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71130
20000,ผลิตแผ่นใยไม้อัดชนิดความหนาแน่นปานกลาง,9000,60,5,หวายเหนียว-ดงสัก,16210,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,542394-9,99.77251,185,บริษัท เมโทร เอ็ม.ดี.เอฟ.จำกัด,หวายเหนียว,13.90123,,ท่ามะกา,เลขที่ 99/9,134,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71120
144000,ผลิตเครื่องใช้ และเครื่องเรือนจากไม้,19200,260,6,,16230,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.74488,186,บริษัท บี.เอส.พี.อินดัสเทรียล จำกัด,หนองประดู่,14.47817,,เลาขวัญ,เลขที่ 199/1,300,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
49350,ทำแผ่นใยไม้อัดแข็ง,10782,34,5,หวายเหนียว-ดงสัก,17012,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,542399.0,99.77251,187,บริษัท เมโทรเอ็ม.ดี.เอฟ.จำกัด,หวายเหนียว,13.90123,-,ท่ามะกา,เลขที่ 99/9,79,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71120
20800,ทำน้ำผลไม้พร้อมดื่ม ผลไม้บรรจุกระป๋อง ทำข้าวโพดกระป๋อง ทำข้าวสุกบรรจุกระป๋อง ทำขนมต่างๆ เช่น ทองม้วน และทำซอสต่างๆ,1500,10,7,,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,611804.0,99.69134,188,บริษัท ไทยฮา อินโนเวทีฟ ฟู้ดส์ จำกัด,วังศาลา,13.97773,,ท่าม่วง,เลขที่ 88,15,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
105600,ผลิตผัก ผลไม้ และน้ำผลไม้บรรจุกระป๋อง,18400,2150,7,แสนตอ-ท่าตะคร้อ,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,5426374.0,99.71919,189,บริษัท ไวต้าฟู้ด แฟคทอรี่ (1989) จำกัด,แสนตอ,13.93715, ,ท่ามะกา,เลขที่ 39/3,400,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,
120,ผลิตภัณฑ์แปรรูปจากเนื้อหมู เช่น หมูหวาน หมูอบ ,120,8,9,,10131,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,190,บริษัท เอลเลฟเฟ่น เอมเพอเรอร์ จำกัด,ปากแพรก,,,เมืองกาญจนบุรี,เลขที่ 198,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,10500
56000,ทำหน่อไม้ดอง หน่อไม้ต้ม และหน่อไม้บรรจุปี๊บ,0,5,4,,10304,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,191,-,ท่าขนุน,,,ทองผาภูมิ,เลขที่ 258/30,10,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
4200,บรรจุยาเส้น,1656,50,3,,52293,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,192,โทแบคแฟคทอรี่,ท่าม่วง,,,ท่าม่วง,เลขที่ 1020/3,20,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
