เงินทุนรวม,ประกอบกิจการ,อำเภอ,ถนน,ซอย,FID,คนงาน,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,ตำบล,ผู้ประกอบการ,_id,เลขทะเบียนเดิม,ชื่อโรงงาน
3001000,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,บ้านฉาง,-,-,10210001225583,12,1204,21130,ระยอง,1,เลขที่ 7/5,39,,สำนักท้อน,ห้างหุ้นส่วนจำกัด สมบัติค้าของเก่า,1204,3-105-12/58รย,ห้างหุ้นส่วนจำกัด สมบัติค้าของเก่า
659450000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และบดย่อยพลาสติก ทำพลาสติกเป็นเม็ดแท่ง ท่อ หลอด แผ่น ชิ้น ผง หรือรูปทรงต่าง ๆ ,นิคมพัฒนา,,,10210001225591,57,1205,10400,ระยอง,1,เลขที่ 228/1,29118,02 9190199,มะขามคู่,บริษัท อินเตอร์แนชั่นเนิลเอนจีเนียริง จำกัด (มหาชน),1205,3-105-12/59รย,ไออีซี ระยอง 1
14000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,ห้วยโป่ง-หนองบอน,,10210001225617,10,1206,21000,ระยอง,,เลขที่ 142/59,89,,ห้วยโป่ง,บริษัท 3P รีไซเคิล จำกัด,1206,3-105-12/61รย,บริษัท 3P รีไซเคิล จำกัด
600000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,ทับมา-เขาโบสถ์,,10210012525476,7,1207,21000,ระยอง,7,เลขที่ 134/1,24,038 615504,ทับมา,ห้างหุ้นส่วนจำกัด ฟ้าอรุณรีไซเคิล,1207,3-105-125/47รย,ห้างหุ้นส่วนจำกัด ฟ้าอรุณ รีไซเคิล
3200000,คัดแยกวัสดุที่ไม่ใช้แล้ว (ไม่เป็นขยะอันตราย) ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่น บดย่อยพลาสติกและอัดเศษโลหะ,นิคมพัฒนา,36,7,10210012825470,15,1208,21180,ระยอง,2,เลขที่ ,43,,พนานิคม,บริษัท กู้ดมอร์นิ่ง จำกัด,1208,3-105-128/47รย,บริษัท กู้ดมอร์นิ่ง จำกัด
16000000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,ทางหลวงสาย 3191,-,10210001325557,11,1209,21180,ระยอง,5,เลขที่ 63,59,,มาบข่า,บริษัท โอ แอนด์ ไอ เทรดดิ้ง จำกัด,1209,3-105-13/55รย,บริษัท โอ แอนด์ ไอ เทรดดิ้ง จำกัด
3500000,คัดแยกสิ่งปฏิกูลเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ1 ภาคผนวกที่ 1 ตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษเหล็ก บดย่อยพลาสติก และทำเม็ดพลาสติกเกรดบี,ปลวกแดง,ทางหลวงหมายเลข 3191, -,10210014925484,4,1210,21140,ระยอง,5,เลขที่ 63,90,06-1643640,แม่น้ำคู้,ห้างหุ้นส่วนจำกัด นพพร โพลิเมอร์ แอนด์ คอนตรัคชั่น,1210,3-105-149/48รย,ห้างหุ้นส่วนจำกัด นพพร โพลิเมอร์ แอนด์ คอนตรัคชั่น
3060000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านฉาง,,,10210001525578,10,1211,21130,ระยอง,5,เลขที่ 102/9 ,59,,สำนักท้อน,ห้างหุ้นส่วนจำกัด ปัณชญาสตีล,1211,3-105-15/57รย,ห้างหุ้นส่วนจำกัด ปัณชญาสตีล
5000000,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะภาคผนวกที่1 ข้อ 1 ตามบัญชีท่ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),นิคมพัฒนา,สาย 3191, -,10210015825485,15,1212,21180,ระยอง,2,เลขที่ 152/3,57,,นิคมพัฒนา,ห้างหุ้นส่วนจำกัด โกลด์ เมาน์เทน อินฟีนิตี้ รีไซเคิล,1212,3-105-158/48รย,ห้างหุ้นส่วนจำกัด โกลด์ เมาน์เทน อินฟีนิตี้ รีไซเคิล
51500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านค่าย,,,10210001625592,13,1213,21120,ระยอง,6,เลขที่ 55/3,80,,ตาขัน,บริษัท ระยอง ณัฐกร 1999 จำกัด,1213,3-105-16/59รย,บริษัท ระยอง ณัฐกร 1999 จำกัด
11000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,,,10210001625618,15,1214,21000,ระยอง,1,เลขที่ 29/2,23,,นาตาขวัญ,บริษัท สยามโพลิเมอร์ แมนเนจเมนต์ จำกัด,1214,3-105-16/61รย,บริษัท สยามโพลิเมอร์ แมนเนจเมนต์ จำกัด
12600000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,,,10210001725574,10,1215,21000,ระยอง,,เลขที่ โฉนดที่ดินเลขที่ 159933,48,,ห้วยโป่ง,บริษัท พีทีอาร์ 111 จำกัด,1215,3-105-17/57รย,บริษัท พีทีอาร์ 111 จำกัด
14000000,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษเหล็ก บดย่อยพลาสติกและทำเม็ดพลาสติก,ปลวกแดง, -,3,10210017025480,15,1216,21140,ระยอง,3,เลขที่ 99/9,356.48,,แม่น้ำคู้,บริษัท แสงตะวัน เอสวีพี จำกัด,1216,3-105-170/48รย,บริษัท แสงตะวัน เอสวีพี จำกัด
15000000,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษเหล็ก บดย่อยพลาสติก ซ่อมและล้างถังที่ใช้แล้วด้วยตัวทำละลาย,บ้านค่าย,,,10210017325484,19,1217,21120,ระยอง,8,เลขที่ ,55,,หนองละลอก,บริษัท ระยองพัฒนาอุตสาหกรรม จำกัด,1217,3-105-173/48รย,บริษัท ระยองพัฒนาอุตสาหกรรม จำกัด
10550000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,,,10210002225616,8,1218,21140,ระยอง,5,เลขที่ โฉนดที่ดินเลขที่ 1511,89,08 5822 3529,มาบยางพร,ห้างหุ้นส่วนจำกัด ทรายทองธารา,1218,3-105-22/61รย,ห้างหุ้นส่วนจำกัด ทรายทองธารา
2220000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,สุขุมวิท,,10210002325606,10,1219,21150,ระยอง,,เลขที่ 261/2,40,038-609137,มาบตาพุด,บริษัท ธนรัตน์ อินเตอร์เนชั่นแนล ไพลอท จำกัด,1219,3-105-23/60รย,บริษัท ธนรัต อินเตอร์เนชั่นแนล ไพลอท จำกัด
6600000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,-,-,10210002425588,7,1220,21000,ระยอง,5,เลขที่ 89,161,,มะขามคู่,บริษัท ซี เวสท์ โซลูชั่น จำกัด,1220,3-105-24/58รย,บริษัท ซี เวสท์ โซลูชั่น จำกัด
21200000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,,,10210002525593,5,1221,20140,ระยอง,4,เลขที่ โฉนดที่ดินเลขที่ 16944,72.5,,ปลวกแดง,ห้างหุ้นส่วนจำกัด โชคบูรพา รีเทค,1221,3-105-25/59รย,ห้างหุ้นส่วนจำกัด โชคบูรพา รีเทค
2000000,คัดแยกวัสดที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยเศษพลาสติก ทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชิ้น ผง หรือรูปทรงต่าง ๆ,บ้านค่าย,,,10210002925587,8,1222,21120,ระยอง,3,เลขที่ 66/22,450,,หนองบัว,บริษัท ทรัพย์อนันต์ พลาสเทค จำกัด,1222,3-105-29/58รย,บริษัท ทรัพย์อนันต์ พลาสเทค จำกัด
11500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,ชากกลาง-มิตรประชา,,10210200325598,9,1223,21180,ระยอง,,เลขที่ 93/2,26,0 3868 9016,ห้วยโป่ง,บริษัท นภัทรรุ่งเรือง จำกัด,1223,3-105-3/59รย,บริษัท นภัทรรุ่งเรือง จำกัด
5000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,,,10210100325615,8,1224,21140,ระยอง,1,เลขที่ 216,97,,ละหาร,นายเสกสรรค์ ยินดีโสตร,1224,3-105-3/61รย,ทรัพย์ 105 ธุรกิจ
2800000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก,บ้านค่าย,,,10210003025544,10,1225,21120,ระยอง,4,เลขที่ โฉนดที่ดินเลขที่ 61330,87,,ชากบก,ห้างหุ้นส่วนจำกัด รุ่งอรุณการค้าและบริการ,1225,3-105-30/54รย,ห้างหุ้นส่วนจำกัด รุ่งอรุณการค้าและบริการ
6600000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,ราษฎร์บำรุง,,10210103025584,12,1226,34000,ระยอง,1,เลขที่ 54/9,36,038-034671-3,ห้วยโป่ง,บริษัท ระยองอินทาเนีย จำกัด,1226,3-105-30/58รย,บริษัท ระยองอินทาเนีย จำกัด
1000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,,,10210003025593,13,1227,21140,ระยอง,1,เลขที่ 83/1,55,09 8291 8132,ตาสิทธิ์,บริษัท อริสา รีไซเคิล จำกัด,1227,3-105-30/59รย,บริษัท อริสา รีไซเคิล จำกัด 
42500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,,,10210003225581,12,1228,21140,ระยอง,6,เลขที่ 555,36,,มาบยางพร,บริษัท เจเคเอส รีไซเคิล จำกัด,1228,3-105-32/58รย,บริษัท เจเคเอส รีไซเคิล จำกัด
11000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,ทางหลวงสาย 36,,10210003225607,9,1229,21180,ระยอง,6,เลขที่ 168/1,217,,มะขามคู่,บริษัท ส.ปัญญารุ่งเรืองโลหะกิจ จำกัด,1229,3-105-32/60รย,บริษัท ส.ปัญญารุ่งเรืองโลหะกิจ จำกัด
3060000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) หมวด 1 ข้อ 1 และอัดเศษโลหะ เศษกระดาษ,เมืองระยอง,ทางหลวงสาย 36,-,10210003325480,13,1230,21000,ระยอง,3,เลขที่ 81/169,83,,เชิงเนิน,บริษัท ระยองณัฐกร 1999 จำกัด,1230,3-105-33/48รย,บริษัท ระยองณัฐกร 1999 จำกัด
2700000,คัดแยกวัสดุที่ไม่ใช้แล้ว ซ่อมและล้างถังด้วยตัวทำละลายและนำตัวทำละลายที่ใช้แล้วผสมกับน้ำมันที่ใช้แล้ว เพื่อใช้เป็นเชื้อเพลิงทดแทน,เมืองระยอง,โขดหิน-เขาไผ่,      -,10210003525477,9,1231,21000,ระยอง,5,เลขที่ 5/4,280,,เนินพระ,บริษัท วิน โพร เสส จำกัด,1231,3-105-35/47รย,บริษัท วิน โพร เสส จำกัด
22000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,,,10210003725606,13,1232,21180,ระยอง,3,เลขที่ โฉนดที่ดินเลขที่ 23190,372,,มาบข่า,บริษัท เทคโนโลยีธุรกิจพลังงานทดแทน (2009) จำกัด,1232,3-105-37/60รย,บริษัท เทคโนโลยีธุรกิจพลังงานทดแทน (2009) จำกัด
3050000,คัดแยกเศษวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1,ปลวกแดง,,,10210003925560,8,1233,21140,ระยอง,4,เลขที่ 160/1,59,,มาบยางพร,นายภูวเดช บุญรอด,1233,3-105-39/56รย,นายภูวเดช บุญรอด
20600000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,,,10210004025600,15,1234,21140,ระยอง,1,เลขที่ 8/1,81,,ละหาร,ห้างหุ้นส่วนจำกัด ปากแพรก รวมเศษ,1234,3-105-40/60รย,ห้างหุ้นส่วนจำกัด ปากแพรก รวมเศษ
1024000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,ชากกลาง-มิตรประชา,,10210104125581,7,1235,21000,ระยอง,,เลขที่ 26/31,35,,ห้วยโป่ง,บริษัท ชุมชนมาบชลูด รีไซเคิล จำกัด,1235,3-105-41/58รย,บริษัท ชุมชนมาบชลูด รีไซเคิล จำกัด
3200000,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก อัดเศษโลหะ ซ่อมและล้างถังบรรจุเคมีภัณฑ์ใช้แล้ว และนำตัวทำละลายน้ำมันหล่อลื่นใช้แล้วกลับมาใช้ใหม่เพื่อใช้เป็นเชื้อเพลิงทดแทน,ปลวกแดง,-,-,10210004225481,15,1236,21140,ระยอง,2,เลขที่ 235,214,,มาบยางพร,บริษัท ทองวัฒนา เวส์ท แมนเนจเม้นท์ จำกัด,1236,3-105-42/48รย,บริษัท ทองวัฒนา เวส์ท แมนเนจเม้นท์ จำกัด
5450000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,บ้านฉาง,-,-,10210004225564,11,1237,21130,ระยอง,6,เลขที่ 66/20,80,086-1507928,สำนักท้อน,บริษัท สามเค รีไซเคิล จำกัด,1237,3-105-42/56รย,บริษัท สามเค รีไซเคิล จำกัด
3700000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,บ้านฉาง,-,-,10210004325562,7,1238,21130,ระยอง,6,เลขที่ 66/21,80,081-341853,สำนักท้อน,บริษัท เวิล์ดสเครพส์ รีไซเคิล จำกัด,1238,3-105-43/56รย,บริษัท เวิล์ดสเครพส์ รีไซเคิล จำกัด
3500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านฉาง,-,-,10210004425586,12,1239,21130,ระยอง,6,เลขที่ 69/9,80,,สำนักท้อน,บริษัท กนกรัตน์ รีไซเคิล จำกัด,1239,3-105-44/58รย,บริษัท กนกรัตน์ รีไซเคิล จำกัด
20000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,วัดโขดหิน-เขาไผ่,,10210004425610,25,1240,21000,ระยอง,,เลขที่ โฉนดที่ดินเลขที 90267,195,0 3869 4371,ทับมา,บริษัท ไฮเทค พลาส จำกัด,1240,3-105-44/61รย,บริษัท ไฮเทค พลาส จำกัด
12300000,คัดแยกของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตรายของหมวดที่ 1 ภาคผนวกที่ 1 ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) นำไปใช้ประโยชน์ใหม่ทางด้านอุตสาหกรรมและการเกษตรและน้ำสี น้ำมันเครื่อง ฯลฯ กลับมาใช้ประโยชน์ใหม่,ปลวกแดง,-,-,10210004525476,5,1241,21140,ระยอง,1,เลขที่ 182,38,02-3871397,ตาสิทธิ์,บริษัท ส.เรืองแสงรีไซเคิล จำกัด,1241,3-105-45/47รย,บริษัท ส.เรืองแสงรีไซเคิล จำกัด
20000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,วัดโขดหิน-เขาไผ่,,10210004525617,25,1242,21000,ระยอง,,เลขที่ 35/9,245,0 3869 4371,ทับมา,บริษัท ไฮเทค พลาส จำกัด,1242,3-105-45/61รย,บริษัท ไฮเทค พลาส จำกัด
31600000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย แปรสภาพพลาสติกเป็นเม็ดหรือรูปทรงต่างๆ,นิคมพัฒนา,,,10210004625581,18,1243,10290,ระยอง,7,เลขที่ 88,91.84,0 2408 5353 ,มะขามคู่,บริษัท พลัส พรอสเพอร์ จำกัด,1243,3-105-46/58รย,บริษัท พลัส พรอสเพอร์ จำกัด
12600000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านค่าย,,,10210100525578,10,1244,21120,ระยอง,6,เลขที่ 42,48,383019897,หนองบัว,บริษัท ทรัพย์คงสมบูรณ์ รีไซเคิล จำกัด,1244,3-105-5/57รย,บริษัท ทรัพย์คงสมบูรณ์ รีไซเคิล จำกัด
111000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก ทำพลาสติกเป็นเม็ดแท่ง ท่อ หลอด แผ่น ชิ้น ผง หรือรูปทรงต่าง ๆ ,นิคมพัฒนา,,,10210000525595,63,1245,21000,ระยอง,6,เลขที่ 252,1840,089-8311560,มะขามคู่,บริษัท วงศธร รีไซเคิล จำกัด,1245,3-105-5/59รย,บริษัท วงศธร รีไซเคิล จำกัด
11500000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อย ทำเม็ดพลาสติกเกรดบี และอัดเศษเหล็ก,นิคมพัฒนา,-,-,10210005025542,18,1246,21180,ระยอง,2,เลขที่ -,98,,มาบข่า,บริษัท วี.เอส.เอ. เอ็นจิเนียริ่ง จำกัด,1246,3-105-50/54รย,บริษัท วี.เอส.เอ. เอ็นจิเนียริ่ง จำกัด
11000000,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) ตามบัญชีสิ่งปฏิกูลฯ ท้ายกฎกระทรวงฯ หมวด 1 ข้อ 1,เมืองระยอง,-,-,10210005325488,30,1247,21000,ระยอง,7,เลขที่ 119/10,97,038-694348,ทับมา,บริษัท ศักดิ์ทวี รีไซเคิล จำกัด,1247,3-105-53/48รย,บริษัท ศักดิ์ทวี รีไซเคิล จำกัด
13000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,,,10210005325595,18,1248,21180,ระยอง,1,เลขที่ 382,80,,มะขามคู่,บริษัท พีทีลัคกี้รีไซเคิล จำกัด,1248,3-105-53/59รย,บริษัท พีที ลัคกี้รีไซเคิล จำกัด
30500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และอัดเศษโลหะ,บ้านค่าย,-,-,10210005425486,13,1249,21120,ระยอง,6,เลขที่ 9/9-10,164,0 3864 2532-4,หนองละลอก,บริษัท วีเอสแอนด์บี รีไซเคิลเน็ทเวิร์ค จำกัด,1249,3-105-54/48รย,บริษัท วีเอสแอนด์บี รีไซเคิลเน็ทเวิร์ค จำกัด
75800000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,,,10210005525616,25,1250,21180,ระยอง,7,เลขที่ โฉนดที่ดินเลขที่ 44252,245,,นิคมพัฒนา,บริษัท วี.เอส.เอ. เอ็นจิเนียริ่ง จำกัด,1250,3-105-55/61รย,บริษัท วี.เอส.เอ. เอ็นจิเนียริ่ง จำกัด
16500000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,-,-,10210005725547,13,1251,21140,ระยอง,1,เลขที่ 899,49,,ตาสิทธิ์,บริษัท กาญจนรัตน์ เทรดดิ้ง จำกัด,1251,3-105-57/54รย,บริษัท กาญจนรัตน์ เทรดดิ้ง จำกัด
8000000,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1,นิคมพัฒนา,ทางหลวงสาย 36,7,10210005825479,20,1252,21180,ระยอง,1,เลขที่ 41,1420,,มะขามคู่,ห้างหุ้นส่วนจำกัด ชื่นกอบชัย ลัคกี้ ออยล์,1252,3-105-58/47รย,บริษัท ชื่นกอบชัย ลัคกี้ ออยล์ จำกัด
13000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านฉาง,,,10210005925592,18,1253,21130,ระยอง,5,เลขที่ น.ส.3ก.เลขที่ 66,80,,สำนักท้อน,บริษัท 3P รีไซเคิล จำกัด,1253,3-105-59/59รย,บริษัท 3P รีไซเคิล จำกัด
4500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,,,10210000625619,8,1254,21180,ระยอง,4,เลขที่ โฉนดที่ดินเลขที่ 71951,92.5,,มาบข่า,นางสาวมะลินันท์ พีชพันธุ์,1254,3-105-6/61รย,บริษัท พัฒนะรีไซเคิล จำกัด
10700000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,,,10210006125598,7,1255,21120,ระยอง,6,เลขที่ โฉนดที่ดินเลขที่ 9,80,,แม่น้ำคู้,บริษัท ภูสินธารา จำกัด,1255,3-105-61/59รย,บริษัท ภูสินธารา จำกัด
3500000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ โลหะ กระดาษ พลาสติก,ปลวกแดง,-,-,10210006225547,10,1256,21140,ระยอง,3,เลขที่ -,28.5,038 891859,มาบยางพร,ห้างหุ้นส่วนจำกัด บุญทวีพจน์ เซอร์วิส,1256,3-105-62/54รย,ห้างหุ้นส่วนจำกัด บุญทวีพจน์ เซอร์วิส
5300000,คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ เศษโลหะ เศษพลาสติก เศษกระดาษ และเศษไม้,นิคมพัฒนา,-,-,10210100725574,8,1257,21180,ระยอง,5,เลขที่ 121/4,514,,นิคมพัฒนา,ห้างหุ้นส่วนจำกัด ณรัฐ รีไซเคิล,1257,3-105-7/57รย,ห้างหุ้นส่วนจำกัด ณรัฐ รีไซเคิล
2050000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,แกลง,,,10210007925608,5,1258,21110,ระยอง,9,เลขที่ 55,20,,ห้วยยาง,บริษัท ก่อกิจ 99 จำกัด,1258,3-105-79/60รย,บริษัท ก่อกิจ 99 จำกัด
140000000,คัดแยกเศษวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม,นิคมพัฒนา,ทางหลวงสาย 36,-,10210000825474,14,1259,21180,ระยอง,0,เลขที่ 21/6,38,038 968985-6,มาบข่า,บริษัท รวมเศษ จำกัด,1259,3-105-8/47รย,บริษัท รวมเศษ จำกัด (สาขามาบข่า)
3200000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,ราษฎร์บำรุง,-,10210000825573,13,1260,21000,ระยอง,,เลขที่ 63/3,514,890723549,ห้วยโป่ง,บริษัท เพียรทำดี รีไซเคิล จำกัด,1260,3-105-8/57รย,บริษัท เพียรทำดี รีไซเคิล จำกัด
7000000,คัดแยกวัสสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้ท้ายประกาศกระทรวง ฉบับที่ 1 (พ.ศ. 2541) บด ย่อย หลอม ทำพลาสติกเป็นเม็ดจากพลาสติกใช้แล้ว,นิคมพัฒนา,ทางหลวงสาย 36,4,10210008125471,13,1261,21180,ระยอง,5,เลขที่ 350/7,284.34,-,นิคมพัฒนา,บริษัท รับเบอร์ เวิลด์กรีน จำกัด,1261,3-105-81/47รย,บริษัท รับเบอร์ เวิลด์กรีน จำกัด
8000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านฉาง,,5,10210008725593,9,1262,21130,ระยอง,2,เลขที่ 80/21,320,081-6648935,พลา,ห้างหุ้นส่วนจำกัด วิธี ค้าของเก่า,1262,3-105-87/59รย,ห้างหุ้นส่วนจำกัด วิธี ค้าของเก่า
1550000,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) และยดย่อยเศษพลาสติก,บ้านฉาง, -, -,10210008925482,13,1263,21130,ระยอง,1,เลขที่ 83/1,49,,บ้านฉาง,บริษัท เนินกระปรอกดีเวลลอปเมนท์ จำกัด,1263,3-105-89/48รย,บริษัท เนินกระปรอกดีเวลลอปเมนท์ จำกัด
6000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านฉาง,,,10210009025597,8,1264,21130,ระยอง,,เลขที่ โฉนดที่ดินเลขที่ 13865 และ 18226,345,095-4162829,บ้านฉาง,บริษัท เอส บี เอส แอนด์ รีไซเคิล จำกัด,1264,3-105-90/59รย,บริษัท เอส บี เอส แอนด์ รีไซเคิล จำกัด
16200000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,,,10210009025613,23,1265,21130,ระยอง,4,เลขที่ 59,291,,นิคมพัฒนา,บริษัท ฮง เว่ย (ประเทศไทย) จำกัด,1265,3-105-90/61รย,บริษัท ฮง เว่ย (ประเทศไทย) จำกัด
