ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,เลขที่ 56/10,,723.86,18978750,1010,17,3-106-10/57ชบ,1011,บริษัท อีโค แมเนจเม้นท์ อินดัสเตรียล จำกัด,ผลิตเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายใช้แล้ว เชื้อเพลิงผสมจากเศษผ้าปนเปื้อน กากสี กากกาวหรือวัสดุที่มีค่าความร้อน บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ หลอมเม็ดพลาสติกเก่า ล้างบรรจุภัณฑ์ และสกัดโลหะมีค่าจากน้ำยาชุบโลหะ,,20170,มาบไผ่,บ้านบึง,ชลบุรี,1
,เลขที่ 206/1,,2833.87,34000000,1011,6,3-106-10/61ชบ,1012,บริษัท หยง เหว่ย ไบโอแมส เอ็นเนอจี้ จำกัด,ผลิตซิลิโคนออยล์ จากวัสดุที่ไม่ใช้แล้ว,0 2347 3838-9,20220,หนองไผ่แก้ว,บ้านบึง,ชลบุรี,1
,"เลขที่ โฉนดที่ดินเลขที่ 154735, 155565",,144.5,22000000,1012,5,3-106-118/60ชบ,1013,บริษัท ส.เกียรติเจริญ ค้าของเก่า จำกัด,ทำเชื้อเพลิงผสมที่เป็นของเหลว (Liquids Blending) จากน้ำมันใช้แล้ว ตัวทำละลายที่ใช้แล้ว และน้ำมันหล่อเย็น ทำเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว และตัวทำละลายที่ใช้แล้ว บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ ล้างภาชนะบรรจุภัณฑ์ปนเปื้อนด้วยตัวทำละลาย,,20230,บ่อวิน,ศรีราชา,ชลบุรี,4
หัวกุญแจ-มาบคล้า,เลขที่ 843,-,176.29,32000000,1013,15,3-106-12/56ชบ,1014,บริษัท เฉินเฟย อินดัสเทรียล จำกัด,หลอมหล่อทองแดงจากกากตะกอนของเสียที่มีทองแดงเป็นส่วนประกอบ,,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,1
-,เลขที่ 742,-,26.12,4400000,1014,2,3-106-13/47ชบ,1015,บริษัท แซนด์ซอร์ จำกัด,นำตัวทำละลายและน้ำมันใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับไปใช้ประโยชน์ใหม่,-,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,1
,เลขที่ 88/88,,1674.4,37900000,1015,32,3-106-14/57ชบ,1016,บริษัท เอฟเวอร์แฟรงค์ เทคโนโลยี จำกัด,รีไซเคิลน้ำมันหล่อลื่นใช้แล้ว และน้ำมันเตาปนเปื้อนเพื่อทำน้ำมันหล่อลื่นเอนกประสงค์,,20150,เขาไม้แก้ว,บางละมุง,ชลบุรี,1
-,เลขที่ 11/6,ทุ่งขวาง ซอย 9,26,6000000,1016,8,3-106-15/51ชบ,1017,บริษัท วี.พี.ยูสออยล์ จำกัด,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผ่านกระบวนการทางอุตสาหกรรมเพื่อผลิตเชื้อเพลิงทดแทน และน้ำมันทาแบบ,,20140,ทุ่งขวาง,พนัสนิคม,ชลบุรี,1
-,เลขที่ 29,-,12,1120000,1017,7,3-106-15/52ชบ,1018,บริษัท โกลเด้น โฮป จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว ซ่อมและล้างบรรจุภัณฑ์,,20000,ดอนหัวฬ่อ,เมืองชลบุรี,ชลบุรี,5
-,เลขที่ 112,-,165.6,8200000,1018,8,3-106-16/53ชบ,1019,บริษัท โปรมิลเลี่ยน กรีน เทคโนโลยี จำกัด,ผลิตน้ำมันเชื้อเพลิงจากยางรถยนต์ที่ไม่ใช้แล้ว,,20240,ท่าบุญมี,เกาะจันทร์,ชลบุรี,3
-,เลขที่ 234,-,250.02,4000000,1019,20,3-106-16/54ชบ,1020,บริษัท ซี.อี.โอ.อินเตอร์เนชั่นแนล เวสต์ จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว ทำเชื้อเพลิงผสม ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย ทำวัตถุดิบทดแทนจากวัสดุที่ไม่ใช้แล้วในการผลิตปูนซิเมนต์ ทำอิฐบล็อค อิฐตัวหนอนจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ สกัดโลหะมีค่าจากน้ำยาชุบโลหะ คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,038-715055-6,20140,หนองเหียง,พนัสนิคม,ชลบุรี,10
,เลขที่ 48,,545,14000000,1020,20,3-106-16/57ชบ,1021,บริษัท เจิ้นโหนง เทรดดิ้ง จำกัด,นำวัสดุที่ไม่ใช้แล้วเศษและตะกรันอลูมิเนียมหลอมหล่อเพื่อนำกลับมาใช้ประโยชน์ใหม่,,20140,นาวังหิน,พนัสนิคม,ชลบุรี,11
,เลขที่ 59,,79.8,8000000,1021,5,3-106-17/50ชบ,1022,บริษัท ซู ซิน ปิโตรเลียม จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันใช้แล้วและตัวทำละลายใช้แล้ว ทำน้ำมันเลี้ยงโซ่ น้ำมันหยอดทิ้งจากน้ำมันไฮดรอลิกใช้แล้ว ซ่อมและล้างถังด้วยตัวทำละลาย,,20140,หัวถนน,พนัสนิคม,ชลบุรี,5
-,เลขที่ 20,-,100,4200000,1022,8,3-106-18/51ชบ,1023,บริษัท อ.สหรุ่งโรจน์ จำกัด,นำน้ำมันหล่อลื่น และตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทนและบดย่อยเศษตะกรันอลูมิเนียม,081-9198273,20000,นาป่า,เมืองชลบุรี,ชลบุรี,7
,เลขที่ 35/3,,296.4,28400000,1023,19,3-106-2/46ชบ,1024,บริษัท ซีเค รีเจน ซิสเต็มส์ จำกัด,นำถ่านกัมมันต์ที่ผ่านการใช้งานแล้วมาฟื้นฟูสภาพเพื่อใช้งานใหม่ (Regeneration of spent Activated Carbon),0 3846 2914-5,20140,นาเริก,พนัสนิคม,ชลบุรี,3
,เลขที่ 35/2,,10,15130000,1024,8,3-106-2/47ชบ,1025,บริษัท เวิร์ค ออยล์ จำกัด,ปรับปรุงน้ำมันหล่อลื่นใช้แล้ว,-,20140,โคกเพลาะ,พนัสนิคม,ชลบุรี,2
-,เลขที่ 42,-,356.44,1511760,1025,5,3-106-21/47ชบ,1026,บริษัท เอส.โอ.แท้งค์ คลีนนิ่ง เทอร์มินอล จำกัด,ล้างถังที่ผ่านการใช้บรรจุน้ำมันและสารเคมี (ISO TANK) ด้วยน้ำร้อน เพื่อนำกลับมาใช้ประโยชน์ใหม่ ได้แก่ ถังบรรจุน้ำมันหล่อลื่น ถังบรรจุน้ำมันไฮดรอลิค ถังบรรจุน้ำมันหล่อเย็น,038-493120-1,20230,ทุ่งสุขลา,ศรีราชา,ชลบุรี,10
 -,เลขที่ 510/10, -,421.02,3000000,1026,10,3-106-22/48ชบ,1027,บริษัท มนตรี แทงค์ แอนด์ ทรัค เซอร์วิส จำกัด,ซ่อมแซม ตรวจสอบ และล้างถังเหล็กขนาดใหญ่ าถังเหล็กขนาดใหญ่ (ISO Tank),038-348162,20110,หนองขาม,ศรีราชา,ชลบุรี,3
 -,เลขที่ -, -,40,1800000,1027,3,3-106-22/50ชบ,1028,บริษัท บุญประเสริฐ รีไซเคิล อินเตอร์เทรด จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่ของเสียเป็นอันตราย,086-0217486,20170,บ้านบึง,บ้านบึง,ชลบุรี,3
-,เลขที่ 265/5,-,101.5,11000000,1028,35,3-106-23/53ชบ,1029,บริษัท จัวปภารีไซเคิลสหรุ่งเรือง จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่น และตัวทำละลายที่ใช้แล้ว ล้างบรรจุภัณฑ์ด้วยตัวทำละลาย บดย่อยยางและพลาสติกที่ใช้แล้ว และบดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์,-,20170,หนองชาก,บ้านบึง,ชลบุรี,3
เจริญโชคดี,เลขที่ 12/1,-,88,35000000,1029,25,3-106-23/54ชบ,1030,บริษัท รีไซเคิล เอ็นจิเนียริ่ง จำกัด,ทำเชื้อเพลิงทดแทน และเชื้อเพลิงสังเคราะห์จากน้ำมันหล่อลื่นใช้แล้วและตัวทำละลายใช้แล้ว นำวัสดุปนเปื้อนต่างๆ และกากตะกอนน้ำมันมาทำเชื้อเพลิงผสม อัดไส้กรองน้ำมันหล่อลื่นใช้แล้ว เพิ่มการประกอบกิจการ บำบัดและแยกเมอร์คิวรี่จากกากของเสียและวัสดุที่ไม่ใช้แล้วเพื่อนำกลับมาใช้ใหม่,038-209913-5,20140,หมอนนาง,พนัสนิคม,ชลบุรี,11
เขาหาดยาว-คลองบางไผ่,เลขที่ 117/41, -,21.2,5200000,1030,9,3-106-24/49ชบ,1031,บริษัท เอ็ม เอส โอ แอนด์ พี (ไทยแลนด์) จำกัด,รีไซเคิลน้ำมันหล่อลื่นที่ใช้แล้ว,038-430016,20180,พลูตาหลวง,สัตหีบ,ชลบุรี,3
-,เลขที่ 98,-,197.28,8300000,1031,10,3-106-24/51ชบ,1032,บริษัท เอเค เมคานิคอล แอนด์ รีไซคลิง จำกัด,กลั่นตัวทำละลายที่ใช้แล้วเพื่อนำกลับมาใช้ประโยชน์ใหม่ นำน้ำมันที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน นำกากตะกอนน้ำมัน เศษผ้าปนเปื้อน และน้ำมันที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงผสม นำกากสี ผงสี และตัวทำละลายที่ใช้แล้วมาผลิตเป็นสีกันสนิมเกรดบี ซ่อมและล้างถังบรรจุภัณฑ์,,20140,สระสี่เหลี่ยม,พนัสนิคม,ชลบุรี,6
 -,เลขที่ 231, -,230,10000000,1032,11,3-106-25/48ชบ,1033,บริษัท เอ็น.พี.เอส. รีไซเคิล จำกัด,ซ่อมและล้างถังน้ำมันใช้แล้ว รีไซเคิล ตัวทำละลาย เคมีภัณฑ์ น้ำมันที่ใช้แล้ว เพื่อเป็นเชื้อเพลิงทดแทน,081-7616144,20000,หนองชาก,บ้านบึง,ชลบุรี,4
,เลขที่ 88/9,,210.5,9200000,1033,15,3-106-26/60ชบ,1034,บริษัท วี เทคนิค รีไซเคิล จำกัด,ทำผลิตภัณฑ์คอนกรีตเป็นวัสดุก่อสร้างต่างๆ เช่น คอนกรีตบล็อก บล็อกประสาน แผ่นปูพื้น แผ่นทางเดิน วงบ่อเกราะ จากวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20180,บ่อกวางทอง,บ่อทอง,ชลบุรี,5
,เลขที่ 2,,85,2050000,1034,10,3-106-27/53ชบ,1035,บริษัท ทีเคเอสพี ออย จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว ทำน้ำมันทาแบบจากน้ำมันหล่อลื่นที่ใช้แล้ว,038-294031,20140,โคกเพลาะ,พนัสนิคม,ชลบุรี,2
-,เลขที่ 410,-,326,4100000,1035,7,3-106-28/52ชบ,1036,บริษัท คิง ไอโบ เอนไวรอนเมนทัล แอนด์ อินดัสตรี้ โฮลดิ้ง (ไทยแลนด์) จำกัด,บดย่อยชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,,20220,หนองไผ่แก้ว,บ้านบึง,ชลบุรี,2
-,เลขที่ 288,-,5,230000,1036,5,3-106-28/56ชบ,1037,บริษัท รุ่งอรุณทรัพย์ รีไซเคิล จำกัด,ล้างบรรจุภัณฑ์ทุกชนิดเพื่อนำกลับไปใช้ใหม่,,20220,หนองไผ่แก้ว,บ้านบึง,ชลบุรี,1
-,เลขที่ 223,-,74,4050000,1037,9,3-106-29/54ชบ,1038,บริษัท ธง ไฮ่ เทรดดิ้ง จำกัด,สกัดโลหะมีค่าจากเศษชิ้นส่วนอิเล็กทรอนิกส์ น้ำยาชุบโลหะ กากตะกอนจากอุตสาหกรรมชุบโลหะและอุตสาหกรรมอิเล็กทรอนิกส์ที่มีองค์ประกอบของโลหะมีค่า,,20140,หนองเหียง,พนัสนิคม,ชลบุรี,8
,เลขที่ 61/6,,40,3900000,1038,7,3-106-29/57ชบ,1039,บริษัท นทีออยล์ จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว,038-119393,20140,หนองเหียง,พนัสนิคม,ชลบุรี,12
,เลขที่ 25,,84,11700000,1039,26,3-106-29/58ชบ,1040,บริษัท แซนด์ซอร์ จำกัด,นำตัวทำละลาย น้ำมันใช้แล้ว น้ำมันผสมน้ำ มาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่,038-451884,24140,หน้าประดู่,พานทอง,ชลบุรี,1
-,เลขที่ ,-,163,31000000,1040,12,3-106-3/46ชบ,1041,บริษัท รักษาสิ่งแวดล้อมและรีไซเคิล จำกัด,นำน้ำมันที่ใช้แล้ว (Used Oil) มาผลิตเป็นน้ำมันทาไม้แบบ,0 2399-4444,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,
-,เลขที่ 373,-,167.75,7600000,1041,14,3-106-31/51ชบ,1042,บริษัท นาโมยะ ชินโป เนชั่น กรุ๊ป จำกัด,ผลิตเชื้อเพลิงผสม เชื้อเพลิงทดแทน สีทาแบบกันสนิม สกัดโลหะเพื่อนำกลับมาใช้ใหม่ ซ่อมแซม ปรับปรุง ดัดแปลงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์ ผลิตอิฐปูผนัง ซ่อมและล้างถังด้วยตัวทำละลาย,,20140,หนองเหียง,พนัสนิคม,ชลบุรี,8
-,เลขที่ 279/2,-,165,4800000,1042,9,3-106-31/53ชบ,1043,นางสาวกรรนิภา แซ่ตั๊น,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว ทำเชื้อเพลิงทดแทนชนิดแข็งจากชิ้นไม้สับและดินฟอกสี (Spent Bleaching Earth) ที่ไม่เป็นของเสียอันตราย ทำสารปรับปรุงดินจากดินฟอกสี (Spent Bleaching Earth) ที่ไม่เป็นของเสียอันตราย,,20230,บึง,ศรีราชา,ชลบุรี,6
-,เลขที่ 325/4,-,546,3800000,1043,17,3-106-32/47ชบ,1044,บริษัท กรีนเวิลด์ เซอร์วิส จำกัด,ซ่อมตู้คอนเทนเนอร์ และล้างถังบรรจุเคมีภัณฑ์,,20110,หนองขาม,ศรีราชา,ชลบุรี,3
สุขประยูร,เลขที่ 7,พัฒนา 3,185,1800000,1044,4,3-106-33/53ชบ,1045,โกเฮงพัฒนารีไซเคิล,ทำเชื้อเพลิงทดแทนชนิดแข็งจากดินฟอกสีและชิ้นไม้สับ (Spent Bleaching Earth) และทำสารปรับปรุงดินจากดินฟอกสี (Spent Bleaching Earth) ที่ไม่เป็นของเสียอันตราย เพิ่มการรับวัตภุดิบสำหรับกระบวนการทำสารปรับปรุงดิน ได้แก่ ขี้เถ้ากระปาล์มบดและเถ้านักกระลาปาล์ม กากมันสำประหลัง กากตะกอนจากระบบบำบัดน้ำเสียทางชีวภาพ (ระบบ Activated Sludge) เฉพาะจากอุตสาหกรรมอาหาร เกตรรแปรรูป เยื้อและกระดาษที่ไม่เป็นของเสียอันตราย ,,20160,หนองตำลึง,พานทอง,ชลบุรี,9
หมายเลข 331,เลขที่ 2002/1,,490.5,24632400,1045,56,3-106-33/61ชบ,1046,บริษัท ไอบีซี อินดัสเตรียล จำกัด,รื้อตัด แยกส่วน และรีไซเคิลโครงสร้างจากแท่นขุดเจาะน้ำมันและก๊าซธรรมชาติที่ผ่านการใช้งานแล้ว,,20180,แสมสาร,สัตหีบ,ชลบุรี,2
ชลบุรี-บ้านบึง,เลขที่ 46/5,-,2896.32,130000000,1046,70,3-106-34/51ชบ,1047,บริษัท อังไถ่ จำกัด,ผลิตเส้นใยโพลีเอสเตอร์,038 379579,20170,หนองซ้ำซาก,บ้านบึง,ชลบุรี,3
 -,เลขที่ 45/5-6, -,237,19000000,1047,16,3-106-36/49ชบ,1048,บริษัท ธับทอง เอ็นจิเนียริ่ง แอนด์ รีไซเคิล จำกัด,นำน้ำมันหล่อลื่นใช้แล้ว มาผ่านกระบวนการผลิตทางอุตสาหกรรม เพื่อทำเชื้อเพลิงทดแทน ซ่อมแซมและล้างถัง คัดแยกสิ่งปฏิกูลหรือวสดุที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ และบดย่อยพลาสติก,,20130,ห้วยกะปิ,เมืองชลบุรี,ชลบุรี,4
,เลขที่ 194/21,,120,15000000,1048,10,3-106-36/52ชบ,1049,บริษัท วรรณ สแคร๊พ จำกัด,หลอมหล่อเศษและตะกรันโลหะ (Scrap and Dross),,20110,สุรศักดิ์,ศรีราชา,ชลบุรี,5
,เลขที่ โฉนดที่ดินเลขที่ 75240,,21,80000000,1049,9,3-106-36/59ชบ,1050,บริษัท พยนต์มารีนเซอร์วิส จำกัด,นำน้ำมันปนเปื้อนและน้ำมันเตาปนเปื้อนจากเรือเดินสมุทรผ่านกระบวนการอุตสาหกรรมเพื่อเป็นเชื้อเพลิงทดแทน,38766289,20230,บึง,ศรีราชา,ชลบุรี,6
-,เลขที่ 27/48,-,15,900000,1050,3,3-106-37/47ชบ,1051,บริษัท เนทโก้ เทคโนโลยี จำกัด,รีไซเคิลน้ำมันผสมสี,-,20230,บึง,ศรีราชา,ชลบุรี,8
,เลขที่ 113,,50,4000000,1051,5,3-106-37/59ชบ,1052,บริษัท เอ็น.ดี.ออยล์ จำกัด,ทำเชื้อเพลิงทดแทนและเชื้อเพลิงสังเคราะห์จากน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว ล้างภาชนะบรรจุด้วยตัวทำละลาย,,20140,หัวถนน,พนัสนิคม,ชลบุรี,2
พนัสนิคม-หนองซาก,เลขที่ 3/2,-,1075,7360000,1052,18,3-106-38/47ชบ,1053,บริษัท ไทย ซิง ไฮโดรคาร์บอน จำกัด,นำน้ำมันหล่อลื่นและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับไปใช้ประโยชน์ใหม่ ซ่อมและล้างถังบรรจุภัณฑ์,-,20220,หนองอิรุณ,บ้านบึง,ชลบุรี,3
,เลขที่ 56/8,,608.92,24943000,1053,17,3-106-39/59ชบ,1054,บริษัท อีโคแมเนจเม้นท์ อินดัสเตรียล จำกัด,หลอมหล่อเศษโลหะ และตะกรันโลหะที่ไม่เป็นของเสียอันตราย,038-110806,20170,มาบไผ่,บ้านบึง,ชลบุรี,1
ชลบุรี-แกลง,เลขที่ 24,-,235.75,1000000,1054,12,3-106-4/46ชบ,1055,บริษัท เอ็ม.ซี.เจนเนอรัล เซอร์วิส จำกัด,ซ่อมและล้างแท้งค์บรรจุน้ำมันและแท้งค์บรรจุอื่น ๆ,038-338576,20190,คลองพลู,หนองใหญ่,ชลบุรี,4
 -,เลขที่ 222, -,162,125000000,1055,40,3-106-4/49ชบ,1056,บริษัท ดิทโต้ (ประเทศไทย) จำกัด (มหาชน),ซ่อมแซม ปรับปรุง เครื่องใช้ไฟฟ้าและอุปกรณ์อิเลิคทรอนิคส์ที่ใช้แล้ว เช่น เครื่องถ่ายเอกสาร เครื่องพิมพ์ โทรศัพท์เคลื่อนที่ เครื่องมือสื่อสารทุกชนิด อุปกรณ์โทรคมนาคมทุกชนิด,02-517-5555,20000,คลองตำหรุ,เมืองชลบุรี,ชลบุรี,2
-,เลขที่ 52,-,3440.5,4700000,1056,11,3-106-4/52ชบ,1057,บริษัท เอส เอส ซี ออยล์ จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันที่ใช้แล้ว,,20140,หนองเหียง,พนัสนิคม,ชลบุรี,16
เกษตรสุวรรณ-เขาไม้หอม,เลขที่ 252,-,10026.01,291000000,1057,137,3-106-40/51ชบ,1058,บริษัท ยู เอส บ่อทอง อินเตอร์เนชั่นแนล จำกัด,ผลิตยางรีเคลมจากยางรถยนต์ที่ใช้แล้ว,02 3841693-5,20270,เกษตรสุวรรณ,บ่อทอง,ชลบุรี,4
,เลขที่ 222,,1233.06,86520000,1058,16,3-106-42/58ชบ,1059,บริษัท ไทยอีสเทิร์น ไบโอฟูเอล จำกัด,ผลิตน้ำมันทดแทนจากพลาสติกที่ทำความสะอาดแล้ว ด้วยกระบวนการ Pyrolysis,,20190,เขาซก,หนองใหญ่,ชลบุรี,2
-,เลขที่ 8/12,-,350,12000000,1059,8,3-106-45/47ชบ,1060,บริษัท กวิน เอส. อินดัสทรี่ จำกัด,แยกเหล็กออกจากตะกรันเพื่อนำกลับไปใช้ใหม่,-,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,7
เกษตร-เขาช่องแคบ,เลขที่ 99,-,283.15,14500000,1060,27,3-106-50/47ชบ,1061,บริษัท เอเซีย เวสต์ แมนเน็จเม้นท์ จำกัด,กลั่นตัวทำละลายและเคมีภัณฑ์ใช้งานแล้วกลับมาใช้ใหม่ ทำเชื้อเพลิงสังเคราะห์จากตัวทำละลายและน้ำมันหล่อลื่นใช้งานแล้ว โดยผ่านกรรมวิธีการผลิตทางอุตสาหกรรม,02-7555078,20270,วัดสุวรรณ,บ่อทอง,ชลบุรี,5
-,"เลขที่ โฉนดที่ดินเลขที่ 13744,23459",-,22,4300000,1061,9,3-106-51/51ชบ,1062,บริษัท จัสมิน เอ็นไวรอนเม้นท์ จำกัด,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน นำกากตะกอนน้ำมัน เศษผ้าปนเปื้อน กากสี และตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงผสม ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,087-0220444,20160,หนองหงษ์,พานทอง,ชลบุรี,5
,เลขที่ คลังพักสินค้าหมายเลข 14 ท่าเรือพาณิชย์สัตหีบ-กองทัพเรือ เลขที่ 2002/1,,225,11000000,1062,8,3-106-53/60ชบ,1063,บริษัท เอส เอ็ม อาร์ รีซอร์ส (ไทยแลนด์) จำกัด,บดย่อยแผงวงจรอิเล็กทรอนิกส์,,20180,แสมสาร,สัตหีบ,ชลบุรี,2
,เลขที่ 77,เทศบาลธาตุทอง 3,225,20000000,1063,8,3-106-54/60ชบ,1064,บริษัท โพลีไทย รีซอร์สเซส จำกัด,บดย่อยชิ้นส่วนอิเล็คทรอนิกส์ และพลาสติก ทุกประเภท,,20270,ธาตุทอง,บ่อทอง,ชลบุรี,4
-,เลขที่ 63/3,-,7,1000000,1064,10,3-106-6/46ชบ,1065,ห้างหุ้นส่วนจำกัด ศุภวัฒน์ โลหะกาญณ์,ซ่อมและพ่นสีถังโลหะที่ผ่านการใช้งานแล้ว,01-9963933,20270,บ่อกวางทอง,บ่อทอง,ชลบุรี,2
 -,เลขที่ 98, -,92,1900000,1065,4,3-106-6/50ชบ,1066,บริษัท ไจก้า เวส แมนเนจเม้นท์ จำกัด,น้ำมันหล่อลื่นที่ใช้แล้ว และตัวทำละลายที่ใช้แล้วมาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อนำกลับมาใช้ใหม่เป็นน้ำมันทาแบบ น้ำมันหยอดทิ้ง และเชื้อเพลิงทดแทน นำวัสดุปนเปื้อนต่างๆ เศษผ้าปนเปื้อน ดินปนเปื้อนน้ำมัน กากตะกอนน้ำมันมาผลิตเป็นเชื้อเพลิงผสม ซ่อมและล้างถังด้วยตัวทำละลาย,038-171111,20230,บ่อวิน,ศรีราชา,ชลบุรี,4
-,เลขที่ 100,-,158,7700000,1066,10,3-106-6/56ชบ,1067,บริษัท ที.เอ็ม.เค.เบสท์ กรีน มิราเคิล จำกัด,"ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้วและตัวทำละลายใช้แล้วทำเชื้อเพลิงผสมจากสิ่ง
ปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ปนเปื้อนน้ำมัน เช่น เศษผ้า ไส้กรองน้ำมัน น้ำยาหล่อเย็น กากตะกอนน้ำ กากสี กากกาว เป็นต้น ทำน้ำมันทาแบบ ซ่อมแซมและล้างบรรจุภัณฑ์ ต้มกลั่นตัวทำละลาย และคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น กระดาษ พลาสติก เป็นต้น",,20270,บ่อกวางทอง,บ่อทอง,ชลบุรี,7
,เลขที่ 147/76,,475,170000000,1067,89,3-106-6/59ชบ,1068,บริษัท สุรศักดิ์ เมทัล จำกัด,บดย่อยแผงวงจรอิเล็กทรอนิกส์ เศษโลหะอ่อนที่สามารถบดย่อยได้ เช่น เศษทองเหลือง เศษทองแดง ,038058648-3,20230,บ่อวิน,ศรีราชา,ชลบุรี,5
สุขุมวิท,เลขที่ 48/1,ท่าเรือแหลมฉบัง,1093.2,38000000,1068,90,3-106-66/60ชบ,1069,บริษัท เอสทีพี แอนด์ ไอ จำกัด (มหาชน),โรงงานตัดคัดแยกชิ้นส่วนแท่นหลุมผลิตปิโตรเลียม,0 3840 7900,20230,ทุ่งสุขลา,ศรีราชา,ชลบุรี,3
,เลขที่ ,,230,7000000,1069,10,3-106-67/60ชบ,1070,บริษัท อุตสาหกรรมสีเขียว น้ำใส จำกัด,ทำอิฐบล็อก อิฐตัวหนอน จากวัสดุที่ไม่ใช้แล้ว เช่น ฝุ่นกรอง จากระบบบำบัดอากาศ วัสดุพ่นขัดผิว ผงกรองคาร์บอน บดย่อยตะกรันโลหะ แยกโลหะมีค่าจากน้ำยาชุบโลหะ กากตะกอนระบบบำบัดน้ำเสียที่มีโลหะมีค่า นำสารละลายกรด-ด่างที่ใช้แล้ว ปรับสภาพเพื่อนำกลับมาใช้ประโยชน์ใหม่,,20140,นาวังหิน,พนัสนิคม,ชลบุรี,10
-,เลขที่ -,-,166.25,670000000,1070,12,3-106-69/53ชบ,1071,บริษัท เอแอล.ไทย (3000) จำกัด,ทำเชื้อเพลิงทดแทน ทำเชื้อเพลิงผสม บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย ทำน้ำมันทาแบบ สีกันสนิม สกัดโลหะมีค่าจากน้ำยาล้างฟิล์มและน้ำยาชุบโลหะ ทำอิฐบล็อค อิฐตัวหนอนจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20140,สระสี่เหลี่ยม,พนัสนิคม,ชลบุรี,10
