_id,ปี,เจ้าของข้อมูล,อำเภอ,ตำบล,หน่วย,เนื้อที่ปลูก
491,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ท่าช้าง,ไร่,8676
492,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ยี่ล้น,ไร่,11746
493,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,บางจัก,ไร่,4902
494,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ห้วยคันแหลน,ไร่,9159
495,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,คลองขนาก,ไร่,4753
496,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่วง,ไร่,10011
497,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สี่ร้อย,ไร่,1584
498,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ม่วงเตี้ย,ไร่,18917
499,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หัวตะพาน,ไร่,2282
500,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หลักแก้ว,ไร่,12909
501,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ตลาดใหม่,ไร่,3571
502,2566,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,สามโก้,ไร่,7640.25
503,2566,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,ราษฎรพัฒนา,ไร่,7264
504,2566,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,อบทม,ไร่,6629
505,2566,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,ไร่,5545
506,2566,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,มงคลธรรมนิมิต,ไร่,9099.25
507,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ตลาดหลวง,ไร่,0
508,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บางแก้ว,ไร่,0
509,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ศาลาแดง,ไร่,2602
510,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ป่างิ้ว,ไร่,2880
511,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านแห,ไร่,700
512,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ตลาดกรวด,ไร่,728
513,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,มหาดไทย,ไร่,2700
514,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านอิฐ,ไร่,1170
515,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,หัวไผ่,ไร่,1575
516,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,จำปาหล่อ,ไร่,1946
517,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,โพสะ,ไร่,507
518,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านรี,ไร่,1806
519,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,คลองวัว,ไร่,2592
520,2567,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ย่านซื่อ,ไร่,1482
521,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,จรเข้ร้อง,ไร่,4523
522,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชยภูมิ,ไร่,1985
523,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชัยฤทธิ์,ไร่,3790
524,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,เทวราช,ไร่,2425
525,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ราชสถิตย์,ไร่,2623
526,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชโย,ไร่,1479
527,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,หลักฟ้า,ไร่,1519
528,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชะไว,ไร่,938
529,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ตรีณรงค์,ไร่,1524
530,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางปลากด,ไร่,122
531,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,ป่าโมก,ไร่,114
532,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,สายทอง,ไร่,2018
533,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โรงช้าง,ไร่,1295
534,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางเสด็จ,ไร่,1567
535,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,นรสิงห์,ไร่,1091
536,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,เอกราช,ไร่,1617
537,2567,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โผงเผง,ไร่,221
538,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อ่างแก้ว,ไร่,2190
539,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อินทประมูล,ไร่,2820
540,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางพลับ,ไร่,1551
541,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,หนองแม่ไก่,ไร่,4050
542,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,รำมะสัก,ไร่,10249
543,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางระกำ,ไร่,1990
544,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โพธิ์รังนก,ไร่,1280
545,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,องครักษ์,ไร่,5500
546,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โคกพุทรา,ไร่,2500
547,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ยางช้าย,ไร่,6664
548,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บ่อแร่,ไร่,1479
549,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ทางพระ,ไร่,2930
550,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,สามง่าม,ไร่,1730
551,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางเจ้าฉ่า,ไร่,3600
552,2567,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,คำหยาด,ไร่,3000
553,2567,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,แสวงหา,ไร่,17837
554,2567,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ศรีพราน,ไร่,5260
555,2567,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,บ้านพราน,ไร่,13535
556,2567,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,วังน้ำเย็น,ไร่,16203
557,2567,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,สีบัวทอง,ไร่,19017
558,2567,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ห้วยไผ่,ไร่,3840
559,2567,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,จำลอง,ไร่,5160
560,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่จำศิล,ไร่,4361
561,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ศาลเจ้าโรงทอง,ไร่,3893
562,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่ดำพัฒนา,ไร่,3496
563,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สาวร้องไห้,ไร่,12241
564,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ท่าช้าง,ไร่,6575
565,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ยี่ล้น,ไร่,6299
566,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,บางจัก,ไร่,4372
567,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ห้วยคันแหลน,ไร่,9293
568,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,คลองขนาก,ไร่,4201
569,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่วง,ไร่,8605
570,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สี่ร้อย,ไร่,1319
571,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ม่วงเตี้ย,ไร่,13913
572,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หัวตะพาน,ไร่,2205
573,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หลักแก้ว,ไร่,10786
574,2567,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ตลาดใหม่,ไร่,3636
575,2567,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,สามโก้,ไร่,7322
576,2567,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,ราษฎรพัฒนา,ไร่,7540
577,2567,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,อบทม,ไร่,5777
578,2567,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,ไร่,5046
579,2567,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,มงคลธรรมนิมิต,ไร่,9036
