มยส-เคยผ่านเมื่อ,มยส-ลูกจ้าง,มยส-วันที่ผ่าน,รง.สีขาว-ลูกจ้าง,รง.สีขาว-ระดับ,รง.สีขาว-เคยผ่านเมื่อ,รง.สีขาว-วันที่ผ่าน,อำเภอ,รง.สีขาว-เข้าร่วม/จัด,รง.สีขาว-ระดับ-2,จังหวัด,มยส-วันหมดอายุ,ชื่อบริษัท,ตำบล,ปีงบประมาณ,รง.สีขาว-เข้าส่งเสริม,มยส-เข้าร่วม/จัด,_id,มยส-เข้าส่งเสริม
,75,,,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด โชควัฒนาการช่าง 2006 (รับเหมา บจก.ปูนซิเมนต์ไทย แก่งคอย),ตำบลท่าคล้อ,2568,,,222,2025-11-06T00:00:00
,,,13,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด พี.เอส เพาเวอร์กรุ๊ป,ตำบลโคกแย้,2568,2025-07-03T00:00:00,,223,
,,,27,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ปตท.บริการธุรกิจค้าปลีก (สาขาพุแค),[ยกเลิก]ตำบลพุแค,2568,2025-08-01T00:00:00,,224,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ส.สระบุรีมิทอล,ตำบลดาวเรือง,2568,2025-04-03T00:00:00,,225,
,,,116,1,,2025-11-06T00:00:00,อำเภอเสาไห้,2025-04-06T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด พงษ์ระวี,ตำบลเสาไห้,2568,2024-10-17T00:00:00,,226,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เอ พี เอส อินเตอร์มิวสิค,ตำบลตลิ่งชัน,2568,2025-02-13T00:00:00,,227,
,,,5,1,,2024-10-25T00:00:00,อำเภอวังม่วง,2024-03-10T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มคำพราน2),ตำบลคำพราน,2568,2024-02-10T00:00:00,,228,
,73,,,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด รักษาความปลอดภัย มาสเตอร์ แอสเซท,ตำบลบ้านป่า,2568,,,229,2025-09-07T00:00:00
,,,3,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,โรงแรม ลีลาวดี รีสอร์ท โดยนายธงชัย แสงชัยรัตนะ,ตำบลตลิ่งชัน,2568,2025-02-18T00:00:00,,230,
,,,75,,2020-04-11T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,บริษัทจำกัด เอ.ซี.ที.แมชีนเนอรี่ (รับเหมาปูนนครหลวง),ตำบลทับกวาง,2568,2025-10-07T00:00:00,,231,
,,,10,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด พี เอส แก่งคอย เอ็นจิเนียริ่ง(รับเหมา บ.คอนวูด จำกัด),ตำบลตลิ่งชัน,2568,2025-02-18T00:00:00,,232,
,,,75,,,,อำเภอบ้านหมอ,,,จังหวัดสระบุรี,,บริษัทจำกัด เอช. อาร์. คอนเวเยนซ์ (รับเหมาในบจก.สยามไฟเบอร์ ซีเมนต์กรุ๊ป(ท่าหลวง),ตำบลบางโขมด,2568,2025-02-07T00:00:00,,233,
,75,,,,,,อำเภอเฉลิมพระเกียรติ,,,จังหวัดสระบุรี,,บริษัทจำกัด ดราก้อนคิง เฟอร์นิช,ตำบลห้วยบง,2568,,,234,2025-12-06T00:00:00
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด หจก.กรรณิกาปิโตรเลียม,ตำบลตลิ่งชัน,2568,2025-03-13T00:00:00,,235,
,,,12,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด สุทธญาณ์,ตำบลทับกวาง,2568,2024-04-12T00:00:00,,236,
,,,4,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ก้องเกียรติเทคนิคชั่นเซอร์วิส 2001,ตำบลดาวเรือง,2568,2025-06-06T00:00:00,,237,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ทวีพูนเพชร,ตำบลหนองยาว,2568,2025-07-03T00:00:00,,238,
,,,12,,2019-07-03T00:00:00,,อำเภอเมืองสระบุรี,,3,จังหวัดสระบุรี,,บริษัทจำกัด สามชายมาร์ท (ดาวเรือง),ตำบลดาวเรือง,2568,2025-05-03T00:00:00,,239,
,,,4,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด สตาร์เวิลด์ เอ็นเตอร์เทนเม้นท์ เทเลวิชั่น,ตำบลดาวเรือง,2568,2025-04-06T00:00:00,,240,
,,,13,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด สยามซิตี้ พาวเวอร์,ตำบลทับกวาง,2568,2024-04-12T00:00:00,,241,
,,,13,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เหล่ารวมทรัพย์ โลจิสติคส์ สาขาสะบุรี,ตำบลโคกสว่าง,2568,2025-05-03T00:00:00,,242,
,,,155,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ทริปเปิลที บรอดแบนด์ (สาขาสระบุรี),ตำบลปากเพรียว,2568,2025-06-18T00:00:00,,243,
,,,7,,,,อำเภอเมืองสระบุรี,2025-07-03T00:00:00,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ส.เลิศทรัพย์,ตำบลตลิ่งชัน,2568,2025-07-02T00:00:00,,244,
,,,23,,2015-02-06T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ฉัตรกมลการช่าง (รับเหมาใน บมจ.ปูนซีเมนต์ท่าหลวง),ตำบลทับกวาง,2568,2024-03-12T00:00:00,,245,
,,,6,,,,อำเภอเมืองสระบุรี,2025-05-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด มิตรภาพ ไลฟ์ พาร์ค,ตำบลตลิ่งชัน,2568,2025-03-02T00:00:00,,246,
,,,15,,,,อำเภอแก่งคอย,2025-07-03T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด เอ็ม แอนด์ พี โททัล ซัพพลาย รับเหมา (บจก.ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2568,2024-12-13T00:00:00,,247,
,,,17,1,2024-06-09T00:00:00,2025-01-14T00:00:00,อำเภอหนองโดน,2025-01-13T00:00:00,1,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) ฟาร์มสุกรพระพุทธบาท,ตำบลบ้านโปร่ง,2568,2025-09-01T00:00:00,,248,
,,,10,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด รักษาความปลอดภัย เอชอาร์ โปร แอนด์ เซอร์วิส (รับเหมา บจก.คอนวูด),ตำบลทับกวาง,2568,2024-12-12T00:00:00,,249,
,,,4,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,, ครัวนัชชา,ตำบลตลิ่งชัน,2568,2025-05-02T00:00:00,,250,
,,,12,1,,2025-03-19T00:00:00,อำเภอแก่งคอย,2025-07-03T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด ดอธ เรสโซลูชั่น (รับเหมา ซีพีเอฟ (ไส้กรอก),ตำบลตาลเดี่ยว,2568,2025-06-03T00:00:00,,251,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ซีทูซีลิงค์,ตำบลหนองปลาไหล,2568,2025-06-03T00:00:00,,252,
,,,3,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด โฟร์ พี โคลทติ้ง (สาขา โรบินสันสระบุรี),ตำบลตลิ่งชัน,2568,2025-02-17T00:00:00,,253,
,,,9,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด วันชัย ฟู้ดส์ - เชสเตอร์ กริลล์ สาขาโรบินสันสระบุรี,ตำบลตลิ่งชัน,2568,2025-02-21T00:00:00,,254,
,,,7,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด สตาร์บัคส์ คอฟฟี่ (ประเทศไทย) - สตราบัคส์ สาขาโรบินสัน,ตำบลตลิ่งชัน,2568,2025-02-21T00:00:00,,255,
,,,18,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เซ็นทรัล เรสตอรองส์ กรุ๊ป - เคเอฟซี สาขาโรบินสันสระบุรี,ตำบลตลิ่งชัน,2568,2025-02-19T00:00:00,,256,
44769,,,15,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ปตท.(สถานีบริการก๊าซธรรมชาติหลักแก่งคอย),ตำบลทับกวาง,2568,2024-11-12T00:00:00,,257,
,,,38,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด พ.พัฒน์(ประจำscg(เขาวง),ตำบลทับกวาง,2568,2024-09-12T00:00:00,,258,
,,,13,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เซ็นเตอร์ไลน์ ยูนิตี้,ตำบลทับกวาง,2568,2025-03-13T00:00:00,,259,
,,,13,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด งามลาภทรานสปอร์ต,ตำบลคชสิทธิ์,2568,2025-11-03T00:00:00,,260,
,,,29,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด อีซูซุสงวนไทยสระบุรี(สาขาทับกวาง),ตำบลทับกวาง,2568,2024-06-12T00:00:00,,261,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด บิ๊กสตาร์,ตำบลตลิ่งชัน,2568,2025-04-02T00:00:00,,262,
,,,3,1,2018-10-25T00:00:00,2024-10-25T00:00:00,อำเภอวังม่วง,2025-05-06T00:00:00,1,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน)  ซีพีเอฟ (ประเทศไทย) ฟาร์มสุกรทีพี,ตำบลวังม่วง,2568,2024-02-10T00:00:00,,263,
,,,27,1,,2025-03-19T00:00:00,อำเภอแก่งคอย,2025-07-03T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด สานฝัน เอ็นจิเนียริ่ง,ตำบลทับกวาง,2568,2024-12-13T00:00:00,,264,
,,,4,,,,อำเภอพระพุทธบาท,,,จังหวัดสระบุรี,,บริษัทจำกัด พีค ยูเนี่ยน,ตำบลพระพุทธบาท,2568,2025-06-06T00:00:00,,265,
,,,13,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด นีโอ เอสเค. โครงการก่อสร้าง หน่วยงานโรงกลึง สระบุรี (Large Workshop Machinery),ตำบลทับกวาง,2568,2024-12-12T00:00:00,,266,
,,,14,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด พี.พัชชาร์ล ออยล์ สาขา3,ตำบลทับกวาง,2568,2024-06-12T00:00:00,,267,
,,,12,,2016-06-14T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด พ.พิมพ์ชนก,ตำบลทับกวาง,2568,2024-04-12T00:00:00,,268,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด วิชาฤทธิ์ เอ็นจิเนียริ่ง,ตำบลดาวเรือง,2568,2025-04-03T00:00:00,,269,
,,,13,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ธนาคาร กรุงศรีอยุธยา จำกัด (มหาชน)สาขาโรบินสันสระบุรี,ตำบลตลิ่งชัน,2568,2025-07-03T00:00:00,,270,
,,,11,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ซี อาร์ ซี สปอร์ต (สาขาสระบุรี),ตำบลตลิ่งชัน,2568,2025-06-02T00:00:00,,271,
44769,233,2025-07-30T00:00:00,,,2018-07-19T00:00:00,,อำเภอหนองแค,,1,จังหวัดสระบุรี,2028-07-29T00:00:00,บริษัทจำกัด ซันโทรี่ เป๊ปซี่โค เบเวอเรจ (ประเทศไทย),ตำบลหนองไข่น้ำ,2568,,2025-07-23T00:00:00,272,2025-12-06T00:00:00
,,,14,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เค เอ็น เอส ซัพพลีเมนท์,ตำบลทับกวาง,2568,2024-04-12T00:00:00,,273,
,,,22,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เสริมศิริ เอ็นจิเนียริ่ง,ตำบลทับกวาง,2568,2024-03-12T00:00:00,,274,
,,,31,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด รัตนโรจน์เซอร์วิส,ตำบลทับกวาง,2568,2024-02-12T00:00:00,,275,
,,,14,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด อุทิศทองดี,ตำบลทับกวาง,2568,2024-12-13T00:00:00,,276,
,,,13,,2020-07-14T00:00:00,,อำเภอแก่งคอย,,1,จังหวัดสระบุรี,,บริษัทจำกัด ที.พี.ออยล์,ตำบลทับกวาง,2568,2024-12-17T00:00:00,,277,
44797,978,2025-07-30T00:00:00,,,,,อำเภอสระโบสถ์,,,จังหวัดลพบุรี,2028-07-29T00:00:00,บริษัทจำกัด น้ำตาลสระบุรี สาขาที่ 00002,ตำบลสระโบสถ์,2568,,2025-08-07T00:00:00,278,2025-11-06T00:00:00
,,,73,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,อื่นๆ แก่งคอยฟาร์ม,ตำบลตาลเดี่ยว,2568,2025-01-07T00:00:00,,279,
,,,150,,2017-01-23T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,บริษัทจำกัด แอสปอล อิเล็กทรอนิกส์ (ไทยแลนด์),ตำบลชำผักแพว,2568,2025-06-13T00:00:00,,280,
,,,13,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด ไทย นากาโน(รับเหมาก่อสร้างโครงการบจก.อายิโนะโมะโต๊ะ 2001 (ประเทศไทย)),ตำบลโคกแย้,2568,2025-06-03T00:00:00,,281,
,,,28,,2019-12-18T00:00:00,,อำเภอแก่งคอย,,1,จังหวัดสระบุรี,,บริษัทจำกัด ช่างพินิจเอ็นจิเนียริ่ง (2539),ตำบลทับกวาง,2568,2024-12-19T00:00:00,,282,
,,,16,,2017-09-05T00:00:00,,อำเภอแก่งคอย,,1,จังหวัดสระบุรี,,บริษัทจำกัด เมโทรแมชีนเนอรี่ (โครงการปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2568,2024-12-18T00:00:00,,283,
,,,10,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด รักษาความปลอดภัย กัทส์ อินเวสติเกชั่น (รับเหมา บจก.สยามวิจัยและนวัฒกรรม),ตำบลทับกวาง,2568,2024-12-17T00:00:00,,284,
,,,20,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด ยัมเรสเทอรองตส์ อินเตอร์เนชั่นแนล (ประเทศไทย),ตำบลทับกวาง,2568,2024-12-16T00:00:00,,285,
,,,18,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด จักฐาวุฒิ 9 เอ็นจิเนียริ่ง,ตำบลทับกวาง,2568,2024-12-27T00:00:00,,286,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด พาร์ค อินน์ สระบุรี,ตำบลตลิ่งชัน,2568,2025-05-03T00:00:00,,287,
,,,2,1,2018-10-25T00:00:00,2024-10-25T00:00:00,อำเภอวังม่วง,2024-03-10T00:00:00,1,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มสุกรเอสพี),ตำบลวังม่วง,2568,2024-02-10T00:00:00,,288,
,,,3,1,2018-10-25T00:00:00,2024-10-25T00:00:00,อำเภอวังม่วง,2025-12-06T00:00:00,3,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มสุกรเอที),ตำบลวังม่วง,2568,2024-02-10T00:00:00,,289,
,,,3,1,2019-12-18T00:00:00,2024-10-25T00:00:00,อำเภอวังม่วง,2024-03-10T00:00:00,1,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มสุกรรัตนะ),ตำบลวังม่วง,2568,2024-02-10T00:00:00,,290,
,,,6,1,,2024-10-25T00:00:00,อำเภอวังม่วง,2025-11-06T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มวังม่วง),ตำบลคำพราน,2568,2024-02-10T00:00:00,,291,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เคอรี่ (ประเทศไทย) สาขาสุดบรรทัด,ตำบลปากเพรียว,2568,2024-12-13T00:00:00,,292,
,,,21,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ (รับเหมา บมจ.ทีพีไอโพลีน),ตำบลทับกวาง,2568,2024-12-26T00:00:00,,293,
,,,24,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด คิวเวิร์ค,ตำบลทับกวาง,2568,2024-12-25T00:00:00,,294,
,,,15,,2018-08-03T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ซีเอ็นเค การช่าง(รับเหมาบมจ.ทีพีไอ โพลีน),ตำบลทับกวาง,2568,2024-12-25T00:00:00,,295,
,,,14,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เจฟเฟอร์ เรสโตรองต์,ตำบลตลิ่งชัน,2568,2025-11-02T00:00:00,,296,
,,,13,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ธนาคาร ธนาคารออมสินสาขาโรบินสันสระบุรี,ตำบลตลิ่งชัน,2568,2025-03-13T00:00:00,,297,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ธนาคารกรุงศรีอยุธยา (สาขาโรบินสัน สระบุรี),ตำบลตลิ่งชัน,2568,2025-03-13T00:00:00,,298,
,,,16,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ร้าน รุ่งเพชร,ตำบลปากเพรียว,2568,2024-12-12T00:00:00,,299,
,,,23,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด ภ.ธนพจน์ เอ็นจิเนียริ่ง,ตำบลทับกวาง,2568,2024-12-24T00:00:00,,300,
,,,15,,2018-02-21T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,บริษัทจำกัด ไทยรุ่งเรืองเพรสทีจ,ตำบลทับกวาง,2568,2024-12-23T00:00:00,,301,
,,,14,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด สมชายพาณิชย์กิจ(เซเว่นอีเลฟเว่น เทศบาล 2 ซอย 9),ตำบลปากเพรียว,2568,2024-12-20T00:00:00,,302,
,,,20,,2018-04-27T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด เค.ซี.วาย.ซัพพลาย,ตำบลทับกวาง,2568,2024-12-20T00:00:00,,303,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ดีซีอาร์ คอมเพรสเซอร์ เอ็นจิเนียริ่ง (รับเหมาในปูนซีเมนต์นครหลวง),ตำบลดาวเรือง,2568,2025-04-03T00:00:00,,304,
,,,19,,2018-08-05T00:00:00,,อำเภอเมืองสระบุรี,,3,จังหวัดสระบุรี,,บริษัทจำกัด เวรี่ กู๊ด โปรดักส์ เซ็นเตอร์,ตำบลปากเพรียว,2568,2024-11-12T00:00:00,,305,
,,,20,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ใก้ลกัน เรียลเอสเตท,ตำบลปากเพรียว,2568,2024-06-12T00:00:00,,306,
,,,12,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด น นน (ประเทศไทย),ตำบลทับกวาง,2568,2024-12-20T00:00:00,,307,
,,,20,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด พานิชชาติ ทรานสปอร์ต,ตำบลทับกวาง,2568,2024-12-18T00:00:00,,308,
,,,14,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด อุดมชัย 2014 (ยูดีซี เรียลเอสเตท),ตำบลปากเพรียว,2568,2025-09-01T00:00:00,,309,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทธนาคารจำกัด (มหาชน) กรุงไทย (สาขาโรบินสิน สระบุรี),ตำบลตลิ่งชัน,2568,2025-03-13T00:00:00,,310,
,,,15,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด สกุลจันทร์ 55,ตำบลทับกวาง,2568,2024-06-12T00:00:00,,311,
,,,24,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) เคอรี่ เอ็กซ์เพรส (ประเทศไทย) สาขาทับกวาง,ตำบลทับกวาง,2568,2024-04-12T00:00:00,,312,
,,,74,,2020-07-21T00:00:00,,อำเภอมวกเหล็ก,,1,จังหวัดสระบุรี,,บริษัทจำกัด  รีสอร์ท ฮวงจุ้ยบ้านภูเขา,ตำบลมิตรภาพ,2568,2025-09-07T00:00:00,,313,
,,,23,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ไทย เวย์ อินเตอร์ ฟู้ด (รับเหมาโรงปูน PTI),ตำบลทับกวาง,2568,2024-12-26T00:00:00,,314,
,,,13,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด บิซิเนส เซอร์วิสเซส อัลไลแอซ์,ตำบลทับกวาง,2568,2024-03-12T00:00:00,,315,
,,,112,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เอสซีจี ซิเมนต์,ตำบลทับกวาง,2568,2025-06-17T00:00:00,,316,
,,,13,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด เจ ดับบลิว เอส คอนสตรัคชั่น (รับเหมาก่อสร้าง โครงการก่อสร้าง Project โรงงานปุ๋ยซอยล์เมต),ตำบลโคกแย้,2568,2025-03-13T00:00:00,,317,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เวียงทองโลจิสติกส์ (รับเหมาบมจ.ปตท.น้ำมันและการค้าปลีกคลังน้ำมันสระบุรี),ตำบลหนองโน,2568,2025-06-03T00:00:00,,318,
,,,150,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด สยามไฟเบอร์ซีเมนต์กรุ๊ป (โรงงานหนองแค) สาขา 5,ตำบลหนองไข่น้ำ,2568,2025-05-06T00:00:00,,319,
,,,35,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ศิวัช ขนส่ง,ตำบลปากเพรียว,2568,2024-12-25T00:00:00,,320,
,,,11,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด พีเค เทคนิเซี่ยน,ตำบลทับกวาง,2568,2024-02-12T00:00:00,,321,
,,,28,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด จรูญโรจน์ก่อสร้าง(ประจำบจก.เคมีแมน(ทับกวาง)),ตำบลทับกวาง,2568,2024-12-19T00:00:00,,322,
,,,11,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด อาจศัตรู,ตำบลทับกวาง,2568,2024-12-18T00:00:00,,323,
,,,27,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด โซคอนส์ ดีเวล็อปเม้นท์ (ประจำบมจ.ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2568,2024-12-27T00:00:00,,324,
,,,20,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด มิตรกาญจน์,ตำบลทับกวาง,2568,2024-12-27T00:00:00,,325,
,,,13,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ตรีเพชรอีซูซุลิสซิ่ง (สาขาสระบุรี),ตำบลหนองยาว,2568,2025-06-03T00:00:00,,326,
,,,21,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด คิสส์ อินดัสเตรียล แอนด์ ไซเอ็นติฟิค (เอเชีย),ตำบลปากเพรียว,2568,2024-12-18T00:00:00,,327,
,,,159,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด เอกภาพซุปเปอร์ซัพพลาย (สำนักงานโกดัง),ตำบลห้วยขมิ้น,2568,2025-11-06T00:00:00,,328,
,,,38,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด รักษาความปลอดภัย เอชอาร์ โปร แอนด์ เซอร์วิส (รับเหมา บมจ.โคห์เลอร์ (ประเทศไทย)),ตำบลทับกวาง,2568,2024-02-12T00:00:00,,329,
,,,11,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด แจสมิน อะเมนนิตี้ (รับเหมา บมจ.ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2568,2024-12-25T00:00:00,,330,
,,,22,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด พารากอน แมชีนเนอรี่ จำกัด (รับเหมา บมจ.ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2568,2024-12-23T00:00:00,,331,
,,,13,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ซีดีเอ็มวัน เอ็นจิเนียริ่ง แอนด์ ซัพพลาย รับเหมาใน บจก.ผลิตภัณฑ์ตราเพชร,ตำบลตลิ่งชัน,2568,2025-03-13T00:00:00,,332,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด รักษาความปลอดภัย มัลติ ทรี กรุ๊ป,ตำบลปากข้าวสาร,2568,2025-11-03T00:00:00,,333,
,,,13,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ชาติมนตรี เอ็นจิเนียริ่ง,ตำบลทับกวาง,2568,2024-12-23T00:00:00,,334,
