ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
สุขาภิบาล 1,2/147,เพิ่มทรัพย์,12.75,"1,300,000",4776,5,3-64(9)-19/35,4776,ฐิติโรจน์โลหะ,ทำเครื่องใช้จากโลหะ เช่น แบบแม่พิมพ์โลหะ,,10160,บางแค,บางแค,กรุงเทพมหานคร,1
นิมิตใหม่,713,-,137.26,"36,578,130",4777,51,3-22(2)-18/47,4777,บริษัท ท็อพแมท จำกัด,ผลิตแผ่นป้ายยี่ห้อ และแถบตราต่าง ๆ ทุกชนิด,02-9147903-7,10510,ทรายกองดิน,คลองสามวา,กรุงเทพมหานคร,
สุขุมวิท,1182,สุขุมวิท 50,289.63,"4,800,000",4778,6,3-74(2)-2/19,4778,บริษัท พรพูนอนันต์ จำกัด,ทำสายไฟทองแดง อลูมิเนียมและลวดสลิง,2213407,10110,พระโขนง,คลองเตย,กรุงเทพมหานคร,
วิภาวดีรังสิต,92/2,,92.18,"75,000,000",4779,10,3-95(1)-59/56,4779,บริษัท ฮุนได มอเตอร์ (ไทยแลนด์) จำกัด,ประกอบกิจการซ่อมสีและตัวถังรถยนต์,,10210,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,
สุขสวัสดิ์,41,สุขสวัสดิ์ 30 แยก 4,254.62,"5,500,000",4780,20,3-53(4)-30/57,4780,บริษัท ซี.ซี.ดี. จิวเวลรี่ จำกัด,ทำภาชนะบรรจุจากพลาสติก เช่น กล่องเครื่องประดับ และการทำเครื่องประดับ,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,2
บางบอน 1,348,,"2,964.01","89,000,000",4781,369,3-63(2)-16/32,4781,บริษัท บางกอกเพรสพาร์ทส จำกัด,ทำผลิตภัณฑ์โลหะแปรรูปทุกชนิดเช่นโครงหลังคาประตูเหล็กม้วนและอุปกรณ์,02-4167871-3,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,1-พ.ย.,,"1,977.50","51,075,251",4782,125,3-12(8)-3/23,4782,โรงงานแม่รวย,ทำถั่วอบ,416-0077,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
,327,,558.34,"5,400,000",4783,15,3-53(1)-57/35,4783,ห้างหุ้นส่วนจำกัด พรสยามพลาสติก,ทำผลิตภัณฑ์พลาสติก เช่น ไม้แขวนเสื้อ กิ๊บเสียบผม,4637361,10140,บางมด,ทุ่งครุ,กรุงเทพมหานคร,
,234,,200,"71,700,000",4784,830,3-32(1)-6/29,4784,บริษัท โรม่าอุตสาหกรรม จำกัด,ผลิตกระเป๋าชนิดต่าง ๆ เช่น กระเป๋ากีฬา กระเป๋านักเรียน กระเป๋าเดินทาง,4153132,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
     พหลโยธิน,16-ม.ค.,        -,8.58,"13,400,000",4785,6,3-95(1)-40/43,4785,บริษัท อึ้งกิมกี่ จำกัด,ตั้งศูนย์ ถ่วงล้อ ทำเบรค เปลี่ยนยาง ทำช่วงล่างรถยนต์,6449840-42,10400,สามเสนใน,พญาไท,กรุงเทพมหานคร,
เทอดไท,19,เทอดไท 71,35.29,"1,547,000",4786,7,3-48(5)-1/42,4786,โรงงานเทียนสยาม,ผลิตเทียนไข,,10160,บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร,
เพชรเกษม,5,-,16.84,"700,000",4787,7,3-95(1)-30/46,4787,บริษัท พีเจ คาร์ คลีนิก จำกัด,ซ่อมและเคาะพ่นสีรถยนต์,,10160,บางแคเหนือ,บางแค,กรุงเทพมหานคร,1
เพชรเกษม,22/110,-,165.56,"39,200,000",4788,34,3-107-3/47,4788,บริษัท ดิจิตอล พี.วี. จำกัด,ผลิตแผ่นซีดี แผ่นวีซีดี และทำลำโพงชนิดต่าง ๆ,,10160,บางแคเหนือ,บางแค,กรุงเทพมหานคร,6
สุขสวัสดิ์,782/393-394,สุขสวัสดิ์ 26,90.52,"4,200,000",4789,3,3-53(1)-1/35,4789,สหกิจพลาสติค,ทำผลิตภัณฑ์พลาสติก เช่น หลอดยาดม ตลับแป้ง,4273925,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,2
เจริญนคร,596,ราษฎร์ร่วมเจริญ,196.59,"1,000,000",4790,9,3-53(1)-8/14,4790,บริษัท ทิพย์เสรี จำกัด,ทำกระดุม และลูกปัดพลาสติก,4383920,10600,คลองต้นไทร,คลองสาน,กรุงเทพมหานคร,
บางขุนเทียนชายทะเล,ธ.ค.-96,เพชรทองคำ,310.67,"4,500,000",4791,7,3-74(3)-2/48,4791,ศิริสว่างการไฟฟ้า,ทำสวิตช์ไฟฟ้า,02-8972031,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,7
เจริญนคร,"68,70,72,74",รวมโชค,52.58,"2,600,000",4792,180,3-28(1)-228/23,4792,บริษัท ชนะกิจการ์เม้นท์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 114 เครื่อง),439-4225,10600,บางลำภูล่าง,คลองสาน,กรุงเทพมหานคร,
,40/8,จอมทอง ,191.98,"5,000,000",4793,26,3-53(1)-20/51,4793,บริษัท เลิศ เทอร์โมฟอร์มมิ่ง จำกัด,ผลิตของเด็กเล่น และของใช้พลาสติกและบดพลาสติก,,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,2
รามอินทรา,5-เม.ย.,-,187.96,"20,000,000",4794,37,3-41(1)-5/53,4794,บริษัท ปรีชาธร อินเตอร์พริ้น จำกัด,พิมพ์สิ่งพิมพ์,081-2577751,10230,รามอินทรา,คันนายาว,กรุงเทพมหานคร,
พุทธบูชา,48/3,พุทธบูชา 4,117.09,"28,000,000",4795,25,3-41(1)-11/57,4795,บริษัท ศูนย์การพิมพ์อาคเนย์ จำกัด,พิมพ์สิ่งพิมพ์ต่างๆเย็บเล่ม ทำปก หรือตกแต่งสิ่งพิมพ์,,10150,บางมด,จอมทอง,กรุงเทพมหานคร,
     สุขุมวิท 50,416,สถานีสูบน้ำพระโขนง,100,"52,000,000",4796,21,3-39-6/43,4796,บริษัท ทวีผลอินเตอร์พริ้นท์ จำกัด,ทำกล่องกระดาษ และพิมพ์สิ่งพิมพ์ต่าง ๆ,3314260-2,10110,พระโขนง,คลองเตย,กรุงเทพมหานคร,0
เอกชัย,1-มิ.ย.,,517.4,"8,860,000",4797,10,3-53(4)-23/48,4797,ห้างหุ้นส่วนจำกัด เอี่ยมอรุณกิจ พลาส-แพค,รับจ้างทำถุงพลาสติก,0-2416-4011,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
จันทร์,"26,28,30,32",จันทร์ 32 แยก 4,59.25,"4,350,000",4798,4,3-64(9)-13/52,4798,นานาวัสดุกิจการช่าง,ผลิตของใช้จากโลหะเช่นตระแกรงชั้นวางของ,,10120,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,
,"262,262/1,264",บ้านเศรษฐกิจ31,"1,335.80","17,700,000",4799,230,ส3-85-1/32กท,4799,บริษัท ชาญมิวสิคเคิ้ล จำกัด,"ผลิตเครื่องดนตรีเช่นกลองกำลังการผลิต12,000ใบ/ปี",,10160,บางแคเหนือ,บางแค,กรุงเทพมหานคร,
วิภาวดีรังสิต,96,,72,"44,000,000",4800,183,3-41(1)-2/32,4800,บริษัท หนังสือพิมพ์แนวหน้า จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,5215120,10210,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,7
ศรีนครินทร์,888,,209.29,"40,000,000",4801,16,3-95(1)-47/38,4801,บริษัท นครินทร์ ฮอนด้าคาร์ส์ จำกัด,ซ่อมและพ่นสีรถยนต์,,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
ท่าข้าม,159,,138.3,"12,000,000",4802,5,3-41(1)-34/35,4802,บริษัท วรศิลป์กราฟฟิค จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ,2802172,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,172,เทียนทะเล 19,193.5,"7,000,000",4803,7,3-64(13)-18/38,4803,พจน์โลหะกิจ อินดัสตรี้,กลึง ไส ตัด เชื่อม และปั๊มโลหะทั่วไป,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
ประชาอุทิศ,"260,262,264,266,268,000,000,000,000",ประชาอุทิศ 54,96,"17,000,000",4804,30,3-62-5/57,4804,บริษัท คอร์เนอร์ เซท จำกัด,ผลิต ตกแต่ง ซ่อมแซม เครื่องเรือนหรือเครื่องตกแต่งภายในอาคารที่ทำจากโลหะเป็นส่วนใหญ่ และรวมถึงส่วนประกอบหรืออุปกรณ์,02-870-2898,10140,บางมด,ทุ่งครุ,กรุงเทพมหานคร,
บางบอน 4,234,,17.5,"400,000",4805,7,3-64(2)-3/43,4805,อ๊อดการช่าง,ปั๊มโลหะ เช่น หูตะเกียบ ที่พักเท้า ขาตั้งรถจักรยานยนต์,4455450,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
จอมทอง,62/46,เลิศพัฒนาใต้,354.16,"1,000,000",4806,11,3-53(1)-72/32,4806,บริษัท เพิ่มผล พลาสติก จำกัด,ทำผลิตภัณฑ์พลาสติก เช่น แกนหลอดด้าย และถุงพลาสติก,,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,1
ประชาชื่น,1062-1068,ประชาชื่น 34,92,"5,000,000",4807,63,3-95(1)-56/53,4807,สปิริท การาจ,รับจ้างเคาะพ่นสีและซ่อมรถยนต์,,10800,วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร,
วิภาวดีรังสิต,3-ม.ค.,,"7,058.01","14,689,002",4808,427,3-5(6)-13/14,4808,บริษัท ยาคูลท์ (ประเทศไทย) จำกัด,ผลิตนมเพาะเชื้อ,579-0385,10210,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,
พัฒนาการ,936/1,พัฒนาการ 24,23,"1,000,000",4809,5,3-95(1)-20/48,4809,อู่วศิน เซอร์วิส,ซ่อมพ่นสีรถยนต์,0 2878 2219,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
พหลโยธิน,1845/5-8,,17.16,"20,350,000",4810,4,3-95(1)-29/53,4810,มิตรยนต์,ปะยาง ตั้งศูนย์ ถ่วงล้อ ซ่อมช่วงล่าง,02-5111490,10900,ลาดยาว,จตุจักร,กรุงเทพมหานคร,
ฉลองกรุง,53,,61.4,"950,000",4811,75,ศ3-35-1/35,4811,ห้างหุ้นส่วนจำกัด ไทยอินฟินีตี้ เทรดดิ้ง,ผลิตเครื่องใช้จากไม้ไผ่ เช่น ไม้จิ้มฟัน ไม้ตะเกียบ ไม้เสียบอาหาร มู่ลี่,2113987,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,6
สาธุประดิษฐ์,2534/28,ประดู่ 1,11,"250,000",4812,9,3-95(1)-29/38,4812,ประสานเซอร์วิส,ซ่อมและเคาะพ่นสีรถยนต์,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
เลียบคลองภาษีเจริญ,"106,108",,"6,247.14","80,000,000",4813,91,3-64(5)-2/20,4813,บริษัท งี้ไถ้เมททอลเวิคส์ จำกัด,ทำตะปู ลวดอลูมิเนียม และรีดอลูมิเนียมหน้าตัด,4211259,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
,172,เพชรเกษม 63 ,582.63,"18,800,000",4814,92,3-52(4)-3/26,4814,บริษัท สยามยูไนเต็ดรับเบอร์ จำกัด,ทำผลิตภัณฑ์ยางต่างๆเช่นยางปูพื้นรถยนต์กระเป๋าน้ำร้อนจุกย,4131383,10160,หลักสอง,บางแค,กรุงเทพมหานคร,
เชื่อมสัมพันธ์,9,,363.6,"29,000,000",4815,140,3-53(1)-69/35,4815,บริษัท โปร เอคเซล จำกัด,ทำกล่องบรรจุเครื่องประดับจากพลาสติก,5432597,10530,โคกแฝด,หนองจอก,กรุงเทพมหานคร,6
ประชาอุทิศ,77/6,ประชาอุทิศ 75,"1,044.92","16,000,000",4816,30,3-53(1)-10/35,4816,บริษัท เอ็ม.เค. เอส. อุตสาหกรรม จำกัด,ทำของใช้จากพลาสติก เช่น ชิ้นส่วนเครื่องปรับอากาศ ชิ้นส่วนรถยนต์,4261392-5,10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,1
บางขุนเทียน-ชายทะเล,537,,860.81,"17,000,000",4817,96,3-53(4)-50/32,4817,บริษัท วังแพค จำกัด,ผลิตถุงพลาสติก และพิมพ์ถุงพลาสติก,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
สุขสวัสดิ์,40,สุขสวัสดิ์ 33,13.63,"3,000,000",4818,15,3-48(5)-1/38,4818,ไทยเจดีย์,ทำเทียนไข,4276595,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
นวมินทร์,61-67,นวมินทร์ 24,37.5,"940,000",4819,7,3-95(1)-14/32,4819,พรชัยยนต์ศรีนคร,ซ่อมและพ่นสีรถยนต์ ได้ปีละ 20 คัน,3779141,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,0
,12,บางแวก51,81.65,"2,200,000",4820,9,3-65-13/32,4820,นายประพัฒน์ พงศกรกุล,ทำอุปกรณ์เครื่องยนต์ที่ใช้ในการเกษตร,,10160,บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,
วงศ์สว่าง,374,วัดมัชณันติการาม,113.54,"40,500,000",4821,8,3-46(2)-1/42,4821,ปุณณะธัมโมเภสัช,ผลิตยาแผนโบราณ,5852858,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
,"16,18",จันทน์43 (ฝั่งขวา),60.16,"2,500,000",4822,21,3-63(5)-1/35,4822,บริษัท 504 แอล เค คอนสทรัคชั่น จำกัด,ทำท่อของระบบเครื่องปรับอากาศ,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
จันทน์,1099/1-6,-,328.33,"7,700,000",4823,198,3-24-29/47,4823,บริษัท ยูเนียนเฟรนด์การ์เมนท์ จำกัด,ถักผ้ายืดและตัดเย็บเสื้อผ้า,,10120,ยานนาวา,สาทร,กรุงเทพมหานคร,
บางกระดี่,"250,252",,"1,713.80","3,000,000",4824,92,3-63(2)-4/42,4824,บริษัท เอ็น.โอ.เค.อุตสาหกรรม จำกัด,ทำเหล็กโครงสร้างถังใช้ในงานอุตสาหกรรมต่างๆ ผลิตภัณฑ์ยาง,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,1
สุคนธสวัสดิ์,27-ส.ค.,-,17.76,"5,500,000",4825,5,3-95(1)-91/43,4825,นางสุวิมล เกียรติวรพล,ซ่อมเบรค ช่วงล่างรถยนต์,-,10230,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,2
จันทน์,3761/120,อยู่ดีตัดใหม่,18, -   ,4826,4,3-64(2)-15/56,4826,สุรินทร์การช่าง,ปั๊มและกลึงโลหะ,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
ประชาอุทิศ,110,,110,"3,835,000",4827,27,3-58(1)-17/36,4827,แพล้นท์ คอนกรีตผสมเสร็จ,"ผลิตคอนกรีตผสมเสร็จ ได้ 60,000 ลูกบาศก์เมตรต่อปี",,10310,วังทองหลาง,วังทองหลาง,กรุงเทพมหานคร,
รามอินทรา,8-ส.ค.,วัชรพล,169.16,"55,950,000",4828,45,3-55-4/53,4828,บริษัท เขียน เวิร์ค ช้อป จำกัด,ผลิตเครื่องเคลือบดินเผา,02-9983584,10220,ออเงิน,สายไหม ,กรุงเทพมหานคร,3
จรัญสนิทวงศ์,17/120-123,คริสต์จักร,378.74,"3,650,000",4829,14,3-53(1)-37/26,4829,นายกัษกร กิตติวราวุฒิเดช,ทำเครื่องใช้จากพลาสติก,,10600,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,
สาธุประดิษฐ์,265/257-259,ทวีวัฒนา,17.59,"1,800,000",4830,13,3-36(4)-3/26,4830,นางสาวสุรีสา คอนสลัด,เคลือบรูปลงบนไม้,,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
นวมินทร์,50/21-22,,58.55,"1,650,000",4831,6,3-34(2)-13/29,4831,ตั้งวัฒนา,ทำวงกบประตูหน้าต่างไม้,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,5
สะแกงาม,ก.พ.-54,สะแกงาม 30,95,"400,000",4832,30,3-64(12)-4/48,4832,พัฒนาสตีล,กลึง เชื่อม เจาะ ไส และตัดโลหะทั่วไป,01-8552317,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,1
ลาดพร้าว,1/276,ลาดพร้าว 53 (โชคชัย 4),33.59,"1,000,000",4833,4,3-34(1)-7/29,4833,นำชัยค้าวัสดุก่อสร้าง,ไส-ซอยไม้แปรรูป,,10230,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,10
บางขุนเทียน-ชายทะเล,"436/1,432",,"2,077.92","1,181,012",4834,10,3-52(4)-1/42,4834,บริษัท เอ็ม แอนด์ พี เวิลด์ โพลิเมอร์ จำกัด,ทำผลิตภัณฑ์ยาง เช่น ยางสำหรับเป็นฉนวนกันความร้อนจากท่อแอร์ เครื่องกีฬา ขอบยางรถยนต์ กำลังการผลิต 75 ตัน/ปี ของเล่นเครื่องกีฬา การบรีหารร่างกายรวมกับอุปกรณ์ของเ,8920411-17,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
เพชรเกษม,134/2,เพชรเกษม 67,245.28,"800,000",4835,60,3-53(4)-11/32,4835,บริษัท นันทินี และ บุตร จำกัด,ผลิตกล่องใส่เครื่องประดับ,4218507-8,10160,บางแค,บางแค,กรุงเทพมหานคร,10
,"40,42,38",มาเจริญ 1 แยก 3,170,"22,000,000",4836,23,3-24-34/32,4836,บริษัท สินไทยนิตติ้ง จำกัด,ถักผ้ายืด (จำนวนเครื่องถักผ้า 20 เครื่อง),,10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,
เทอดไท,1204/3-5,,53,"1,150,000",4837,12,3-64(9)-101/32,4837,บริษัท เมด.เฟรนด์ โปรดักซ์ จำกัด,ทำเครื่องใช้จากโลหะ เช่น ชั้นวางของ,4680438,10600,ตลาดพลู,ธนบุรี,กรุงเทพมหานคร,
พัฒนาการ,597,อนันต์ลาภ,6,"660,000",4838,10,3-95(1)-15/20,4838,ห้างหุ้นส่วนจำกัด อู่ช่งเส็ง,ซ่อมและพ่นสีรถยนต์,3143862,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
เอกมัย,8/1/2009,พาสนา 1,22.34,"5,680,000",4839,17,3-28(1)-118/32,4839,บริษัท สยามชาวาโกะเอ็นเตอร์ไพรส์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 44 เครื่อง),,10110,พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร,
บางนา-ตราด,950/1,เชลียง 1,101,"1,860,000",4840,14,3-62-7/23,4840,บริษัท เค จี เลิศพันธ์ จำกัด,"ทำชั้นวางของ ปลอกเสาเข็ม และรถเข็น ได้ปีละ 192,000 ชิ้น",3936640,10260,บางนา,บางนา,กรุงเทพมหานคร,12
,23,บางแค 14,96,"2,100,000",4841,18,3-27(7)-1/43,4841,บริษัท เอ็ม.พี.วี.จำกัด,ผลิตผ้าอนามัยและผ้าอ้อมเด็ก,8023568,10160,บางแค,บางแค,กรุงเทพมหานคร,
ประชาอุทิศ,532,,528.53,"340,000",4842,14,3-64(2)-3/20,4842,ห้างหุ้นส่วนจำกัด กรุงเทพอัลลอย โปรดักส์,ทำผลิตภัณฑ์โลหะต่าง ๆ เช่น มือจับหน้าต่าง ขาพัดลม และอะไหล่รถยนต์,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขุมวิท,64/1,วชิรธรรมสาธิต 37,704.93,"1,700,000",4843,4,3-53(4)-14/37,4843,บริษัท พรีเมี่ยม บรรจุภัณฑ์ จำกัด,ทำขวดพลาสติก,02-7461073-7,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
รามคำแหง,902/2,,43.08,"45,000,000",4844,145,3-95(1)-179/53,4844,บริษัท โตโยต้าธนบุรี จำกัด,ซ่อมรถยต์,,10240,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,
จันทน์,1184/256,วัดไผ่เงิน,36.8,"420,000",4845,6,3-64(9)-11/53,4845,เอช.เค.การช่าง,ทำแบบพิมพ์จากโลหะ,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
รางน้ำ,108,-,898.11,"236,000,000",4846,84,3-41(1)-4/43,4846,บริษัท โรงพิมพ์กรุงเทพ (1984) จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,6427272,10400,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร,
สุทธิสารวินิจฉัย,129,สีม่วงอนุสรณ์,237.15,"15,000,000",4847,30,3-64(13)-105/48,4847,บรัษัทไพรมัส ซอร์ซ จำกัด,กลึงโลหะ ทำแผ่นฮิตเตอร์ และอุปกรณ์ควบคุมไฟฟ้า,,10400,ดินแดง,ดินแดง,กรุงเทพมหานคร,
เอกชัย,16-ก.ค.,วิชัยวิทยา,203.1,"2,000,000",4848,3,3-53(7)-5/32,4848,นายอภิศักดิ์ เอี่ยมมะโนชญ์,ทำพื้นรองเท้าพีวีซี,0 2896 0445,10150,บางบอน,บางบอน,กรุงเทพมหานคร,7
พระรามที่ 2,28-ม.ค.,วัดกก,5.5,"390,000",4849,3,3-95(1)-41/29,4849,ศูนย์ธนบุรีปากท่อ,ซ่อม และพ่นสีรถยนต์,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,1
เลียบคลองภาษีเจริญฝั่งเหนือ,7/144-145,สุนทร 4,102.38,"19,000,000",4850,193,3-28(1)-14/43,4850,บริษัท โดฟินเวิลด์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,1
เอนกประชามิตร,2534/9,ราชอุทิศ 1,426.25,"1,000,000",4851,3,3-67(5)-1/16,4851,ป.เจริญ,ทำเครื่องรีดเหล็ก,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
พัฒนาการ,11,กรเกษม,62,"1,500,000",4852,9,3-65-26/32,4852,ห้างหุ้นส่วนจำกัด มานะไทยเอ็นจิเนียริ่ง,ซ่อมและทำอุปกรณ์ชิ้นส่วนเครื่องยนต์,02-3183178,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
บริพัตร,74,,31.36,"400,000",4853,6,3-34(2)-11/29,4853,ซิมกี่,ทำวงกบ ประตูหน้าต่างไม้,2236488,10100,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,50/1,เทียบนทะเล 12,180,"28,000,000",4854,5,3-24-9/53,4854,นางอภินันท์ แซ่โค้ว,ถักผ้ายืด,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,6
กรุงเกษม,4-ก.พ.,ยศเส,12,"40,000",4855,4,3-95(1)-64/37,4855,ตุ่นเซอร์วิส,ซ่อมรถยนต์ ได้ปีละ 150 คัน,2246070,10100,วัดเทพศิรินทร์,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
สุขสวัสดิ์,157,สุขสวัสดิ์ 60,437.5,"1,700,000",4856,20,3-53(4)-88/47,4856,นางสาวโสภา สุขเกษม,ฉีดถุงพลาสติก,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,7
,12,,495.7,"37,100,000",4857,27,3-53(4)-5/35,4857,นายประเสริฐ โชติเรืองรัตน์,ผลิตขวดพลาสติก,4518880,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
,88,,"1,665.27","16,000,000",4858,46,3-53(1)-23/37,4858,ไดมอนด์ทอยส์,ทำผลิตภัณฑ์พลาสติก เช่น ของเด็กเล่น จาน ขันน้ำ แก้วน้ำ,,10160,บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,
ประชาสงเคราะห์,18/85-88,สุทธิพร,289.2,"3,000,000",4859,18,3-53(4)-23/35,4859,ห้างหุ้นส่วนจำกัด ก้วงเฮงเส็ง,ทำถุงพลาสติก,2450798,10400,ดินแดง,ดินแดง,กรุงเทพมหานคร,8
,243,ท่าข้าม 8,"5,173.47","100,000,000",4860,70,3-53(1)-53/49,4860,บริษัท ที ไทเกอร์ พาร์ท จำกัด,ทำผลิตภัณฑ์พลาสติก เช่น หมวกกันน๊อค เครื่องวัดความเร็ว และผลิตโซ่รถจักรยานยนต์ รวมทั้งอะไหล่อุปกรณ์รถจักรยานยนต์ต่าง ๆ เช่น วงล้อ แผ่นผ้าเบรค แผ่นคลัชท์,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
,18,,250.75,"5,000,000",4861,12,3-77(2)-3/35,4861,บริษัท สหกิตติบุญ จำกัด,ทำอุปกรณ์สำหรับรถยนต์จากโลหะ และพลาสติก เช่น โครงโคมไฟ,4342263,10140,บางมด,ทุ่งครุ,กรุงเทพมหานคร,
เลียบคลองสอง,โฉนดเลขที่ 62810,-, -   ,"10,200,000",4862,9,3-95(1)-78/54,4862,บริษัท สยาม เลเซอร์ แมท จำกัด,ซ่อม เคาะ พ่นสีรถยนต์,,10510,บางชัน,คลองสามวา,กรุงเทพมหานคร,-
รามคำแหง,116,พูนทรัพย์สิน,67.36,"9,800,000",4863,70,3-84(1)-11/32,4863,บริษัท บางกอก แอสเสย์ ออฟฟิส จำกัด,ทำเครื่องประดับต่าง ๆ ด้วยทองคำหรือแพลตตินั่ม เช่น แหวน สร้อยคอและเข็มกลัด,,10240,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,
สุขสวัสดิ์,589/3,สุขสวัสดิ์ 26,452.81,"5,100,000",4864,46,3-53(4)-47/47,4864,บริษัท เอส.พี.พลาสติกการพิมพ์ จำกัด,ทำถุงพลาสติก,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,8
,18,ประชาอุทิศ19,293.75,"127,000,000",4865,55,3-64(13)-8/41,4865,บริษัท บุญเอ็นจิเนียริ่ง พาร์ทส์ จำกัด,รับจ้างกลึงเจาะคว้านเจียนโลหะทั่วไป,8709785-6,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,290,สุขสวัสดิ์ 2,78.5,"1,405,000",4866,8,3-68-9/54,4866,ไทยวิจิตรการช่าง,ผลิตและซ่อมเครื่องทำกล่องกระดาษลูกฟูก และอุปกรณ์ต่างๆ,24680457,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,3
พระรามที่3,244/142-143,โชคชัยคงจำเรฺิญ,179.18,"6,000,000",4867,41,3-53(1)-46/58,4867,บริษัท ยูนิส ดีไซน์ โปรดักส์ จำกัด,ทำพลาสติก เช่น มือจับประตู,02-2842610,10120,บางโพงพาง,ยานนาวา,กรุงเทพมหานคร,
