ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
-,เลขที่ 89/54,-,10200100000000,49,1900000,975,3-105-49/53ชบ,975,บริษัท ซี.เอช.พี.ยิ่งเจริญ จำกัด,084 6362 191,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,20160,หนองตำลึง,พานทอง,ชลบุรี,3
,เลขที่ 888/1,,10200100000000,294,3500000,976,3-105-49/62ชบ,976,บริษัท ซูเปอร์ดี มัลติมีเดีย (ประเทศไทย) จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30,10100,เขาซก,หนองใหญ่,ชลบุรี,2
,เลขที่ 88/2,,10200000000000,489,32000000,977,3-105-50/60ชบ,977,บริษัท ชรินทร์ทิพย์ โฟร์คลิฟท์ จำกัด,038-111690,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,13,20000,หนองรี,เมืองชลบุรี,ชลบุรี,5
-,เลขที่ 293,-,10200000000000,6,17050000,978,3-105-52/53ชบ,978,บริษัท โชคเกรียงขจร จำกัด,081-9496654,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,25,20230,บ่อวิน,ศรีราชา,ชลบุรี,1
วิฑูรย์ดำริ,เลขที่ 121/6,,10200000000000,0,6950000,979,3-105-55/47ชบ,979,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),10,20170,บ้านบึง,บ้านบึง,ชลบุรี,3
,"เลขที่ โฉนดที่ดินเลขที่ 168343,168344",,10200000000000,130,130000000,980,3-105-56/60ชบ,980,บริษัท เค.พี.เอส เปเปอร์ แอนด์ พลาสติก จำกัด,,คัดแยกเศษวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,20230,บ่อวิน,ศรีราชา,ชลบุรี,4
,เลขที่ โฉนดที่ดินเลขที่ 309,,10200200000000,179,14080000,981,3-105-56/62ชบ,981,นายกิตติชัย อ่ำทอง,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,21,62110,ห้างสูง,หนองใหญ่,ชลบุรี,1
-,เลขที่ 27/43,-,10200000000000,126.5,2500000,982,3-105-57/47ชบ,982,บริษัท เนทโก้ เทคโนโลยี จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,20,20230,บึง,ศรีราชา,ชลบุรี,8
 -,เลขที่ 111/10, -,10200000000000,390,17000000,983,3-105-57/49ชบ,983,บริษัท เปเปอร์มิลล์ แอนด์ คราฟท์ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย อัดกระดาษ และอัดโลหะ,10,20160,บ้านเก่า,พานทอง,ชลบุรี,2
-,เลขที่ 133,-,10200100000000,174,4200000,984,3-105-59/54ชบ,984,ประสารค้าของเก่า,095-5205906,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,20150,หนองปลาไหล,บางละมุง,ชลบุรี,8
-,เลขที่ 84/5,-,10200000000000,400,0,985,3-105-6/46ชบ,985,บริษัท พัทยา เปเปอร์มิลล์ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1,0,20150,หนองปลาไหล,บางละมุง,ชลบุรี,1
 -,เลขที่ 34/1, -,10200000000000,93,2100000,986,3-105-62/49ชบ,986,บริษัท อ้อย เค เช จำกัด,,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย อัดโลหะ บดย่อยพลาสติก และทำเชื้อเพลิงทดแทนจากน้ำมันเครื่องใช้แล้ว,10,20170,บ้านบึง,บ้านบึง,ชลบุรี,4
สายหนองกาน้ำ-บ้านบึง,เลขที่ 114,-,10200000000000,136,15000000,987,3-105-63/54ชบ,987,บริษัท ทรัพย์หงธุ์ จำกัด,038-157165-6,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,33,20160,หนองหงษ์,พานทอง,ชลบุรี,6
-,เลขที่ 30/20,-,10200000000000,67,9700000,988,3-105-64/47ชบ,988,บริษัท โกลบอล (เอเซีย แปซิฟิค) เอ็นไวรอนเมนทอลโพรเทคชั่น จำกัด,038-276791,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) และบดย่อยเศษพลาสติก,14,20000,หนองรี,เมืองชลบุรี,ชลบุรี,1
-,เลขที่ 37,-,10200000000000,65,550000,989,3-105-65/47ชบ,989,ห้างหุ้นส่วนจำกัด สี่พี่น้องร่วมเจริญ,,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),9,20160,โคกขี้หนอน,พานทอง,ชลบุรี,4
-,เลขที่ 83/1,บ้านเก่า 13,10200000000000,190,2100000,990,3-105-65/53ชบ,990,วงษ์พาณิชย์พานทอง,089-7958889,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,20160,บ้านเก่า,พานทอง,ชลบุรี,3
บึง-บ่อวิน,เลขที่ 216/66,,10200000000000,210,3515000,991,3-105-66/60ชบ,991,บริษัท บูรพารวมเศษ จำกัด,094-0652518,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,16,20230,บ่อวิน,ศรีราชา,ชลบุรี,5
,เลขที่ 168/14,,10200000000000,135,15000000,992,3-105-67/61ชบ,992,ห้างหุ้นส่วนจำกัด สุวรรณกูล รีไซเคิล,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,45,20230,บึง,ศรีราชา,ชลบุรี,4
-,เลขที่ 59,-,10200100000000,27,2600000,993,3-105-68/48ชบ,993,บริษัท เวรี่ไลท์ อินดัสเตรียล จำกัด,01-6546925,คัดแยกวัสดุที่ไม่ใช้แล้ ตามที่กำหนดไว้ในหมวด1 ข้อ1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1(พ.ศ.2541),18,20140,ท่าข้าม,พนัสนิคม,ชลบุรี,3
-,เลขที่ 81/1,-,10200000000000,165,14800000,994,3-105-68/54ชบ,994,บริษัท โชคพรทรัพย์ จำกัด,086-3248332,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,16,20170,หนองซ้ำซาก,บ้านบึง,ชลบุรี,5
,เลขที่ 52,,10200200000000,28,3500000,995,3-105-68/62ชบ,995,บริษัท ช.เจริญ 2019 จำกัด,081-8628159,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,20140,ท่าข้าม,พนัสนิคม,ชลบุรี,1
โป่งสะเก็ด,เลขที่ ,นาวังซอย 7,10200000000000,417,38000000,996,3-105-69/54ชบ,996,บริษัท เอส.เอ.สแคร๊พ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,14,20150,ตะเคียนเตี้ย,บางละมุง,ชลบุรี,4
     -,เลขที่ 670/4,     -,10200000000000,180,5000000,997,3-105-7/46ชบ,997,บริษัท เอ.พี.รีไซเคิล อินดัสเตรียล จำกัด,742107,อัดกระดาษ อัดเศษโลหะ อัดพลาสติก,9,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,1
-,เลขที่ 103/1,-,10200100000000,195.5,7700000,998,3-105-7/47ชบ,998,บริษัท นพรุจ รีไซเคิล จำกัด,083-3820697,ซ่อมและล้างถังบรรจุที่ใช้แล้วด้วยตัวทำละลาย และนำน้ำมันหล่อลื่นที่ใช้แล้ว พร้อมไส้กรองน้ำมันเครื่องและไส้กรองน้ำยาหล่อเย็น มาผ่านกรรมวิธีการทางอุตสาหกรรมโดยการกรอง เพื่อนำน้ำมันกลับมาใช้ประโยชน์ใหม่ ผลิตเป็นเชื้อเพลิงทดแทน น้ำมันทาแบบ,15,20170,มาบไผ่,บ้านบึง,ชลบุรี,5
เจริญโชคดี,เลขที่ 12/1,-,10200000000000,3,470000,999,3-105-7/54ชบ,999,บริษัท รีไซเคิล เอ็นจิเนียริ่ง จำกัด,038-209913-5,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,20140,หมอนนาง,พนัสนิคม,ชลบุรี,11
-,เลขที่ 529/8,-,10200000000000,307,23500000,1000,3-105-7/56ชบ,1000,บริษัท แท็ก เฮฟวี่ เมทัล จำกัด,038-350061-62,คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ พลาสติก กระดาษ ไม้ อลูมิเนียม ทองเหลือ ทองแดง สแตนเลส และโลหะอื่น ๆ,9,20110,เขาคันทรง,ศรีราชา,ชลบุรี,2
-,เลขที่ 147/76,-,10200100000000,465,170000000,1001,3-105-7/59ชบ,1001,บริษัท สุรศักดิ์ เมทัล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,89,20230,บ่อวิน,ศรีราชา,ชลบุรี,5
-,เลขที่ 75/3,-,10200000000000,98,2500000,1002,3-105-70/54ชบ,1002,บริษัท มังกร รีไซเคิล รุ่งเรืองกิจ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,20160,หนองกะขะ,พานทอง,ชลบุรี,2
,เลขที่ 6/9,,10200000000000,0,30000000,1003,3-105-70/60ชบ,1003,ห้างหุ้นส่วนจำกัด บี.พี.รีไซเคิล ,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,15,20110,บางพระ,ศรีราชา,ชลบุรี,11
-,เลขที่ 296/8,-,10200000000000,25,5000000,1004,3-105-71/54ชบ,1004,บริษัท ชนะชัยรุ่งเรืองออยล์ จำกัด,038-760329/086-8165779,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3,20110,หนองขาม,ศรีราชา,ชลบุรี,1
-,เลขที่ 33/1,-,10200000000000,70,6200000,1005,3-105-72/48ชบ,1005,ห้างหุ้นส่วนจำกัด เอส.ที.พี. รีไซเคิล,-,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),20,20230,บึง,ศรีราชา,ชลบุรี,10
,เลขที่ โฉนดที่ดินเลขที่ 23053,,10200200000000,294,30000000,1006,3-105-72/62ชบ,1006,บริษัท ธันเดอร์ เทคโนโลยี่ (ไทยแลนด์) จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,4
บ้านบึง-พานทอง,เลขที่ 115, -,10200000000000,232,35000000,1007,3-105-73/49ชบ,1007,บริษัท เอเอเอ พี เอ็น จำกัด,038-157081,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย จำพวกเศษโลหะ เศษพลาสติก และเศษหนัง เป็นต้น และหลอมพลาสติกเพื่อทำเม็ดพลาสติกเก่า,12,20160,หนองหงษ์,พานทอง,ชลบุรี,3
เนินตาลเด่น-หนองกะขะล่าง,เลขที่ 77,-,10200000000000,1240,117700000,1008,3-105-74/48ชบ,1008,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด,038-740495-7,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ บดเศษเหล็ก และบดเศษพลาสติก,59,20160,พานทอง,พานทอง,ชลบุรี,1
 -,เลขที่ 4/26, -,10200000000000,82,2900000,1009,3-105-74/49ชบ,1009,บริษัท พี.เอ็ม.เอฟ.พลาสโพลี จำกัด,038 789615,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย และบดย่อยพลาสติก,8,20000,ดอนหัวฬ่อ,เมืองชลบุรี,ชลบุรี,4
,เลขที่ 114/9,,10200100000000,89,1800000,1010,3-105-74/54ชบ,1010,บริษัท บึงทอง ค้าของเก่า จำกัด,081-0151975,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,20230,บึง,ศรีราชา,ชลบุรี,3
-,เลขที่ 42,-,10200000000000,34,2550000,1011,3-105-75/53ชบ,1011,ห้างหุ้นส่วนจำกัด บุญศิริสุมิตรา รีไซเคิล,099-8565524,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,20140,หัวถนน,พนัสนิคม,ชลบุรี,6
-,เลขที่ 25,-,10200000000000,53,8500000,1012,3-105-76/54ชบ,1012,บริษัท แซนด์ซอร์ จำกัด,089-1810141,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,31,20160,หน้าประดู่,พานทอง,ชลบุรี,1
ชลบุรี - พนัสนิคม,เลขที่ ,หนองยายรัก 2,10200000000000,215,38000000,1013,3-105-79/48ชบ,1013,บริษัท แอล.อาร์.ซี ไทยเมททอล จำกัด,02-9135957-8,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น เศษกระดาษ เศษพลาสติก เศษโลหะ,20,20000,นาป่า,เมืองชลบุรี,ชลบุรี,11
-,เลขที่ 113,-,10200000000000,97,11500000,1014,3-105-8/46ชบ,1014,แฮนด์ลิตา เอ็นจิเนียริ่ง,038-263478,คัดแยกเศษวัสดุที่ไม่ใช้แล้ว,14,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,2
-,เลขที่ 23/1,-,10200100000000,163,2722000,1015,3-105-8/48ชบ,1015,บริษัท ดวงประทีปรุ่งโรจน์ จำกัด,-,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และตัดเหล็ก,20,20170,หนองบอนแดง,บ้านบึง,ชลบุรี,6
-,เลขที่ 77/10,-,10200000000000,89,1050000,1016,3-105-80/47ชบ,1016,ห้างหุ้นส่วนจำกัด บางเสร่ รวมเศษ,-,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติกและอัดกระดาษ,10,20250,บางเสร่,สัตหีบ,ชลบุรี,1
 -,เลขที่ 44, -,10200000000000,278.4,12000000,1017,3-105-80/49ชบ,1017,บริษัท ชโนทัยโกลบอลดีลรีไซเคิ่ล จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้วและตัวทำละลายที่ใช้แล้ว ทำเชื้อเพลิงผสมจากวัสดุดูดซับ เศษผ้าปนเปื้อนน้ำมัน น้ำมันหล่อลื่นและกากตะกอนน้ำมัน ซ่อมแซมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย ,10,20000,สำนักบก,เมืองชลบุรี,ชลบุรี,1
-,เลขที่ -,-,10200000000000,1900,670000000,1018,3-105-82/53ชบ,1018,บริษัท เอแอล.ไทย (3000) จำกัด,,คัดแยกและฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,20140,สระสี่เหลี่ยม,พนัสนิคม,ชลบุรี,10
,เลขที่ 56/7,,10200000000000,230,56100000,1019,3-105-83/60ชบ,1019,บริษัท อีโค แมเนจเม้นท์ อินดัสเตรียล จำกัด,038-110806,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,20,20170,มาบไผ่,บ้านบึง,ชลบุรี,1
-,เลขที่ 838/1,-,10200000000000,50,15285385,1020,3-105-85/53ชบ,1020,นายนพดล คงอยู่,081-8614479,ดัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,20110,เขาคันทรง,ศรีราชา,ชลบุรี,8
ชลบุรี-บ้านบึง,เลขที่ 71, -,10200000000000,11,660000,1021,3-105-87/49ชบ,1021,บริษัท เคซี ออร์ จำกัด,081-3545614,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,20000,หนองรี,เมืองชลบุรี,ชลบุรี,1
,เลขที่ 111/1,,10200000000000,93,10000000,1022,3-105-87/60ชบ,1022,บริษัท ทรัพย์เจริญรุ่งเรืองสตีล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,10,20160,บ้านเก่า,พานทอง,ชลบุรี,2
,เลขที่ 47/2,,10200000000000,140,14400000,1023,3-105-89/61ชบ,1023,บริษัท สหรุ่งเจริญ พลาสติก จำกัด,,คัดแยกและบดย่อยวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,20170,มาบไผ่,บ้านบึง,ชลบุรี,6
-,เลขที่ 320,-,10200000000000,185,3500000,1024,3-105-9/46ชบ,1024,บริษัท จี เอส อีเลคทรอนิคส์ เมทัล จำกัด,0 3829 7245,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541),9,20220,หนองอิรุณ,บ้านบึง,ชลบุรี,4
,เลขที่ 99/112,,10200000000000,71,30000000,1025,3-105-9/56ชบ,1025,บริษัท บิลเลี่ยน เอ็นเตอร์ไพรส์ จำกัด,0 2848 4971-4,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,45,20110,หนองขาม,ศรีราชา,ชลบุรี,10
ทางหลวงชนบทโปร่งสะเก็ด,เลขที่ 74/7, -,10200000000000,580,30000000,1026,3-105-90/48ชบ,1026,บริษัท ช.ธนวัฒน์ สตีล เวิร์ค (ประเทศไทย) จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะ,60,20150,ตะเคียนเตี้ย,บางละมุง,ชลบุรี,4
,เลขที่ โฉนดที่ดินเลขที่ 23404,,10200000000000,80,51500000,1027,3-105-93/60ชบ,1027,บริษัท ทีโอวาย ชลบุรี รีไซเคิล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,13,20140,ทุ่งขวาง,พนัสนิคม,ชลบุรี,9
-,เลขที่ 30/12,-,10200000000000,67,9700000,1028,3-105-98/47ชบ,1028,บริษัท เอ็น.พี.เอส.รีไซเคิล จำกัด,-,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วจากอุตสาหกรรมที่ไม่เป็นอันตราย เช่น กระดาษ, พลาสติก, โลหะและไม้",14,20000,หนองรี,เมืองชลบุรี,ชลบุรี,1
ชลบุรี-บ้านบึง,เลขที่ 90, -,10200200000000,30,600000,1029,3-106-1/49ชบ,1029,บริษัท จิ้นจัง (ไทยแลนด์) จำกัด,,ซ่อมแซม ดัดแปลง ปรับปรุงหรือแปรสภาพเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์ที่ใช้แล้ว โดยผ่านกรรมวิธีทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่,8,20170,บ้านบึง,บ้านบึง,ชลบุรี,-
หลวงสายชนบทโป่งสะเก็ด,เลขที่ -, -,10200200000000,404.8,14970000,1030,3-106-1/50ชบ,1030,บริษัท ช. ธนวัฒน์ สตีล เวิร์ค (ประเทศไทย) จำกัด,038-111710-1,นำเศษโลหะและขี้ตะกรันโลหะ (Scrad and Dross) เช่น ทองเหลือง ทองแดง อลูมิเนียม เป็นต้น มารีไซเคิลโดยการหลอมหล่อ เพื่อนำกลับมาใช้ประโยชน์ใหม่,11,20150,ตะเคียนเตี้ย,บางละมุง,ชลบุรี,4
-,เลขที่ 394/2,-,10200100000000,497.18,6000000,1031,3-106-1/57ชบ,1031,บริษัท ชางฮง เอ็นเตอร์ไพรส์ จำกัด,,บดย่อยตะกรันเหล็ก,12,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,4
สาย 331,เลขที่ โฉนดที่ดินเลขที่ 31028,,10200300000000,231,24000000,1032,3-106-1/60ชบ,1032,บริษัท เอ แอนด์ เอ วินเนอร์ จำกัด,,สกัดแยกโลหะมีค่าจากน้ำยาชุบโลหะ กากตะกอนจากอุตสาหกรรมชุบโลหะและอิเล็กทรอนิกส์ นำน้ำมันที่ใช้แล้วมาผสมเพื่อใช้เป็นเชื้อเพลิงทดแทน และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,6,20000,นาวังหิน,พนัสนิคม,ชลบุรี,11
-,เลขที่ 69,-,10200000000000,284.83,28000000,1033,3-106-1/61ชบ,1033,บริษัท พี.เอส.พี.อุตสาหกรรมโลหะกิจ จำกัด,-,ผลิตสังกะสีจากวัสดุที่ไม่ใช้แล้วที่มีสังกะสีเป็นองค์ประกอบ,9,20140,หนองเหียง,พนัสนิคม,ชลบุรี,2
พนัสนิคม-เนินหิน,เลขที่ 61/8,-,10200100000000,1879.5,1800000,1034,3-106-10/51ชบ,1034,บริษัท วาย.บี.แอล.ออยล์ จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันเตาปนเปื้อนจากเรือเดินทะเล,5,20140,หนองเหียง,พนัสนิคม,ชลบุรี,12
-,เลขที่ 56/2,-,10200000000000,290,8500000,1035,3-106-10/52ชบ,1035,บริษัท เอเซีย รีไซเคิล แอนด์ เซอร์วิส จำกัด,08 6827 6888,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะผสม (Solder Dross) จากการบัดกรี และผลิตเม็ดพลาสติกเกรดบีจากพลาสติกเก่า,8,20170,มาบไผ่,บ้านบึง,ชลบุรี,1
-,"เลขที่ โฉนดเลขที่ 60042,60043,59213",-,10200100000000,119,13000000,1036,3-106-10/56ชบ,1036,บริษัท ไทย โอนลี่ วัน แมเนจ แอนด์ เซอร์วิส จำกัด,,ทำเชื้อเพลิงทดแทน ทำเชื้อเพลิงผสม ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย ทำอิฐบล็อก อิฐตัวหนอนจากวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,5,20110,เขาคันทรง,ศรีราชา,ชลบุรี,2
,เลขที่ 56/10,,10200100000000,723.86,18978750,1037,3-106-10/57ชบ,1037,บริษัท อีโค แมเนจเม้นท์ อินดัสเตรียล จำกัด,,ผลิตเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายใช้แล้ว เชื้อเพลิงผสมจากเศษผ้าปนเปื้อน กากสี กากกาวหรือวัสดุที่มีค่าความร้อน บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ หลอมเม็ดพลาสติกเก่า ล้างบรรจุภัณฑ์ และสกัดโลหะมีค่าจากน้ำยาชุบโลหะ,17,20170,มาบไผ่,บ้านบึง,ชลบุรี,1
,เลขที่ 206/1,,10200000000000,2833.87,34000000,1038,3-106-10/61ชบ,1038,บริษัท หยง เหว่ย ไบโอแมส เอ็นเนอจี้ จำกัด,0 2347 3838-9,ผลิตซิลิโคนออยล์ จากวัสดุที่ไม่ใช้แล้ว,6,20220,หนองไผ่แก้ว,บ้านบึง,ชลบุรี,1
,"เลขที่ โฉนดที่ดินเลขที่ 154735, 155565",,10200000000000,144.5,22000000,1039,3-106-118/60ชบ,1039,บริษัท ส.เกียรติเจริญ ค้าของเก่า จำกัด,,ทำเชื้อเพลิงผสมที่เป็นของเหลว (Liquids Blending) จากน้ำมันใช้แล้ว ตัวทำละลายที่ใช้แล้ว และน้ำมันหล่อเย็น ทำเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว และตัวทำละลายที่ใช้แล้ว บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ ล้างภาชนะบรรจุภัณฑ์ปนเปื้อนด้วยตัวทำละลาย,5,20230,บ่อวิน,ศรีราชา,ชลบุรี,4
หัวกุญแจ-มาบคล้า,เลขที่ 843,-,10200100000000,156.7,32000000,1040,3-106-12/56ชบ,1040,บริษัท เฉินเฟย อินดัสเทรียล จำกัด,,หลอมหล่อทองแดงจากกากตะกอนของเสียที่มีทองแดงเป็นส่วนประกอบ,15,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,1
,เลขที่ 88/88,,10200000000000,1674.4,37900000,1041,3-106-14/57ชบ,1041,บริษัท เอฟเวอร์แฟรงค์ เทคโนโลยี จำกัด,,รีไซเคิลน้ำมันหล่อลื่นใช้แล้ว และน้ำมันเตาปนเปื้อนเพื่อทำน้ำมันหล่อลื่นเอนกประสงค์,32,20150,เขาไม้แก้ว,บางละมุง,ชลบุรี,1
