ชั่วโมงการทำงาน,ADM0_PCODE,ADM0_EN,_id,REGION4,ปี,ผู้มีงานทำ,เพศ,ไตรมาส,ADM0_TH,ADM1_TH
 40 - 49 ชั่วโมง,TH,Thailand,1817,ภาคตะวันออกเฉียงเหนือ,2567,92080.88,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
 40 - 49 ชั่วโมง,TH,Thailand,1818,ภาคตะวันออกเฉียงเหนือ,2567,118744.55,       ชาย                         ,2,ประเทศไทย,สกลนคร
 40 - 49 ชั่วโมง,TH,Thailand,1819,ภาคตะวันออกเฉียงเหนือ,2567,33604.69,       ชาย                         ,2,ประเทศไทย,นครพนม
 40 - 49 ชั่วโมง,TH,Thailand,1820,ภาคตะวันออกเฉียงเหนือ,2567,56515.53,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
 40 - 49 ชั่วโมง,TH,Thailand,1821,ภาคตะวันออกเฉียงเหนือ,2567,198692.96,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
 40 - 49 ชั่วโมง,TH,Thailand,1822,ภาคตะวันออกเฉียงเหนือ,2567,90269.71,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
 40 - 49 ชั่วโมง,TH,Thailand,1823,ภาคตะวันออกเฉียงเหนือ,2567,86076.37,       หญิง                        ,2,ประเทศไทย,สุรินทร์
 40 - 49 ชั่วโมง,TH,Thailand,1824,ภาคตะวันออกเฉียงเหนือ,2567,79642.64,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
 40 - 49 ชั่วโมง,TH,Thailand,1825,ภาคตะวันออกเฉียงเหนือ,2567,136918.58,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
 40 - 49 ชั่วโมง,TH,Thailand,1826,ภาคตะวันออกเฉียงเหนือ,2567,47072.04,       หญิง                        ,2,ประเทศไทย,ยโสธร
 40 - 49 ชั่วโมง,TH,Thailand,1827,ภาคตะวันออกเฉียงเหนือ,2567,163834.14,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
 40 - 49 ชั่วโมง,TH,Thailand,1828,ภาคตะวันออกเฉียงเหนือ,2567,23773.06,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
 40 - 49 ชั่วโมง,TH,Thailand,1829,ภาคตะวันออกเฉียงเหนือ,2567,29332.4,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
 40 - 49 ชั่วโมง,TH,Thailand,1830,ภาคตะวันออกเฉียงเหนือ,2567,35605.55,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
 40 - 49 ชั่วโมง,TH,Thailand,1831,ภาคตะวันออกเฉียงเหนือ,2567,249953.32,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
 40 - 49 ชั่วโมง,TH,Thailand,1832,ภาคตะวันออกเฉียงเหนือ,2567,173278,       หญิง                        ,2,ประเทศไทย,อุดรธานี
 40 - 49 ชั่วโมง,TH,Thailand,1833,ภาคตะวันออกเฉียงเหนือ,2567,51497.41,       หญิง                        ,2,ประเทศไทย,เลย
 40 - 49 ชั่วโมง,TH,Thailand,1834,ภาคตะวันออกเฉียงเหนือ,2567,51461,       หญิง                        ,2,ประเทศไทย,หนองคาย
 40 - 49 ชั่วโมง,TH,Thailand,1835,ภาคตะวันออกเฉียงเหนือ,2567,81750.03,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
 40 - 49 ชั่วโมง,TH,Thailand,1836,ภาคตะวันออกเฉียงเหนือ,2567,59656.59,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
 40 - 49 ชั่วโมง,TH,Thailand,1837,ภาคตะวันออกเฉียงเหนือ,2567,62447.94,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
 40 - 49 ชั่วโมง,TH,Thailand,1838,ภาคตะวันออกเฉียงเหนือ,2567,71319.95,       หญิง                        ,2,ประเทศไทย,สกลนคร
 40 - 49 ชั่วโมง,TH,Thailand,1839,ภาคตะวันออกเฉียงเหนือ,2567,21559.52,       หญิง                        ,2,ประเทศไทย,นครพนม
 40 - 49 ชั่วโมง,TH,Thailand,1840,ภาคตะวันออกเฉียงเหนือ,2567,48768.73,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
50 ชั่วโมงขึ้นไป,TH,Thailand,1841,ภาคตะวันออกเฉียงเหนือ,2567,141958.2,       ชาย                         ,2,ประเทศไทย,นครราชสีมา
50 ชั่วโมงขึ้นไป,TH,Thailand,1842,ภาคตะวันออกเฉียงเหนือ,2567,51989.18,       ชาย                         ,2,ประเทศไทย,บุรีรัมย์
50 ชั่วโมงขึ้นไป,TH,Thailand,1843,ภาคตะวันออกเฉียงเหนือ,2567,63222.16,       ชาย                         ,2,ประเทศไทย,สุรินทร์
50 ชั่วโมงขึ้นไป,TH,Thailand,1844,ภาคตะวันออกเฉียงเหนือ,2567,33290.65,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
50 ชั่วโมงขึ้นไป,TH,Thailand,1845,ภาคตะวันออกเฉียงเหนือ,2567,53093.04,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
50 ชั่วโมงขึ้นไป,TH,Thailand,1846,ภาคตะวันออกเฉียงเหนือ,2567,14457.83,       ชาย                         ,2,ประเทศไทย,ยโสธร
50 ชั่วโมงขึ้นไป,TH,Thailand,1847,ภาคตะวันออกเฉียงเหนือ,2567,18367.28,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
50 ชั่วโมงขึ้นไป,TH,Thailand,1848,ภาคตะวันออกเฉียงเหนือ,2567,6122.69,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
50 ชั่วโมงขึ้นไป,TH,Thailand,1849,ภาคตะวันออกเฉียงเหนือ,2567,5825.04,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
50 ชั่วโมงขึ้นไป,TH,Thailand,1850,ภาคตะวันออกเฉียงเหนือ,2567,24632.07,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
50 ชั่วโมงขึ้นไป,TH,Thailand,1851,ภาคตะวันออกเฉียงเหนือ,2567,53287.04,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
50 ชั่วโมงขึ้นไป,TH,Thailand,1852,ภาคตะวันออกเฉียงเหนือ,2567,42780.47,       ชาย                         ,2,ประเทศไทย,อุดรธานี
50 ชั่วโมงขึ้นไป,TH,Thailand,1853,ภาคตะวันออกเฉียงเหนือ,2567,30090.49,       ชาย                         ,2,ประเทศไทย,เลย
50 ชั่วโมงขึ้นไป,TH,Thailand,1854,ภาคตะวันออกเฉียงเหนือ,2567,1558.75,       ชาย                         ,2,ประเทศไทย,หนองคาย
50 ชั่วโมงขึ้นไป,TH,Thailand,1855,ภาคตะวันออกเฉียงเหนือ,2567,27353.76,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
50 ชั่วโมงขึ้นไป,TH,Thailand,1856,ภาคตะวันออกเฉียงเหนือ,2567,62502.11,       ชาย                         ,2,ประเทศไทย,ร้อยเอ็ด
50 ชั่วโมงขึ้นไป,TH,Thailand,1857,ภาคตะวันออกเฉียงเหนือ,2567,16399.52,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
50 ชั่วโมงขึ้นไป,TH,Thailand,1858,ภาคตะวันออกเฉียงเหนือ,2567,5240.94,       ชาย                         ,2,ประเทศไทย,สกลนคร
50 ชั่วโมงขึ้นไป,TH,Thailand,1859,ภาคตะวันออกเฉียงเหนือ,2567,24532.44,       ชาย                         ,2,ประเทศไทย,นครพนม
50 ชั่วโมงขึ้นไป,TH,Thailand,1860,ภาคตะวันออกเฉียงเหนือ,2567,20611.34,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
50 ชั่วโมงขึ้นไป,TH,Thailand,1861,ภาคตะวันออกเฉียงเหนือ,2567,135802.15,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
50 ชั่วโมงขึ้นไป,TH,Thailand,1862,ภาคตะวันออกเฉียงเหนือ,2567,48144.01,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
50 ชั่วโมงขึ้นไป,TH,Thailand,1863,ภาคตะวันออกเฉียงเหนือ,2567,54806.79,       หญิง                        ,2,ประเทศไทย,สุรินทร์
50 ชั่วโมงขึ้นไป,TH,Thailand,1864,ภาคตะวันออกเฉียงเหนือ,2567,30688.13,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
50 ชั่วโมงขึ้นไป,TH,Thailand,1865,ภาคตะวันออกเฉียงเหนือ,2567,26784.6,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
50 ชั่วโมงขึ้นไป,TH,Thailand,1866,ภาคตะวันออกเฉียงเหนือ,2567,6674.44,       หญิง                        ,2,ประเทศไทย,ยโสธร
50 ชั่วโมงขึ้นไป,TH,Thailand,1867,ภาคตะวันออกเฉียงเหนือ,2567,22529.32,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
50 ชั่วโมงขึ้นไป,TH,Thailand,1868,ภาคตะวันออกเฉียงเหนือ,2567,4735.27,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
50 ชั่วโมงขึ้นไป,TH,Thailand,1869,ภาคตะวันออกเฉียงเหนือ,2567,7928.91,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
50 ชั่วโมงขึ้นไป,TH,Thailand,1870,ภาคตะวันออกเฉียงเหนือ,2567,21214.56,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
50 ชั่วโมงขึ้นไป,TH,Thailand,1871,ภาคตะวันออกเฉียงเหนือ,2567,52970.57,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
50 ชั่วโมงขึ้นไป,TH,Thailand,1872,ภาคตะวันออกเฉียงเหนือ,2567,33496.96,       หญิง                        ,2,ประเทศไทย,อุดรธานี
50 ชั่วโมงขึ้นไป,TH,Thailand,1873,ภาคตะวันออกเฉียงเหนือ,2567,29588.27,       หญิง                        ,2,ประเทศไทย,เลย
50 ชั่วโมงขึ้นไป,TH,Thailand,1874,ภาคตะวันออกเฉียงเหนือ,2567,3288.21,       หญิง                        ,2,ประเทศไทย,หนองคาย
50 ชั่วโมงขึ้นไป,TH,Thailand,1875,ภาคตะวันออกเฉียงเหนือ,2567,14252.41,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
50 ชั่วโมงขึ้นไป,TH,Thailand,1876,ภาคตะวันออกเฉียงเหนือ,2567,45279.03,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
50 ชั่วโมงขึ้นไป,TH,Thailand,1877,ภาคตะวันออกเฉียงเหนือ,2567,14313.91,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
50 ชั่วโมงขึ้นไป,TH,Thailand,1878,ภาคตะวันออกเฉียงเหนือ,2567,4528.49,       หญิง                        ,2,ประเทศไทย,สกลนคร
50 ชั่วโมงขึ้นไป,TH,Thailand,1879,ภาคตะวันออกเฉียงเหนือ,2567,18180.84,       หญิง                        ,2,ประเทศไทย,นครพนม
50 ชั่วโมงขึ้นไป,TH,Thailand,1880,ภาคตะวันออกเฉียงเหนือ,2567,13497.36,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1881,ภาคตะวันออกเฉียงเหนือ,2567,15956.12,       ชาย                         ,2,ประเทศไทย,นครราชสีมา
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1882,ภาคตะวันออกเฉียงเหนือ,2567,25626.8,       ชาย                         ,2,ประเทศไทย,บุรีรัมย์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1883,ภาคตะวันออกเฉียงเหนือ,2567,702.83,       ชาย                         ,2,ประเทศไทย,สุรินทร์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1884,ภาคตะวันออกเฉียงเหนือ,2567,7278.86,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1885,ภาคตะวันออกเฉียงเหนือ,2567,23839.15,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1886,ภาคตะวันออกเฉียงเหนือ,2567,7379.08,       ชาย                         ,2,ประเทศไทย,ยโสธร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1887,ภาคตะวันออกเฉียงเหนือ,2567,140.94,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1888,ภาคตะวันออกเฉียงเหนือ,2567,116.45,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1889,ภาคตะวันออกเฉียงเหนือ,2567,1065.94,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1890,ภาคตะวันออกเฉียงเหนือ,2567,3685.41,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1891,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1892,ภาคตะวันออกเฉียงเหนือ,2567,8120.06,       ชาย                         ,2,ประเทศไทย,อุดรธานี
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1893,ภาคตะวันออกเฉียงเหนือ,2567,1321.4,       ชาย                         ,2,ประเทศไทย,เลย
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1894,ภาคตะวันออกเฉียงเหนือ,2567,203.14,       ชาย                         ,2,ประเทศไทย,หนองคาย
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1895,ภาคตะวันออกเฉียงเหนือ,2567,11366.6,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1896,ภาคตะวันออกเฉียงเหนือ,2567,13553.08,       ชาย                         ,2,ประเทศไทย,ร้อยเอ็ด
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1897,ภาคตะวันออกเฉียงเหนือ,2567,8152.67,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1898,ภาคตะวันออกเฉียงเหนือ,2567,6080.46,       ชาย                         ,2,ประเทศไทย,สกลนคร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1899,ภาคตะวันออกเฉียงเหนือ,2567,3933.83,       ชาย                         ,2,ประเทศไทย,นครพนม
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1900,ภาคตะวันออกเฉียงเหนือ,2567,6721.88,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1901,ภาคตะวันออกเฉียงเหนือ,2567,10231.72,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1902,ภาคตะวันออกเฉียงเหนือ,2567,18047.79,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1903,ภาคตะวันออกเฉียงเหนือ,2567,2950.84,       หญิง                        ,2,ประเทศไทย,สุรินทร์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1904,ภาคตะวันออกเฉียงเหนือ,2567,11855.38,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1905,ภาคตะวันออกเฉียงเหนือ,2567,19985.29,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1906,ภาคตะวันออกเฉียงเหนือ,2567,8785.16,       หญิง                        ,2,ประเทศไทย,ยโสธร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1907,ภาคตะวันออกเฉียงเหนือ,2567,1221.64,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1908,ภาคตะวันออกเฉียงเหนือ,2567,668.96,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1909,ภาคตะวันออกเฉียงเหนือ,2567,1272.22,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1910,ภาคตะวันออกเฉียงเหนือ,2567,1401.21,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1911,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1912,ภาคตะวันออกเฉียงเหนือ,2567,7072.7,       หญิง                        ,2,ประเทศไทย,อุดรธานี
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1913,ภาคตะวันออกเฉียงเหนือ,2567,333.81,       หญิง                        ,2,ประเทศไทย,เลย
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1914,ภาคตะวันออกเฉียงเหนือ,2567,218.82,       หญิง                        ,2,ประเทศไทย,หนองคาย
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1915,ภาคตะวันออกเฉียงเหนือ,2567,10592.25,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1916,ภาคตะวันออกเฉียงเหนือ,2567,14316.82,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1917,ภาคตะวันออกเฉียงเหนือ,2567,2359.45,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1918,ภาคตะวันออกเฉียงเหนือ,2567,3482.5,       หญิง                        ,2,ประเทศไทย,สกลนคร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1919,ภาคตะวันออกเฉียงเหนือ,2567,3175.76,       หญิง                        ,2,ประเทศไทย,นครพนม
น้อยกว่า 1 ชั่วโมง,TH,Thailand,1920,ภาคตะวันออกเฉียงเหนือ,2567,8017.81,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
 1 - 9 ชั่วโมง,TH,Thailand,1921,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,นครราชสีมา
 1 - 9 ชั่วโมง,TH,Thailand,1922,ภาคตะวันออกเฉียงเหนือ,2567,2762.81,       ชาย                         ,3,ประเทศไทย,บุรีรัมย์
 1 - 9 ชั่วโมง,TH,Thailand,1923,ภาคตะวันออกเฉียงเหนือ,2567,613.6,       ชาย                         ,3,ประเทศไทย,สุรินทร์
 1 - 9 ชั่วโมง,TH,Thailand,1924,ภาคตะวันออกเฉียงเหนือ,2567,1339.32,       ชาย                         ,3,ประเทศไทย,ศรีสะเกษ
 1 - 9 ชั่วโมง,TH,Thailand,1925,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,อุบลราชธานี
 1 - 9 ชั่วโมง,TH,Thailand,1926,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,ยโสธร
 1 - 9 ชั่วโมง,TH,Thailand,1927,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ
 1 - 9 ชั่วโมง,TH,Thailand,1928,ภาคตะวันออกเฉียงเหนือ,2567,155.47,       ชาย                         ,3,ประเทศไทย,อำนาจเจริญ
 1 - 9 ชั่วโมง,TH,Thailand,1929,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,บึงกาฬ
 1 - 9 ชั่วโมง,TH,Thailand,1930,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,หนองบัวลำภู
 1 - 9 ชั่วโมง,TH,Thailand,1931,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,ขอนแก่น
 1 - 9 ชั่วโมง,TH,Thailand,1932,ภาคตะวันออกเฉียงเหนือ,2567,1271.22,       ชาย                         ,3,ประเทศไทย,อุดรธานี
 1 - 9 ชั่วโมง,TH,Thailand,1933,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,เลย
 1 - 9 ชั่วโมง,TH,Thailand,1934,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,หนองคาย
 1 - 9 ชั่วโมง,TH,Thailand,1935,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,มหาสารคาม
 1 - 9 ชั่วโมง,TH,Thailand,1936,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,ร้อยเอ็ด
 1 - 9 ชั่วโมง,TH,Thailand,1937,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,กาฬสินธุ์
 1 - 9 ชั่วโมง,TH,Thailand,1938,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,สกลนคร
 1 - 9 ชั่วโมง,TH,Thailand,1939,ภาคตะวันออกเฉียงเหนือ,2567,1306.95,       ชาย                         ,3,ประเทศไทย,นครพนม
 1 - 9 ชั่วโมง,TH,Thailand,1940,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,มุกดาหาร
 1 - 9 ชั่วโมง,TH,Thailand,1941,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,นครราชสีมา
 1 - 9 ชั่วโมง,TH,Thailand,1942,ภาคตะวันออกเฉียงเหนือ,2567,4263.38,       หญิง                        ,3,ประเทศไทย,บุรีรัมย์
 1 - 9 ชั่วโมง,TH,Thailand,1943,ภาคตะวันออกเฉียงเหนือ,2567,577.57,       หญิง                        ,3,ประเทศไทย,สุรินทร์
 1 - 9 ชั่วโมง,TH,Thailand,1944,ภาคตะวันออกเฉียงเหนือ,2567,118.21,       หญิง                        ,3,ประเทศไทย,ศรีสะเกษ
 1 - 9 ชั่วโมง,TH,Thailand,1945,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,อุบลราชธานี
 1 - 9 ชั่วโมง,TH,Thailand,1946,ภาคตะวันออกเฉียงเหนือ,2567,436.44,       หญิง                        ,3,ประเทศไทย,ยโสธร
 1 - 9 ชั่วโมง,TH,Thailand,1947,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ
 1 - 9 ชั่วโมง,TH,Thailand,1948,ภาคตะวันออกเฉียงเหนือ,2567,58.66,       หญิง                        ,3,ประเทศไทย,อำนาจเจริญ
 1 - 9 ชั่วโมง,TH,Thailand,1949,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,บึงกาฬ
 1 - 9 ชั่วโมง,TH,Thailand,1950,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,หนองบัวลำภู
 1 - 9 ชั่วโมง,TH,Thailand,1951,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,ขอนแก่น
 1 - 9 ชั่วโมง,TH,Thailand,1952,ภาคตะวันออกเฉียงเหนือ,2567,407.91,       หญิง                        ,3,ประเทศไทย,อุดรธานี
 1 - 9 ชั่วโมง,TH,Thailand,1953,ภาคตะวันออกเฉียงเหนือ,2567,154.54,       หญิง                        ,3,ประเทศไทย,เลย
 1 - 9 ชั่วโมง,TH,Thailand,1954,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,หนองคาย
 1 - 9 ชั่วโมง,TH,Thailand,1955,ภาคตะวันออกเฉียงเหนือ,2567,371.95,       หญิง                        ,3,ประเทศไทย,มหาสารคาม
 1 - 9 ชั่วโมง,TH,Thailand,1956,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,ร้อยเอ็ด
 1 - 9 ชั่วโมง,TH,Thailand,1957,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,กาฬสินธุ์
 1 - 9 ชั่วโมง,TH,Thailand,1958,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,สกลนคร
 1 - 9 ชั่วโมง,TH,Thailand,1959,ภาคตะวันออกเฉียงเหนือ,2567,1401.45,       หญิง                        ,3,ประเทศไทย,นครพนม
 1 - 9 ชั่วโมง,TH,Thailand,1960,ภาคตะวันออกเฉียงเหนือ,2567,0,       หญิง                        ,3,ประเทศไทย,มุกดาหาร
 10 - 19 ชั่วโมง,TH,Thailand,1961,ภาคตะวันออกเฉียงเหนือ,2567,11791.5,       ชาย                         ,3,ประเทศไทย,นครราชสีมา
 10 - 19 ชั่วโมง,TH,Thailand,1962,ภาคตะวันออกเฉียงเหนือ,2567,6818.52,       ชาย                         ,3,ประเทศไทย,บุรีรัมย์
 10 - 19 ชั่วโมง,TH,Thailand,1963,ภาคตะวันออกเฉียงเหนือ,2567,4482.52,       ชาย                         ,3,ประเทศไทย,สุรินทร์
 10 - 19 ชั่วโมง,TH,Thailand,1964,ภาคตะวันออกเฉียงเหนือ,2567,1477.8,       ชาย                         ,3,ประเทศไทย,ศรีสะเกษ
 10 - 19 ชั่วโมง,TH,Thailand,1965,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,อุบลราชธานี
 10 - 19 ชั่วโมง,TH,Thailand,1966,ภาคตะวันออกเฉียงเหนือ,2567,1957.1,       ชาย                         ,3,ประเทศไทย,ยโสธร
 10 - 19 ชั่วโมง,TH,Thailand,1967,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ
 10 - 19 ชั่วโมง,TH,Thailand,1968,ภาคตะวันออกเฉียงเหนือ,2567,1310.84,       ชาย                         ,3,ประเทศไทย,อำนาจเจริญ
 10 - 19 ชั่วโมง,TH,Thailand,1969,ภาคตะวันออกเฉียงเหนือ,2567,3117.25,       ชาย                         ,3,ประเทศไทย,บึงกาฬ
 10 - 19 ชั่วโมง,TH,Thailand,1970,ภาคตะวันออกเฉียงเหนือ,2567,113.37,       ชาย                         ,3,ประเทศไทย,หนองบัวลำภู
 10 - 19 ชั่วโมง,TH,Thailand,1971,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,ขอนแก่น
 10 - 19 ชั่วโมง,TH,Thailand,1972,ภาคตะวันออกเฉียงเหนือ,2567,10247.3,       ชาย                         ,3,ประเทศไทย,อุดรธานี
 10 - 19 ชั่วโมง,TH,Thailand,1973,ภาคตะวันออกเฉียงเหนือ,2567,2373.25,       ชาย                         ,3,ประเทศไทย,เลย
 10 - 19 ชั่วโมง,TH,Thailand,1974,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,หนองคาย
 10 - 19 ชั่วโมง,TH,Thailand,1975,ภาคตะวันออกเฉียงเหนือ,2567,395.74,       ชาย                         ,3,ประเทศไทย,มหาสารคาม
 10 - 19 ชั่วโมง,TH,Thailand,1976,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,ร้อยเอ็ด
 10 - 19 ชั่วโมง,TH,Thailand,1977,ภาคตะวันออกเฉียงเหนือ,2567,4224.28,       ชาย                         ,3,ประเทศไทย,กาฬสินธุ์
 10 - 19 ชั่วโมง,TH,Thailand,1978,ภาคตะวันออกเฉียงเหนือ,2567,0,       ชาย                         ,3,ประเทศไทย,สกลนคร
