เงินทุนรวม,ประกอบกิจการ,อำเภอ,TSIC,ถนน,GPS_lat,ซอย,FID,คนงานรวม,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,อนุญาต,ตำบล,factype,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,GPS_lng,สิ้นอายุ,คนงานหญิง
,ผลิตราวผ้าม่านและชิ้นส่วนจากไม้,บางบัวทอง,106000000000,บ้านกล้ว-ไทรน้อย,30/03/1469,,-20120008225551-,500000,609,,นนทบุรี,7,เลขที่ 126/1,6,,2880,พิมลราช,,3000000,609,จ3-37-82/55นบ,บริษัท พรรณวิจิตร จำกัด,25/06/1469,1,5000000
,ทำเฟอร์นิเจอร์เครื่องเรือน เครื่องตบแต่งภายในอาคารจากไม้ โดยไม่มีโลหะหรืออโลหะเป็นชิ้นส่วนประกอบผลิตภัณฑ์ดังกล่าว,ไทรน้อย,126000000000,,15/11/1476,,-20120295025623-,4000000,610,,นนทบุรี,2,"เลขที่ โฉนดเลขที่ 25451,25452",36,,2884,ไทรใหญ่,,2400000,610,จ3-37-86/62นบ,บริษัท จำรัสร่วมใจ จำกัด,16/03/1477,1,2000000
6300000,ทำเครื่องเรือนจากไม้,ไทรน้อย,31001,สุขาภิบาล 6,100.3249833,,-20120000925372-,25,611,11150,นนทบุรี,4,เลขที่ 35/3,323.73,,20/05/1451,ไทรน้อย,3,20,611,จ3-37-9/37นบ,ไทยอุดมเฟอร์นิเจอร์,,13.9676,5
,ผลิตเฟอร์นิเจอร์ เช่น โต๊ะ ตู้ เตียง ชั้นวาง,บางบัวทอง,,บางกรวย-ไทรน้อย,14/10/1459,,-20120000925455-,5000000,612,,นนทบุรี,11,เลขที่ 79/1,13,,2080,บางบัวทอง,,1500000,612,จ3-37-9/45นบ,บริษัท เอส.เอ็น อีเล็คทริค กรุ๊ป อินดัสเตรียล จำกัด,20/06/1461,1,3500000
,ผลิตเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้,ปากเกร็ด,736000000000,,28/07/1473,,-20120009625593-,4000000,613,,นนทบุรี,5,เลขที่ ,12,,11328,คลองข่อย,,25000000,613,จ3-37-96/59นบ,บริษัท เคแซด วู้ด จำกัด,,0,8000000
34000000,ผลิตกล่องกระดาษ,บางใหญ่,17020,กาญจนาภิเษก,100.3981652,กันตนา,-20120100125550-,18,614,11140,นนทบุรี,5,เลขที่ 7/19,299,,30/05/1469,บางม่วง,3,7,614,จ3-39-1/55นบ,บริษัท ที.ที อุตสาหกรรมบรรจุภัณฑ์ จำกัด,,13.84286027,11
,ผลิตกล่องกระดาษ,บางใหญ่,,ตลิ่งชัน-สุพรรณบุรี,23/07/1461,,-20120001125477-,2000000,615,,นนทบุรี,4,เลขที่ 47/9,15,,3832,บางม่วง,,6000000,615,จ3-39-11/47นบ,บริษัท เอ็น.พี.อุตสาหกรรมกล่องกระดาษ จำกัด,11/10/1461,1,1000000
,โรงงานผลิตภาชนะบรรจุจากกระดาษ,ปากเกร็ด,126000000000,บางบัวทอง-ปทุมธานี,03/09/1478,,-20120417525641-,15000000,616,,นนทบุรี,1,เลขที่ 88/16,0,,540,บางตะไนย์,,0,616,จ3-39-11/64นบ,บริษัท เดอะวัน คอนเทนเนอร์ จำกัด,15/11/1478,1,7000000
61000000,"ผลิตบรรจุภัณฑ์จากกระดาษ,ตัดกระดาษทุกชนิด",บางใหญ่,17020,,,,-20120134925652-,30,617,11140,นนทบุรี,5,เลขที่ 16/11,215,22212396,10/08/1479,บางแม่นาง,3,25,617,จ3-39-11/65นบ,บริษัท ไทยซุ่นเฮง คราฟท์ จำกัด,,,5
,ผลิตภาชนะบรรจุจากกระดาษ เช่น กล่องกระดาษ ฯลฯ,ปากเกร็ด,126000000000,ทางหลวงแผ่นดินหมายเลข 345,09/09/1471,สหกรณ์การเกษตรปากเกร็ด,-20120001225574-,17000000,618,,นนทบุรี,7,เลขที่ 14/9,8,,6030,คลองข่อย,,13000000,618,จ3-39-12/57นบ,บริษัท พี เอ็น พี บรรจุภัณฑ์ จำกัด,30/10/1471,1,35000000
,ผลิตบรรจุภัณฑ์จากกระดาษ,บางบัวทอง,106000000000,,14/11/1473,ลำโพ 33,-20120001325598-,10000000,619,,นนทบุรี,5,เลขที่ 69,40,,5872,ลำโพ,,18000000,619,จ3-39-13/59นบ,บริษัท ซีรี่ไบรท์ จำกัด,04/01/1474,1,15000000
,ผลิตกล่องกระดาษลูกฟูกทุกชนิด,บางบัวทอง,126000000000,-,22/05/1480,-,-20120081725667-,20000000,620,,นนทบุรี,7,เลขที่ 6/5,6,,4085,บางคูรัด,,0,620,จ3-39-13/66นบ,บริษัท พีแอนด์เอส สยามบรรจุภัณฑ์ จำกัด,08/08/1480,1,10000000
70000000,ทำกล่องบรรจุสินค้าจากกระดาษ และพิมพ์สิ่งพิมพ์ต่าง ๆ ตามคำสั่งลูกค้า,บางใหญ่,17020,กาญจนาภิเษก,100.371253,วัดพระเงิน,-20120001525544-,45,621,11140,นนทบุรี,15,เลขที่ 57/19,594.22,,05/10/1468,บางม่วง,3,28,621,จ3-39-15/54นบ,บริษัท เค เอส พี พริ้นท์ติ้ง แอนด์ แพ็คเก็จจิ้ง จำกัด,,13.82335219,17
26800000,ผลิตกล่องจากกระดาษทุกชนิด และสื่อสิ่งพิมพ์ต่างๆ,ปากเกร็ด,17020,,13.972258,,-20120201825611-,17,622,11130,นนทบุรี,9,เลขที่ 12/7,272.25,,12/10/1475,คลองข่อย,3,13,622,จ3-39-18/61นบ,ห้างหุ้นส่วนจำกัด ธีรเบียบ เคทอง,100.440264,,4
3400000,ทำกล่องกระดาษลูกฟูก,บางบัวทอง,17020,บางกรวย-ไทรน้อย,100.4311333,เทศบาล2,-20120100225376-,46,623,11110,นนทบุรี,2,เลขที่ 134,78,9240580,07/06/1451,พิมลราช,3,30,623,จ3-39-2/37นบ,บริษัท บรรเจิดบรรจุภัณฑ์ จำกัด,,13.91318333,16
,ผลิตกล่องกระดาษ,บางใหญ่,,-,07/04/1461,-,-20120100225475-,3000000,624,,นนทบุรี,5,เลขที่ 24/2,32,,8800,บางม่วง,,12000000,624,จ3-39-2/47นบ,บริษัท มหพงษ์บรรจุภัณฑ์ จำกัด,08/06/1461,1,8000000
,ผลิตกล่องกระดาษลูกฟูก,ปากเกร็ด,126000000000,วัดเตย-ประตูน้ำพระอุดม,14/01/1454,,-20120000325359-,2000000,625,,นนทบุรี,3,เลขที่ 56/4,30,,15132,คลองพระอุดม,,10000000,625,จ3-39-3/35นบ,บริษัท โทอิทสึ แพคเกจ จำกัด,22/10/1449,1,6000000
,ผลิตกล่องกระดาษ,บางใหญ่,126000000000,กาญจนาภิเษก,03/05/1467,กันตนา,-20120100525536-,0,626,,นนทบุรี,5,เลขที่ 7/18,20,,0,บางม่วง,,0,626,จ3-39-5/53นบ,บริษัท เอสเอ็นพี เปเปอร์บ๊อกซ์ จำกัด,05/07/1467,1,0
,ทำภาชนะบรรจุจากกระดาษ เช่น ถุงกระดาษขนาดต่าง ๆ,บางบัวทอง,106000000000,กาญจนาภิเษก,08/08/1469,,-20120000525552-,5000000,627,,นนทบุรี,5,เลขที่ 55/59,28,,3200,ลำโพ,,7680000,627,จ3-39-5/55นบ,บริษัท ซีรี่ไบรท์ จำกัด,02/11/1469,1,12000000
,ผลิตภาชนะบรรจุจากกระดาษทุกชนิด และพิมพ์สิ่งพิมพ์ต่างๆ,บางกรวย,3100000000000,,27/04/1478,นุ่มประสงค์ 2,-20120283025643-,2000000,628,,นนทบุรี,6,เลขที่ โฉนดเลขที่ 80317 80319,5,,1500,ศาลากลาง,,5000000,628,จ3-39-5/64นบ,-,,0,250000
2550000,ฆ่าสัตว์,บางบัวทอง,10111,เลียบคลองลำรี,100.415753,,-20120002625608-,4,629,11110,นนทบุรี,9,เลขที่ 7,225.14,086-0606411,31/08/1474,ละหาร,3,4,629,จ3-4(1)-26/60นบ,เอ็มเอ็นฟู้ด,,13.936346,0
,ฆ่าสัตว์ และตัดแต่งเนื้อสัตว์,บางใหญ่,126000000000,,28/04/1478,,-20120284225648-,20000000,630,,นนทบุรี,8,เลขที่ 79/1,23,,17993,บ้านใหม่,,55000000,630,จ3-4(1)-6/64นบ,บริษัท บ้านหมู เฟรชมาร์ท จำกัด,01/10/1478,1,16000000
73000000,ทำอาหารสำเร็จรูปจากเนื้อสัตว์ เช่น ไส้กรอก แฮม เบคอน หมูหมัก หมูสไลด์แผ่นบางและอาหารสำเร็จรูปแช่แข็ง,บางกรวย,10131,ราชพฤกษ์,100.4504066,,-20120000425548-,40,631,11130,นนทบุรี,2,เลขที่ 444,303.91,24233160,15/12/1468,บางขนุน,3,21,631,จ3-4(2)-4/54นบ,บริษัท 333 โฟรเซ่น ฟู้ด จำกัด,,13.808894,19
30000000,อบหรือนึ่งแมลงปรุงรสบรรจุในภาชนะที่ผนึกอากาศเข้าไม่ได้,บางบัวทอง,10131,บางกรวย-ไทรน้อย,100.4427244,,-20120000425589-,20,632,11110,นนทบุรี,2,เลขที่ 48/90-92,353.74,02 9207708,26/08/1472,บางรักใหญ่,3,5,632,จ3-4(2)-4/58นบ,บริษัท สไมล์ บูล มาร์เก็ตติ้ง จำกัด,,13.88835833,15
10500000,ทำอาหารจากเนื้อสัตว์ เช่น ลูกชิ้น ไส้กรอก,บางบัวทอง,10139,บางบัวทอง-สุพรรณบุรี,100.43089,,-20120001725532-,45,633,11110,นนทบุรี,5,เลขที่ 99/99,427.87,081-9871394,22/12/1467,ละหาร,3,35,633,จ3-4(3)-17/53นบ,อาภรณ์ฟู้ดส์,,13.9652,10
30000000,ผลิตอาหารจากเนื้อสัตว์ เช่น ลูกชิ้น หมูยอ หมูกระเทียม,ปากเกร็ด,10139,,100.4282,บางเพ็ง,-20120001925595-,15,634,11120,นนทบุรี,10,เลขที่ 20/22,161,02-1569607,26/09/1473,คลองข่อย,3,8,634,จ3-4(3)-19/59นบ,คมไทยฟู๊ด,,13.9767,7
,ทำไส้กรอกหมู ไก่,เมืองนนทบุรี,106000000000,ไทรม้า-บางรักน้อย-ท่าอิฐ,15/06/1468,พิศสุวรรณ,-20120000225542-,1000000,635,,นนทบุรี,1,เลขที่ 57/47,3,,1328,ไทรม้า,,5000000,635,จ3-4(3)-2/54นบ,บริษัท นายฮั่ง อินเตอร์ฟู้ดส์ จำกัด,06/07/1468,1,3000000
102000000,ทำลูกชิ้น ไส้กรอก และทอดมันจากเนื้อสัตว์ และผลิตภัณฑ์จากเนื้อสัตว์อื่น ๆ,บางใหญ่,10139,บางรักใหญ่-บ้านใหม่,100.4069167,-,-20120002225482-,60,636,11140,นนทบุรี,10,เลขที่ 17/17,493.4,02-1918871-2,09/11/1462,บางแม่นาง,3,15,636,จ3-4(3)-22/48นบ,บริษัท ก.แสนไทย ฟู๊ด จำกัด,,13.87973333,45
,ผลิตไส้กรอกอีสาน แหนม ไส้อั่ว หมูยอ ,บางใหญ่,106000000000,,27/07/1478,,-20120383725647-,5000000,637,,นนทบุรี,6,เลขที่ 41/7,22,,4800,บางม่วง,,5000000,637,จ3-4(3)-5/64นบ,บริษัท คิงซอสเซจ จำกัด,13/09/1478,1,45000000
1700000,อัดกระดาษ,บางใหญ่,23991,ตลิ่งชัน-สุพรรณบุรี,100.38855,แก้วอินทร์,-20120300125459-,5,638,11140,นนทบุรี,5,เลขที่ 65/14,52,0-2903-3060,10/01/1459,เสาธงหิน,3,3,638,จ3-40(1)-1/45นบ,บริษัท พร้อมมิตร รีไซเคิล แอนด์ ซัพพลาย จำกัด,,13.87293333,2
,อัดเศษกระดาษทุกชนิด,บางใหญ่,106000000000,,12/03/1472,,-20120100125584-,1000000,639,,นนทบุรี,8,เลขที่ 8/8,6,,6400,เสาธงหิน,,5000000,639,จ3-40(1)-1/58นบ,บริษัท จินดา ซัพพลาย จำกัด,20/04/1472,1,1870000
,อัดเศษกระดาษเป็นก้อน ส่งเข้าโรงงานในเครือเดียวกัน,บางบัวทอง,106000000000,บางกรวย-ไทรน้อย,18/02/1461,,-20120200225474-,2000000,640,,นนทบุรี,1,เลขที่ 89,6,,1600,บางรักใหญ่,,41700,640,จ3-40(1)-2/47นบ,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด,27/03/1461,1,2000000
19500000,"กระดาษลูกฟูก,ฟิล์มยืดพันพาเลท และ ซิลิโคนยาแนว",ไทรน้อย,23991,,100.1845,,-20120000425597-,11,641,11150,นนทบุรี,4,เลขที่ 30/3,447.57,,02/08/1473,คลองขวาง,3,7,641,จ3-40(1)-4/59นบ,บริษัท อินดัสเทรียล โปรดักส์ จำกัด,,14.0221,4
150000000,ผลิตแผ่นกระดาษ กล่องกระดาษ,บางใหญ่,23991,วัดต้นเชือก-ไทรน้อย,100.3411176,,-20120000425605-,110,642,11140,นนทบุรี,4,เลขที่ 95,489,993646287,14/03/1474,บ้านใหม่,3,80,642,จ3-40(1)-4/60นบ,บริษัท เอส เอ็น พี เปเปอร์ จำกัด,,13.84188773,30
19000000,อัดเศษกระดาษ อัดเศษพลาสติก,ปากเกร็ด,23991,,,,-20120443125648-,5,643,11120,นนทบุรี,7,เลขที่ 10/9,80,,30/09/1478,คลองข่อย,3,4,643,จ3-40(1)-6/64นบ,-,,,1
113120000,เกี่ยวกับกระดาษทิชชู และเย็บเสื้อกันเปื้อน (พลาสติก),ปากเกร็ด,17011,สุขาประชาสรร 2,100.5238333,วัดกู้,-20120300125368-,1161,644,11120,นนทบุรี,,เลขที่ 45/3,514.14,029631042-46,15/12/1450,บางพูด,3,91,644,จ3-40(2)-1/36นบ,บริษัท ไทยฮอสพิทอลโปรดักส์ จำกัด,,13.93916667,1070
29000000,ติดกระดาษบนไม้อัด,ไทรน้อย,17011,ไทรน้อย-หนองเพรางาย,100.3188833,วัดเสนีย์วงศ์,-20121200125466-,30,645,11150,นนทบุรี,6,เลขที่ 99,987.5,29276332,10/03/1460,หนองเพรางาย,3,25,645,จ3-40(2)-1/46นบ,บริษัท เอสพี ลามิเนเตอร์ จำกัด,,13.91995,5
,ทำผลิตภัณฑ์จากกระดาษ เช่น Handmade Paper,บางบัวทอง,126000000000,บางกรวย-ไทรน้อย,22/11/1469,,-20120200425553-,3000000,646,,นนทบุรี,3,เลขที่ 333/44,12,,285,บางรักพัฒนา,,0,646,จ3-40(2)-4/55นบ,บริษัท เจ.พี.ซี. โค-บีซ (ไทยแลนด์) จำกัด,12/12/1469,1,1000000
,พิมพ์สิ่งพิมพ์ต่าง ๆ เช่น หนังสือ แผ่นภาพและอื่น ๆ,บางใหญ่,106000000000,บางบัวทอง-สุพรรณบุรี,19/03/1450,ไทยร่มเกล้า,-20120400125367-,5000000,647,,นนทบุรี,9,เลขที่ 9/9,70,,11200,บางม่วง,,10000000,647,จ3-41(1)-1/36นบ,บริษัท ไทยร่มเกล้า จำกัด,22/08/1451,1,10000000
,พิมพ์ผลิตภัณฑ์บรรจุภัณฑ์และเป่าถุงพลาสติก,บางกรวย,106000000000,กรุงนนท์-จงถนอม,30/08/1453,,-20120200125393-,500000,648,,นนทบุรี,2,เลขที่ 59,10,,400,มหาสวัสดิ์,,200000,648,จ3-41(1)-1/39นบ,บริษัท กิจวิรุณ จำกัด,03/02/1454,3,2000000
,พิมพ์สิ่งพิมพ์ทุกชนิด,บางใหญ่,106000000000,ตลิ่งชัน-สุพรรณบุรี,30/11/1455,,-20120400125417-,42000000,649,,นนทบุรี,8,เลขที่ 2/1,22,,0,บางม่วง,,0,649,จ3-41(1)-1/41นบ,บริษัท บี.เค.อินเตอร์ปรินท์ จำกัด,21/02/1462,1,0
,สิ่งพิมพ์ต่าง และผลิตภาชนะบรรจุภัณฑ์จากกระดาษ,บางกรวย,106000000000,ปลายบาง,13/03/1460,มหาสวัสดิ์วิว,-20121300125465-,43000000,650,,นนทบุรี,1,เลขที่ 3/35,10,,0,ปลายบาง,,0,650,จ3-41(1)-1/46นบ,บริษัท โชคอนันต์การพิมพ์และบรรจุภัณฑ์ จำกัด,17/03/1461,1,0
,พิมพ์สิ่งพิมพ์ต่างๆ เช่น หนังสือ แผ่นพับ และอื่นๆ,เมืองนนทบุรี,106000000000,กรุงเทพ-นนทบุรี,26/01/1461,ศิริชัย 1/16,-20120200125476-,500000,651,,นนทบุรี,6,เลขที่ 119/250,16,,1672,บางเขน,,0,651,จ3-41(1)-1/47นบ,บริษัท ยูดีเอส อินเตอร์พริ้นติ้งแอนด์แพคเกจจิ้ง จำกัด,06/06/1462,1,2000000
,พิมพ์สิ่งพิมพ์ต่าง ๆ,บางกรวย,106000000000,รพช.วัดสัก-โคนอน,09/01/1466,-,-20120100125527-,3000000,652,,นนทบุรี,4,เลขที่ 1/8,26,,2150,บางขนุน,,8000000,652,จ3-41(1)-1/52นบ,บริษัท เอ.พี.กราฟิคดีไซน์และการพิมพ์ จำกัด,24/12/1467,1,56000000
,พิมพ์สิ่งพิมพ์ต่างๆ,บางกรวย,124000000000,วัดพระเงิน-บางคูลัด,24/04/1474,,-20120100125600-,5000000,653,,นนทบุรี,3,เลขที่ โฉนดที่ดินเลขที่ 28124,20,,3200,ศาลากลาง,,12000000,653,จ3-41(1)-1/60นบ,ห้างหุ้นส่วนจำกัด พีเอ็นเอส ครีเอชั่น,26/02/1475,1,15000000
,พิมพ์สิ่งพิมพ์ต่างๆ เช่น หนังสือ ใบโฆษณาสินค้า เป็นต้น,บางกรวย,3100000000000,,08/02/1476,,-20120035025628-,24000000,654,,นนทบุรี,4,เลขที่ 88,16,,1600,วัดชลอ,,8000000,654,จ3-41(1)-1/62นบ,บริษัท อเล็กซ์ พริ้นติ้ง จำกัด,18/03/1476,1,12000000
,พิมพ์สิ่งพิมพ์ต่างๆ เช่น แบบฟอร์มของเกษตรกรทั่วไป,เมืองนนทบุรี,994000000000,เลี่ยงเมืองนนทบุรี,14/05/1464,-,-20120001025503-,1000000,655,,นนทบุรี,,เลขที่ 145,35,,0,ตลาดขวัญ,,11000000,655,จ3-41(1)-10/50นบ,โรงพิมพ์ชุมนุมสหกรณ์การเกษตรแห่งประเทศไทย จำกัด,05/01/1466,1,5000000
,การพิมพ์สิ่งพิมพ์ การเย็บเล่ม ตบแต่งสิ่งพิมพ์และทำปก เช่น หนังสือเรียน สมุด ฯลฯ,บางกรวย,3100000000000,รพช.วัดสัก-โคนอน,16/06/1468,-,-20120001025545-,500000,656,,นนทบุรี,,เลขที่ 32/10,10,,816,บางขนุน,,6000000,656,จ3-41(1)-10/54นบ,รัตนโรจน์,14/07/1468,1,5000000
,สิ่งพิมพ์,ปากเกร็ด,126000000000,กาญจนาภิเษก,24/05/1473,,-20120001125592-,1000000,657,,นนทบุรี,10,เลขที่ 12/22,6,,956,คลองข่อย,,6000000,657,จ3-41(1)-11/59นบ,บริษัท พิมาน พริ้นติ้ง จำกัด,27/06/1473,1,31000000
,พิมพ์สิ่งพิมพ์ต่างๆ เย็บเล่ม ทำปกหรือตบแต่งสิ่งพิมพ์และทำกล่องกระดาษ,บางบัวทอง,106000000000,,11/09/1474,,-20120001225608-,1000000,658,,นนทบุรี,8,เลขที่ 19/25,26,,3156,บางคูรัด,,6000000,658,จ3-41(1)-12/60นบ,บริษัท 21 เซ็นจูรี่ จำกัด,06/10/1474,1,18000000
,พิมพ์สิ่งพิมพ์ต่างๆ เข้าเล่มหนังสือ,บางกรวย,126000000000,,23/09/1478,,-20120435125648-,25000000,659,,นนทบุรี,4,"เลขที่ 45/12-14,33",56,,3652,บางขนุน,,27390000,659,จ3-41(1)-12/64นบ,บริษัท ภาพพิมพ์ จำกัด,15/11/1478,1,17000000
6000000,"พิมพ์สิ่งพิมพ์ต่างๆ, ผลิตบรรจุภัณฑ์จากกระดาษ",ไทรน้อย,17092,,,,-20120217125683-,2,660,11150,นนทบุรี,1,เลขที่ 53,161,,-,ไทรใหญ่,3,2,660,จ3-41(1)-14/68นบ,บริษัท สกาย อินฟินิตี้ จำกัด,,,0
7000000,ผลิตสมุด,บางกรวย,17092,ราชพฤกษ์,100.4640833,ร่วมใจพัฒนา,-20120001625484-,60,661,11130,นนทบุรี,1,เลขที่ 99/99,195,0-2294-4887,18/03/1462,บางขุนกอง,3,40,661,จ3-41(1)-16/48นบ,บริษัท โรงงานสมุดแสงรุ้ง จำกัด,,13.81245,20
,พิมพ์สิ่งพิมพ์ต่าง ๆ เช่น หนังสือ,เมืองนนทบุรี,106000000000,บางไผ่พัฒนา,30/03/1462,วัดรวก,-20120001725482-,2000000,662,,นนทบุรี,1,เลขที่ 88/2,12,,2356,บางไผ่,,6000000,662,จ3-41(1)-17/48นบ,บริษัท เนชั่นไฮย์ 1954 จำกัด,09/05/1462,1,13000000
,พิมพ์สิ่งพิมพ์ต่างๆ เช่น สติ๊กเกอร์ ฉลากสินค้าทุกประเภท,บางบัวทอง,3430000000000,,24/07/1475,,-20120001825613-,10000000,663,,นนทบุรี,4,เลขที่ 15/16,14,,1152,บางคูรัด,,4200000,663,จ3-41(1)-18/61นบ,เอส.ไอ.เอ็น.อินฟอร์เมชั่น,17/06/1476,1,20000000
,การพิมพ์ การทำแฟ้มเก็บเอกสาร การเย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์,บางใหญ่,126000000000,,05/11/1481,,-20120204925673-,3000000,664,,นนทบุรี,5,เลขที่ โฉนดที่ดินเลขที่ 118629,5,,396,บางแม่นาง,,0,664,จ3-41(1)-18/67นบ,บริษัท ฮีโร่ บ๊อกซ์ จำกัด,,0,2000000
40500000,พิมพ์ลายกระดาษ พีวีซี ไอพีซี และพลาสติกเพื่อใช้ในการทำเครื่องใช้เฟอร์นิเจอร์ทุกชนิด,ไทรน้อย,17092,ไทรน้อย-ลาดบัวหลวง,100.30493,-,-20120001925504-,13,665,11150,นนทบุรี,4,เลขที่ 21/4,585,,07/08/1464,คลองขวาง,3,12,665,จ3-41(1)-19/50นบ,บริษัท เอสเอ็นซีเซ็นเตอร์ จำกัด,,13.98228,1
,พิมพ์สิ่งพิมพ์ต่างๆ,บางใหญ่,106000000000,บางใหญ่-บางคูลัด (กันตนา),11/09/1463,,-20120002325498-,5000000,666,,นนทบุรี,3,เลขที่ 41/23,15,,0,บางใหญ่,,6000000,666,จ3-41(1)-23/49นบ,บริษัท สยามเอเซียพริ้นท์ จำกัด,09/10/1463,1,20000000
,พิมพ์สิ่งพิมพ์ต่างๆ ทำแฟ้มเก็บเอกสาร การเย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์,บางกรวย,106000000000,นครอินทร์,20/11/1466,วัดหูช้าง,-20120002325522-,5000000,667,,นนทบุรี,1,เลขที่ 18,18,,0,บางคูเวียง,,10000000,667,จ3-41(1)-23/52นบ,บริษัท สยามศิลปการพิมพ์ จำกัด,05/04/1467,1,5000000
,พิมพ์สิ่งพิมพ์ต่างๆ เช่น หนังสือ และหนังสือพิมพ์,เมืองนนทบุรี,126000000000,งามวงศ์วาน,07/11/1471,งามวงศ์วาน 31,-20120002525576-,2000000,668,,นนทบุรี,2,เลขที่ 282/4,30,,713,บางเขน,,0,668,จ3-41(1)-25/57นบ,บริษัท 888 อินเตอร์กรุ๊ป จำกัด,05/11/1472,1,13000000
,พิมพ์สิ่งพิมพ์ต่างๆ,ปากเกร็ด,106000000000,,26/12/1473,ร่วมใจ,-20120002925594-,5000000,669,,นนทบุรี,7,เลขที่ ,15,,3499,คลองข่อย,,15000000,669,จ3-41(1)-29/59นบ,บริษัท ไทภูมิ พับลิชชิ่ง จำกัด,09/03/1475,1,10000000
,พิมพ์สิ่งพิมพ์ต่าง ๆ เช่น หนังสือ สื่อโฆษณา เป็นต้น,บางบัวทอง,106000000000,กาญจนาภิเษก,25/02/1467,-,-20120200325530-,5000000,670,,นนทบุรี,7,เลขที่ 99/11,16,,3730,ลำโพ,,10000000,670,จ3-41(1)-3/53นบ,บริษัท เฟิสท์ ออฟเซท (1993) จำกัด,20/02/1472,1,25000000
,การพิมพ์ ทำแฟ้มเก็บเอกสาร การเย็บเล่ม ทำปก หรือ ตกแต่งสิ่งพิมพ์,บางบัวทอง,126000000000,,19/02/1472,,-20120200325589-,5000000,671,,นนทบุรี,6,เลขที่ 44,16,,6064,บางคูรัด,,6000000,671,จ3-41(1)-3/58นบ,บริษัท เต็มรักการพิมพ์ จำกัด,16/04/1472,1,12000000
,พิมพ์สิ่งพิมพ์ต่างๆ เช่น สติิ๊กเกอร์ ฉลากสินค้าทุกประเภท,ไทรน้อย,3430000000000,,31/01/1479,,-20120017025653-,2000000,672,,นนทบุรี,2,เลขที่ 63,6,,2400,ทวีวัฒนา,,4000000,672,จ3-41(1)-3/65นบ,เอส.ไอ.เอ็น.อินฟอร์เมชั่น สาขา 2,17/11/1480,1,5500000
434141730,พิมพ์สิ่งพิมพ์ต่างๆ และอื่นๆ ตามหนังสือบริคณฑ์สนธิ,บางบัวทอง,17092,ตลิ่งชัน-สุพรรณบุรี,100.3843,,-20120100425448-,211,673,11110,นนทบุรี,8,เลขที่ 95,6725,02-434-0111,07/07/1458,ละหาร,3,159,673,จ3-41(1)-4/44นบ,บริษัท ส.ศิลป(2521) จำกัด,,13.97195,52
,พิมพ์สิ่งพิมพ์ต่างๆ เย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์ เช่น เคลือบปกหนังสือ,บางบัวทอง,106000000000,กาญจนาภิเษก,23/04/1466,วัดศรีเขตนันทาราม,-20120100425521-,500000,674,,นนทบุรี,5,เลขที่ 55/65,7,,600,ลำโพ,,1300000,674,จ3-41(1)-4/52นบ,บริษัท ทริปเปิ้ล โค้ตติ้ง จำกัด,11/10/1467,1,7100000
,พิมพ์ตำราเรียน และเอกสารต่างๆ,ปากเกร็ด,106000000000,ติวานนท์,31/03/1471,พระแม่การุณย์,-20120000425571-,8000000,675,,นนทบุรี,1,เลขที่ 69/217,19,,1800,บ้านใหม่,,6000000,675,จ3-41(1)-4/57นบ,บริษัท สำนักพิมพ์ เอมพันธ์ จำกัด,29/04/1471,1,13000000
60000000,พิมพ์ และผลิตบรรจุภัณ์กระดาษและสิ่งพิมพ์ต่างๆ,ปากเกร็ด,17092,ติวานนท์,100.5589333,พระแม่การุณย์,-20120004325470-,40,676,11120,นนทบุรี,1,เลขที่ 69/228,372,,01/11/1461,บ้านใหม่,3,32,676,จ3-41(1)-43/47นบ,บริษัท อักษรโสภิตการพิมพ์ จำกัด,,13.94698333,8
81400000,ทำสิ่งพิมพ์ต่างๆ และเคลือบมันกระดาษ,ปากเกร็ด,17092,ติวานนท์,100.5585167,พระแม่มหาการุณย์,-20120100525445-,160,677,11120,นนทบุรี,1,เลขที่ 19/9,560.94,,24/08/1458,บ้านใหม่,3,102,677,จ3-41(1)-5/44นบ,บริษัท พี เอ็ม ซี การ์ดส์ (ไทยแลนด์) จำกัด,,13.9465,58
,พิมพ์สิ่งพิมพ์ต่างๆ ทำแฟ้มเอกสาร เย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์,บางใหญ่,126000000000,ตลิ่งชัน-สุพรรณบุรี,21/05/1469,วัดพระเงิน,-20120100525551-,1000000,678,,นนทบุรี,10,เลขที่ 59/4,13,,776,บางม่วง,,50000000,678,จ3-41(1)-5/55นบ,บริษัท สหมิตรพริ้นติ้งแอนด์พับลิสซิ่ง จำกัด,11/06/1469,1,10000000
,ผลิตสิ่งพิมพ์บนแผ่นพลาสติก,บางบัวทอง,106000000000,,25/01/1475,,-20120000525610-,10000000,679,,นนทบุรี,7,เลขที่ 78/9,14,,4000,ลำโพ,,15000000,679,จ3-41(1)-5/61นบ,บริษัท วาไรตี้ แพ็ค จำกัด,25/05/1475,1,15000000
