เงินทุนรวม,ประกอบกิจการ,อำเภอ,ถนน,ซอย,FID,คนงาน,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,ตำบล,ผู้ประกอบการ,_id,เลขทะเบียนเดิม,ชื่อโรงงาน
20000000,"608,610",กรุงเทพมหานคร,ท่าข้าม,บางขุนเทียนชายทะเล,91100000000000,0,4058,,10150,เทียนทะเล 26 แยก 3-1,,186.5,6413,บางขุนเทียน,กลึง กัด เจาะ ชิ้นงาน,4058,ข06413305350,บริษัท ศิริเอกลักษณ์ กรุ๊ป จำกัด
9750000,100/1,กรุงเทพมหานคร,บางแค,เพชรเกษม,10100000000000,100,4059,4215246,10160,,10,2141.08,5204,บางแค,ทำรองเท้าผ้าใบ,4059,5204300124,นายปิยพันธ์ ปัญญานุตรักษ์
2650000,26-ม.ค.,กรุงเทพมหานคร,คลองกุ่ม,นวลจันทร์,10100000000000,106,4060,02-5080359,10240,สุขา-ลำเจียก,9,99.26,2801,บึงกุ่ม,ตัดเย็บเสื้อผ้าสำเร็จรูป,4060,2801303454,ห้างหุ้นส่วนจำกัด สุขหทัย
0,230,กรุงเทพมหานคร,ท่าข้าม,บางขุนเทียน-ชายทะเล,91100000000000,2,4061,,10150,-,-,13,6402,บางขุนเทียน,ปั๊มโลหะ,4061,ข06402305049,นายวิเชียร เฮ็งเจริญ
0,17/32,กรุงเทพมหานคร,ท่าข้าม,บางขุนเทียน-ชายทะเล,91100000000000,8,4062,,10150,วงแหวนชัชวาล,7,47,6402,บางขุนเทียน,กลึงและปั๊มโลหะ,4062,ข06402300240,นายสมพร รุ่งเรือง
290000,51/31-32,กรุงเทพมหานคร,ลำผักชี,สุวินทวงศ์,10100000000000,7,4063,,10530,,9,55.39,5301,หนองจอก,ทำดอกไม้จากพลาสติก,4063,5301306925,นายบุญเทียม ล้ำเลิศสุข
17000000,"4/164-165,4/193-194",กรุงเทพมหานคร,แสมดำ,พระราม 2,10100000000000,10,4064,0 2898 5409,10150,-,7,142.12,5304,บางขุนเทียน,ทำถุงพลาสติก,4064,5304302447,บริษัท ย้ง วาย.ดับบลิว. (ประเทศไทย) จำกัด
4620000,1008/53-54,กรุงเทพมหานคร,คลองตันเหนือ,สุขุมวิท 71,10100000000000,2,4065,02-3921232,10110,ปรีดีพนมยงค์ 44,0,81.45,401,วัฒนา,ฆ่าไก่,4065,401300245,นายวิษณุ คงธนาสมบูรณ์
5218115,32,กรุงเทพมหานคร,แสมดำ,,10100000000000,10,4066,,10150,บางขุนเทียน 16,,19.5,3700,บางขุนเทียน,ผลิตโซฟา เก้าอี้ เตียง,4066,3700322956,บริษัท เทนดา อินเตอร์เนชั่นแนล กรุ๊ป จำกัด
2700000,222/2-3-4-5,กรุงเทพมหานคร,วัดเทพศิรินทร์,บำรุงเมือง,10100000000000,35,4067,2235001,10100,ยศเส,,31.69,2801,ป้อมปราบศัตรูพ่าย,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 100 เครื่อง),4067,2801301125,บริษัท สหไทยการ์เมนท์ (2521) จำกัด
0,64/44 นิคมอุตสาหกรรมอัญธานี,กรุงเทพมหานคร,ดอกไม้,,72200000000000,10,4068,,10250,สุขาภิบาล 2 ซอย 31,,16,8401,ประเวศ,ผลิตเครื่องประดับอัญมณี,4068,น08401301252,บริษัท เอ ดับเบิ้ลยู เอ จิวเวลรี่ จำกัด
300000,327,กรุงเทพมหานคร,บางปะกอก,สุขสวัสดิ์,10100000000000,12,4069,,10140,กาญจนกุญชร,2,89,3601,ราษฎร์บูรณะ,ทำลังไม้,4069,3601300919,ห้างหุ้นส่วนจำกัด ไทยวนาสิน
580000,426/37-38,กรุงเทพมหานคร,ดินแดง,สุทธิสารวินิจฉัย,10100000000000,7,4070,2775478,10400,พร้อมศักดิ์,,36.42,3700,ดินแดง,ทำเครื่องเรือนจากไม้,4070,3700307625,ห้างหุ้นส่วนจำกัด แม๊กซ์ แอนด์ ซัน เฟอร์นิเจอร์
0,7,กรุงเทพมหานคร,ท่าข้าม,บางขุนเทียน-ชายทะเล,91100000000000,20,4071,,10150,เทียนทะเล 26 แยก 1,,250.7,5301,บางขุนเทียน,ทำผลิตภัณฑ์จากพลาสติก,4071,ข05301308649,บริษัท บางกอก กราเวียร์ จำกัด
1610000,1-ธ.ค.,กรุงเทพมหานคร,ฉิมพลี,ทุ่งมังกร,10100000000000,8,4072,,10170,ทุ่งมังกรนิเวศน์,4,41.57,6000,ตลิ่งชัน,หล่อหลอมพระพุทธรูปทองเหลืองได้ปีละ1.8ตัน,4072,6000302521,นายสถาพร โสภณพงษ์ และศุภชัย โสภณพงษ์
25793010,1641,กรุงเทพมหานคร,สวนหลวง,พัฒนาการ,10100000000000,31,4073,3180142,10250,,,251.82,4801,สวนหลวง,ทำยาขัดรองเท้ายาขัดพื้นยาขัดกระจกน้ำยาทำความสะอาดพื้นยาขดโลหะน้ำยาทารองเท้าหนังและผ้าใบน้ำยาขจัดรอยเปื้อนบนเสื้อผ้าก่อนซักและน้ำยาล้างจาน,4073,4801300129,นายคมสัน ปุณโณทก
0,197,กรุงเทพมหานคร,หนองค้างพลู,เพชรเกษม,10100000000000,16,4074,,10160,,,42.77,9501,หนองแขม,ซ่อมเคาะพ่นสีรถยนต์,4074,9501306551,ห้างหุ้นส่วนจำกัด ออโต้เอ็กซ์ดรีม
250000000,,กรุงเทพมหานคร,พระโขนงเหนือ,สุขุมวิท,10100000000000,28,4075,,10110,-,,397,9501,วัฒนา,ซ่อมและพ่นสีรถยนต์,4075,9501306346,บริษัท สุขุมวิท ฮอนด้า ออโตโมบิล จำกัด
6000000,โฉนดเลขที่ 29315 และ 29316,กรุงเทพมหานคร,แสมดำ,บางกระดี่,10100000000000,10,4076,,10150,ศักดิ์มงคล,4,280,6000,บางขุนเทียน,หลอมหล่ออลูมิเนียมได้ปีละ500ตัน,4076,6000300140,บริษัท เอแอล. โซลูชั่น จำกัด
8000000,1117-1123,กรุงเทพมหานคร,ดินแดง,ประชาสงเคราะห์,10100000000000,36,4077,,10400,สุทธิพร,,104.88,7000,ดินแดง,ประกอบเครื่องปรับอากาศ และตู้เย็น,4077,7000304725,บริษัท ไทคูณ เอ็นจิเนียริ่ง จำกัด
255000,789,กรุงเทพมหานคร,บางปะกอก,,10100000000000,14,4078,,10140,,,548,5900,ราษฎร์บูรณะ,หลอมหล่อเหล็ก เช่น อุปกรณ์เครื่องสีข้าว ได้ปีละ 600 ตัน,4078,5900300416,บริษัท บี.ซี.เค.คาสติ้ง จำกัด
3250000,"189,191,193",กรุงเทพมหานคร,ดอนเมือง,สรงประภา,10100000000000,4,4079,,10210,,,69.25,9501,ดอนเมือง,ซ่อมรถยนต์ รถจักรยานยนต์ ทำท่อไอเสียรถยนต์,4079,9501312853,ทวีสุขรวมท่อ
1800000,549/46,กรุงเทพมหานคร,ช่องนนทรี,สาธุประดิษฐ์,10100000000000,7,4080,2840120,10120,แสงสุข,,373.83,7701,ยานนาวา,ทำตัวถังกะบะ และพื้นกะบะรถบรรทุกเล็ก,4080,7701300922,ห้างหุ้นส่วนจำกัด สหพัฒนศิลป์โลหะกิจ
538200000,2191,กรุงเทพมหานคร,บางกะปิ,เพชรบุรีตัดใหม่,10100000000000,14,4081,,10310,,,93.5,9501,ห้วยขวาง,ซ่อมรถยนต์,4081,9501316052,บริษัท วัฒนาออโต้เซลล์แอนด์เซอร์วิส จำกัด
0,404/3,กรุงเทพมหานคร,บางยี่ขัน,จรัญสนิทวงศ์,10100000000000,6,4082,02-4240321,10700,จรัญสนิทวงศ์,,6.5,9501,บางพลัด,ซ่อม เคาะ พ่นสีรถยนต์,4082,9501323351,อู่นครยนต์
13500000,289,กรุงเทพมหานคร,มีนบุรี,รามอินทรา,10100000000000,5,4083,,10510,-,,138.75,3402,มีนบุรี,ทำวงกบประตู-หน้าต่างไม้,4083,3402300753,รามอินทราการช่าง
75100000,119,กรุงเทพมหานคร,คลองสามประเวศ,ร่มเกล้า,10100000000000,170,4084,0 2915 0051-2,10520,,4,7010.94,7702,ลาดกระบัง,"ทำชิ้นส่วนตัวถังรถยนต์อุปกรณ์อะไหล่รถยนต์ได้ปีละ4,000ชิ้น",4084,7702302432,บริษัท ยนตรกิจอุตสาหกรรม จำกัด
25000000,492/2,กรุงเทพมหานคร,คลองกุ่ม,นวมินทร์,10100000000000,34,4085,-,10240,ศรีนครพัฒนา,5,357.22,5301,บึงกุ่ม,ทำผลิตภัณฑ์พลาสติก เช่น ฝาคอรบล้อ กระจังหน้ารถ แผ่นกันโคลน,4085,5301309847,บริษัท ไทยพาราโพลี จำกัด
50000000,"โฉนดที่ดินเลขที่ 30523,30524",กรุงเทพมหานคร,บางโคล่,พระรามที่ 3,10100000000000,4,4086,,10120,,,49,9501,บางคอแหลม,ซ่อมแซมรถยนต์ที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบรถยนต์,4086,9501310356,บริษัท มิลเลียนแนร์ ออโต้ (ประเทศไทย) จำกัด
0,4/299,กรุงเทพมหานคร,อนุสาวรีย์,วัดลาดปลาเค้า-รามอินทรา,10100000000000,0,4087,,10220,เสนาจันทิรา,2,135.44,4101,บางเขน,พิมพ์สิ่งพิมพ์ต่างๆ,4087,4101302237,บริษัท กรังด์ปรีซ์ อินเตอร์เนชั่นแนล จำกัด
10000000,7,กรุงเทพมหานคร,มีนบุรี,นิมิตใหม่,10100000000000,48,4088,,10510,,,286.27,1001,มีนบุรี,ผลิตอาหารสำเร็จรูป เช่น ขนมอบกรอบ ขนมปังกรอบ ข้าวโพดอบกรอบ,4088,1001300748,บริษัท อาหารยอดคุณ จำกัด
90000000,"19/14 , 19/130",กรุงเทพมหานคร,บางบอน,เอกชัย,10100000000000,45,4089,02 415 1894,10150,เอกชัย 63,6,395.5,6500,บางบอน,ผลิตเครื่องจักรและอุปกรณ์ตัดเย็บเสื้อผ้า,4089,6500300848,บริษัท เอเอทีพีอาร์ อินดัสทรี จำกัด
1200000,9/70 ข.,กรุงเทพมหานคร,ดินแดง,ประชาสงเคราะห์,10100000000000,7,4090,2771528,10400,สมบูรณ์พัฒนา,,83.53,9501,ดินแดง,ซ่อม เคาะและพ่นสีรถยนต์ ได้ประมาณปีละ 200 คัน,4090,9501304926,อู่กรุงเทพยนตการณ์
60000,56/1,กรุงเทพมหานคร,บางค้อ,วุฒากาศ,10100000000000,5,4091,02-4681229,10150,,,19.5,9501,จอมทอง,ซ่อมและพ่นสีรถยนต์,4091,9501313653,อ.เจริญชัย
3000000,844/60,กรุงเทพมหานคร,บางโคล่,เจริญกรุง,10100000000000,16,4092,2894524,10120,วัดจันทร์ใน,,44.6,2801,บางคอแหลม,ตัดเย็บเสื้อผ้าสำเร็จรูป จำนวนจักรเย็บผ้า 100 เครื่อง,4092,2801314426,บริษัท ลิม ไลน์ แอพพาเรล จำกัด
1150000,17/80,กรุงเทพมหานคร,บางขุนเทียน,เอกชัย,10100000000000,26,4093,868-0610,10150,เอกชัย34,4,212.5,6401,จอมทอง,ทำกระป๋อง และตัดปั๊มแผ่นโลหะ,4093,6401300329,บริษัท สหไทยพรีซิชั่น เมทอลพาร์ท จำกัด
60000,4/3/3757,กรุงเทพมหานคร,พระโขนง,พระรามที่ 4,10100000000000,5,4094,,10110,บ้านกล้วยใต้,,9.25,6100,คลองเตย,ทำใบเลื่อย และจอบขุดดิน,4094,6100300117,บริษัท วูตุงปั๊ก จำกัด
2900000,110/16,กรุงเทพมหานคร,บางบอน,เอกชัย,100000000000,35,4095,,10150,,4,172,3402,บางบอน,ทำวงกบประตู-หน้าต่าง และเครื่องเรือนจากไม้,4095,ศ03402300935,อ.สหเจริญชัย
2500000,249,กรุงเทพมหานคร,บางนา,สุขุมวิท,10100000000000,39,4096,,10260,สุขุมวิท 66/1,,356.1,7702,บางนา,ทำไส้กรองน้ำมันเครื่อง ไส้กรองหม้อกรองอากาศรถยนต์,4096,7702304523,บริษัท สแตนดาร์ดฟิลเตอร์ (ประเทศไทย) จำกัด
19000000,89,กรุงเทพมหานคร,แสนแสบ,ร่มเกล้า,10100000000000,31,4097,5438890-1,10510,,,238.05,5703,มีนบุรี,ผลิตซีเมนต์ผสม,4097,5703300143,บริษัท คอร์มิกซ์ อินเตอร์เนชั่นแนล จำกัด
4700000,29,กรุงเทพมหานคร,บางจาก,สุขุมวิท 93,10100000000000,17,4098,02-3311521,10260,พึ่งมี 42,,548.22,5301,พระโขนง,ทำเครื่องมือเครื่องใช้จากพลาสติก เช่น หัวต่อสายน้ำเกลือและกรอบนาฬิกา ได้ปีละ 8 ตัน,4098,5301300138,บริษัท เชี่ยวชาญพลาสติก จำกัด
0,17/751-753,กรุงเทพมหานคร,ท่าข้าม,บางขุนเทียน-ชายทะเบ,91100000000000,13,4099,02-8973790,10150,วงแหวนชัชวาล,7,40.25,6413,บางขุนเทียน,โรงกลึง,4099,ข06413317749,บริษัท เอฟ อาร์ ฟ้ารุ่ง อินเตอร์เนชั่นแนล จำกัด
1550000,415-423,กรุงเทพมหานคร,สมเด็จเจ้าพระยา,ประชาธิปก,10100000000000,12,4100,,10600,,,23.97,9501,คลองสาน,ซ่อมและพ่นสีรถยนต์,4100,9501300323,อู่ศิริธน
80000,17-มิ.ย.,กรุงเทพมหานคร,คลองกุ่ม,สุขาภิบาล 1,10100000000000,7,4101,,10240,สมาคมแพทย์,6,32.81,9501,บึงกุ่ม,ซ่อม และพ่นสีรถยนต์ ได้ปีละ 60 คัน,4101,9501302635,อู่มนตรีเซอร์วิส
500000,150,กรุงเทพมหานคร,หนองค้างพลู,เพชรเกษม,10100000000000,5,4102,02-421-0702,10160,เพชรเกษม 114,,118.05,5204,หนองแขม,ทำลูกกลิ้งยางขนาดต่าง ๆ,4102,5204300323,โรงงานผลิตภัณฑ์ยางศรีสยาม
780000,2,กรุงเทพมหานคร,หนองค้างพลู,พุทธมณฑ สาย 3  ซอย6,10100000000000,10,4103,4219522,10160,,10,68.61,9501,หนองแขม,ซ่อมและพ่นสีรถยนต์,4103,9501301643,อู่ บี เอ็มการาจ
7700000,"19,21",กรุงเทพมหานคร,บางบอน,-,10100000000000,10,4104,28950542,10150,-,-,61.75,6413,บางบอน,ทำผลิตภัณฑ์โลหะ เช่น แบบพิมพ์โลหะ,4104,6413301546,นางกมลลักษณ์ ชัยอัมราสิทธิ์
10500000,"75, 75/1-17",กรุงเทพมหานคร,ฉิมพลี,ปิ่นเกล้า-นครชัยศรี,10100000000000,15,4105,4485823,10170,,2,189.18,9501,ตลิ่งชัน,ซ่อมและพ่นสีรถยนต์,4105,9501300235,บริษัท ปิ่นเกล้า ฮอนด้า คาร์ส์ จำกัด
22000000,"21,23,25,37,39,41",กรุงเทพมหานคร,บางบอน,เอกชัย,10100000000000,150,4106,02-811-5555,10150,สุนทร 7,,54.88,2801,บางบอน,ตัดเย็บเสื้อผ้าสำเร็จรูป,4106,2801300957,บริษัท สุขบุญทิพย์ จำกัด
1800000,20/335-336,กรุงเทพมหานคร,จอมทอง,พระรามที่ 2,10100000000000,8,4107,,10150,วัดกก,10,39,6413,จอมทอง,กลึงและเชื่อมโลหะ เช่น เพลา บู๊ช หน้าแปน,4107,6413300745,ไพโรจน์การช่าง
300000,43,กรุงเทพมหานคร,หนองแขม,เลียบคลองภาษีเจริญฝั่งเหนือ,10100000000000,4,4108,,10160,เลียบฯฝั่งเหนือ 10,,42,6200,หนองแขม,ทำเครื่องเรือนจากโลหะ เช่น โต๊ะ เก้าอี้,4108,6200301132,นายวารินทร์ รุ่งเรืองศรีแสง
10000000,"928,920,922,924,926,926/1,296/2",กรุงเทพมหานคร,หลักสอง,บางบอน 3,10100000000000,27,4109,445-5661,10160,,,3513.95,1400,บางแค,"ผลิตน้ำแข็งซอง เพิ่มขึ้น 260 ซอง/วัน รวมเป็น 1,845 ซอง/วัน ผลิตน้ำแข็งก้อนเล็ก เพิ่มขึ้น 32 ตัน/วัน รวมเป็น 191 ตัน/วัน และทำน้ำดื่ม",4109,1400300832,บริษัท โชคเพชรสมุทร 1999 จำกัด
500000,41/64,กรุงเทพมหานคร,บางไผ่,เพชรเกษม,10100000000000,37,4110,,10160,อัสสัมชัญ 11,3,286.62,7000,บางแค,ผลิต และซ่อมแซมส่วนประกอบของเครื่องจักร เช่น ขาจักร โต๊ะจักร,4110,7000303322,บริษัท ฟีนิกซ์อินดัสตรี้ จำกัด
36000000,48/2,กรุงเทพมหานคร,ลำผักชี,สุวินทวงศ์,10100000000000,330,4111,5431672-3,10530,,9,472.06,6409,หนองจอก,"ผลิตชิ้นส่วนเครื่องใช้หุงต้มสำหรับเคลือบได้ปีละ1,994,400ชน",4111,6409300738,บริษัท ไทยเฟริส เอ็นมาเมล จำกัด
300000,4/837,กรุงเทพมหานคร,แสมดำ,พระรามที่ 2,10100000000000,5,4112,,10150,สะแกงามวิลล่า,5,7,6402,บางขุนเทียน,ปั๊มโลหะ,4112,6402300935,นางสาวลำพอง ท้าวโพธิ์เอน
500000,1619,กรุงเทพมหานคร,คลองตัน,ริมทางรถไฟสายปากน้ำ,10100000000000,9,4113,,10110,,,57.44,6900,คลองเตย,ประกอบเครื่องชั่ง,4113,6900300523,ห้างหุ้นส่วนจำกัด ซ้งหลีฮวดเครื่องชั่ง
21500000,17-ม.ค.,กรุงเทพมหานคร,บางซื่อ,ประชาราษฎร์สาย 1,10100000000000,5,4114,,10800,วัดบางโพโอมาวาส,,577.73,3700,บางซื่อ,ทำเครื่องเรือนจากไม้,4114,3700303732,บริษัท โอ.เค.วู้ดโปรดั๊ก จำกัด
4500000,136/9-10,กรุงเทพมหานคร,ทุ่งวัดดอน,ทนุรัตน์,10100000000000,27,4115,2131797,10120,ทนุรัตน์ 4,,9.5,2801,สาทร,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 30 เครื่อง),4115,2801300238,บริษัท โปโลสปอร์ต จำกัด
3000000,31/17-18,กรุงเทพมหานคร,แสมดำ,พระรามที่ 2,10100000000000,15,4116,,10150,บางกระดี่,4,62,4101,บางขุนเทียน,พิมพ์สิ่งพิมพ์ต่าง ๆ,4116,4101300437,บริษัท โอ เอส (1993) การพิมพ์ จำกัด
4500000,116,กรุงเทพมหานคร,หัวหมาก,รามคำแหง,10100000000000,90,4117,,10240,พูนทรัพย์สิน,,308.69,6000,บางกะปิ,หลอมหล่อ และรีดทองคำ ทองขาว เงิน นากเป็นแผ่น ได้ปีละ .8 ตัน,4117,6000300335,บริษัท บางกอกแอสเสย์ออฟฟิส จำกัด
50800000,49/99,กรุงเทพมหานคร,ลำผักชี,,10100000000000,14,4118,,10530,,2,22,9501,หนองจอก,ศูนย์บริการซ่อมรถยนต์,4118,9501325057,บริษัท สิม ออโต้ชัวร์ จำกัด
1100000,81/1,กรุงเทพมหานคร,ท่าแร้ง,สุขาภิบาล5,10100000000000,5,4119,,10220,,6,30,9501,บางเขน,ซ่อมเครื่องและช่วงล่างรถยนต์,4119,9501302855,นายสมชาย ทิวถาวร
64750000,777,กรุงเทพมหานคร,สวนหลวง,,10100000000000,38,4120,081-7345949,10250,อ่อนนุช 10,,294,4101,สวนหลวง,พิมพ์สิ่งพิมพ์,4120,4101302157,บริษัท บอสส์การพิมพ์ จำกัด
0,17/804-805,กรุงเทพมหานคร,ท่าข้าม,บางขุนเทียน-ชายทะเล,91100000000000,10,4121,,10150,วงแหวนชัชวาล,7,24.32,10001,บางขุนเทียน,พ่นและเคลือบสีกระดุม,4121,ข10001301249,บริษัท พี.เค.เค.เฮาซ์ จำกัด
314000000,3498/2,กรุงเทพมหานคร,คลองจั่น,ลาดพร้าว,10100000000000,18,4122,734-1006,10240,-,,30.52,9501,บางกะปิ,ซ่อมรถยนต์,4122,9501302143,บริษัท บริดจสโตน เอ.ซี.ที (ประเทศไทย) จำกัด สาขาลาดพร้าว(1)
27000000,46,กรุงเทพมหานคร,บางบอน,เอกชัย,10100000000000,60,4123,,10150,,,18.12,2801,บางบอน,ตัดเย็บ าสื้อผ้าสำเร็จรูป,4123,2801303252,นายปรีชา เรืองปัญญาวุฒิ
6250000,1078/181-183,กรุงเทพมหานคร,บ้านช่างหล่อ,พรานนก,10100000000000,145,4124,4124707,10700,สุดสาคร,,26,2801,บางกอกน้อย,ตัดเย็บเสื้อผ้าสำเร็จรูป,4124,2801301343,นายทอง สัตยธรรม
550000,209,กรุงเทพมหานคร,บางปะกอก,สุขสวัสดิ์,10100000000000,6,4125,4684896,10140,สุขสวัสดิ์ 26,8,93.19,6401,ราษฎร์บูรณะ,"ทำถังตักปูน ได้ปีละ 36,000 ใบ",4125,6401301320,นายสมศักดิ์ สุคันโธวงศ์
8500000,323,กรุงเทพมหานคร,บางแค,,10100000000000,36,4126,4542857-8,10160, บางแค 14,,137.25,4101,บางแค,พิมพ์สิ่งพิมพ์ต่าง ๆ เช่น สติกเกอร์,4126,4101303635,บริษัท บางกอกดีแคล จำกัด
0,979/27-29,กรุงเทพมหานคร,บางนา,สุขุมวิท,10100000000000,10,4127,7494061,10260,สุขุมวิท 103,12,51.25,6406,บางนา,ทำน๊อต สกรู,4127,6406303232,นายพิเชฐ งามสถาพร
290000,96,กรุงเทพมหานคร,บางมด,ประชาอุทิศ 19,10100000000000,5,4128,,10140,,,55.5,6409,ทุ่งครุ,ทำเสียม และพลั่ว,4128,6409302517,จิ้นอา
650000,71/131,กรุงเทพมหานคร,จอมทอง,จอมทอง,10100000000000,8,4129,,10150,เลิศพัฒนาใต้,,98.5,6500,จอมทอง,ทำส่วนประกอบของเครื่องยนต์ เช่น เพลา สลัก บู๊ช,4129,6500300229,ไทยเส็งยนต์ (เส็ง)
41000000,7,กรุงเทพมหานคร,บางมด,,10100000000000,20,4130,22112530,10140,,,1784.42,5301,ทุ่งครุ,ทำผลิตภัณฑ์พลาสติค เช่น อุปกรณ์เฟอร์นิเจอร์ ลูกล้อ,4130,5301300443,บริษัท ตงวาเฮง จำกัด
556000000,99/40,กรุงเทพมหานคร,แสมดำ,พระราม 2,100000000000,2031,4131,4514090,10150,พรมแดน,4,11835.78,3300,บางขุนเทียน,ผลิตรองเท้ากีฬา รองเท้าอื่น ๆ และชิ้นส่วนรองเท้า,4131,ส03300300232กท,บริษัท บิ๊กสตาร์ จำกัด
2000000,"112,110",กรุงเทพมหานคร,ราษฎร์บูรณะ,ประชาอุทิศ,10100000000000,36,4132,,10140,,,122,2400,ราษฎร์บูรณะ,ถ้กผ้ายืด (จำนวนเครื่องถักผ้า 59 เครื่อง),4132,2400302832,ห้างหุ้นส่วนจำกัด สยามบูรพาการทอ
3100000,83-87,กรุงเทพมหานคร,บางปะกอก,สุขสวัสดิ์,10100000000000,74,4133,02-428-7298-9,10140,สุขสวัสดิ์ 22,,21.75,2801,ราษฎร์บูรณะ,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 72 เครื่อง),4133,2801311135,บริษัท เบลูก้า พลัส จำกัด
1500000,"406/50,51,52",กรุงเทพมหานคร,บางโพงพาง,สาธุประดิษฐ์,10100000000000,15,4134,,10120,พัฒนาการ 1,,158,6500,ยานนาวา,ผลิตชิ้นส่วนอุปกรณ์สำหรับเครื่องยนต์ และเครื่องจักรกลต่าง ๆ เช่น เฟือง บูช,4134,6500302932,นายกฤษณ์ ธนัตถากร
18500000,83/11,กรุงเทพมหานคร,แสมดำ,บางขุนเทียน,10100000000000,15,4135,,10150,-,6,210,2400,บางขุนเทียน,ถักผ้ายืด,4135,2400303247,นายอภินันท์ แซ่โค้ว
1500000,5-ธ.ค.,กรุงเทพมหานคร,โคกแฝด,เชื่อมสัมพันธ์,100000000000,14,4136,02-5431611,10530,,6,222.5,3402,หนองจอก,ทำบานประตู-หน้าต่างและวงกบไม้,4136,ศ03402300338,สยามการช่าง
60000000,36,กรุงเทพมหานคร,สวนหลวง,พัฒนาการ,10100000000000,15,4137,,10250,พัฒนาการ 20 แยก 4,,447.02,4101,สวนหลวง,พิมพ์หนังสือพิมพ์ และพิมพ์สิ่งพิมพ์ต่าง ๆ,4137,4101300653,"โรงพิมพ์หนังสือพิมพ์ ""พิมพ์ไทย"""
0,303,กรุงเทพมหานคร,ช่องนนทรี,สาธุประดิษฐ์,10100000000000,15,4138,02-2117886,10120,วัดโพธิ์แมน,,130,2202,ยานนาวา,ทอผ้าดิบ ผ้าขาวม้า ผ้าปูที่นอน ผ้าเช็ดหน้าและทอผ้าไหม,4138,2202300853,ห้างหุ้นส่วนจำกัด กิจชัย
3000000,384,กรุงเทพมหานคร,คลองต้นไทร,เจริญรัถ,10100000000000,4,4139,,10600,เจริญรัถ 10,,95.78,5304,คลองสาน,"ทำภาชนะบรรจุ เช่น ถุงพลาสติก, ถังน้ำ และของใช้อื่น ๆ",4139,5304305048,นายยงยุทธ ยั่งยืนสิน
3700000,885,กรุงเทพมหานคร,บางซื่อ,ประชาราษฎร์สาย 1,10100000000000,15,4140,5851604,10800,25,,422,3401,บางซื่อ,เลื่อยไม้(เครื่องจักรสำหรับเลื่อยไม้ 285 แรงม้า เครื่องทุ่นแรง 137 แรงม้า),4140,3401300826,บริษัท ไทยสมบูรณ์อินดัสเตรียล จำกัด
9000000,"12,521,254",กรุงเทพมหานคร,สวนหลวง,สุขุมวิท 77,10100000000000,9,4141,02-3111397,10250,อ่อนนุช,,67.5,6500,สวนหลวง,ซ่อมชิ้นส่วนเครื่องจักรรถยนต์,4141,6500300358,อรุณไฮโดรลิก
0,3761/127,กรุงเทพมหานคร,บางโคล่,จันทน์,10100000000000,10,4142,,10120,อยู่ดีตัดใหม่,,8,6402,บางคอแหลม,ทำผลิตภัณฑ์ด้วยวิธีปั๊ม เช่น ลิ้นแฟ้มใส่เอกสาร,4142,6402302752,ชัยเจริญโลหะกิจ
21250000,2,กรุงเทพมหานคร,จอมพล,ลาดพร้าว,10100000000000,7,4143,-,10900,-,0,39.44,9501,จตุจักร,ซ่อมแซมรถยนต์ ศูนย์บริการรถยนต์,4143,9501302951,บริษัท อีซูซุสยามซิตี้ จำกัด
11000000,1035,กรุงเทพมหานคร,บางบำหรุ,จรัญสนิทวงศ์,10100000000000,18,4144,4245701,10700,จรัญสนิทวงศ์ 65,,373.46,6409,บางพลัด,ทำน๊อต สกรู บู๊ช เพลา,4144,6409300829,รุ่งกิจเทคนิคัล
16500000,209,กรุงเทพมหานคร,บางโคล่,แฉล้มนิมิตร,10100000000000,52,4145,,10120,,,144.77,4001,บางคอแหลม,เคลือบสิ่งพิมพ์ด้วยพลาสติก,4145,4001300132,บริษัท อิงค์ ออน เปเปอร์ จำกัด
3500000,48,กรุงเทพมหานคร,คลองสิบสอง,ประชาสำราญ,10100000000000,5,4146,,10530,,1,35,4806,หนองจอก,หมึกพิมพ์,4146,4806300158,บริษัท พี บี เอส คอมเมอร์เชียล จำกัด
820000,53/42,กรุงเทพมหานคร,จอมทอง,จอมทอง,10100000000000,7,4147,,10150,เลิศพัฒนาใต้,18,318.05,6409,จอมทอง,รับจ้างทำของใช้เล็ก ๆ จากโลหะ และรับจ้างกลึง เชื่อมโลหะทั่วไป,4147,6409300746,นายนคร วิศาลโภคะ
11000000,415,กรุงเทพมหานคร,แสมดำ,แสมดำ,10100000000000,23,4148,4154665,10150,,,179.1,4001,บางขุนเทียน,เคลือบกระดาษคาร์บอนผสมหมึกอัดสำเนา เคลือบกระดาษด้วยไข และกรอกระดาษโทรพิมพ์,4148,4001300432,บริษัท เอเซียคาร์บอนอินดัสทรี จำกัด
