เจ้าของข้อมูล,ผลผลิตเฉลี่ย,_id,ปี,ตำบล,อำเภอ,หน่วย
สำนักงานเกษตรจังหวัดอ่างทอง,785.14,419,2565,ยี่ล้น,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,768.12,420,2565,บางจัก,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,834.52,421,2565,ห้วยคันแหลน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,772.82,422,2565,คลองขนาก,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,828.54,423,2565,ไผ่วง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,711.52,424,2565,สี่ร้อย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,806.24,425,2565,ม่วงเตี้ย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,750.39,426,2565,หัวตะพาน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,798.62,427,2565,หลักแก้ว,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,745.17,428,2565,ตลาดใหม่,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,737.4,429,2565,สามโก้,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,728.19,430,2565,ราษฎรพัฒนา,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,733.81,431,2565,อบทม,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,718.29,432,2565,โพธิ์ม่วงพันธ์,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,718.43,433,2565,มงคลธรรมนิมิต,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,15000,434,2566,ตลาดหลวง,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,11900,435,2566,บางแก้ว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2130000,436,2566,ศาลาแดง,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1824000,437,2566,ป่างิ้ว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,536500,438,2566,บ้านแห,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,412300,439,2566,ตลาดกรวด,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2500000,440,2566,มหาดไทย,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,844800,441,2566,บ้านอิฐ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1391600,442,2566,หัวไผ่,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1424200,443,2566,จำปาหล่อ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,425800,444,2566,โพสะ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,849000,445,2566,บ้านรี,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2550000,446,2566,คลองวัว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,993250,447,2566,ย่านซื่อ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3701720,448,2566,จรเข้ร้อง,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2066000,449,2566,ไชยภูมิ,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2880090,450,2566,ชัยฤทธิ์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2572000,451,2566,เทวราช,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3274000,452,2566,ราชสถิตย์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1313700,453,2566,ไชโย,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1737000,454,2566,หลักฟ้า,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1065000,455,2566,ชะไว,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1076500,456,2566,ตรีณรงค์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,37700,457,2566,บางปลากด,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,62200,458,2566,ป่าโมก,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,899420,459,2566,สายทอง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,719860,460,2566,โรงช้าง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,850710,461,2566,บางเสด็จ,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,665640,462,2566,นรสิงห์,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,849800,463,2566,เอกราช,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,102050,464,2566,โผงเผง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2271905,465,2566,อ่างแก้ว,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3392800,466,2566,อินทประมูล,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2267700,467,2566,บางพลับ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4196950,468,2566,หนองแม่ไก่,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,11275252,469,2566,รำมะสัก,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1565100,470,2566,บางระกำ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1905300,471,2566,โพธิ์รังนก,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3194100,472,2566,องครักษ์,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,744000,473,2566,โคกพุทรา,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,7349600,474,2566,ยางช้าย,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1435000,475,2566,บ่อแร่,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2937000,476,2566,ทางพระ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1854300,477,2566,สามง่าม,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4021000,478,2566,บางเจ้าฉ่า,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,824000,479,2566,คำหยาด,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,15177216,480,2566,แสวงหา,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3538200,481,2566,ศรีพราน,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,13497600,482,2566,บ้านพราน,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,16116000,483,2566,วังน้ำเย็น,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,17528400,484,2566,สีบัวทอง,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2811600,485,2566,ห้วยไผ่,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3624000,486,2566,จำลอง,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4190017.5,487,2566,ไผ่จำศิล,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3978375,488,2566,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3700250,489,2566,ไผ่ดำพัฒนา,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,16505250,490,2566,สาวร้องไห้,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,5884950,491,2566,ท่าช้าง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,8693295,492,2566,ยี่ล้น,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3411000,493,2566,บางจัก,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,6437274,494,2566,ห้วยคันแหลน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3210410,495,2566,คลองขนาก,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,8121920,496,2566,ไผ่วง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1212050,497,2566,สี่ร้อย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,14400530,498,2566,ม่วงเตี้ย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1735350,499,2566,หัวตะพาน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,8949925,500,2566,หลักแก้ว,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2352800,501,2566,ตลาดใหม่,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,5325200,502,2566,สามโก้,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,5086000,503,2566,ราษฎรพัฒนา,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4646400,504,2566,อบทม,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3878050,505,2566,โพธิ์ม่วงพันธ์,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,6384000,506,2566,มงคลธรรมนิมิต,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,507,2567,ตลาดหลวง,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,508,2567,บางแก้ว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1012200,509,2567,ศาลาแดง,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2304000,510,2567,ป่างิ้ว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,635000,511,2567,บ้านแห,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,528200,512,2567,ตลาดกรวด,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2160000,513,2567,มหาดไทย,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,941400,514,2567,บ้านอิฐ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1079100,515,2567,หัวไผ่,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1304700,516,2567,จำปาหล่อ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,384000,517,2567,โพสะ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1386600,518,2567,บ้านรี,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1228500,519,2567,คลองวัว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1037400,520,2567,ย่านซื่อ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3697000,521,2567,จรเข้ร้อง,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1472166,522,2567,ไชยภูมิ,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3091400,523,2567,ชัยฤทธิ์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2010000,524,2567,เทวราช,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1804500,525,2567,ราชสถิตย์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1213000,526,2567,ไชโย,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1258000,527,2567,หลักฟ้า,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,784000,528,2567,ชะไว,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1254300,529,2567,ตรีณรงค์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,98730,530,2567,บางปลากด,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,40000,531,2567,ป่าโมก,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1611500,532,2567,สายทอง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,863800,533,2567,โรงช้าง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1132800,534,2567,บางเสด็จ,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,873200,535,2567,นรสิงห์,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1293600,536,2567,เอกราช,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,176800,537,2567,โผงเผง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1782000,538,2567,อ่างแก้ว,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2219000,539,2567,อินทประมูล,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1240800,540,2567,บางพลับ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3240000,541,2567,หนองแม่ไก่,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,8339200,542,2567,รำมะสัก,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1590800,543,2567,บางระกำ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1024000,544,2567,โพธิ์รังนก,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4400000,545,2567,องครักษ์,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2120000,546,2567,โคกพุทรา,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4920400,547,2567,ยางช้าย,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1251000,548,2567,บ่อแร่,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2379200,549,2567,ทางพระ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1382000,550,2567,สามง่าม,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3020000,551,2567,บางเจ้าฉ่า,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2540000,552,2567,คำหยาด,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,15036400,553,2567,แสวงหา,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4480000,554,2567,ศรีพราน,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,12002200,555,2567,บ้านพราน,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,13841700,556,2567,วังน้ำเย็น,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,15383500,557,2567,สีบัวทอง,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3072000,558,2567,ห้วยไผ่,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4128000,559,2567,จำลอง,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3123770,560,2567,ไผ่จำศิล,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2748200,561,2567,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2560500,562,2567,ไผ่ดำพัฒนา,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,9079650,563,2567,สาวร้องไห้,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4118750,564,2567,ท่าช้าง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4370020,565,2567,ยี่ล้น,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3205050,566,2567,บางจัก,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,6026580,567,2567,ห้วยคันแหลน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2607650,568,2567,คลองขนาก,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,6379820,569,2567,ไผ่วง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,921350,570,2567,สี่ร้อย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,10238210,571,2567,ม่วงเตี้ย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1354260,572,2567,หัวตะพาน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,6840000,573,2567,หลักแก้ว,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2206710,574,2567,ตลาดใหม่,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,5183600,575,2567,สามโก้,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,5354750,576,2567,ราษฎรพัฒนา,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,4065800,577,2567,อบทม,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3556400,578,2567,โพธิ์ม่วงพันธ์,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,6361800,579,2567,มงคลธรรมนิมิต,สามโก้,กิโลกรัม/ไร่
,,580,,,,
,,581,,,,
,,582,,,,
,,583,,,,
,,584,,,,
,,585,,,,
,,586,,,,
,,587,,,,
,,588,,,,
,,589,,,,
,,590,,,,
,,591,,,,
,,592,,,,
,,593,,,,
,,594,,,,
,,595,,,,
