เจ้าของข้อมูล,_id,ปี,ตำบล,อำเภอ,ราคาขาย,หน่วย
สำนักงานเกษตรจังหวัดอ่างทอง,494,2566,ห้วยคันแหลน,วิเศษชัยชาญ,11.29,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,495,2566,คลองขนาก,วิเศษชัยชาญ,11.19,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,496,2566,ไผ่วง,วิเศษชัยชาญ,11.37,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,497,2566,สี่ร้อย,วิเศษชัยชาญ,10.98,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,498,2566,ม่วงเตี้ย,วิเศษชัยชาญ,11.28,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,499,2566,หัวตะพาน,วิเศษชัยชาญ,11.14,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,500,2566,หลักแก้ว,วิเศษชัยชาญ,11.37,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,501,2566,ตลาดใหม่,วิเศษชัยชาญ,11.36,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,502,2566,สามโก้,สามโก้,10.55,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,503,2566,ราษฎรพัฒนา,สามโก้,10.63,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,504,2566,อบทม,สามโก้,10.55,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,505,2566,โพธิ์ม่วงพันธ์,สามโก้,10.69,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,506,2566,มงคลธรรมนิมิต,สามโก้,10.57,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,507,2567,ตลาดหลวง,เมืองอ่างทอง,0,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,508,2567,บางแก้ว,เมืองอ่างทอง,0,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,509,2567,ศาลาแดง,เมืองอ่างทอง,10.96,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,510,2567,ป่างิ้ว,เมืองอ่างทอง,10.84,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,511,2567,บ้านแห,เมืองอ่างทอง,10,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,512,2567,ตลาดกรวด,เมืองอ่างทอง,7.61,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,513,2567,มหาดไทย,เมืองอ่างทอง,10.91,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,514,2567,บ้านอิฐ,เมืองอ่างทอง,10,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,515,2567,หัวไผ่,เมืองอ่างทอง,8.71,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,516,2567,จำปาหล่อ,เมืองอ่างทอง,8.44,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,517,2567,โพสะ,เมืองอ่างทอง,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,518,2567,บ้านรี,เมืองอ่างทอง,9.65,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,519,2567,คลองวัว,เมืองอ่างทอง,10.96,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,520,2567,ย่านซื่อ,เมืองอ่างทอง,8.48,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,521,2567,จรเข้ร้อง,ไชโย,8.74,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,522,2567,ไชยภูมิ,ไชโย,9.46,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,523,2567,ชัยฤทธิ์,ไชโย,8.64,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,524,2567,เทวราช,ไชโย,9.73,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,525,2567,ราชสถิตย์,ไชโย,10.18,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,526,2567,ไชโย,ไชโย,9.61,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,527,2567,หลักฟ้า,ไชโย,9.53,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,528,2567,ชะไว,ไชโย,9.29,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,529,2567,ตรีณรงค์,ไชโย,9.32,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,530,2567,บางปลากด,ป่าโมก,9.23,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,531,2567,ป่าโมก,ป่าโมก,9.53,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,532,2567,สายทอง,ป่าโมก,9.08,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,533,2567,โรงช้าง,ป่าโมก,9.21,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,534,2567,บางเสด็จ,ป่าโมก,9.16,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,535,2567,นรสิงห์,ป่าโมก,8.15,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,536,2567,เอกราช,ป่าโมก,9.24,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,537,2567,โผงเผง,ป่าโมก,9.43,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,538,2567,อ่างแก้ว,โพธิ์ทอง,9.46,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,539,2567,อินทประมูล,โพธิ์ทอง,9.21,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,540,2567,บางพลับ,โพธิ์ทอง,10,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,541,2567,หนองแม่ไก่,โพธิ์ทอง,9.78,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,542,2567,รำมะสัก,โพธิ์ทอง,9.67,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,543,2567,บางระกำ,โพธิ์ทอง,9.5,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,544,2567,โพธิ์รังนก,โพธิ์ทอง,9.21,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,545,2567,องครักษ์,โพธิ์ทอง,10,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,546,2567,โคกพุทรา,โพธิ์ทอง,9.21,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,547,2567,ยางช้าย,โพธิ์ทอง,10.06,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,548,2567,บ่อแร่,โพธิ์ทอง,10.11,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,549,2567,ทางพระ,โพธิ์ทอง,10.05,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,550,2567,สามง่าม,โพธิ์ทอง,8.86,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,551,2567,บางเจ้าฉ่า,โพธิ์ทอง,10.11,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,552,2567,คำหยาด,โพธิ์ทอง,8.91,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,553,2567,แสวงหา,แสวงหา,8.83,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,554,2567,ศรีพราน,แสวงหา,9.57,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,555,2567,บ้านพราน,แสวงหา,9,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,556,2567,วังน้ำเย็น,แสวงหา,9.19,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,557,2567,สีบัวทอง,แสวงหา,8.95,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,558,2567,ห้วยไผ่,แสวงหา,9.4,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,559,2567,จำลอง,แสวงหา,9.42,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,560,2567,ไผ่จำศิล,วิเศษชัยชาญ,8.96,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,561,2567,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,9.01,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,562,2567,ไผ่ดำพัฒนา,วิเศษชัยชาญ,9.92,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,563,2567,สาวร้องไห้,วิเศษชัยชาญ,8.35,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,564,2567,ท่าช้าง,วิเศษชัยชาญ,8.83,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,565,2567,ยี่ล้น,วิเศษชัยชาญ,8.68,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,566,2567,บางจัก,วิเศษชัยชาญ,9.61,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,567,2567,ห้วยคันแหลน,วิเศษชัยชาญ,8.87,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,568,2567,คลองขนาก,วิเศษชัยชาญ,9.19,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,569,2567,ไผ่วง,วิเศษชัยชาญ,8.48,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,570,2567,สี่ร้อย,วิเศษชัยชาญ,9.68,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,571,2567,ม่วงเตี้ย,วิเศษชัยชาญ,8.95,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,572,2567,หัวตะพาน,วิเศษชัยชาญ,9.55,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,573,2567,หลักแก้ว,วิเศษชัยชาญ,9.12,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,574,2567,ตลาดใหม่,วิเศษชัยชาญ,8.97,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,575,2567,สามโก้,สามโก้,9.58,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,576,2567,ราษฎรพัฒนา,สามโก้,9.51,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,577,2567,อบทม,สามโก้,9.43,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,578,2567,โพธิ์ม่วงพันธ์,สามโก้,9.58,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,579,2567,มงคลธรรมนิมิต,สามโก้,9.52,บาท
,580,,,,,
,581,,,,,
,582,,,,,
,583,,,,,
,584,,,,,
,585,,,,,
,586,,,,,
,587,,,,,
,588,,,,,
,589,,,,,
,590,,,,,
,591,,,,,
,592,,,,,
,593,,,,,
,594,,,,,
,595,,,,,
