เงินทุนรวม,ประกอบกิจการ,อำเภอ,ถนน,ซอย,FID,คนงานรวม,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,ตำบล,ผู้ประกอบการ,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,แรงม้าตรวจพบ,รายการ,คนงานหญิง
" 6,100,000 ",คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หนองเสือ,,,-10130009925598-,12,12130,ปทุมธานี,4,เลขที่ 87, 200.00 ,,หนองสามวัง,นายปิยะมิตร ศรีสว่าง,8,100,3-105-99/59ปท,นายปิยะมิตร ศรีสว่าง, 200.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,4
" 20,000,000 ",นำน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายใช้แล้วมาผสมเป็นเชื้อเพลิงทดแทน กลั่นตัวทำละลายใช้แล้วเพื่อนำกลับมาใช้ประโยชน์ใหม่ ผลิตไบโอดีเซลจากน้ำมันพืชใช้แล้วและน้ำมันสัตว์ใช้แล้ว ซ่อมถังและล้างถังด้วยตัวทำละลาย และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองหลวง,,,-10130001325607-,20,13170,ปทุมธานี,16,เลขที่ 26/4, 110.00 ,35744571,คลองสาม,บริษัท เอ็นแอนด์เจ อินเตอร์ เทรด (555) จำกัด,13,101,3-106-13/60ปท,บริษัท เอ็นแอนด์เจ อินเตอร์ เทรด (555) จำกัด, 110.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,7
" 29,000,000 ",นำน้ำมันพืชที่ไม่ใช้แล้วมากรองแยกสิ่งปนเปื้อนเพื่อใช้เป็นวัตถุดิบสำหรับอุตสาหกรรม ทำเชื้อเพลิงทดแทน ทำน้ำมันเอนกประสงค์ การบดย่อยเครื่องใช้ไฟฟ้าและชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ที่ไม่ใช้แล้ว คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลาดหลุมแก้ว,,,-10130002725599-,6,12140,ปทุมธานี,6,เลขที่ 8/3, 360.00 ,02-9761008,คลองพระอุดม,บริษัท สยาม ลูป ออยล์ จำกัด,6,102,3-106-27/59ปท,บริษัท สยาม ลูป ออยล์ จำกัด,,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,0
" 15,000,000 ",นำน้ำมันหล่อลื่นที่ใช้แล้ว หรือ สารทำละลาย มาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตเป็นเชื้อเพลิงทดแทน ทำเชื้อเพลิงผสม คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำลูกกา,,พานทอง,-10130006425634-,10,12150,ปทุมธานี,7,เลขที่ โฉนดที่ดินเลขที่ 148584, 470.00 ,,บึงคำพร้อย,บริษัท เค คูณ ซัพพลายส์ จำกัด,5,103,3-106-3/63ปท,บริษัท เค คูณซัพพลายส์ จำกัด, 470.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,5
" 11,000,000 ",บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าหรืออิเล็กทรอนิกส์ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,สามโคก,,,-10130003225615-,17,12160,ปทุมธานี,4,เลขที่ โฉนดที่ดินเลขที่ 6273, 490.00 ,,ท้ายเกาะ,บริษัท นิวซอร์ส จำกัด,12,104,3-106-32/61ปท,บริษัท นิวซอร์ส จำกัด,,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,5
" 19,000,000 ","คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย สกัดโลหะมีค่าจากแผงวงจร, ตะกรันโลหะมีค่า, ตะกอนจากระบบบำบัดน้ำเสีย, เศษผ้าปนเปื้อน Silver Epoxy, โลหะที่มีทองคำเคลือบผิวอยู่, Lead Free, ผลิตเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและน้ำมันพืชใช้แล้ว, บดย่อยอุปกรณ์อีเล็คทรอนิคส์ ล้างถังด้วย Sovent",เมืองปทุมธานี,บางกุฎีทอง,-,-10130003525535-,27,12000,ปทุมธานี,2,เลขที่ 99/13, 123.00 ,,บางกะดี,บริษัท สหการบางกะดี่เซอร์วิส จำกัด,15,105,3-106-35/53ปท,บริษัท สหการบางกะดีเซอร์วิส จำกัด, 123.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,12
" 37,000,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองปทุมธานี,-,-,-10130003725523-,23,12000,ปทุมธานี,4,เลขที่ 153, 700.00 ,,สวนพริกไทย,บริษัท จ.ชัยเจริญรีไซเคิล จำกัด,15,106,3-106-37/52ปท,บริษัท จ.ชัยเจริญรีไซเคิล จำกัด, 700.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,8
" 26,000,000 ",บดย่อยเศษตะกรันโลหะผสมจากการบัดกรี (Solder Dross) บดย่อยชิ้นส่วนเครื่องใช้ไฟฟ้า เศษยาง และอุปกรณ์อิเล็กทรอนิกส์ บดย่อยวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย นำวัสดุที่ไม่ใช้แล้วทั้งสภาพของแข็งและของเหลว (น้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว) มาผลิตเชื้อเพลิงผสม (Blending) และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,สามโคก,-,-,-10130004125590-,14,11120,ปทุมธานี,4,เลขที่ 23/27, 290.00 ,,ท้ายเกาะ,บริษัท โกลบัล ไวด์ เวสท์ จำกัด,14,107,3-106-41/59ปท,บริษัท โกลบัล ไวด์ เวสท์ จำกัด, 290.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,0
" 15,500,000 ",นำน้ำมันใช้แล้วและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่ ซ่อมและล้างถังด้วยตัวทำละลาย คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลาดหลุมแก้ว,-,-,-10130000525553-,6,12140,ปทุมธานี,5,เลขที่ 8/3, 53.00 ,0-29761007-8,คลองพระอุดม,บริษัท สยาม ลูป ออยล์ จำกัด,6,108,3-106-5/55ปท,บริษัท สยาม ลูป ออยล์ จำกัด, 53.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,0
" 36,500,000 ",บดย่อยเครื่องใช้ไฟฟ้าและชิ้นส่วนอิเล็กทรอนิกส์ใช้แล้ว ซ่อมและล้างถังด้วยตัวทำละลาย เก็บรวบรวมแบตเตอรี่ใช้แล้ว โดยไม่มีการแปรสภาพ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำลูกกา,,,-10130005925600-,11,12150,ปทุมธานี,14,เลขที่ 29/8, 304.00 ,,บึงคำพร้อย,ห้างหุ้นส่วนจำกัด วงษ์พาณิชย์ลำลูกกา,7,109,3-106-59/60ปท,ห้างหุ้นส่วนจำกัด วงษ์พาณิชย์ลำลูกกา, 304.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,4
" 5,020,000 ",นำน้ำมันใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน และน้ำมันทาไม้แบบ คัดแยกวัสดุที่ไม่ใช้แล้ว อัดโลหะ กระดาษ และย่อยพลาสติก ซ่อมและล้างถัง,ลาดหลุมแก้ว,วงแหวนตะวันตก,-,-10130200725474-,7,12140,ปทุมธานี,9,เลขที่ 34/6, 84.00 ,,คูบางหลวง,ห้างหุ้นส่วนจำกัด ต.กิจบำรุง,6,110,3-106-7/47ปท,ห้างหุ้นส่วนจำกัด ต.กิจบำรุง, 84.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,1
" 4,000,000 ",บดย่อยเครื่องใช้ไฟฟ้าและชิ้นส่วนอิเล็กทรอนิกส์ที่ใช้แล้ว คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,สามโคก,,,-10130008125604-,12,12160,ปทุมธานี,4,เลขที่ 32/28, 185.00 ,,ท้ายเกาะ,บริษัท ที ดี ไชน่า รีไซเคิล จำกัด,7,111,3-106-81/60ปท,บริษัท ที ดี ไชน่า รีไซเคิล จำกัด, 185.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,5
" 6,800,000 ",บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,คลองหลวง,เลียบคลองหก,,-10130009525604-,10,10250,ปทุมธานี,8,เลขที่ โฉนดที่ดินเลขที่ 51738, 122.00 ,,คลองหก,นางวิราภรณ์ บุญเพ็ชร์,6,112,3-106-95/60ปท,บุญเพ็ชร์ รีไซเคิล,,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,4
" 793,000,000 ",แปรรูปผักและผลไม้ทุกชนิด คัดแยก ชำแหละ แกะ บรรจุเนื้อสัตว์ เพื่อใช้ปรุงอาหารหรือพร้อมบริโภคและผลิตอาหารจากแป้ง เช่น ขนมปัง เป็นต้น,คลองหลวง,,,-10130000125610-,489,10210,ปทุมธานี,20,เลขที่ 101/125," 9,711.05 ",,คลองหนึ่ง,บริษัท อาหารเบทเทอร์ จำกัด,216,113,3-4(2)-1/61ปท,บริษัท อาหารเบทเทอร์ จำกัด," 4,415.79 ",ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,273
" 6,500,000 ",คัดแยกขนาดหรือคุณภาพของผลิตผลเกษตรกรรม และบรรจุใส่ถาดพลาสติก,คลองหลวง,,,-20130071325642-,10,12120,ปทุมธานี,5,เลขที่ 39/11, 52.00 ,,คลองสี่,บริษัท ศิลามั่นคง 2012 จำกัด,5,114,จ2-2(9)-1/64ปท,บริษัท ศิลามั่นคง 2012 จำกัด, 52.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,5
" 15,000,000 ",คัดแยก บรรจุผักผลไม้,คลองหลวง,,,-20130072725642-,60,12120,ปทุมธานี,4,เลขที่ 12/3, 20.00 ,,คลองห้า,บริษัท โพรเกรส เวิลดิ์ จำกัด,19,115,จ2-2(9)-3/64ปท,บริษัท โพรเกรส เวิลดิ์ จำกัด, 20.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,41
" 4,300,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษโลหะ อัดเศษกระดาษ เป็นต้น,สามโคก,,,-20130110525517-,12,12160,ปทุมธานี,2,เลขที่ 20/14, 130.00 ,02-9505336,บ้านปทุม,บริษัท ชนะชัยอิเลคทรอนิค รีไซเคิล จำกัด,10,116,จ3-105-105/51ปท,บริษัท ชนะชัยอิเลคทรอนิค รีไซเคิล จำกัด, 130.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,2
" 11,500,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายจากโรงงานอุตสาหกรรม อัดเศษกระดาษ และเศษโลหะ,ลาดหลุมแก้ว,,,-20130011525525-,28,12140,ปทุมธานี,4,เลขที่ โฉนดเลขที่ 242, 370.00 ,,ลาดหลุมแก้ว,บริษัท อินฟินีตี้เปเปอร์ จำกัด,28,117,จ3-105-115/52ปท,บริษัท อินฟินีตี้เปเปอร์ จำกัด, 370.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,0
" 8,500,000 ",คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อุปกรณ์อิเล็คทรอนิกส์ อัดเศษโลหะ เศษกระดาษ และบดย่อยพลาสติก,คลองหลวง,,,-20130011725513-,10,12120,ปทุมธานี,11,เลขที่ 77/1, 65.00 ,08-9924-1491,คลองหก,บริษัท หมิง จี (ไทย-จีน) อินเตอร์เนชั่นแนล จำกัด,7,118,จ3-105-117/51ปท,บริษัท หมิง จี (ไทย-จีน) อินเตอร์เนชั่นแนล จำกัด, 65.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,3
" 10,500,000 ",คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อย,คลองหลวง,,,-20130012525516-,12,12120,ปทุมธานี,7,เลขที่ 56/5, 295.00 ,,คลองหนึ่ง,นางชูเจริญ อิ่มศรี,7,119,จ3-105-125/51ปท,, 295.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,5
" 4,800,000 ",คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นาของเสียอันตราย ทำการบอย่อยพลาสติก บดแก้ว อัดเศษกระดาษ อัดเศษโลหะ,ลาดหลุมแก้ว,,,-20130114425508-,10,12140,ปทุมธานี,9,เลขที่ 7/7, 76.50 ,,ระแหง,บริษัท ปราบขยะ รีไซเคิล จำกัด,7,120,จ3-105-144/50ปท,บริษัท ปราบขยะ รีไซเคิล จำกัด, 76.50 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,3
" 9,000,000 ",คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นของเสียอันตราย เช่น แผงวงจรอิเลคทรอนิกส์ ชิ้นส่วนอิเลคทรอนิกส์ เศษโลหะ เศษพลาสติก เศษกระดาษ ไม้พาเลท,สามโคก,ปทุมธานี-สามโคก,,-20130015025514-,14,12160,ปทุมธานี,4,เลขที่ 32/11-12, 177.00 ,,ท้ายเกาะ,บริษัท นิวไลฟ์ เวิลด์ เมทัล จำกัด,7,121,จ3-105-150/51ปท,บริษัท นิวไลฟ์ เวิลด์ เมทัล จำกัด, 177.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,7
" 3,310,000 ",คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษกระดาษ อัดเศษโลหะ เป็นต้น,ลาดหลุมแก้ว,,,-20130017525511-,6,12140,ปทุมธานี,10,เลขที่ 34/5, 187.00 ,,คูบางหลวง,บริษัท กรประวิชษ์ เอ็นเตอร์ไพร์ส จำกัด,4,122,จ3-105-175/51ปท,บริษัท กรประวิชษ์ เอ็นเตอร์ไพร์ส จำกัด, 187.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,2
" 9,000,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และอัดเศษกระดาษ บด ย่อย พลาสติก,คลองหลวง,,,-20130018325507-,9,12120,ปทุมธานี,4,เลขที่ 47/42, 84.00 ,,คลองหนึ่ง,ห้างหุ้นส่วนจำกัด วัฒนอนันต์,4,123,จ3-105-183/50ปท,นายเทพพนม วัฒนสุข, 84.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,5
" 10,000,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ เหล็ก พลาสติก ทองแดง เป็นต้น หรืออัดเศษกระดาษ อัดเศษโลหะ,ลาดหลุมแก้ว,,,-20130019225516-,9,12140,ปทุมธานี,1,เลขที่ 59/2, 194.00 ,,คูขวาง,บริษัท ปทุมรีไซเคิล จำกัด,7,124,จ3-105-192/51ปท,บริษัท ปทุมรีไซเคิล จำกัด, 194.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,2
" 3,500,000 ",คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก ทองแดง เหล็ก เป็นต้น หรือการโม่บดย่อยพลาสติก หรืออัดกระดาษ,ลาดหลุมแก้ว,,,-20130019425512-,6,12140,ปทุมธานี,1,เลขที่ 34, 82.00 ,081-7575784,หน้าไม้,ห้างหุ้นส่วนจำกัด ธนวัฒน์กิจเจริญ,4,125,จ3-105-194/51ปท,ห้างหุ้นส่วนจำกัด ธวัฒน์กิจเจริญ, 82.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,2
" 1,700,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น พลาสติก กระดาษ เหล็ก อลูมิเนียม ทองแดง,คลองหลวง,,,-20130019625509-,5,12120,ปทุมธานี,9,เลขที่ 3/6, 75.00 ,,คลองหนึ่ง,ห้างหุ้นส่วนจำกัด เอ เอ็น ซี เซอร์วิส แอนด์ รีไซคลิง,5,126,จ3-105-196/50ปท,ห้างหุ้นส่วนจำกัด เอ เอ็น ซี เซอร์วิส แอนด์ รีไซคลิง, 75.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,0
" 8,000,000 ",คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น เศษทองเหลือง เศษทองแดง เศษเหล็ก เศษพลาสติก เศษกระดาษ ฯลฯ,สามโคก,,,-20130020225513-,15,12160,ปทุมธานี,4,เลขที่ 32/8, 99.00 ,,ท้ายเกาะ,บริษัท โกลบัล ไวด์ เวสท์ จำกัด,9,127,จ3-105-202/51ปท,บริษัท โกลบัล ไวด์ เวสท์ จำกัด, 99.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,6
" 3,000,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก ทองแดง อลูมิเนียม กระดาษ พลาสติก เป็นต้น หรืออัดเศษกระดาษ โลหะ โม่ บดย่อยพลาสติก,คลองหลวง,,,-20130020725512-,10,12120,ปทุมธานี,14,เลขที่ 18/8, 170.00 ,,คลองสอง,ห้างหุ้นส่วนจำกัดป.ภูมีศรี รีไซเคิล ,8,128,จ3-105-207/51ปท,ห้างหุ้นส่วนจำกัดป.ภูมีศรี รีไซเคิล, 170.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,2
" 26,000,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย เช่น พลาสติก กระดาษ โลหะ อัดเศษกระดาษ เศษพลาสติก บด ย่อยพลาสติก,ลำลูกกา,เลียบคลองหก,,-20130020925518-,16,12150,ปทุมธานี,7,เลขที่ , 132.00 ,,บึงคำพร้อย,บริษัท กานต์กมล จำกัด,9,129,จ3-105-209/51ปท,บริษัท กานต์กมล จำกัด, -   ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,7
" 11,000,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่นเหล็ก ทองแดง ทองเหลือง พลาสติก กระดาษ สแตนเลส เป็นต้น หรือการโม่ บด ย่อยพลาสติก หรืออัดกระดาษ,ลำลูกกา,ลำลูกกา,,-20130022625504-,10,12150,ปทุมธานี,18,เลขที่ 23/5, 94.00 ,,บึงทองหลาง,นางเนตรหทัย สุขศึกพ่าย,8,130,จ3-105-226/50ปท,, 94.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,2
" 4,300,000 ",คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นอันตราย บดย่อย ทำเม็ดพลาสติกเกรด B อัดเศษโลหะ กระดาษ ซ่อมดัดแปลงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเลคทรอนิกส์,สามโคก,เลียบถนนคลองเปรม,,-20130004925518-,10,12160,ปทุมธานี,2,เลขที่ 20/13, 130.00 ,,บ้านปทุม,บริษัท สุรีรัตน์ รีไซเคิล จำกัด,7,131,จ3-105-49/51ปท,บริษัท สุรีรัตน์ รีไซเคิล จำกัด, 130.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,3
" 1,900,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และบดพลาสติก,สามโคก,ปทุมธานี-สามโคก,,-20130300525517-,16,12160,ปทุมธานี,1,เลขที่ 92, 100.00 ,02-9772978,สามโคก,บริษัท โชอะ คันเกียว (ประเทศไทย) จำกัด,3,132,จ3-105-5/51ปท,บริษัท โชเอะ คันเกียว (ประเทศไทย) จำกัด, 100.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,13
" 3,000,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายและอัดกระดาษ,คลองหลวง,เอราวัณ 1,เอราวัณ 22,-20130005525523-,7,12120,ปทุมธานี,14,เลขที่ 18/6, 60.00 ,,คลองสอง,บริษัท เทค ออล สเต็ป จำกัด,4,133,จ3-105-55/52ปท,บริษัท เทค ออล สเต็ป จำกัด, 60.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,3
" 7,600,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย และบดพลาสติก,คลองหลวง,พหลโยธิน,บิ๊กแลนด์ แฟคตอรี่,-20130006425517-,13,12120,ปทุมธานี,13,เลขที่ 1141, 60.00 ,,คลองหนึ่ง,บริษัท สยาม คาวาชิม่า จำกัด,6,134,จ3-105-64/51ปท,บริษัท สยาม คาวาชิม่า จำกัด, 60.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,7
" 10,000,000 ",คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,เมืองปทุมธานี,กรุงเทพ-ปทุมธานี,สุวิมล,-20130006825500-,67,12000,ปทุมธานี,2,เลขที่ 88, 133.00 ,,บางหลวง,บริษัท ชั่งเซ้ง เอ็นเตอร์ไพร์ส จำกัด,64,135,จ3-105-68/50ปท,บริษัท ชั่งเซ้ง เอ็นเตอร์ไพร์ส จำกัด, 45.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,3
" 85,000,000 ",คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก อัดเศษโลหะ ตัด พับ หรือม้วนโลหะ,ลาดหลุมแก้ว,วงแหวนตะวันตก,-,-20130008025513-,36,12140,ปทุมธานี,3,เลขที่ 33," 2,402.40 ",,คลองพระอุดม,บริษัท ทีซีเอช รีไซเคิล จำกัด,34,136,จ3-105-80/51ปท,บริษัท ทีซีเอช รีไซเคิล จำกัด, 478.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,2
" 8,500,000 ",คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อยพลาสติก,คลองหลวง,คลองหลวง,,-20130009925513-,10,12120,ปทุมธานี,7,เลขที่ 119/69, 65.00 ,,คลองสอง,นางสาววาสนา แซ่ลี้,7,137,จ3-105-99/51ปท,, 65.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,3
" 12,500,000 ",คั่ว บด และคัดแยกคุณภาพกาแฟ,ธัญบุรี,,,-20130100425579-,10,10900,ปทุมธานี,1,เลขที่ 168/68, 170.50 ,02-5218405,ลำผักกูด,บริษัท ซาลอตโต้ จำกัด,8,138,จ3-12(2)-4/57ปท,บริษัท ซาลอตโต้ จำกัด,,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,2
" 19,765,850 ",ผลิตผลไม้อบแห้ง เก็บรักษา คัดแยกหรือถนอมผักและผลไม้,ลาดหลุมแก้ว,,,-20130000425604-,14,12140,ปทุมธานี,1,เลขที่ 81/15, 255.00 ,063-5535353,คลองพระอุดม,บริษัท เจนเนอร์รัล ฟรุ๊ต จำกัด,3,139,จ3-2(1)-4/60ปท,บริษัท เจนเนอร์รัล ฟรุ๊ต จำกัด, 255.00 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,11
" 30,500,000 ",บดย่อยพลาสติกจากพลาสติกเก่า และคัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย และฉีดพลาสติกเป็นผลิตภัณฑ์,คลองหลวง,รังสิต-นครนายก,,-20130101025501-,31,12120,ปทุมธานี,3,เลขที่ -, 352.60 ,,คลองสอง,บริษัท สยาม แฮ็พท์ จำกัด,24,140,จ3-53(4)-10/50ปท,บริษัท สยาม แฮ็พท์ จำกัด, 352.60 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,7
" 4,500,000 ",ผลิตเม็ดพลาสติกและถุงพลาสติก คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,เมืองปทุมธานี,ติวานนท์,,-20130300225423-,8,12000,ปทุมธานี,2,เลขที่ 53/14, 228.24 ,,บางกะดี,ห้างหุ้นส่วนจำกัด อุทัยพลาสติก,5,141,จ3-53(4)-2/42ปท,บริษัท อุทัยพลาสติก อุตสาหกรรม จำกัด, 272.92 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,3
" 700,000 ","บด ย่อย ทำเม็ดพลาสติกจากเศษพลาสติก,เศษโฟม คัดแยกสิ่งปฏิกูลหรือวัสดุ ที่ไม่ใช่แล้ว ตามที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541)",คลองหลวง,เลียบคลองสี่,,-20131500125454-,12,12120,ปทุมธานี,7,เลขที่ 22/3, 139.99 ,,คลองสี่,บริษัท ส.ภิญญา รีไซเคิล จำกัด,9,142,จ3-53(5)-1/45ปท,บริษัท ส.ภิญญา รีไซเคิล จำกัด, 121.50 ,ผู้ประกอบการคัดแยกวัสดุที่ไม่ใช้แล้ว,3
