ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
เพชรเกษม 53,ทำแม่ปั้มเบรค,1.0,10100500425208,23,450000,5166,3-77(2)-4/20,5166,7702300420.0,,นายทวี เอี่ยมกิจการ,6,กรุงเทพมหานคร,เพชรเกษม,บางแค,บางแค,745.0
พระรามที่ 2 ซอย 11,กลึงโลหะ เช่น คันเกียร์ จานเบรค,2.0,10100005925512,73.13,6600000,5167,3-64(13)-59/51,5167,6413305951.0,02-4282249,นาย สมชาย เซี่ยงฉิน,4,กรุงเทพมหานคร,พระรามที่ 2,บางมด,จอมทอง,44/110-111
-,ฆ่าสัตว์,7.0,10100000125431,30.4,9100000,5168,3-4(1)-1/43,5168,401300143.0,-,นางพรสุดา เลี้ยงมงคล,20,กรุงเทพมหานคร,อยู่วิทยา,ลำต้อยติ่ง,หนองจอก,43618.0
พัฒนาการ 1,ทำเตียงคนไข้ และรถเข็นคนไข้,,10101700125200,344.44,1500000,5169,3-81(3)-1/20,5169,8103300120.0,,บริษัท อาทิตย์ครุภัณฑ์การแพทย์ จำกัด,30,กรุงเทพมหานคร,สาธุประดิษฐ์,บางโพงพาง,ยานนาวา,1001/1
,ซ่อมรถยนต์,2.0,10100012425415,44.71,1500000,5170,3-95(1)-124/41,5170,9501312441.0,,นายสวิน สินงามทวี,8,กรุงเทพมหานคร,สายไหม,สายไหม,สายไหม ,109/99
,ทำเส้นใย ตีเกลียวเส้นด้าย ทำสายเข็มขัด และสายกระเป๋า,,10100000225470,765.63,13500000,5171,3-22(1)-2/47,5171,2201300247.0,,บริษัท ส.ปภัสธร จำกัด,20,กรุงเทพมหานคร,อนามัยงามเจริญ 25 แยก2,ท่าข้าม,บางขุนเทียน,46.0
,ซ่อมและพ่นสีรถยนต์,2.0,10101500225358,189.18,10500000,5172,3-95(1)-2/35,5172,9501300235.0,4485823  ,บริษัท ปิ่นเกล้า ฮอนด้า คาร์ส์ จำกัด,15,กรุงเทพมหานคร,ปิ่นเกล้า-นครชัยศรี,ฉิมพลี,ตลิ่งชัน,"75, 75/1-17"
ลาดกระบัง 20,ทำวงกบประตูหน้าต่างไม้ และบานประตูหน้าต่างไม้,,10100010825525,11,4750000,5173,3-34(2)-108/52,5173,3402310852.0,02-3290356,ศรีเจริญ,2,กรุงเทพมหานคร,สุขุมวิท 77 (อ่อนนุช-ลาดกระบัง),ลาดกระบัง,ลาดกระบัง,6.0
ศาลธนบุรี 35,กลึง ไส เจาะ เชื่อมโลหะทั่วไป,,10100014025486,53.5,7900000,5174,3-64(13)-140/48,5174,6413314048.0,,อ.ทศพลจักรกล,8,กรุงเทพมหานคร,,บางหว้า,ภาษีเจริญ,2.0
เสนานิคม 1,ซ่อมและพ่นสีรถยนต์,,10100201225261,6,6600000,5175,3-95(1)-12/26,5175,9501301226.0,,อู่เฮงเซอร์วิส,8,กรุงเทพมหานคร,พหลโยธิน,ลาดยาว,จตุจักร,569/6
พุทธบูชา 36,พิมพ์สิ่งพิมพ์ต่าง ๆ และทำกล่องกระดาษ,5.0,10100000525473,525.8,23000000,5176,3-39-5/47,5176,3900300547.0,,แก้วบรรจุภัณฑ์การพิมพ์,30,กรุงเทพมหานคร,พุทธบูชา,บางมด,ทุ่งครุ,232.0
สะแกงาม 14 แยก 3,กลึง เจาะ ไส เชื่อมโลหะทั่วไป,,10100108025475,306.68,7900000,5177,3-64(13)-80/47,5177,6413308047.0,,เซียะจั๊ว,25,กรุงเทพมหานคร,,แสมดำ,บางขุนเทียน,"4,4/1"
เพชรเกษม 52,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 524 เครื่อง),9.0,10100012625329,175.6,33076000,5178,3-28(1)-126/32,5178,2801312632.0,4578540.0,บริษัท วาศนีย์อินเตอร์ เนชั่นแนล จำกัด,165,กรุงเทพมหานคร,เพชรเกษม,บางหว้า,ภาษีเจริญ,15/99
นภาศัพท์แยก 3,ทำมักกะโรนีและสปาเกตตี้ น้ำหวานชนิดเข้มข้นจากน้ำตาล น้ำซ๊อส น้ำพริกเผาบรรจุขวด,,10100000225140,118.64,1020000,5179,3-10(3)-2/14,5179,1003300214.0,3919225.0,บริษัท บีบีไอ จำกัด,12,กรุงเทพมหานคร,สุขุมวิท,คลองตัน,คลองเตย,43617.0
,ประกอบเครื่องชั่ง,,10100700525237,57.44,500000,5180,3-69-5/23,5180,6900300523.0,,ห้างหุ้นส่วนจำกัด ซ้งหลีฮวดเครื่องชั่ง,9,กรุงเทพมหานคร,ริมทางรถไฟสายปากน้ำ,คลองตัน,คลองเตย,1619.0
รัตนพราหมณ์,"ผลิตคอนกรีตผสมเสร็จ ได้ปีละ 72,000 ลูกบาศก์เมตร",,10100500625328,576.57,3000000,5181,3-58(1)-6/32,5181,5801300632.0,,โรงงานคอนกรีตผสมเสร็จ บางจาก,3,กรุงเทพมหานคร,ทางรถไฟสายเก่า,บางจาก,พระโขนง,402/3
-,ผลิตคอนกรีตผสมเสร็จ,,10100009325479,374.47,3000000,5182,3-58(1)-93/47,5182,5801309347.0,-,โรงงานคอนกรีตผสมเสร็จ สะแกงาม 2,3,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,แสมดำ,บางขุนเทียน,โฉนดเลขที่ 5201
-,"พิมพ์สิ่งพิมพ์ต่าง ๆ เช่น ใบตรวจสลากกินแบ่ง, หนังสือ",0.0,10100102825474,51.12,0,5183,3-41(1)-28/47,5183,4101302847.0,02-2230036-7,ห้างหุ้นส่วนสามัญนิติบุคคล ไทยแบบเรียน,4,กรุงเทพมหานคร,มหาไชย,สำราญราษฎร์,พระนคร,398/4-7
,"ทำอุปกรณ์และอะไหล่รถยนต์,ทำภาชนะบรรจุจากพลาสติก เช่น กล่องบรรจุรีเรย์,ฟิวส์รถยนต์",6.0,10100201425267,758,507000,5184,3-77(2)-14/26,5184,7702301426.0,,ห้างหุ้นส่วนจำกัด ธงแสงโลหะภัณฑ์,35,กรุงเทพมหานคร,เอกชัย,บางบอน,บางบอน,48/10
ลาดพร้าว 132,ทำเครื่องเรือนจากไม้,,10100100725296,68.06,3000000,5185,3-37-7/29,5185,3700300729.0,3770192.0,บริษัท เอเซียเฟอร์นิเจอร์และก่อสร้าง จำกัด,14,กรุงเทพมหานคร,ลาดพร้าว,คลองจั่น,บางกะปิ,132.0
บางนา-ตราด 20,ทำผลิตภัณฑ์พลาสติก เช่น ขวด และของเด็กเล่น,,10100203225327,2456.02,16000000,5186,3-53(1)-32/32,5186,5301303232.0,02-3993300,บริษัท ไทยประเสริฐพลาสติก จำกัด,10,กรุงเทพมหานคร,บางนา-ตราด,บางนา,บางนา,32.0
-,ซ่อมรถยนต์,,10100102125438,30.52,314000000,5187,3-95(1)-21/43,5187,9501302143.0,734-1006,บริษัท บริดจสโตน เอ.ซี.ที (ประเทศไทย) จำกัด สาขาลาดพร้าว(1),18,กรุงเทพมหานคร,ลาดพร้าว,คลองจั่น,บางกะปิ,3498/2
ต้นโพธิ์,ทำแบบพิมพ์โลหะสำหรับอัดพลาสติกและยาง,,10100600325175,50.5,480000,5188,3-64(9)-3/17,5188,6409300317.0,,ส.เจริญการช่าง,4,กรุงเทพมหานคร,เจริญกรุง,บางคอแหลม,บางคอแหลม,498/8-9
,ทำลูกกวาด,7.0,10100100225206,365.12,400000,5189,3-12(10)-2/20,5189,1210300220.0,,ห้างหุ้นส่วนจำกัด กาญจนวุฒิศิษฎ์,20,กรุงเทพมหานคร,สุขสวัสดิ์,บางปะกอก,ราษฎร์บูรณะ,153.0
เลิศพัฒนาใต้,ทำโซ่เหล็ก,18.0,10100500325176,99.5,10000000,5190,3-64(5)-3/17,5190,6405300317.0,4685295.0,ห้างหุ้นส่วนจำกัด โรงงานอุตสาหกรรมโซ่เหล็กไทย,16,กรุงเทพมหานคร,จอมทอง,จอมทอง,จอมทอง,71/30
เอกชัย 65,ทำส่วนประกอบสำหรับใช้ในการก่อสร้าง เช่น บานพับ,,10101300125329,24.75,3000000,5191,3-63(2)-1/32,5191,6302300132.0,,เมืองทองการช่าง,11,กรุงเทพมหานคร,เอกชัย,บางบอน,บางบอน,"63,65"
-,ถักผ้ายืด,6.0,10100003225477,210,18500000,5192,3-24-32/47,5192,2400303247.0,,นายอภินันท์ แซ่โค้ว,15,กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,บางขุนเทียน,83/11
สยามชลธาร,ทำของใช้จากไม้ยางพารา เช่น อุปกรณ์ในกรงนก ห่วง บันได,,100800125385,83.25,2500000,5193,ศ3-36(1)-1/38,5193,ศ03601300138,,บริษัท พรอสโพรอินเตอร์เทรด จำกัด,7,กรุงเทพมหานคร,สกุลดี,หนองจอก,หนองจอก,122/2
รามอินทรา 10,ทำน้ำแข็งก้อนเล็ก เพิ่มขึ้นอีก 90 ตัน/วัน รวมเป็น 180 ตัน/วัน,,10100100225453,846,0,5194,3-14-2/45,5194,1400300245.0,0 2521 2991,บริษัท รามอินทรา โปรดักส์ จำกัด,10,กรุงเทพมหานคร,รามอินทรา,อนุสาวรีย์,บางเขน,1.0
เลิศพัฒนาใต้,รับจ้างทำของใช้เล็ก ๆ จากโลหะ และรับจ้างกลึง เชื่อมโลหะทั่วไป,18.0,10100400725467,318.05,820000,5195,3-64(9)-7/46,5195,6409300746.0,,นายนคร วิศาลโภคะ,7,กรุงเทพมหานคร,จอมทอง,จอมทอง,จอมทอง,53/42
พระรามที่ 3,ซ่อมและพ่นสีรถยนต์,,10100303825323,34.36,150000,5196,3-95(1)-38/32,5196,9501303832.0,2911659.0,อู่ธงการาจ,12,กรุงเทพมหานคร,,บางคอแหลม,บางคอแหลม,137.0
เทียนทะเล 26 แยก 5,"เฟอร์นิเจอร์จากเหล็ก เช่น โต๊ะรีดผ้า,ราวตากผ้า,ชั้นวางรองเท้า และอื่นๆ",,91100000825578,165.5,0,5197,ข3-61-8/57,5197,ข06100300857,,บริษัท เอ็น.เค.เฟอร์นิคลาส จำกัด,29,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,"56,58,60"
-,ทำส่วนประกอบเครื่องเรือนจากไม้ เช่น ขาโต๊ะ พนักพิงเท้าแขนเก้าอี้,,10100001925235,30,720000,5198,3-37-19/23,5198,3700301923.0,2823989.0,ร้านซำหลี,3,กรุงเทพมหานคร,วิสุทธิกษัตริย์,บางขุนพรหม,พระนคร,163-169
จรัญสนิทวงศ์ 96/1,ซ่อมและพ่นสีรถยนต์,,10100006725325,30.75,250000,5199,3-95(1)-67/32,5199,9501306732.0,0-2435-8045,นายจิ้ว แซ่ด่าน,4,กรุงเทพมหานคร,จรัญสนิทวงศ์,บางอ้อ,บางพลัด,3.0
-,ซ่อมและพ่นสีรถยนต์,-,10100006925487,19.5,12700000,5200,3-95(1)-69/48,5200,9501306948.0,,บริษัท เอกอินทราฮอนด้า ออโตโมบิล จำกัด,15,กรุงเทพมหานคร,ประดิษฐ์มณูธรรม,ลาดพร้าว,ลาดพร้าว,-
สมเด็จพระเจ้าตากสิน34,ประดิษฐกรรมโต๊ะธรรมมาสน์,0.0,10100101725436,9.5,2400000,5201,3-37-17/43,5201,3700301743.0,8.76139208678125e+16,นายไพบูลย์ แสงสินธุ์,4,กรุงเทพมหานคร,สมเด็จพระเจ้าตากสิน,ดาวคะนอง,ธนบุรี,150.0
สุขาภิบาล 2 ซอย 11 แยก 2 ,สกัดน้ำมันพืช,,100100125358,724.8,16700000,5202,ศ3-7(1)-1/35,5202,ศ00701300135,,บริษัท ธนาดูล จำกัด,8,กรุงเทพมหานคร,,ประเวศ,ประเวศ,3.0
25.0,ทำไม้โมลดิ้ง คิ้วไม้ ไม้ประสาน เครื่องเรือนและอบไม้,,10100000625265,902.82,7500000,5203,3-34(1)-6/26,5203,3401300626.0,5851604.0,บริษัท ไทยสมบูรณ์อินดัสเตรียล จำกัด,80,กรุงเทพมหานคร,ประชาราษฎร์สาย 1,บางซื่อ,บางซื่อ,885.0
เทียนทะเล 20,รับจ้างกลึง เจาะ คว้าน กัด ไส เจียนและเชื่อมโลหะ,1.0,10100401525387,124.15,13100000,5204,3-64(13)-15/38,5204,6413301538.0,,บริษัท วี เจ อาร์ ไวร์คัท จำกัด,15,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,แสมดำ,บางขุนเทียน,117.0
,ประกอบชิ้นส่วนเบรคจักรยานสองล้อ,,10100300125586,128.61,4850000,5205,3-78(2)-1/58,5205,7802300158.0,02-742-1337,ห้างหุ้นส่วนจำกัด เค เอ็ช ซี เทรดดิ้ง,20,กรุงเทพมหานคร,อ่อนนุช,สวนหลวง,สวนหลวง,1563.0
-,ผลิตอุปกรณ์กันรั่วซึมในปั๊มน้ำ,9.0,91020001925484,187,0,5206,ข3-52(4)-19/48,5206,ข05204301948,02-5435260-4,บริษัท ซีโร่-ลีก จำกัด,24,กรุงเทพมหานคร,สุวินทวงศ์,ลำผักชี,หนองจอก,3/263-264
หมู่บ้านเศรษฐกิจ 41,ทำของใช้เล็ก ๆ จากโลหะ เช่น แบบพิมพ์ สลัก แป้นเกลียว,,10100004625352,124,2370000,5207,3-64(9)-46/35,5207,6409304635.0,,บริษัท เจ พี เซฟ ล็อค จำกัด,18,กรุงเทพมหานคร,,บางแคเหนือ,บางแค,104.0
-,ซ่อมและพ่นสีรถยนต์,,10100019925474,13,235000,5208,3-95(1)-199/47,5208,9501319947.0,,พนม ซื่อสัตย์,6,กรุงเทพมหานคร,เพชรบุรีตัดใหม่,บางกะปิ,ห้วยขวาง,2489.0
,ทำพัดลมและของใช้จากพลาสติก เช่น ตะกร้า,,10100101425326,376.37,6500000,5209,3-53(1)-14/32,5209,5301301432.0,4150257.0,ห้างหุ้นส่วนจำกัด กำจรอุตสาหกรรม,14,กรุงเทพมหานคร,,แสมดำ,บางขุนเทียน,47.0
พึ่งมี 13 (ทวีลาภ),ซ่อมและพ่นสีรถยนต์,,10100201425358,95.75,6100000,5210,3-95(1)-14/35,5210,9501301435.0,,นายรุ่งโรจน์ รุ่งวรากุล,7,กรุงเทพมหานคร,สุขุมวิท,บางจาก,พระโขนง,93.0
เฉลิมพระเกียรติ ร.9  ซอย 30,รับจ้างซ่อมแซม ทำส่วนประกอบอุปกรณ์เครื่องทำความเย็นและเครื่องปรับอากาศ,12.0,10100700425438,514.05,25000000,5211,3-64(13)-4/43,5211,6413300443.0,02-7262675-7,บริษัท 2พีที จำกัด,31,กรุงเทพมหานคร,สุขุมวิท 103,ดอกไม้,ประเวศ,29.0
-,ไส-ซอยไม้ และทำวงกบประตู หน้าต่างไม้,,10100013425471,18,4700000,5212,3-34(1)-134/47,5212,3401313447.0,,พ.รุ่งทวีทรัพย์,10,กรุงเทพมหานคร,นิมิตใหม่,ทรายกองดิน,คลองสามวา,721.0
อยู่ดี,ทำของใช้จากพลาสติก,,10100003625486,191,7500000,5213,3-53(1)-36/48,5213,5301303648.0,02-2129895,ห้างหุ้นส่วนจำกัด ยู เอ็น มาร์เก็ตติ้ง,4,กรุงเทพมหานคร,จันทน์,บางโคล่,บางคอแหลม,3761/82-83
-,รับจ้างฉีดผลิตภัณฑ์พลาสติกทุกชนิด,8.0,10100201025430,279.28,1725000,5214,3-53(1)-10/43,5214,5301301043.0,329-1327-8,บริษัท วี.ซี.เอส. พลาสติก แฟ็คโทรี่ จำกัด,28,กรุงเทพมหานคร,สุขาภิบาล 2,ประเวศ,ประเวศ,199/7
ลาดพร้าว 101,ทำผ้าอนามัย,1.0,10100400225203,202.02,20250000,5215,3-40(2)-2/20,5215,4002300220.0,7313012-6,บริษัท แซนนิต้าอินเตอร์เนชั่นแนล จำกัด,45,กรุงเทพมหานคร,ลาดพร้าว,คลองเจ้าคุณสิงห์,วังทองหลาง,635.0
อยู่ดี,พิมพ์สิ่งพิมพ์ต่าง ๆ,,10100102325483,162.58,2500000,5216,3-41(1)-23/48,5216,4101302348.0,02-2112660,บริษัท จันทรการพิมพ์ จำกัด,11,กรุงเทพมหานคร,จันทร์,บางโคล่,บางคอแหลม,3761/437-438
สุขุมวิท 56,ผลิตเครื่องประดับ อัญมณี,,100600125320,269.31,33050000,5217,ส3-84(1)-1/32,5217,ส08401300132,3317966.0,บริษัท รีเจนท์ จิวเวลเลอรี่ จำกัด,240,กรุงเทพมหานคร,สุขุมวิท,บางจาก,พระโขนง,41.0
-,ซ่อมรถยนต์,4.0,10100003425481,13.5,200000,5218,3-95(1)-34/48,5218,9501303448.0,0 2519 7337-8,เอ เอ็น เอส เซอร์วิส,5,กรุงเทพมหานคร,สวนสยาม,คันนายาว,คันนายาว,74/2
,ทำผลิตภัณฑ์คอนกรีตต่าง ๆ เช่น เสา คาน พื้นคอนกรีตเสริมเหล็ก,4.0,10100500425323,171.81,459000,5219,3-58(1)-4/32,5219,5801300432.0,,ห้างหุ้นส่วนจำกัด กรุงธนพัฒนา (1988),7,กรุงเทพมหานคร,พระรามที่ 2,แสมดำ,บางขุนเทียน,66/6
,ปะยางถ่วงล้อรถยนต์,,10100102625262,7.5,420000,5220,3-95(1)-26/26,5220,9501302626.0,,ไทยแสนดี,2,กรุงเทพมหานคร,รามอินทรา,มีนบุรี,มีนบุรี,55.0
,"ทำห้องเย็นเก็บรักษาสัตว์ เช่น กุ้ง, ปลา",,10101200125148,441.75,10000000,5221,3-92-1/14,5221,9200300114.0,4377877.0,นายบุญชู เอื้อเวชนิชกุล,16,กรุงเทพมหานคร,ท่าดินแดง,คลองสาน,คลองสาน,452/18
สังคมสงเคราะห์ 20,"อัดกระดาษหรือกระดาษแข็งหลายชั้นเข้าด้วยกัน ได้ปีละ 3,600 ตัน",,10100200725386,105,700000,5222,3-40(1)-7/38,5222,4001300738.0,,บริษัท เอส อาร์ อาร์ รีไซเคิ่ล จำกัด,8,กรุงเทพมหานคร,,ลาดพร้าว,ลาดพร้าว,5.0
หมู่บ้านเศรษฐกิจ 22,"ทำขาจักรเย็บผ้า, ทำตู้รองเครื่องถ่ายเอกสาร",,10100500425174,776.69,2500000,5223,3-70-4/17,5223,7000300417.0,4211329.0,ห้างหุ้นส่วนจำกัด ร่วมแสงพัฒนาอุตสาหกรรม,178,กรุงเทพมหานคร,,บางแคเหนือ,บางแค,251.0
เพชรเกษม 81,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 74 เครื่อง),7.0,10100006725358,74.06,1940000,5224,3-28(1)-67/35,5224,2801306735.0,4310050.0,บริษัท วิชั่นการ์เมนท์ จำกัด,143,กรุงเทพมหานคร,เพชรเกษม,หนองแขม,หนองแขม,23/39 ชั้นที่ 2 (ห้องเย็บ 3)
พระยามนธาตุฯแยก35-18,ผลิตเครื่องบดพลาสติกและชิ้นส่วนประกอบ,,10100400825481,186,15000000,5225,3-68-8/48,5225,6800300848.0,,บริษัท บอสโก แมชชีนเนอรี่ จำกัด,25,กรุงเทพมหานคร,,บางบอน,บางบอน,"26,28,30,32,34,36"
สุขุมวิท 93,กลึง เชื่อมโลหะ ทำส่วนประกอบหรืออุปกรณ์ของเครื่องจักร,,10100402025486,136.3,47000000,5226,3-64(13)-20/48,5226,6413302048.0,0 2331 9103,บริษัท ศรีพิพัฒน์เอ็นจิเนียริ่ง จำกัด,35,กรุงเทพมหานคร,สุขุมวิท,บางจาก,พระโขนง,"165,165/1"
สุขุมวิท 101/1,ทำอุปกรณ์ก่อสร้างและอุปกรณ์รถที่ใช้ในการก่อสร้าง,,10100700225267,157.5,500000,5227,3-63(1)-2/26,5227,6301300226.0,,บริษัท วิถีกลการ จำกัด,8,กรุงเทพมหานคร,สุขุมวิท,บางจาก,พระโขนง,143/9
เอกชัย 66 แยก 1,กลึง กัด เจาะ ไส หรือเชื่อมโลหะทั่วไป,,10100001425467,264,33000000,5228,3-64(13)-14/46,5228,6413301446.0,0 2415 7838,บริษัท ยูเนียนเมทัลโปรดักส์ จำกัด,52,กรุงเทพมหานคร,1.0,บางบอน,บางบอน,1.0
อารีนิจ,ทำเครื่องเรือนจากไม้,,10100013325473,37.89,2500000,5229,3-37-133/47,5229,3700313347.0,,บริษัท ซิกม่า เทรดดิ้ง (ประเทศไทย) จำกัด,9,กรุงเทพมหานคร,สรงประภา,สีกัน,ดอนเมือง,80.0
สุขสวัสดิ์ 36,ทำผลิตภัณฑ์พลาสติก เช่น ถัง ขัน ถ้วย ชามพลาสติก และพลาสติกเมลามี,4.0,10100103325540,2500,94027000,5230,3-53(1)-33/54,5230,5301303354.0,02-4270088,บริษัท ที ที เทคโนพลาส จำกัด,1360,กรุงเทพมหานคร,สุขสวัสดิ์,บางปะกอก,ราษฎร์บูรณะ,355.0
,ทำผลิตภัณฑ์พลาสติก เช่น หูหิ้ว ได้ปีละม 4.5 ตัน,9.0,10100101325328,69.79,1480000,5231,3-53(1)-13/32,5231,5301301332.0,02-4271783,นายวิโรจน์ ศรีจงศิริกุล,5,กรุงเทพมหานคร,ประชาอุทิศ,ราษฎร์บูรณะ,ราษฎร์บูรณะ,22/13
,ทำเครื่องประดับจากเพชร พลอย ทอง เงิน นาก และอัญมณีต่าง ๆ,,10101400325324,91.22,9000000,5232,3-84(1)-3/32,5232,8401300332.0,4721012.0,บริษัท ไทเกอร์ จิวเวลรี่ แมนูแฟคทอริ่ง (ประเทศไทย) จำกัด,82,กรุงเทพมหานคร,อิสรภาพ,หิรัญรูจี,ธนบุรี,"3,5,7,9"
สุขสวัสดิ์ 62,ทำของใช้จากโลหะ เช่น น๊อต หัวฉีดน้ำมัน ข้อต่อท่อน้ำมัน,4.0,10100104125329,96.5,310000,5233,3-77(2)-41/32,5233,7702304132.0,,นายชัยทัต วณิชวรากิจ,12,กรุงเทพมหานคร,สุขสวัสดิ์,บางมด,ทุ่งครุ,222/2
สุทธิพร 2,"พิมพ์สิ่งพิมพ์ต่าง ๆ ปีละ 600,000 เล่ม",,10100300325293,499.99,6000000,5234,3-41(1)-3/29,5234,4101300329.0,2466462.0,บริษัท ศรีสยามการพิมพ์ จำกัด,40,กรุงเทพมหานคร,ประชาสงเคราะห์,ดินแดง,ดินแดง,473.0
เศตะพราหมณ์,ตัดกระดาษ,,10100600125351,182.83,11000000,5235,3-40(2)-1/35,5235,4002300135.0,,บริษัท เปเปอร์อินดัสทรีเซ็นเตอร์ จำกัด,29,กรุงเทพมหานคร,สาธุประดิษฐ์,บางโพงพาง,ยานนาวา,"639/6,641/3"
-,ศูนย์ซ่อมรถยนต์,11.0,10100016425429,10.51,306300000,5236,3-95(1)-164/42,5236,9501316442.0,5705277.0,บริษัท บริดจสโตน เอ.ซี.ที (ประเทศไทย) จำกัด สาขาวังหิน,6,กรุงเทพมหานคร,สุขาภิบาล,ลาดพร้าว,ลาดพร้าว,43823.0
ประดู่1,ทำผลิตภัณฑ์พลาสติก,0.0,10100001225420,236.05,300000,5237,3-53(1)-12/42,5237,5301301242.0,02-2910970-1,บริษัท ยูนิลัคส์พลาสติก จำกัด,11,กรุงเทพมหานคร,เหนือใต้,บางโคล่,บางคอแหลม,4236/163-165
สุขสวัสดิ์ 26 แยก8,ม้วนแผ่นโลหะสำหรับทำท่อ,,10100300625585,652,14000000,5238,3-64(12)-6/58,5238,6412300658.0,,นายวิชัย ชื่นจำลอง,14,กรุงเทพมหานคร,สุขสวัสดิ์,บางปะกอก,ราษฎร์บูรณะ,13.0
,ตัดเย็บเสื้อผ้าสำเร็จรูปและทำหมวก (จำนวนจักรเย็บผ้า 68 เครื่อง),,10100003225329,78.9,500000,5239,3-28(1)-32/32,5239,2801303232.0,4342269.0,บริษัท เวิลด์คัพอินดัสตรี จำกัด,55,กรุงเทพมหานคร,เอกชัย,บางบอน,บางบอน,"810,810/1"
,ทำขอเกี่ยวกระเบื้องและตะปูตอกสังกะสี,,10100007025238,97.75,540000,5240,3-63(2)-70/23,5240,6302307023.0,,เกรียงศักดิ์การช่าง,35,กรุงเทพมหานคร,สุดประเสริฐ,บางโคล่,บางคอแหลม,3601/53-54-82-83
,ผลิตหนังเทียม ฟองน้ำ และแผ่นพลาสติก พีวีซี,,100400125322,10666.27,73500000,5241,ส3-53(5)-1/32กท,5241,ส05305300132กท,5170978.0,บริษัท คอทโก้พลาสติกส์ จำกัด,135,กรุงเทพมหานคร,หม่อมเจ้าสง่างาม สุประดิษฐ์,มีนบุรี,มีนบุรี,6.0
,ผลิตดอกไม้เทียมด้วยผ้า กระดาษและพลาสติก,5.0,10101600325322,16.99,35300000,5242,3-87(4)-3/32,5242,8704300332.0,3268025.0,บริษัท ฟลอราโซติก อินเตอร์เทรด จำกัด,62,กรุงเทพมหานคร,ร่มเกล้า,คลองสามประเวศ,ลาดกระบัง,120.0
เพชรเกษม 77,ทำพลาสติกเส้นอัดขอบกระจก,,10100003825482,94.5,3520000,5243,3-53(1)-38/48,5243,5301303848.0,,บริษัท พี เอส แอนด์ ไพศาล จำกัด,8,กรุงเทพมหานคร,เพชรเกษม,หนองค้างพลู,หนองแขม,38/1-2
,ไสซอยไม้แปรรูป,,10100000425328,663.5,2000000,5244,3-34(1)-4/32,5244,3401300432.0,5175252.0,บริษัท ไม้แสงวิวัฒน์ (1988) จำกัด,18,กรุงเทพมหานคร,ร่มเกล้า,มีนบุรี,มีนบุรี,312.0
อ่อนนุช 17   แยก 16,"ทำเครื่องประดับจากเงิน อัญมณีเปลือกหอย เช่น แหวน ต่างหู ได้ปีละ 18,000,000 ชิ้น",13.0,10100103525321,100.24,5450000,5245,3-84(1)-35/32,5245,8401303532.0,,บริษัท ธีระลักษณ์ จำกัด,60,กรุงเทพมหานคร,สุขุมวิท,สวนหลวง,สวนหลวง,543.0
-,ทำขนมปัง ขนมเค้ก คุกกี้ชนิดต่าง ๆ,,100000525350,61.64,5250000,5246,ศ3-10(1)-5/35,5246,ศ01001300535,,บริษัท ไทย ยามาซากิ จำกัด,16,กรุงเทพมหานคร,วงศ์สว่าง,บางซื่อ,บางซื่อ,888.0
,ซ่อมรถยนต์ หรือ ส่วนประกอบของรถยนต์,,10100201625536,16.1,5350000,5247,3-95(1)-16/53,5247,9501301653.0,02-5305500,ธ.เจริญการยาง,5,กรุงเทพมหานคร,ลาดพร้าว,วังทองหลาง,วังทองหลาง,2343/1
,ซ่อมรถยนต์และเครื่องยนต์,,10100016725554,46.36,61000000,5248,3-95(1)-167/55,5248,9501316755.0,,บริษัท เพอร์ฟอร์แมนซ์ มอเตอร์ส (ประเทศไทย) จำกัด,16,กรุงเทพมหานคร,จรัญสนิทวงศ์,บางอ้อ,บางพลัด,292.0
ประชาอุทิศ 35,ทำของใช้เล็ก ๆ จากโลหะ เช่น บานพับประตูตู้เย็น แผ่นยึดโช๊คอัพรถจักรยานยนต์,1.0,10100103825358,321.83,6500000,5249,3-64(9)-38/35,5249,6409303835.0,4275637.0,ห้างหุ้นส่วนจำกัด สยามเพรสซิ่งอินดัสตรี้,36,กรุงเทพมหานคร,ประชาอุทิศ,บางมด,ทุ่งครุ,7.0
ท่าข้าม14,ซ่อมเครื่องจักรอุตสาหกรรมอาหาร เช่น เครื่องทำเส้นหมี่,,10100101425292,299,20000000,5250,3-68-14/29,5250,6800301429.0,,ฉัตรชัยเอ็นจิเนียริ่ง,29,กรุงเทพมหานคร,,แสมดำ,บางขุนเทียน,42.0
สุขสวัสดิ์ 2,ทำเครื่องเรือนจากไม้,5.0,100004125355,19.76,350000,5251,ศ3-37-41/35,5251,ศ03700304135,4687527.0,พิมพ์พรเฟอร์นิเจอร์,8,กรุงเทพมหานคร,สุขสวัสดิ์,จอมทอง,จอมทอง,20/97
