ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
วิภาวดีรังสิต,92/2,,92.18,75000000,269,10,3-95(1)-59/56,269,บริษัท ฮุนได มอเตอร์ (ไทยแลนด์) จำกัด,ประกอบกิจการซ่อมสีและตัวถังรถยนต์,,10210,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,
กรุงเทพ-ชลบุรี สายใหม่,2/2/2001,,29.5,7400000,270,6,3-95(1)-15/56,270,อมรฮอนด้า พัฒนาการ,ซ่อมรถยนต์,,10240,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,
ราษฎร์พัฒนา,54,,156.25,2820000,271,21,3-63(2)-63/56,271,บริษัท ดี เอ็นยิเนียริ่ง จำกัด,รับจ้างทั่วไป เพื่อใช้ในการก่อสร้าง,,10240,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,
กรุงเทพกรีฑา,33/15-17,,19.75,12500000,272,16,3-37-9/56,272,ห้างหุ้นส่วนจำกัด อัพไลน์ เทรดดิ้ง,ทำเครื่องเรือนจากไม้,,10240,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,13
,31,เพชรเกษม 74,21,1300000,273,4,3-64(1)-10/57,273,นายยี่ปู สิริวงศ์ไพบูลย์,ทำตลับแป้ง และชิ้นส่วนของตลับเครื่องสำอางด้วยโลหะ,,10160,บางแคเหนือ,บางแค,กรุงเทพมหานคร,
พัฒนาการ,19,พัฒนาการ 58,69.22,12200000,274,161,3-84(1)-8/57,274,บริษัท ซันฮิง ไดมอนด์ จำกัด,ทำเครื่องประดับด้วยเพชร พลอย ทอง เงิน นาก หรืออัญมณี,,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
ศรีนครินทร์,อาคารเลขที่1119/9โฉนดเลขที่1268,,60,16000000,275,10,3-95(1)-160/56,275,บริษัท ศรีนครินทร์ เซอร์วิส จำกัด,ซ่อมเครื่องยนต์และรถยนต์,27211222,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
สุวินทวงศ์,89/2,,27,20000000,276,15,3-95(1)-265/58,276,บริษัท นารา กรุงเทพ จำกัด,ศูนย์บริการซ่อมรถยนต์,,10530,โคกแฝด,หนองจอก,กรุงเทพมหานคร,8
สุวินทวงศ์,69,,180,3000000,277,0,3-58(1)-153/56,277,บริษัท นิพคอน คอนกรีต จำกัด,ผลิตวัสดุก่อสร้าง เช่าเสาเข็มคอนกรีต พื้นสำเร็จคอนกรีต ฝาผนังคอนกรีต,,10530,ลำต้อยติ่ง,หนองจอก,กรุงเทพมหานคร,
รามอินทรา,214,,84,178000000,278,16,3-95(1)-24/57,278,บริษัท มิตซู พีพีเอส.อินเตอร์กรุ๊ป จำกัด,ศูนย์บริการซ่อมรถยนต์ ซ่อมสีรถยนต์,,10220,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,
สุขาภิบาล5,81/1,,30,1100000,279,5,3-95(1)-28/55,279,นายสมชาย ทิวถาวร,ซ่อมเครื่องและช่วงล่างรถยนต์,,10220,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,6
สุวินทวงศ์,9-มี.ค.,,19.26,500000,280,3,3-95(1)-205/56,280,คิดออโต้เซอร์วิส,ซ่อมรถยนต์,,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,2
ฉลองกรุง,48,ฉลองกรุง31,0,0,281,0,น.72-2/2556-นนล.,281,บริษัท เคซีอี อีเลคโทรนิคส์ จำกัด (มหาชน),ผลิตแผ่นพิมพ์วงจรไฟฟ้า(PRINTEDCIRCUITBOARD),23260196,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,142,,522.46,0,282,0,น.63(5)-2/2558-นนล.,282,บริษัท เคียวเซกิ ออโตโมทิฟ ไปป์ปิ้ง จำกัด,ผลิตชิ้นส่วนสำหรับประกอบเครื่องปรับอากาศที่ใช้กับรถยนต์อาคารที่พักอาศัยและอาคารสำนักงาน,23260146,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,4
ฉลองกรุง,97-98,,0,1003800,283,0,น.77(1)-2/2555-นนล.,283,บริษัท คาร์ลิน่า เทรดดิ้ง จำกัด,ซื้อมาขายไปดัดแปลงแปรสภาพซ่อมแซมปรับปรุงซื้อมาขายไปรถยนต์นั่งรถบรรทุกรถยนต์โดยสารรถจักรยานยนต์รถจักรยานรถเครนรถโฟลค์ลิฟท์รถที่ใช้ในการก่อสร้างและการเกษตรเครื่องมือและเครื่องจักรในการก่อสร้างและการเกษตรทุกชนิดซื้อมาขายไปเครื่องใช้ไฟฟ้าเครื่องไฟฟ้าอุปกรณ์ไฟ,027396636-9,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,4
ฉลองกรุง,193,ฉลองกรุง31,100,75150000,284,9,น.28(1)-1/2555-นนล.,284,บริษัท อาลี ชาห์ อิมเป็กซ์ จำกัด,1.ตัดเย็บผลิตภัณฑ์จากหนังและผ้าเช่นเครื่องแต่งกายกระเป๋า2.ดัดแปลงและซ่อมแซมเสื้อผ้ารองเท้าเครื่องแต่งกาย3.ซื้อมาขายไปเสื้อผ้าเครื่องแต่งกายรองเท้ากระเป๋าผลิตภัณฑ์จากหนังและผ้าอะไหล่รถยนต์และรถจักรยานยนต์นำเข้า-ส่งออกจำหน่ายซื้อมาขายไปเครื่องดนตรีและอุปกรณ,811312614,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,-
ฉลองกรุง,112/2,E1/3,130,0,285,0,น.32(2)-1/2556-นนล.,285,บริษัท สยาม ออโต้ แมนูแฟ็คเจอริ่ง จำกัด,ผลิตและประกอบหลังคารถยนต์ด้วยวัสดุไฟเบอร์เพื่อขายภายในและส่งออกไปยังต่างประเทศ,23260510,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,4
,1009,,434.94,60186880,286,31,3-77(2)-67/56,286,บริษัท เอสพีที-ซินได จำกัด,ผลิต โครงเบาะรถยนต์,,10520,ทับยาว,ลาดกระบัง,กรุงเทพมหานคร,
นางลิ้นจี่,501/97,,14.62,1300000,287,5,3-95(1)-161/58,287,ห้างหุ้นส่วนจำกัด รัชดาเบรคเซ็นเตอร์ (รัชดาผ้าเบรค),ซ่อมชิ้นส่วนสำหรับรถยนต์ เช่น อัดผ้าเบรคและครัช,22852035,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
นราธิวาสราชนครินทร์,1-พ.ค.,,103,540000000,288,17,3-95(1)-123/57,288,บริษัท ออโต้ สไมล์ จำกัด,ศูนย์บริการซ่อมรถยนต์ ซ่อมตัวถังและสีรถยนต์,,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
เย็นอากาศ,232/4-9,เย็นอากาศ 2 ,131.52,400000,289,5,3-87(1)-3/57,289,ห้างหุ้นส่วนจำกัด บุญสุวรรณพลาสติก,ทำชิ้นส่วนพลาสติกของเด็กเล่น,02-249-1087,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
เพชรเกษม,99/22,เพชรเกษม 54,35,85000000,290,140,3-28(1)-5/55,290,ทองเพชร,ตัดเย็บเสื้อผ้าสำเร็จรูป,02-4542185,10160,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,9
เพชรเกษม,1,เพชรเกษม 60,237.65,12000000,291,8,3-64(10)-1/57,291,บริษัท เอส.เอส.พี.โค๊ทติ้ง จำกัด,ชุบโลหะและพ่นสีอุปกรณ์ไฟฟ้าทุกชนิด,,10160,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,
เลียบคลองภาษีเจริญฝั่งเหนือ,7/200-203-220,,58.08,16000000,292,70,3-84(1)-1/55,292,บริษัท ซิลเวอร์ มูน อินฟินิตี้ จำกัด,ผลิตเครื่องประดับด้วย เงิน ทองคำ และอัญมณี,,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,1
สุขสวัสดิ์,41,สุขสวัสดิ์ 30 แยก 4,254.62,5500000,293,20,3-53(4)-30/57,293,บริษัท ซี.ซี.ดี. จิวเวลรี่ จำกัด,ทำภาชนะบรรจุจากพลาสติก เช่น กล่องเครื่องประดับ และการทำเครื่องประดับ,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,2
จันทน์,3761/120,อยู่ดีตัดใหม่,18,0,294,4,3-64(2)-15/56,294,สุรินทร์การช่าง,ปั๊มและกลึงโลหะ,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
สุขาภิบาล2,64/19,สุขาภิบาล2ซอย31,135.16,6768000,295,55,น.84(1)-5/2556-ญอธ.,295,บริษัท อุนนาติ ครีเอชั่นส์ จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิด,027270266-7,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
,191,เฉลิมพระเเกียรติร.9ซอย48,1225.36,21500000,296,71,3-64(13)-75/58,296,บริษัท เด็กซ์ตร้า แมนนูแฟคเจอริ่ง จำกัด,"รับจ้างกลึง เจาะ คว้าน เจียร และเชื่อมโลหะ เช่นข้อต่อเหล็ก,น็อต,สกรู,บู๊ช,และผลิตโครงเหล็กม้วนท่อน้ำ ข้อต่อเหล็กและอุปกรณ์เครื่องฉีดน้ำใช้ในการเกษตร,ผลลิผลิตภัณฑ์พลาสติก",,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
พระรามที่2,14/4/2015,,19,5200000,297,8,3-37-91/58,297,ทรัพย์เจ้าสัว เฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้,02-4680569,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,
ดาวคนอง-จอมทอง,42/13,ภานุมาภรณ์,1879,72000000,298,22,3-14-11/58,298,บริษัท โรงนํ้าแข็งสินสมุทร จำกัด,"ผลิตนํ้าแข็งซอง วันละ 2,065 ซอง",02-468-4794,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,2
สุขสวัสดิ์ 14,318,สุขสวัสดิ์,103.05,1100000,299,14,3-62-11/56,299,นางสุกัญญา ศุกร์มาลา,ทำตู้เหล็ก และโต๊ะเหล็กสำหรับตั้งเตาแก๊สได้ปีละ 840 ตัว,,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,
สุขสวัสดิ์,20/74,สุขสวัสดิ์ 2,269.7,0,300,18,3-64(4)-1/57,300,ห้างหุ้นส่วนจำกัด โรงงานทวีผลิตเจริญผล,ผลิตตู้เหล็กเก็บเอกสาร อุปกรณ์ตู้ดับเพลิง,,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,
โชคชัย 4,66,โชคชัย 4 ซอย 49,31.16,7000000,301,6,3-37-132/58,301,หงษ์สุวรรณเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้ เช่น ตู้ โต๊ะ เตียง และเก้าอี้,,10230,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,
เพชรเกษม,64/4,เพชรเกษม6,180,14700000,302,15,3-64(13)-11/57,302,นายวรศักดิ์ จิตรวรประเสริฐ,กลึง ไส เชื่อม โลหะต่างๆ,,10600,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,
เทียมร่วมมิตร ,46,,60.5,98000000,303,11,3-95(1)-151/57,303,บริษัท เอ็น มอเตอร์ส จำกัด,ศูนย์ซ่อมรถยนต์,,10310,ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร,
ปิ่นเกล้า-นครชัยศรี,45/28,,75,12000000,304,20,3-95(1)-189/56,304,บริษัท จักรวาลอะไหล่ แทรกเตอร์ จำกัด,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์ หรือส่วนประกอบของยานดังกล่าว,,10170,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,9
บางขุนเทียน-ชายทะเล,16/69,เทียนทะเล 26 แยก 6-1,220.37,9100000,305,53,ข3-64(13)-46/58,305,บริษัท ศิริเอกลักษณ์ กรุ๊ป จำกัด,กลึง ไส กัด ปั้มโลหะ ผลิตชิ้นส่วนรถยนต์ และเครื่องจกรกลการเกษตร,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
,361,อนามัยงามเจริญ25,606,30000000,306,40,3-24-11/58,306,บริษัท เจริญรัตน์การทอ จำกัด,ถักผ้ายืด,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,104,เทียนทะเล 24,12.5,36000000,307,67,3-28(1)-7/58,307,บริษัท ฉัตรอินเตอร์ จำกัด,เกี่ยวกับเครื่องแต่งกาย เช่น ตัดหรือเย็บเครื่องนุ่งห่ม เสื้อ กางเกง ถุงมือ ผ้ากันเปื้อน,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,55,เทียนทะเล 24,82,25000000,308,13,3-41(1)-16/57,308,ห้างหุ้นส่วนจำกัด สมชายโค๊ตติ้ง,พิมพ์และเคลือบสิ่งพิมพ์จากกระดาษ,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,5,เทียนทะเล 24,38.85,5000000,309,56,3-28(1)-15/55,309,บริษัท เบสท์โพรเจ็คเทรดดิ้ง จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
,11,บางกระดี่ 9,390.3,17000000,310,50,3-64(13)-71/56,310,บริษัท พาต้า เอ็นจิเนียริ่ง จำกัด,กลึง กัด เจาะ ไส เชื่อม ทำถังและอุปกรณ์ชุบโละ,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
พระรามที่ 2,569,,85,2000000,311,16,3-95(1)-225/56,311,ธนสิริอีควิปเมนท์,ซ่อมยานที่ขับเคลื่อนด้วยเครื่องยนต์ เช่น รถยนต์,02-8964476,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,549-1,-,387,26300000,312,19,3-53(5)-4/55,312,บริษัท เอ.จี .แมนุแฟคเจอริ่ง จำกัด,การผลิตเครื่องใช้จากพลาสติก เช่น ท่ออ่อน พีวีซี,02-416-0035,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,-
แสมดำ,68/88,,183.5,380000,313,17,3-63(2)-29/55,313,ห้างหุ้นส่วนจำกัด หนองแขมโลหะภัณฑ์,ทำส่วนประกอบสำหรับใช้ในการก่อสร้าง เช่น ตะแกรงเหล็กพื้น,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,3
พระรามที่3,244/142-143,โชคชัยคงจำเรฺิญ,179.18,6000000,314,41,3-53(1)-46/58,314,บริษัท ยูนิส ดีไซน์ โปรดักส์ จำกัด,ทำพลาสติก เช่น มือจับประตู,02-2842610,10120,บางโพงพาง,ยานนาวา,กรุงเทพมหานคร,
,88,เพชรเกษม 40,14.66,1650000,315,1,3-37-152/57,315,นายปรีชา ประกอบบุญ,ทำโต๊หมู่บูชา,24675887,10160,บางจาก,ภาษีเจริญ,กรุงเทพมหานคร,
ลาดพร้าว,1199/1,,115.75,0,316,8,3-95(1)-178/55,316,บริษัท สิม ออโตโมบิล จำกัด,ซ่อมรถยนต์,02-5139449,10900,ลาดยาว,จตุจักร,กรุงเทพมหานคร,
สุขาภิบาล2,73,,125,12000000,317,23,3-40(1)-6/58,317,บริษัท ประเวศรีไซเคิล จำกัด,อัดกระดาษ,,10250,ประเวศ,ประเวศ,กรุงเทพมหานคร,
ซอย 11 แยก 2,1-ม.ค.,สุขาภิบาล 2,9.5,12303500,318,8,3-13(2)-3/55,318,บริษัท วันรัต(หน่ำเซียน) จำกัด,การทำเครื่องปรุงหรือเครื่องประกอบอาหารได้แก่ เครื่องปรุงกลิ่น รส หรือ สีของอาหารรวมทั้งประกอบกิจการ การทำสบู่ วัสดุสังเคราะห์สำหรับซักฟอก แชมพู หรือผลิตภัณ์สำหรับโกนหนวดหรือผลิตภัณฑ์ชำละล้างหรือขัดถู การทำเครื่องสำอางค์ หรือสิ่งปรุงแต่งร่างกาย และการบรรจุสินค้าทั่วไป,,10250,ประเวศ,ประเวศ,กรุงเทพมหานคร,
วุฒกาศ,23/42,วุฒกาศ45,98.28,4200000,319,11,3-53(4)-32/57,319,นายช่วงโชติ เลิศอิทธิ,ทำถุงพลาสติก,,10150,บางค้อ,จอมทอง,กรุงเทพมหานคร,
เทอดไท,46/2,อาทิตย์,59.75,1500000,320,4,3-64(8)-3/56,320,ป.เจริญโลหะ,ทำน๊อต สกรู และข้อต่อทองเหลือง หลอมหล่อโลหะ,,10150,บางค้อ,จอมทอง,กรุงเทพมหานคร,
รามอินทรา,615/1,,59.3,17500000,321,1,3-95(1)-113/57,321,บี ควิก สาขารามอินทรา กม.10,ศูนย์บริการซ่อมแซมรถยนต์,,10230,คันนายาว,คันนายาว,กรุงเทพมหานคร,
ลาดพร้าว,4-ก.พ.,ลาดพร้าว,143.62,25000000,322,160,3-46(2)-3/57,322,บริษัท เยนเนอร์ราลดรั๊กส์เฮ้าส์ จำกัด,ผลิตยารักษาโรคแผนปัจจุบัน เช่น ยาเม็ด ยาน้ำ ยาฉีด ยาผง,02-5300590,10310,วังทองหลาง,วังทองหลาง,กรุงเทพมหานคร,
เอกชัย,"10,10/1,12,12/1",เอกชัย 80,25.59,9000000,323,63,3-33-6/58,323,บริษัท บัลเล่ต์ เมคเกอร์ (ไทยแลนด์) จำกัด,ผลิตรองเท้าทุกชนิด,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,6
บางขุนเทียน,99,พระยามนธาตุฯ แยก 9,88,20500000,324,20,3-64(2)-22/55,324,นายวิชัย ศิริแสงอรุณโรจน์,ทำผลิตภัณฑ์โลหะ ของใช้เล็กๆจากโลหะ ด้วยวิธี ปั๊มโลหะ กลึง เจาะ คว้าน กัด ไส หรือเชื่อมโลหะ,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เจริญนคร,382/1,,96.5,12000000,325,18,3-95(1)-271/58,325,บริษัท ไซม์ ดาร์บี้ มาสด้า (ประเทศไทย) จำกัด,ซ่อมรถยนต์ พ่นสีรถยนต์ ,,10600,ดาวคะนอง,ธนบุรี,กรุงเทพมหานคร,
รามอินทรา,211,,96,60000000,326,13,3-95(1)-148/56,326,บริษัท พระนครฮอนด้า ออโตโมบิล จำกัด,ซ่อมรถยนต์,,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,
ฉลองกรุง,"โฉนดเลขที่ 13692,13693",,53,156500000,327,6,3-95(1)-234/56,327,บริษัท สยาม ไอ.บี. ออโตโมบิล จำกัด,ซ่อมรถยนต์,,10520,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,
ลาดกระบัง,302,,52.36,4000000,328,20,3-95(1)-187/55,328,บริษัท ไซม์ ดาร์บี้ แวนเทจ (ประเทศไทย) จำกัด,ซ่อมรถยนต์,02-1726606,10520,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,
ประชาอุทิศ,"260,262,264,266,268,000,000,000,000",ประชาอุทิศ 54,96,17000000,329,30,3-62-5/57,329,บริษัท คอร์เนอร์ เซท จำกัด,ผลิต ตกแต่ง ซ่อมแซม เครื่องเรือนหรือเครื่องตกแต่งภายในอาคารที่ทำจากโลหะเป็นส่วนใหญ่ และรวมถึงส่วนประกอบหรืออุปกรณ์,02-870-2898,10140,บางมด,ทุ่งครุ,กรุงเทพมหานคร,
,1,ประชาอุทิศ 19,269,27000000,330,30,3-64(13)-15/56,330,บริษัท ไอ พี เอ็ม จำกัด,กลึง ไส เชื่อม กัดโลหะ,02-4643907-8,10140,บางมด,ทุ่งครุ,กรุงเทพมหานคร,
พุทธบูชา,48/3,พุทธบูชา 4,117.09,28000000,331,25,3-41(1)-11/57,331,บริษัท ศูนย์การพิมพ์อาคเนย์ จำกัด,พิมพ์สิ่งพิมพ์ต่างๆเย็บเล่ม ทำปก หรือตกแต่งสิ่งพิมพ์,,10150,บางมด,จอมทอง,กรุงเทพมหานคร,
ประเสริฐมนูกิจ,111,,26,495149000,332,24,3-95(1)-60/58,332,บริษัท โตโยต้า ชัยรัชการ จำกัด,บริการซ่อมแซม บำรุงรักษาเครื่องยนต์,,10230,รามอินทรา,คันนายาว,กรุงเทพมหานคร,
ประเสริฐมนูกิจ,111/1,,70,495149000,333,24,3-95(1)-59/58,333,บริษัท โตโยต้า ชัยรัชการ จำกัด,บริการซ่อมแซม เคาะพ่นสีรถยนต์,,10230,รามอินทรา,คันนายาว,กรุงเทพมหานคร,
สุขุมวิท 71,436,อาคารศรินทร์ธร,29,55000000,334,7,3-95(1)-32/55,334,บริษัท กาญจนาอิควิพเม้นท์ จำกัด,จำหน่ายและซ่อมรถยนต์,02-3816212,10110,พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร,0
สายไหม,85/1,,32,0,335,14,3-95(1)-40/55,335,บริษัท ธนพรออโต้เซอร์วิส จำกัด,ซ่อมเคาะพ่นสีรถยนต์,,10220,สายไหม,สายไหม ,กรุงเทพมหานคร,1
สุขาภิบาล,1-ม.ค.,,45,90000000,336,20,3-95(1)-194/56,336,บริษัท วอง ฮอนด้า คาร์ส์ จำกัด,ซ่อมรถยนต์,,10220,ออเงิน,สายไหม ,กรุงเทพมหานคร,
,11,พระยาสุเรนทร์ 41,146.4,10000000,337,8,3-77(2)-9/58,337,บริษัท เจบีที เอ็นจิเนียริ่ง จำกัด,ผลิตชิ้นส่วน อุปกรณ์ สำหรับรถยนต์,,10510,สามวาตะวันตก,คลองสามวา,กรุงเทพมหานคร,
พัฒนาการ,203,พัฒนาการ 38,143.25,17200000,338,6,3-86-2/57,338,บริษัท วินเนอร์สปอร์ต จำกัด,ทำโต๊ะปิงปอง และจักรยานออกกำลังกาย,,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
อ่อนนุช,1096,,82.3,41401885,339,19,3-95(1)-122/57,339,บริษัท เอ็มจี เซลส์ (ประเทศไทย) จำกัด,ซ่อมแซม บำรุงรักษาและพ่นสีรถยนต์,,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
,143,รามคำแหง 42,93,60000000,340,58,3-41(1)-17/57,340,บริษัท ส.เอเซียเพรส (1989) จำกัด,รับพิมพ์หนังสือ และสิ่งพิมพ์ทุกชนิด,027323101-6,10240,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,
สีหบุรานุกิจ,25/17,กลิ่นหอมรื่น,15.2,10700000,341,10,3-37-191/58,341,สหวิชัยเฟอร์นิเจอร์,ผลิตเฟอร์นิเจอร์จากไม้,29188707,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,13
เสรีไทย,79/1,,84,29000000,342,16,3-95(1)-76/55,342,บริษัท ยานยนต์ (ประเทศไทย) จำกัด,ซ่อมและพ่นสีรถยนต์,,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
,238,ฉลองกรุง31,0,0,343,9,น.77(1)-4/2555-นนล.,343,บริษัท วรอินเตอร์เทรด จำกัด,ซื้อมาขายไปอะไหล่รถยนต์1.ทำการซื้อขายอะไหล่รถยนต์และส่วนประกอบของยานยนต์ทุกชนิด2.ทำการสั่งเครื่องอะไหล่ยนต์เรือยนต์ทุกชนิดจากต่างประเทศเข้ามาจำหน่าย3.ประกอบกิจการโรงงานผลิตดัดแปลงและซ่อมบำรุงยานพาหนะ4.ประกอบกิจการดัดแปลงแก้ไขชิ้นส่วนอะไหล่ประกอบยานยนต์พร้,22228714,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,150,,3090,424968000,344,10,น.58(4)-1/2556-ญนล.,344,บริษัท 3 เอ็ม อินโนเวชั่น (ไทยแลนด์) จำกัด,-ผลิตแผ่นใยขัด-,,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,327,,280.72,6000000,345,73,น.64(9)-1/2556-นนล.,345,บริษัท กรอซเซ่ จีเวลส์ (ประเทศไทย) จำกัด,ผลิตเครื่องประดับอัญมณีเทียม,818708716,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
,188,ฉลองกรุง31,5,1000000,346,8,น.77(2)-1/2558-นนล.,346,บริษัท พี.แมกซ์โกลด์ เทรดดิ้ง จำกัด,ซื้อมาขายไปรถยนต์ซ่อมแซมและปรับปรุงสภาพยานยนต์รถยนต์ที่ใช้ในการโดยสารการบรรทุกการก่อสร้างและการเกษตรรวมถึงชิ้นส่วนอะไหล่ของผลิตภัณฑ์ต่างๆซื้อมาขายไปชิ้นส่วนอุปกรณ์และผลิตภัณฑ์ดังกล่าวเช่นกระเป๋าหมวกอุปกรณ์กีฬารถยนต์ใหม่อะไหล่ชิ้นส่วนอุปกรณ์ทุกชนิดโลหะทองแ,027396750-3,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,115,,0,0,347,5,น.77(2)-2/2558-นนล.,347,บริษัท คาร์ ออโต้ รียูเนียน จำกัด,ซื้อมาขายไปดัดแปลงแปรสภาพซ่อมแซมปรับปรุงซื้อมาขายไปรถยนต์นั่งรถบรรทุกรถยนต์โดยสารรถจักรยานยนต์รถจักรยานรถเครนรถโฟลค์ลิฟท์รถที่ใช้ในการก่อสร้างและการเกษตรเครื่องมือและเครื่องจักรในการก่อสร้างและการเกษตรทุกชนิดซื้อมาขายไปเครื่องใช้ไฟฟ้าเครื่องไฟฟ้าอุปกรณ์ไฟ,27396699,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,4
ฉลองกรุง,266,-,652,431800000,348,58,น.33-1/2555-นนล.,348,บริษัท บาจา (ประเทศไทย) จำกัด,ผลิตรองเท้าทุกชนิด,23260896,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
สุขสวัสดิ์,81,,295,0,349,38,3-64(1)-18/56,349,ห้างหุ้นส่วนจำกัด ต.ไทยเกษตรภัณฑ์อิมปอร์ต,ทำกระบอกฉีดน้ำยาและถังน้ำยาปราบศัตรูพืช,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
นวมินทร์,15-ก.ย.,,41,71000000,350,31,3-95(1)-237/57,350,บริษัท เจริญไทยมอเตอร์เซลส์ จำกัด,ซ่อมรถยนต์,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,
พระราม ที่ 3,487/1,,93.71,16000000,351,40,3-95(1)-107/58,351,บริษัท เบนซ์พระราม 3 จำกัด,ศูนย์บริการซ่อมรถยนต์,22911212,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
สาธุประดิษฐ์,212/9,สาธุประดิษฐู 14,62.5,5000000,352,13,3-63(2)-76/56,352,ต.พัฒนะชัยโลหะกิจ,ตัดและพับเหล็กเพื่อใช้ในงานอุตสาหกรรมและการก่อสร้าง,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
,79,เฉลิมพระเกียรติ ร.9 ซ.8,155.59,149999968,353,204,3-84(3)-1/57,353,บริษัท ซันฮิง ไดมอนด์ จำกัด,เจียระไนเพชรและพลอย,02-3615996,10250,หนองบอน,ประเวศ,กรุงเทพมหานคร,
,64/29,สุขาภิบาล2ซอย31,74.01,31212000,354,30,น.84(1)-1/2556-ญอธ.,354,บริษัท พาเลซส์ จิวเวลเลอรี จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิด,,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
