ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
เพชรเกษม,เลขที่ 52/1,,10700007025615,166.68,6500000,1306,3-105-70/61รบ,2011,บริษัท วาสุ รีไซเคิล สมายล์ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,70000,สามเรือน,เมืองราชบุรี,ราชบุรี,5
สุชัย,เลขที่ 52/4,รามัญอุดม,10740102725578,132,36972407,1307,3-106-27/57สค,2232,บริษัท วิทย์คอร์ป โปรดักส์ จำกัด,,ล้างบรรจุภัณฑ์ปนเปื้อนสารเคมี,10,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,6
,เลขที่ 51,,10130003425587,71.5,16000000,1308,3-105-34/58ปท,411,บริษัท วิทิต กรุ๊ป จำกัด,02-5931119,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,18,12160,บางกระบือ,สามโคก,ปทุมธานี,3
,เลขที่ 24/6,,10130004425602,280,9000000,1309,3-105-44/60ปท,421,บริษัท วิทิต กรุ๊ป จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,12160,คลองควาย,สามโคก,ปทุมธานี,8
โขดหิน-เขาไผ่,เลขที่ 5/4,      -,10210003525477,280,2700000,1310,3-105-35/47รย,1267,บริษัท วิน โพร เสส จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้ว ซ่อมและล้างถังด้วยตัวทำละลายและนำตัวทำละลายที่ใช้แล้วผสมกับน้ำมันที่ใช้แล้ว เพื่อใช้เป็นเชื้อเพลิงทดแทน,9,21000,เนินพระ,เมืองระยอง,ระยอง,5
บางบุตร-วังจันทร์,เลขที่ 84/7,,10210007025607,391,240000000,1311,3-106-70/60รย,1361,บริษัท วิน โพรเสส จำกัด,038 608913,คืนสภาพกรดหรือด่าง ทำเชื้อเพลิงผสม และล้างภาชนะบรรจุภัณฑ์ด้วยตัวทำละลาย,20,21120,บางบุตร,บ้านค่าย,ระยอง,4
-,เลขที่ 195/2,-,10110006525609,93,3000000,1312,3-105-65/60สป,169,บริษัท วิบูลย์ชัย 69 จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,11,10550,คลองด่าน,บางบ่อ,สมุทรปราการ,3
,เลขที่ 1663,,20240016725507,15,1050000,1313,จ3-105-167/50ฉช,1615,บริษัท วิบูลย์พูลทรัพย์สตีล จำกัด,,คัดแยกวัสดุหรือสิ่งปฏิกูลที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย และบดย่อยพลาสติก,15,24120,พนมสารคาม,พนมสารคาม,ฉะเชิงเทรา,1
,เลขที่ 227,,20240009125525,92,4500000,1314,จ3-105-91/52ฉช,1646,บริษัท วิบูลย์พูลทรัพย์สตีล จำกัด,,คัดแยกวัสดุหรือสิ่งปฏิกูลที่ไม่ใช้แล้ว ที่ไม่ป็นของเสียอันตราย และหลอมเศษอลูมิเนียม,7,24120,พนมสารคาม,พนมสารคาม,ฉะเชิงเทรา,1
-,เลขที่ 789,-,10250003725602,22.5,3000000,1315,3-106-37/60ปจ,1732,บริษัท วิบูลย์พูลทรัพย์สตีล จำกัด,08 2466 1888,ทำเชื้อเพลิงผสม เชื้อเพลิงทดแทนจากตัวทำละลายเคมีภัณฑ์และน้ำมันหล่อลื่นใช้แล้วโดยผ่านกรรมวิธีการผลิตทางอุตสาหกรรม,7,25140,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,4
,เลขที่ 99/12,,10140010425595,62,21300000,1316,3-105-104/59อย,553,บริษัท วิศวกรรมและการโยธา สยามเทคนิค กรุ๊ป จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,10140,สนับทึบ,วังน้อย,พระนครศรีอยุธยา,7
สุวรรณศร,เลขที่ -,-,10190001525531,348,7500000,1317,3-106-15/53สบ,823,บริษัท วิหารแดง เวสต์ แมเนจเม้นต์ คอนซัล จำกัด,,บด ย่อย บรรจุภัณฑ์ประเภทแก้ว พลาสติก โลหะ,20,18150,หนองสรวง,วิหารแดง,สระบุรี,-
,เลขที่ โฉนดที่ดินเลขที่ 29610,,20190005625525,37.5,6050000,1318,จ3-105-56/52สบ,875,บริษัท วิหารแดง เวสต์ แมเนจเม้นท์ คอลซัล จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมีลักษณะและคุณสมบัติตามทึ่กำหนดไว้ในกฎกระทรวงฉบับที่ 2(พ.ศ.2535)ออกตามพระราชบัญญัติโรงงาน พ.ศ.2535,9,18150,หนองสรวง,วิหารแดง,สระบุรี,9
-,เลขที่ 22,-,10770005625534,872,5000000,1319,3-106-56/53ปข,2339,บริษัท วี กรุ๊ป ดีเวลลอปเมนท์ จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว ทำเชื้อเพลิงผสม (Blending) จากเศษผ้าปนเปื้อนน้ำมัน กากตะกอนน้ำมัน วัสดุดูดซับ ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,6,77000,เกาะหลัก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,7
,เลขที่ -,,20740003225502,221.08,9000000,1320,จ3-105-32/50สค,2301,บริษัท วี แกรนด์ พลาสติก จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก และทำเม็ดพลาสติก,12,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,2
,เลขที่ 88/9,,10200002625600,210.5,9200000,1321,3-106-26/60ชบ,1070,บริษัท วี เทคนิค รีไซเคิล จำกัด,,ทำผลิตภัณฑ์คอนกรีตเป็นวัสดุก่อสร้างต่างๆ เช่น คอนกรีตบล็อก บล็อกประสาน แผ่นปูพื้น แผ่นทางเดิน วงบ่อเกราะ จากวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,20180,บ่อกวางทอง,บ่อทอง,ชลบุรี,5
-,เลขที่ โฉนดที่ดินเลขที่ 6902,-,10300102925593,1282.98,80000000,1322,3-106-29/59นม,1801,บริษัท วี.เค.พี.เอ็นเนอร์ยี่ จำกัด,,ทำน้ำมันเชื้อเพลิงทดแทนจากยางใช้แล้ว และเศษยางทั่วไป,20,30290,พะงาด,ขามสะแกแสง,นครราชสีมา,7
-,เลขที่ 11/6,ทุ่งขวาง ซอย 9,10200101525511,26,6000000,1323,3-106-15/51ชบ,1054,บริษัท วี.พี.ยูสออยล์ จำกัด,,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผ่านกระบวนการทางอุตสาหกรรมเพื่อผลิตเชื้อเพลิงทดแทน และน้ำมันทาแบบ,8,20140,ทุ่งขวาง,พนัสนิคม,ชลบุรี,1
,เลขที่ 29,,10130003225573,60,6000000,1324,3-105-32/57ปท,408,บริษัท วี.รินทร์ สตีลกรุ๊ป กำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,12120,คลองสาม,คลองหลวง,ปทุมธานี,14
เทพารักษ์,เลขที่ 117/45,-,10110004225608,4491.2,165000000,1325,3-106-42/60สป,249,บริษัท วี.เอ.เอเนอร์จี จำกัด,,ผลิตน้ำมันเชื้อเพลิงจากเศษพลาสติกเก่าโดยวิธี (Pyrolysis),30,10570,บางปลา,บางพลี,สมุทรปราการ,9
-,เลขที่ -,-,10210005025542,98,11500000,1326,3-105-50/54รย,1282,บริษัท วี.เอส.เอ. เอ็นจิเนียริ่ง จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อย ทำเม็ดพลาสติกเกรดบี และอัดเศษเหล็ก,18,21180,มาบข่า,นิคมพัฒนา,ระยอง,2
,เลขที่ โฉนดที่ดินเลขที่ 44252,,10210005525616,245,75800000,1327,3-105-55/61รย,1287,บริษัท วี.เอส.เอ. เอ็นจิเนียริ่ง จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,25,21180,นิคมพัฒนา,นิคมพัฒนา,ระยอง,7
-,เลขที่ 9/9-10,-,10210005425486,164,30500000,1328,3-105-54/48รย,1285,บริษัท วีเอสแอนด์บี รีไซเคิลเน็ทเวิร์ค จำกัด,0 3864 2532-4,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และอัดเศษโลหะ,13,21120,หนองละลอก,บ้านค่าย,ระยอง,6
-,เลขที่ 59,-,10200106825486,27,2600000,1329,3-105-68/48ชบ,1002,บริษัท เวรี่ไลท์ อินดัสเตรียล จำกัด,01-6546925,คัดแยกวัสดุที่ไม่ใช้แล้ ตามที่กำหนดไว้ในหมวด1 ข้อ1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1(พ.ศ.2541),18,20140,ท่าข้าม,พนัสนิคม,ชลบุรี,3
,เลขที่ 77/2,,10200003225566,118,9050000,1330,3-105-32/56ชบ,962,บริษัท เวลท์ เดฟท์ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,20230,บ่อวิน,ศรีราชา,ชลบุรี,5
-,เลขที่ โฉนดที่ดินเลขที่ 29964,-,10250006425606,1954,38000000,1331,3-105-64/60ปจ,1699,บริษัท เวสต์ 2 เอ็นเนอร์ยี่ จำกัด,,คัดแยกและฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,25110,ลาดตะเคียน,กบินทร์บุรี,ปราจีนบุรี,7
-,เลขที่ โฉนดที่ดินเลขที่ 18778,-,10250004625603,461,39000000,1332,3-106-46/60ปจ,1738,บริษัท เวสต์ 2 เอ็นเนอร์ยี่ จำกัด,,นำน้ำมันหล่อลื่นที่ใช้แล้ว หรือสารทำละลายมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อผลิตเป็นเชื้อเพลิงทดแทน และทำเชื้อเพลิงผสม ทำน้ำมันทาแบบ สีกันสนิม ซ่อมและล้างบรรจุภัณฑ์ บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ ทำอิฐบล็อก อิฐตัวหนอน จากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,12,25110,ลาดตะเคียน,กบินทร์บุรี,ปราจีนบุรี,7
มิตรภาพ,เลขที่ 4/2,-,10190005025470,93,1650000,1333,3-105-50/47สบ,803,บริษัท เวสท์ รีโคเวอรี่ จำกัด,081-9310214,คัดแยกของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตราย,15,18110,ตาลเดี่ยว,แก่งคอย,สระบุรี,10
มิตรภาพ,เลขที่ 4/2,-,10190100125464,123.9,0,1334,3-106-1/46สบ,821,บริษัท เวสท์ รีโคเวอรี่ จำกัด,081-9310214,ทำน้ำมันผสมสีทาบ้านจากน้ำมันใช้แล้ว ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย นำตัวทำละลายใช้แล้วผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่ เป็นเชื้อเพลิงทดแทนและรีไซเคิลไส้กรองน้ำมัน,7,18110,ตาลเดี่ยว,แก่งคอย,สระบุรี,10
     -,เลขที่ 105,     -,10210900125462,86,14000000,1335,3-106-1/46รย,1313,บริษัท เวสท์ โอเว่น เซอร์วิส จำกัด,     -,นำกากตะกอนจากกระบวนการบำบัดน้ำเสียไปทำผลิตภัณฑ์ใหม่ ได้แก่ อิฐบล็อค สารปรับปรุงดิน เป็นต้น,19,21180,มาบข่า,นิคมพัฒนา,ระยอง,2
,เลขที่ 26/6,,10210103225606,382,17000000,1336,3-106-32/60รย,1339,บริษัท เวสท์ โอเว่น เซอร์วิส จำกัด,,นำกากตะกอนจากระบบบำบัดน้ำเสียที่ไม่เป็นอันตราย และอินทรีย์วัตถุที่ไม่ใช้แล้ว จากโรงงานมาทำเป็นผลิตภัณฑ์ใหม่ เช่น ปุ๋ยอินทรีย์,11,21180,มาบข่า,นิคมพัฒนา,ระยอง,2
-,เลขที่ 39/2,-,10240006725477,351,39000000,1337,3-105-67/47ฉช,1496,บริษัท เวสท์รีไซเคิล แอนด์ แมนเนจเม็นท์ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะ,14,24180,พิมพา,บางปะกง,ฉะเชิงเทรา,3
,เลขที่ -,,20200017225501,30,700000,1338,จ3-105-172/50ชบ,1148,บริษัท เวิร์ล เวส แอนด์ รีไซเคิล จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย และบดย่อยพลาสติก,5,20150,เขาไม้แก้ว,บางละมุง,ชลบุรี,3
ทางหลวงหมายเลข 3191,เลขที่ 21/4,วัดมาบข่า,10210000525462,249.44,2250000,1339,3-106-5/46รย,1353,บริษัท เวิล์ด เวสท์ จำกัด,,นำตัวทำละลายและน้ำมันใช้แล้วมาผ่านกรรมวิธีการผลิตทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่ และล้างถังรรจุสารเคมีด้วยตัวทำละลาย บด และผลิตเม็ดพลาสติก คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว และนำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมาผสมกับวัตถุดิบอื่น เพื่อผลิตเป็นอิฐบล็อคประสาน อิฐปูพื้น,8,21180,มาบข่า,นิคมพัฒนา,ระยอง,3
-,เลขที่ -,-,10740100225571,15,12500000,1340,3-106-2/57สค,2220,บริษัท เวิลด์ ออฟ เอนเนอร์จี จำกัด,,ผลิตน้ำมันเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว,6,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,9
,เลขที่ โฉนดที่ดินเลขที่ 20038,,10270011125595,794,47000000,1341,3-105-111/59สก,1767,บริษัท เวิลด์เทค เมเน็จเม้นท์ จำกัด,,คัดแยกและฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,12150,คลองทับจันทร์,อรัญประเทศ,สระแก้ว,8
,เลขที่ ,,20900018025517,4,600000,1342,จ3-105-180/51สข,2380,บริษัท เวิลด์ปาล์มไทยออยล์ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตรายตามประกาศกระทรวงอุตสาหกรรม,18,90170,พังลา,สะเดา,สงขลา,5
-,เลขที่ 66/21,-,10210004325562,80,3700000,1343,3-105-43/56รย,1274,บริษัท เวิล์ดสเครพส์ รีไซเคิล จำกัด,081-341853,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,7,21130,สำนักท้อน,บ้านฉาง,ระยอง,6
-,เลขที่ 83,-,10700600125465,74,43000000,1344,3-106-1/46รบ,2019,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด,(032)261691-9,นำของเสียหรือผลิตภัณฑ์ที่ไม่ใช้แล้วที่เป็นเคมีภัณฑ์ ได้แก่ สารลดแรงตึงผิวเข้มข้น (Off-specification Surfactants) มารีไซเคิลเป็นน้ำยาล้างรถหรือน้ำยาล้างพื้น นำของเสียที่ไม่ใช้แล้วตามประกาศกระทรวง ฯ ฉบับที่ 1 (พ.ศ.2541) มาผลิตเป็นอิฐบล็อคตัวหนอน,55,70150,รางบัว,จอมบึง,ราชบุรี,8
-,เลขที่ 83,-,10700100225468,245,12000000,1345,3-106-2/46รบ,2023,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด,032-711131-2,รับวัสดุเหลือใช้และเคมีภัณฑ์ที่ไม่ใช้แล้วมารีไซเคิลผลิตเป็นผลิตภัณฑ์ใหม่ เช่น สีทาบ้าน สีน้ำมัน น้ำมันทาแบบ และเชื้อเพลิงทดแทน,6,70150,รางบัว,จอมบึง,ราชบุรี,8
-,เลขที่ 54/1,-,10700000425465,82.5,10000000,1346,3-106-4/46รบ,2027,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด,(032) 228-144-5,ซ่อมและล้างถังด้วยตัวทำละลาย,11,70150,รางบัว,จอมบึง,ราชบุรี,8
-,เลขที่ ,-,10710100125469,100,18000000,1347,3-101-1/46กจ,2043,บริษัท แวนด้า แฟคทอรี่ จำกัด,034-542634-7,"บำบัดน้ำเสียรวม ปริมาณบำบัดสูงสุด 2,000 ลูกบาศก์เมตรต่อวัน",14,71130,แสนตอ,ท่ามะกา,กาญจนบุรี,7
ฉลองกรุง,เลขที่ 239,ฉลองกรุง31,82030000125599,1100,7000000000,1348,น.106-1/2559-นนล.,65,บริษัท ไวโรกรีน (ไทยแลนด์) จำกัด,904100066,ซ่อมแซมดัดแปลงปรับปรุงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็คทรอนิคส์เก่าใช้แล้วรีไซเคิลจอมอนิเตอร์แบบแอลซีดีบดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์และถอดประกอบอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์เครื่องโทรทัศน์เครื่องโทรศัพท์เครื่องเราต์เตอร์คอมพิวเตอร์ชิ้นส่วนอะไห,286,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,เลขที่ -,ฉลองกรุง 31,82030000125615,0,0,1349,น.106-1/2561-นนล.,66,บริษัท ไวโรกรีน (ไทยแลนด์) จำกัด,-,ซ่อมแซม ดัดแปลง ปรับปรุง เครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็คทรอนิคส์เก่าใช้แล้วรีไซเคิลจอมอนิเตอร์แบบแอลซีดี บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์ และถอดประกอบอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์ เครื่องโทรทัศน์ เครื่องโทรศัพท์ เครื่องเราต์เตอร์ คอมพิวเตอร์ ชิ,0,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
,เลขที่ โฉนดที่ดินเลขที่ 2571 ,,10190003325609,500,19500000,1350,3-105-33/60สบ,795,บริษัท ศ.กำชัยไซเคิล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และเตรียมเชื้อเพลิงทดแทนจากเศษวัสดุไม่ใช้แล้ว,14,18000,หนองสรวง,วิหารแดง,สระบุรี,2
 -,เลขที่ 18/16,11/7 (ซอยนำชัย),10130009525497,0,850000,1351,3-105-95/49ปท,457,บริษัท ศ.เจริญชัย อินดัสทรี จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,12120,คลองสาม,คลองหลวง,ปทุมธานี,11
-,เลขที่ -,-,72200000225614,0,0,1352,น.106-2/2561-ญนจ.,1994,บริษัท ศแบงยั่งยืน อุบล จำกัด,-,ผลิตเชื้อเพลิงแข็ง(SolidRecoveredFuel:SRF)จากขยะอุตสาหกรรมที่ไม่เป็นอันตรายและผลิตเม็ดพลาสติกจากพลาสติกที่ผ่านการใช้งานแล้ว,0,66220,หนองหลุม,วชิรบารมี,พิจิตร,
สุขุมวิท,เลขที่ 543 นิคมอุตสาหกรรมบางปู,,82020100125532,0,0,1353,น.105-1/2553-นนป.,333,บริษัท ศมลวรรณ รุ่งเรืองกิจ 89 จำกัด,,รับซื้อ ขาย แลกเปลี่ยน คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายซ่อมถังและลัางบรรจุภัณฑ์สารเคมีด้วยตัวทำละลาย บดย่อยชิ้นส่วนพลาสติก เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,5,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2
เลียบคลองชลประทาน2R ท่าม่วง-ท่ามะกา,เลขที่ 55,,20710005125513,180,2800000,1354,จ3-105-51/51กจ,2060,บริษัท ศรีเจริญสุข เอส โอ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย เช่น ภาชนะใส่วัสดุทั่วไป เศษกระดาษ เศษพลาสติก เศษไม้ เศษยางฯลฯ,12,71130,ท่าตะคร้อ,ท่าม่วง,กาญจนบุรี,3
ฉะเชิงเทรา-บางปะกง,เลขที่ 51/4,-,10240103425575,58,37000000,1355,3-105-34/57ฉช,1466,บริษัท ศรีบล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เศษโลหะ เศษกระดาษ เศษไม้ และเศษพลาสติก อัดเศษโลหะ,7,24140,คลองประเวศ,บ้านโพธิ์,ฉะเชิงเทรา,1
บ้านบึง-หนองบอนแดง,เลขที่ 129/2,,20200003125509,65,11000000,1356,จ3-105-31/50ชบ,1171,บริษัท ศรีรัตน์ แพ็คกิ้ง (1998) จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตรายและ ทำลัง แผ่นรองสินค้าจากไม้นอกประเภทหวงห้าม,22,20170,บ้านบึง,บ้านบึง,ชลบุรี,3
,เลขที่ 294/4,,20200017625502,23,2700000,1357,จ3-105-176/50ชบ,1151,บริษัท ศรีราชา สแคร็พ แอนด์ เซอร์วิส จำกัด,,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,20110,สุรศักดิ์,ศรีราชา,ชลบุรี,8
เศรษฐกิจ,เลขที่ 18/31,-,10740500325476,9,1000000,1358,3-106-3/47สค,2237,บริษัท ศรีสมัย ปิโตรเลียม จำกัด,,ผลิตเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว,5,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,5
-,เลขที่ ,-,10200013325521,171,900000,1359,3-105-133/52ชบ,915,บริษัท ศศิพิมพ์ รีไซเคิ้ล จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,12,20000,หนองรี,เมืองชลบุรี,ชลบุรี,1
-,เลขที่ 119/10,-,10210005325488,97,11000000,1360,3-105-53/48รย,1283,บริษัท ศักดิ์ทวี รีไซเคิล จำกัด,038-694348,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) ตามบัญชีสิ่งปฏิกูลฯ ท้ายกฎกระทรวงฯ หมวด 1 ข้อ 1,30,21000,ทับมา,เมืองระยอง,ระยอง,7
-,เลขที่ 99/9,-,10130001625550,200,4400000,1361,3-105-16/55ปท,392,บริษัท ศิริรัตน์ โลหะกิจ จำกัด,02-978-9871,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก,10,12000,บางหลวง,เมืองปทุมธานี,ปทุมธานี,7
บางพลี-ตำหรุ,เลขที่ 113,-,10110002625585,233,24500000,1362,3-105-26/58สป,116,บริษัท ศิริวิลัย ๒๕๕๘ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อย และทำเม็ดพลาสติก,7,10280,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2
-,เลขที่ 51,แสนสบาย,10100211925488,130,13200000,1363,3-105-119/48,9,บริษัท ศิวลัยรียูสเอเบิ้ล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษกระดาษ อัดเศษพลาสติก และตัดเศษโลหะ,20,10110,คลองตัน,คลองเตย,กรุงเทพมหานคร,
,เลขที่ โฉนดที่ดินเลขที่ 9102,,10210009625594,15,10500000,1364,3-105-96/59รย,1312,บริษัท ศุทราแลนด์ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,4,21110,กองดิน,แกลง,ระยอง,7
-,เลขที่ 4-4/1,-,10140000725467,107,3250000,1365,3-105-7/46อย,619,บริษัท ศุภฤกษ์ พลาสติก จำกัด,0 3525  5297,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),8,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,1
-,เลขที่ 401,-,20440021725506,393.5,29000000,1366,จ3-105-217/50มค,1892,บริษัท ศูนย์การจัดการวัสดุเหลือใช้ จำกัด,043-778007,"บดและล้างเศษแก้ว , อัดเศษเหล็ก",27,44000,แวงน่าง,เมืองมหาสารคาม,มหาสารคาม,11
-,เลขที่ 95,-,10240004025474,60,1500000,1367,3-105-40/47ฉช,1478,บริษัท ศูนย์กำจัดของเสียไทย จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) และบดย่อยเศษพลาสติก,20,24190,หัวสำโรง,แปลงยาว,ฉะเชิงเทรา,6
-,เลขที่ 169,-,10160003025533,210,28000000,1368,3-105-30/53ลบ,751,บริษัท โษ มงคลพัฒนา จำกัด,02 9707322,คัดแยกและฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,105,15120,ดงมะรุม,โคกสำโรง,ลพบุรี,7
,เลขที่ -,รักวงศ์วาน,10140003725498,0,2300000,1369,3-105-37/49อย,592,บริษัท ส. พลาสติก อยุธยา จำกัด,083-0772754,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษโลหะ เศษกระดาษ เศษพลาสติก เศษโฟม เป็นต้น,8,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,8
