GPS_lng,ตำบล,ประกอบกิจการ,พื้นที่อาคาร,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,รายการข้อมูล,หมู่,พื้นที่โรงงาน,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,คนงานหญิง,_id,ที่มา,อำเภอ,GPS_lat
99.27899,สิงห์,ทำมันเส้น,48000,กาญจนบุรี-ไทรโยค,เลขที่ 17,7,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,5,176000,,ไทยเรือง,71150,10621,0,143,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ไทรโยค,14.09104
99.52316,หนองปลาไหล,ทำมันเส้น,0,-,เลขที่ 4/11,3,กาญจนบุรี,01-4516459,โรงงานแปรรูปทางการเกษตร,4,80000,-,ลานมันทรัพย์เศรษฐพงษ์,71220,10621,0,144,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,หนองปรือ,14.60201
,บ่อพลอย,ทำมันเส้น,31328,-,เลขที่ 596/3,5,กาญจนบุรี,0,โรงงานแปรรูปทางการเกษตร,1,31328,-,วัฒนาลานมัน,71160,10621,0,145,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,บ่อพลอย,
,หนองฝ้าย,ทำมันเส้น,0,,เลขที่ ,3,กาญจนบุรี,089-8973514,โรงงานแปรรูปทางการเกษตร,6,56000,,วีระพลเรืองกิจ,71210,10621,0,146,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,
99.398898,สมเด็จเจริญ,ทำมันเส้น,0,,เลขที่ 8/2,2,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,2,73600,,,71220,10621,0,147,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,หนองปรือ,14.74737
,ทุ่งกระบ่ำ,ทำมันเส้น,0,-,เลขที่ 75,3,กาญจนบุรี,899833488,โรงงานแปรรูปทางการเกษตร,2,80000,-,ลานมันมิตรรัก 999,71210,10621,0,148,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,
,สิงห์,ลานมัน และตากพืชผลการเกษตร เช่น ข้าวโพด ข้าวเปลือก ถั่ว ฯลฯ,600,,เลขที่ 88/9,3,กาญจนบุรี,081-9181268,โรงงานแปรรูปทางการเกษตร,4,109964,,บริษัท พีเคเอสเอช ทรัพย์มณี จำกัด,71150,10621,0,149,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ไทรโยค,
99.70921,หนองโสน,ทำมันเส้น,180000,-,เลขที่ 99/9,5,กาญจนบุรี,098-2631449,โรงงานแปรรูปทางการเกษตร,4,540000,-,มัญชุสา,71210,10621,0,150,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.66014
99.65279,วังขนาย,โม่มันสำปะหลังแห้ง,0,-,เลขที่ 75,5,กาญจนบุรี,611493,โรงงานแปรรูปทางการเกษตร,2,41374,-,เสียงไทย,71110,10621,3,151,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,13.95601
99.58297,ทุ่งกระบ่ำ,ทำมันเส้น,204,หนองปรือ-เลาขวัญ,เลขที่ 93,2,กาญจนบุรี,818801948,โรงงานแปรรูปทางการเกษตร,4,16000,-,ชัยวัฒน์พืชผล,71210,10621,0,152,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.61074
,เขาสามสิบหาบ,ทำมันเส้น,1000,,เลขที่ 88/8,4,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,6,16000,,บริษัท 888 การเกษตร จำกัด,10900,10621,1,153,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
99.7568,วังไผ่,ทำมันเส้น,94000,,เลขที่ ,4,กาญจนบุรี,081-8561519,โรงงานแปรรูปทางการเกษตร,9,94000,,ลานมันปรีชา,71170,10621,0,154,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ห้วยกระเจา,14.28514
99.49122,หลุมรัง,ทำมันเส้น,192,บ่อพลอย-หนองปรือ,เลขที่ 79,2,กาญจนบุรี,01-4516459,โรงงานแปรรูปทางการเกษตร,15,32800,-,ลานทรัพย์เศรษฐพงษ์,71160,10621,1,155,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,บ่อพลอย,14.43903
,หนองประดู่,ทำมันเส้น,0,,เลขที่ 110,3,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,10,25700,,สิทธิชัยลานมัน,71210,10621,0,156,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,
99.68197,ห้วยกระเจา,ทำมันเส้น,60246,อู่ทอง-บ่อพลอย,เลขที่ 242/11,0,กาญจนบุรี,01-8331369,โรงงานแปรรูปทางการเกษตร,6,144000,-,,71170,10621,4,157,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ห้วยกระเจา,14.32993
,หนองรี,ทำมันเส้น,0,,เลขที่ 138,3,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,10,72676,,ลานมันทรัพย์วันทอง ๓,71220,10621,0,158,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,บ่อพลอย,
99.39869,สมเด็จเจริญ,ทำมันเส้น,0,,เลขที่ -,2,กาญจนบุรี,07-1562874,โรงงานแปรรูปทางการเกษตร,6,16000,,,71220,10621,0,159,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,หนองปรือ,14.74737
99.6416,หนองปลิง,ทำมันเส้น,24000,,เลขที่ 69,3,กาญจนบุรี,01-3859164,โรงงานแปรรูปทางการเกษตร,16,24000,,,71210,10621,0,160,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.78387
99.50244,หนองกุ่ม,ทำมันเส้น,144,,เลขที่ 187,2,กาญจนบุรี,01-4452132,โรงงานแปรรูปทางการเกษตร,8,32000,,ห้างหุ้นส่วนจำกัด ลานมันชัยเรืองกิจ,71160,10621,0,161,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,บ่อพลอย,14.1519
99.71852,หนองประดู่,ทำมันเส้น,16000,เลาขวัญ-ตลุงเหนือ,เลขที่ 135/3,3,กาญจนบุรี,081-7638220,โรงงานแปรรูปทางการเกษตร,5,17680,,,71210,10621,0,162,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.45384
,ดอนตาเพชร,ทำมันเส้น,0,,เลขที่ ภ.บ.ท.5 เลขสำรวจที่ 57/2557,2,กาญจนบุรี,904469232,โรงงานแปรรูปทางการเกษตร,2,12800,,ธนูลานมัน,71140,10621,0,163,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,
98.75278,ลิ่นถิ่น,ทำมันเส้น,0,ทางหลวงแผ่นดินหมายเลข323,เลขที่ 34/6,4,กาญจนบุรี,081-7948877,โรงงานแปรรูปทางการเกษตร,1,58400,,ลานมันมิตรรัก 2,71180,10621,0,164,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,14.5678
99.68752,ดอนแสลบ,ทำมันเส้น,160,-,เลขที่ 59,2,กาญจนบุรี,01-9915058,โรงงานแปรรูปทางการเกษตร,13,32000,-,อำนาจ,71170,10621,0,165,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ห้วยกระเจา,14.33008
99.46807,ช่องด่าน,ทำมันเส้น,16000,-,เลขที่ -,4,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,14,113160,-,ลานมันโชคพิพัฒน์ 2,71160,10621,0,166,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,บ่อพลอย,14.41606
,สิงห์,ทำมันเส้น,0,,เลขที่ น.ส.3 ก เลขที่ 2464,3,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,1,29584,,จงเจริญพืชผล,71150,10621,1,167,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ไทรโยค,
,หนองปลิง,ทำมันเส้น,0,,เลขที่ 58/2,2,กาญจนบุรี,822502759,โรงงานแปรรูปทางการเกษตร,18,33548,,ลานมันพิมพ์ทอง,71210,10621,0,168,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,
99.43882,หนองปรือ,ทำมันเส้น,15600,,เลขที่ 534,1,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,1,66400,,ลานมันเศรษฐพงษ์,71220,10621,2,169,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,หนองปรือ,14.61774
99.765503,หนองโสน,ทำมันเส้น,0,,เลขที่ 55/5,2,กาญจนบุรี,852222320,โรงงานแปรรูปทางการเกษตร,6,62400,,ลานมันเกียรติอุดมศักดิ์,71210,10621,0,170,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.63533
99.773292,หนองปลิง,ทำมันเส้น,0,หนองโสน-หนองมะสัง,เลขที่ 199,3,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,12,64000,,ลานมันมิตรเกษตร,71210,10621,0,171,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.69279
99.48852,หนองปรือ,ทำมันเส้น,19200,หนองปรือ-หนองปลาไหล,เลขที่ 842,6,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,1,80000,,โชคพิพัฒน์,71220,10621,0,172,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,หนองปรือ,14.60079
,หนองปรือ,ทำมันเส้น,0,,เลขที่ ภ.บ.ท.5 เลขสำรวจที่ 410/49 หน่วยที่ 2,3,กาญจนบุรี,089-9870582,โรงงานแปรรูปทางการเกษตร,11,47984,,ลานมันทรัพย์วันทอง,71220,10621,0,173,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,หนองปรือ,
,ท่าเสา,ทำมันเส้น,0,,เลขที่ 25/1,2,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,6,30400,,ลานมันอนันตชัย,71150,10621,0,174,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ไทรโยค,
,หนองประดู่,ทำมันเส้น,48000,,เลขที่ 28,5,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,10,112000,,ลานมันสิทธิชัย 2,71210,10621,0,175,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,
,สหกรณ์นิคม,ทำมันเส้น,16000,ถนนกาญจนบุรี - ทองผาภูมิ,เลขที่ 29,10,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,1,55800,,เตชะโภคภัณฑ์,71180,10621,0,176,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,
99.6977,หนองปลิง,ทำมันเส้น,11200,หนองฝ้าย-ด่านช้าง,เลขที่ 4,2,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,14,12800,,ลานมันองอาจ,71210,10621,0,177,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.71311
,วังไผ่,ทำมันเส้น อบพืชผลทางการเกษตร ,0,,เลขที่ 88 ,26,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,3,57600,,บริษัท ทรี เอ็น คาสซาวา บาย โปรดักส์ จำกัด,71170,10621,24,178,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ห้วยกระเจา,
,ช่องด่าน,ทำมันเส้น,576,,เลขที่ 39/1,3,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,4,96112,,ลานมันวังใหญ่,71160,10621,0,179,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,บ่อพลอย,
99.10326,ท่าเสา,ทำมันเส้น,48000,-,เลขที่ 296,6,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,1,92800,-,บุญส่งกาญจน์,71150,10621,0,180,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ไทรโยค,14.16889
99.30523,จรเข้เผือก,ทำมันเส้น,16000,บ้านยางเกาะ-สำทราย,เลขที่ 159/9,3,กาญจนบุรี,01-8808545,โรงงานแปรรูปทางการเกษตร,11,79232,,โชคโกศล 3,71260,10621,1,181,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ด่านมะขามเตี้ย,13.93861
99.696388,หนองฝ้าย,ทำมันเส้น,288,สระกระโจม-หนองฝ้าย,เลขที่ 9,2,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,4,16000,,ทรัพย์เพิ่มพูล,71210,10621,0,182,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.6732
99.72786,หนองประดู่,ทำมันเส้น,12800,,เลขที่ 174,2,กาญจนบุรี,081-8635541,โรงงานแปรรูปทางการเกษตร,3,24000,,สุพัฒน์ชัยเจริญ,71210,10621,0,183,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.4201
99.72039,แสนตอ,ผลิตผัก ผลไม้ น้ำผักผลไม้ แช่เย็นและแช่แข็ง และรับฝากเก็บสินค้าในห้องเย็น ผลิตพืชผักผลไม้และน้ำพืชผักผลไม้บรรจุภาชนะปิดผนึก,9686,     -,เลขที่ 56,55,กาญจนบุรี,034-542634-7,โรงงานแปรรูปทางการเกษตร,7,24400,     -,บริษัท แวนด้าโฟรเซ่น จำกัด,71130,52101,160,184,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,13.93982
99.77251,หวายเหนียว,ผลิตแผ่นใยไม้อัดชนิดความหนาแน่นปานกลาง,9000,หวายเหนียว-ดงสัก,เลขที่ 99/9,134,กาญจนบุรี,542394-9,โรงงานแปรรูปทางการเกษตร,5,20000,,บริษัท เมโทร เอ็ม.ดี.เอฟ.จำกัด,71120,16210,60,185,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,13.90123
99.74488,หนองประดู่,ผลิตเครื่องใช้ และเครื่องเรือนจากไม้,19200,,เลขที่ 199/1,300,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,6,144000,,บริษัท บี.เอส.พี.อินดัสเทรียล จำกัด,71210,16230,260,186,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.47817
99.77251,หวายเหนียว,ทำแผ่นใยไม้อัดแข็ง,10782,หวายเหนียว-ดงสัก,เลขที่ 99/9,79,กาญจนบุรี,542399,โรงงานแปรรูปทางการเกษตร,5,49350,-,บริษัท เมโทรเอ็ม.ดี.เอฟ.จำกัด,71120,17012,34,187,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,13.90123
99.69134,วังศาลา,ทำน้ำผลไม้พร้อมดื่ม ผลไม้บรรจุกระป๋อง ทำข้าวโพดกระป๋อง ทำข้าวสุกบรรจุกระป๋อง ทำขนมต่างๆ เช่น ทองม้วน และทำซอสต่างๆ,1500,,เลขที่ 88,15,กาญจนบุรี,611804,โรงงานแปรรูปทางการเกษตร,7,20800,,บริษัท ไทยฮา อินโนเวทีฟ ฟู้ดส์ จำกัด,71110,10302,10,188,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,13.97773
99.71919,แสนตอ,ผลิตผัก ผลไม้ และน้ำผลไม้บรรจุกระป๋อง,18400,แสนตอ-ท่าตะคร้อ,เลขที่ 39/3,400,กาญจนบุรี,5426374,โรงงานแปรรูปทางการเกษตร,7,105600, ,บริษัท ไวต้าฟู้ด แฟคทอรี่ (1989) จำกัด,,10302,2150,189,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,13.93715
,ปากแพรก,ผลิตภัณฑ์แปรรูปจากเนื้อหมู เช่น หมูหวาน หมูอบ ,120,,เลขที่ 198,2,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,9,120,,บริษัท เอลเลฟเฟ่น เอมเพอเรอร์ จำกัด,10500,10131,8,190,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,
,ท่าขนุน,ทำหน่อไม้ดอง หน่อไม้ต้ม และหน่อไม้บรรจุปี๊บ,0,,เลขที่ 258/30,10,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,4,56000,,-,71180,10304,5,191,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,
,ท่าม่วง,บรรจุยาเส้น,1656,,เลขที่ 1020/3,20,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,3,4200,,โทแบคแฟคทอรี่,71110,52293,50,192,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
