_id,คนงานหญิง,แรงม้า,ไปรษณีย์,เจ้าของข้อมูล,ตำบล,ประกอบกิจการ,อำเภอ,คนงานรวม,ชื่อชุดข้อมูล,แรงม้าตรวจพบ,ผู้ประกอบการ,คนงานชาย,จังหวัด,เงินทุนรวม,โทรศัพท์,ชื่อโรงงาน
315,0,74.3,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านแหลม,ทำวงกบประตู-หน้าต่าง,บางปลาม้า,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,74.3,นางสมพร ทรัพย์มาดี,5,สุพรรณบุรี,2800000,,ทรัพย์มงคลผลิตภัณฑ์ค้าไม้
316,0,75.5,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,ทำวงกบประตูหน้าต่าง,อู่ทอง,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,75.5,นายชูชัย เพียรชูชัย,10,สุพรรณบุรี,2000000,-,
317,5,61.5,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อกรุ,ทำวงกบ บานประตู หน้าต่าง เลื่อย ไส ซอย เซาะร่อง และ ผลิตภัณฑ์อื่นๆที่แปรรูปจากไม้,เดิมบางนางบวช,13,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,82.5,ห้างหุ้นส่วนจำกัด ป.ประสันต์,8,สุพรรณบุรี,10550000,,ห้างหุ้นส่วนจำกัด ป.ประสันต์
318,11,524.4,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,ทำวงกบบานประตู-หน้าต่างจากไม้,สองพี่น้อง,24,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,703.9,ห้างหุ้นส่วนจำกัด ศรีสุพรรณ (1993),13,สุพรรณบุรี,9900000,,ห้างหุ้นส่วนจำกัด ศรีสุพรรณ (1993)
319,0,94,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หัวเขา,ทำวงกบขอบประตู-หน้าต่าง บานประตู-หน้าต่างและเฟอร์นิเจอร์,เดิมบางนางบวช,3,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,94,นางละเอียด ขุมทอง,3,สุพรรณบุรี,1550000,0-3551-8331,
320,2,71,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางเลน,ทำวงกบ ขอบประตู ขอบหน้าต่าง บานหน้าต่าง บานประตูหรือส่วนประกอบที่ทำด้วยไม้แปรรูป,สองพี่น้อง,6,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,71,นางพชรศร ใสแจ่ม,4,สุพรรณบุรี,1400000,087-7035506,SPW
321,0,90.84,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกโคเฒ่า,ทำวงกบ ขอบประตู ขอบหน้าต่าง บานประตู บานหน้าต่างจากไม้,เมืองสุพรรณบุรี,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,90.84,นายนิทัศ ขำคง,4,สุพรรณบุรี,4300000,-,นิทัศการช่าง
322,3,99.03,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สวนแตง,ทำวงกบประตู วงกบหน้าต่าง และทำเครื่องเรือนจากไม้,เมืองสุพรรณบุรี,6,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,99.03,บริษัท เอ็ม บี เอ็นเนอร์จี จำกัด,3,สุพรรณบุรี,5300000,,บริษัท เอ็ม บี เอ็นเนอร์จี จำกัด
323,0,90.5,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังยาง,ทำวงประตู บานประตู บานหน้าต่าง และเครื่องเรือนตบแต่งจากไม้,ศรีประจันต์,6,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,90.5,นางสาวสุภากาญจน์ ปัญญาโชติอนัญต์,6,สุพรรณบุรี,1770000,,ฐ.กิจสุภากาญจน์
324,2,73.96,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,"ทำวงกบประตู , วงกบหน้าต่าง , บานประตู , ไสไม้ , ซอยไม้ , ทำเครื่องเรือนจากไม้และทำเฟอร์นิเจอร์จากไม้",สองพี่น้อง,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,73.96,นางสาวศุภนุช สระทองใจ,3,สุพรรณบุรี,1020000,956288566.0,ไทยเสรีการเกษตร
325,2,67,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,ผลิตถ่านอัดแท่ง,ดอนเจดีย์,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,107,นางสาวรสริน เถื่อนอารีย์รักษ์,3,สุพรรณบุรี,2300000,086-3313749,รสริน
326,7,100.5,10310,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคอก,ผลิตถ่านอัดแท่งคุณภาพสูง,สองพี่น้อง,14,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,100.5,บริษัท โปรเจ็คฟีลด์ ริชพลัส จำกัด,7,สุพรรณบุรี,21200000,097-4087803,บริษัท โปรเจ็คฟิลด์ ริชพลัส จำกัด
327,15,169.5,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หัวเขา,ผลิตเฟอร์นิเจอร์และเครื่องใช้ที่ทำจากไม้,เดิมบางนางบวช,37,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,169.5,บริษัท ทากูชิ โอเวอร์ซีส์ จำกัด,22,สุพรรณบุรี,7727900,02-5435255-6,บริษัท ทากูชิ โอเวอร์ซีส์ จำกัด
328,0,94.13,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ไผ่ขวาง,ทำอุปกรณ์ ชิ้นส่วนร้านสีข้าวจากไม้,เมืองสุพรรณบุรี,6,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,94.13,นายสุจินวัฒน์ แก้วพรายงาม,6,สุพรรณบุรี,2750000,0-1943-8508,
329,95,388,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกโคเฒ่า,ผลิตกรอบรูป เครื่องครัว และเฟอร์นิเจอร์จากไม้,เมืองสุพรรณบุรี,150,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,388,ห้างหุ้นส่วนจำกัด สักสยามอุตสาหกรรม,55,สุพรรณบุรี,15500000,035-481116-7,ห้างหุ้นส่วนจำกัด สักสยามอุตสาหกรรม
330,108,113.75,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หัวนา,ทำชิ้นส่วนของเฟอร์นิเจอร์จากไม้ยางพารา,เดิมบางนางบวช,170,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,113.75,บริษัท แลนด์วู๊ด พาราวู๊ด จำกัด,62,สุพรรณบุรี,2520000,213955.0,บริษัท แลนด์วู๊ด พาราวู๊ด จำกัด
331,0,201.05,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังยาง,ผลิตตู้แสดงสินค้าและกล่องใส่นาฬิกา,ศรีประจันต์,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,201.05,บริษัท คิวไทม์ เซอร์วิส จำกัด,10,สุพรรณบุรี,11000000,02-1820277,บริษัท คิวไทม์ เซอร์วิส จำกัด
332,4,74.29,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สามชุก,ทำเครื่องเรือนจากไม้,สามชุก,18,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,74.29,นายสิทธิเดช ภาสถิตย์,14,สุพรรณบุรี,862000,081-9208869,
333,17,318.7,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สามชุก,ผลิตกล่องกระดาษและบรรจุภัณฑ์,สามชุก,48,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,318.7,บริษัท เอส ซี เปเปอร์-แพ็ค จำกัด,31,สุพรรณบุรี,95000000,,บริษัท เอส ซี เปเปอร์-แพ็ค จำกัด
334,0,212.5,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เขาพระ,ฆ่าสัตว์และทำเนื้อสัตว์แช่เย็นและแช่แข็ง กำลังการผลิต โค 3000 ตัว/ปี เนื้อโคแช่เย็นและแช่แข็ง 400 ตัน/ปี,เดิมบางนางบวช,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,212.5,บริษัท บีฟโปร จำกัด,5,สุพรรณบุรี,9000000,35508559.0,บริษัท บีฟโปร จำกัด
335,10,475.3,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคอก,ฆ่าสัตว์ปีกและชำแหละไก่,สองพี่น้อง,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,0,บริษัท ทีเอ็นเค ฟู้ดส์ จำกัด,10,สุพรรณบุรี,9000000,,บริษัท ทีเอ็นเค ฟู้ดส์ จำกัด
336,5,99.6,11120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองหญ้าไซ,โรงฆ่าสัตว์และชำแหละเนื้อสัตว์,หนองหญ้าไซ,13,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,99.6,บริษัท พรีเมี่ยม บีฟ จำกัด,8,สุพรรณบุรี,20000000,,บริษัท พรีเมี่ยม บีฟ จำกัด
337,85,5553.95,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองผักนาก,ฆ่าและชำแหละสุกร,สามชุก,199,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,5553.95,บริษัท แฮปปี้ ฟาร์ม อะกริบิสซิเนส,114,สุพรรณบุรี,130000000,086-0601021,บริษัท แฮปปี้ ฟาร์ม อะกริบิสซิเนส จำกัด
338,4,216.63,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนกำยาน,ฆ่าสัตว์,เมืองสุพรรณบุรี,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,216.63,นางสาวยุภามาศ เรืองเดช,16,สุพรรณบุรี,23000000,035-525504,เจ้ยุหมูอินเตอร์
339,20,87.56,10240,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,ถนอมเนื้อสัตว์โดยการอบ เช่น อบรกหมู,อู่ทอง,30,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,87.56,บริษัท จี แอนด์ เอ บราเธอร์ส จำกัด,10,สุพรรณบุรี,15300000,080-2037748,บริษัท จี แอนด์ เอ บราเธอร์ส จำกัด
340,6,453,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกโคเฒ่า,โรงงานผลิตอาหารสำเร็จรูปจากเนื้อสัตว์ ผัก และผลไม้ และบรรจุในภาชนะที่ปิดสนิท,เมืองสุพรรณบุรี,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,453,บริษัท แอล.อาร์.เอส ฟู้ด จำกัด,4,สุพรรณบุรี,21500000,,บริษัท แอล.อาร์.เอส ฟู้ด จำกัด
341,10,91,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เดิมบาง,ตัดแต่งเนื้อโคขุน,เดิมบางนางบวช,15,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,91,บริษัท สไมล์ บีฟ จำกัด,5,สุพรรณบุรี,10200000,035-960193,บริษัท สไมล์ บีฟ จำกัด
342,1029,7955.2,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,ไก่ชำแหละ (ทำไก่ย่าง)ฆ่าไก่ และอาหารสัตว์,สองพี่น้อง,2205,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,5362.01,บริษัท เอฟ แอนด์ เอฟ ฟู้ด จำกัด,1176,สุพรรณบุรี,79100000,01-2538471-3,บริษัท เอฟ แอนด์ เอฟ ฟู้ด จำกัด
343,30,441.315,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,การล้าง ชำแหละ แกะ ต้ม นึ่ง ทอด หรือบดสัตว์ หรือส่วนหนึ่งส่วนใดของสัตว์,ดอนเจดีย์,50,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,441.315,บริษัท ฟู้ดเดสท์ จำกัด,20,สุพรรณบุรี,20500000,035-591709,บริษัท ฟู้ดเดสท์ จำกัด
344,2,137.5,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านกร่าง,ทำผลิตบรรจุภัณฑ์กันกระแทกอัดขึ้นรูปจากระดาษรีไซเคิล,ศรีประจันต์,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,137.5,บริษัท ดับบลิวเค รีไซเคิล แพ็ค จำกัด,6,สุพรรณบุรี,8600000,081-8394606,บริษัท ดับบลิวเค รีไซเคิล แพ็ค จำกัด
345,4,50,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนโพธิ์ทอง,อัดกระดาษเป็นก้อน,เมืองสุพรรณบุรี,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,80,นายฐกฤต สุขวิจิตกุล,4,สุพรรณบุรี,7500000,087-4699956,ทรัพย์วิจิตกุล
346,0,160.11,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคอก,ผลิตแม่พิมพ์โลหะ,สองพี่น้อง,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,160.11,หจก.เอ.เอส.โมลด์ แอนด์ พาร์ท ,5,สุพรรณบุรี,8300000,083-1982051,หจก.เอ.เอส.โมลด์ แอนด์ พาร์ท
347,18,94,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคอก,ผลิตดินน้ำมัน สีเทียน ชอล์ก ชอล์กกำจัดมด และแบ่งบรรจุปูนพลาสเตอร์,สองพี่น้อง,33,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,94,บริษัท เอสเอ็มวี อินดัสทรี แอนด์ เคมิคอล กรุ๊ป จำกัด,15,สุพรรณบุรี,9000000,035-589363,บริษัท เอสเอ็มวี อินดัสทรี แอนด์ เคมิคอล กรุ๊ป จำกัด
348,3,184.8,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังยาง,การทำสารป้องกันหรือกำจัดศัตรูพืช,ศรีประจันต์,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,238.86,บริษัท ผลิตภัณฑ์สะเดาไทย จำกัด,2,สุพรรณบุรี,3000000,01-216-2844,บริษัท ผลิตภัณฑ์สะเดาไทย จำกัด
349,3,58,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,มดแดง,ผลิตปุ๋ยอินทรีย์เม็ด,ศรีประจันต์,7,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,88,นายอุโฆษ อารยางกูร,4,สุพรรณบุรี,4000000,089-8804644,
350,1,365,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เขาดิน,ผลิตปุ๋ยเคมี และปุ๋ยอินทรีย์,เดิมบางนางบวช,7,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,0,บริษัท ม.ทรัพย์รุ่งเรืองเพื่อการเกษตรกร จำกัด,6,สุพรรณบุรี,19700000,,บริษัท ม.ทรัพย์รุ่งเรืองเพื่อการเกษตรกร จำกัด
351,1,473.54,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางเลน,ผลิตปุ๋ยอินทรีย์และวัตถุดิบอาหารสัตว์,สองพี่น้อง,11,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,473.54,บริษัท ไบโอแอ็กซ์เซล จำกัด,10,สุพรรณบุรี,21380000,02-1143813,บริษัท ไบโอแอ็กซ์เซล จำกัด 
352,34,595.8,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,ทำปุ๋ยอินทรีย์ ปุ๋ยเคมี ปุ๋ยอินทรีย์เคมีและสารปรับสภาพดิน ขยายเฉพาะการปุ๋ยเคมี,อู่ทอง,84,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,595.8,บริษัท ฟ้าอรุณพืชผลเพื่อไทย จำกัด,50,สุพรรณบุรี,120452620.4,083-0712345,บริษัท ฟ้าอรุณพืชผลเพื่อไทย จำกัด
353,1,130,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ไร่รถ,ทำปุ๋ยอินทรีย์อัดเม็ด,ดอนเจดีย์,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,130,นายจักรกฤษณ์ สุขทวี,4,สุพรรณบุรี,1000000,01-489-0998,
354,0,85,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองสะเดา,ผสมปุ๋ยเคมี ปุ๋ยอินทรีย์เคมี ปุ๋ยอินทรีย์ และสารปรับสภาพดิน,สามชุก,2,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,85,ห้างหุ้นส่วนจำกัด มิตรเกษตร รุ่งเรืองกิจ,2,สุพรรณบุรี,2850000,087-9142816,ห้างหุ้นส่วนจำกัด มิตรเกษตร รุ่งเรืองกิจ
355,2,449.87,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,ผลิตปุ๋ยอินทรีย์ชนิดเม็ด,สองพี่น้อง,11,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,449.87,บริษัท มหาวงศ์การเกษตร จำกัด,9,สุพรรณบุรี,50000000,035-589281,บริษัท มหาวงศ์การเกษตร จำกัด (สาขา 1)
356,10,464.3,72190,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,"ผลิตปุ๋ยน้ำชีวภาพ จุลินทรีย์กุ้ง,จุลินทรีย์บำบัดน้ำเสีย",สองพี่น้อง,11,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,464.3,บริษัท ซีโก้ ไฮ-ไบโอเทค จำกัด,1,สุพรรณบุรี,16000000,035-960248,บริษัท ซีโก้ ไฮ-ไบโอเทค จำกัด
357,6,435.14,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,ผลิตปุ๋ยอินทรีย์ สารปรับสภาพดิน และผสมปุ๋ยเคมี,อู่ทอง,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,91.61,ห้างหุ้นส่วนจำกัด พิศิษฐ์ รุ่งเรือง กิจการเกษตร,14,สุพรรณบุรี,23200000,-,ห้างหุ้นส่วนจำกัด พิศิษฐ์ รุ่งเรือง กิจการเกษตร
358,2,127.5,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางพลับ,ผลิตปุ๋ยน้ำและปุ๋ยเคมี,สองพี่น้อง,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,125.5,ห้างหุ้นส่วนจำกัด กสิกรรมไทย,2,สุพรรณบุรี,7600000,081-9492617,ห้างหุ้นส่วนจำกัด กสิกรรมไทย
359,0,99,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองโอ่ง,ผลิตวัตถุดิบสำหรับใช้เป็นส่วนผสมของปุ๋ยจากดินขาวและโคโลไมต์,อู่ทอง,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,99,บริษัท ฟ้าอรุณไทย จำกัด,4,สุพรรณบุรี,3600000,087-4842053,บริษัท ฟ้าอรุณไทย จำกัด
360,0,450.13,72180,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองมะค่าโมง,ผลิตปุ๋ยอินทรีย์และสารปรับปรุงดินจากน้ำกากส่า,ด่านช้าง,7,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,450.13,บริษัท เพิ่มผลผลิต จำกัด,7,สุพรรณบุรี,31500000,,บริษัท เพิ่มผลผลิต จำกัด
361,5,183.25,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,ผสมปุ๋ยเคมีชนิดเม็ด,สองพี่น้อง,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,183.25,บริษัท เฟอร์โกรเทคไทย จำกัด,15,สุพรรณบุรี,15908000,02-88010333,บริษัท เฟอร์โกรเทคไทย จำกัด
362,3,78,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,ผลิตปุ๋ยอินทรีย์ชนิดเม็ดและน้ำ ขอเพิ่ม ผสมปุ๋ยเคมี,ดอนเจดีย์,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,78,ห้างหุ้นส่วนจำกัด ดวงเดือน เทรดดิ้ง,7,สุพรรณบุรี,1556000,,ห้างหุ้นส่วนจำกัด ดวงเดือน เทรดดิ้ง
363,4,93.87,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,ทำและบรรจุปุ๋ยอินทรีย์ ปุ๋ยเคมี ปุ๋ยอินทรีย์เคมี และสารปรับสภาพดิน,อู่ทอง,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,93.87,บริษัท ฟ้าอรุณพืชผลเพื่อไทย จำกัด,4,สุพรรณบุรี,36000000,083-0512345,บริษัท ฟ้าอรุณพืชผลเพื่อไทย จำกัด
364,0,485,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ตะค่า,ผลิตปุ๋ยอินทรีย์,บางปลาม้า,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,485,บริษัท อาร์กทิก คาร์บอน เทค จำกัด,20,สุพรรณบุรี,33600000,,บริษัท อาร์กทิก คาร์บอน เทค จำกัด
365,2,127.5,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางพลับ,ผลิตปุ๋ยน้ำและปุ๋ยเคมี,สองพี่น้อง,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,0,บริษัท โอโซนเฟรซบับเบิ้ล จำกัด,2,สุพรรณบุรี,7600000,081-9492617,บริษัท โอโซนเฟรซบับเบิ้ล จำกัด
366,0,359.5,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองโอ่ง,ผลิตปุ๋ยอินทรีย์ ชีวภาพ,อู่ทอง,24,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,359.5,บริษัท ดินทอง คอร์ปอเรชั่น จำกัด,24,สุพรรณบุรี,11000000,,บริษัท ดินทอง คอร์ปอเรชั่น จำกัด
367,4,88.56,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคอก,ผลิตปุ๋ยอินทรีย์,สองพี่น้อง,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,88.56,บริษัท เชนเฟอร์ติไลเซอร์ จำกัด,6,สุพรรณบุรี,3300000,,บริษัท เชนเฟอร์ติไลเซอร์ จำกัด
368,2,366.5,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนกำยาน,ผลิตปุ๋ยอินทรีย์และผสมปุ๋ยเคมี,เมืองสุพรรณบุรี,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,366.5,บริษัท เคทีเอ็นเตอร์กรุ๊ป 24 จำกัด,8,สุพรรณบุรี,16000000,0-3554-5662,บริษัท เคทีเอ็นเตอร์กรุ๊ป 24 จำกัด
369,2,222.97,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองผักนาก,ผลิตปุ๋ยอินทรีย์ และปุ๋ยเคมี,สามชุก,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,222.97,นายสรายุทธ์ หอมจันทร์,3,สุพรรณบุรี,13150000,081-9959184,ร้านหอมฟุ้งการเกษตร
370,22,272.13,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังน้ำซับ,"ผลิตปุ๋ยน้ำ , ธาตุอาหารเสริมพืช",ศรีประจันต์,47,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,90,บริษัท อัพไรท์ อะโกรโลยี จำกัด,25,สุพรรณบุรี,57600000,27528500.0,บริษัท อัพไรท์ อะโกรโลยี จำกัด
371,2,81,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนคา,ผลิตวัตถุดิบสำหรับเป็นส่วนผสมของปุ๋ย,อู่ทอง,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,81,บริษัท คชรัตน์ ไบโอเทค จำกัด,8,สุพรรณบุรี,10200000,,บริษัท รวีภัทร ไบโอเทค จำกัด
372,0,552,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,ผลิตปุ๋ยอินทรีย์ชีวภาพและผสมปุ๋ยเคมี,สองพี่น้อง,30,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,552,บริษัท ยูเนียน อโกรเทรด จำกัด,30,สุพรรณบุรี,68000000,01-5708644,บริษัท ยูเนียน อโกรเทรด จำกัด
373,1,148.94,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หัวโพธิ์,ผลิตและจำหน่ายปุ๋ยน้ำ,สองพี่น้อง,3,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,186.38,นายสุดใจ เรืองขจร,2,สุพรรณบุรี,273500,-,เอสเจเกษตรภัณฑ์
374,1,377.75,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หัวนา,ผลิตปุ๋ยอินทรีย์ และผสมปุ๋ยเคมี,เดิมบางนางบวช,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,377.75,บริษัท ลุเชาวท์ เฟอติไลเซอร์ จำกัด,4,สุพรรณบุรี,4670000,0-1995-5533,บริษัท ลุงเชาวน์ปุ๋ยอินทรีย์ จำกัด
375,0,132,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระกระโจม,ผลิตปุ๋ยอินทรีย์อัดเม็ด,ดอนเจดีย์,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,132,พ.ต.อ.ไกรกิจจ์ บัวแก้ว,4,สุพรรณบุรี,2500000,094-253-6142,บุญมี 99
