ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
 -,เลขที่ 59, -,136.75,7000000,763,24,3-105-23/49ชบ,763,บริษัท ทวีกาญจน์ค้าถัง 2002 จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย  เฉพาะเศษกระดาษ  เศษพลาสติก  เศษโลหะ  เศษไม้  เศษยาง  เศษแก้ว  เศษผ้า นำตัวทำละลายและน้ำมันที่ผ่านการใช้งานแล้วมาผ่านกระบวนการทางอุตสาหกรรม  เพื่อนำกลับมาใช้ใหม่  ซ่อมและล้างถัง  อัดกระดาษ  โม่บดย่อยพลาสติก  และอัดเศษโลหะ,038-938162-3,20150,โป่ง,บางละมุง,ชลบุรี,10
-,เลขที่ 214/3,-,9,5475000,764,7,3-105-23/54ชบ,764,บริษัท ทรีวิว จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20110,หนองขาม,ศรีราชา,ชลบุรี,7
-,เลขที่ 54/24,-,15,950000,765,3,3-105-23/56ชบ,765,นายสมบัติ เพ็ชรสัญญา,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ พลาสติก กระดาษ ไม้และโลหะ,,20110,หนองขาม,ศรีราชา,ชลบุรี,9
เทศบาล 2,เลขที่ 21/4,,59,700000,766,4,3-105-23/57ชบ,766,บริษัท ภีมพัฒน์ รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,038-206732,20160,หนองตำลึง,พานทอง,ชลบุรี,1
-,เลขที่ 16/2,-,62.5,700000,767,7,3-105-24/48ชบ,767,ห้างหุ้นส่วนจำกัดกัด 59 กุญแจทอง,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะและบดพลาสติก,085-2842775,20160,บ้านเก่า,พานทอง,ชลบุรี,3
-,เลขที่ 10/1,-,6,8500000,768,11,3-105-25/56ชบ,768,บริษัท เอ.เอ็น.เค.รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,081-1445757,20170,มาบไผ่,บ้านบึง,ชลบุรี,2
 -,เลขที่ 146, -,75,34000000,769,7,3-105-28/49ชบ,769,นางชุติกาญจน์ พันธุ์โฆษิต,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย  บดย่อยไม้  อัดเศษกระดาษ  อัดเศษเหล็ก  บดย่อยพลาสติก  และรีไซเคิลน้ำมันหล่อลื่นใช้แล้ว  เพื่อเป็นน้ำมันหยอดทิ้ง  น้ำมันทาแบบ  น้ำมันเลี้ยงโซ่,,20170,มาบไผ่,บ้านบึง,ชลบุรี,4
ปากร่วม-บึง,เลขที่ 85/57,,293,20584000,770,28,3-105-29/56ชบ,770,บริษัท มัลติรีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20230,บ่อวิน,ศรีราชา,ชลบุรี,2
-,เลขที่ 4/1,-,97,7900000,771,15,3-105-3/46ชบ,771,ห้างหุ้นส่วนจำกัด เอส.เอส.เค พาร์เลส แอนด์ แพคกิ้ง,คัดแยกเศษวัสดุโดยไม่ฝังกลบ,,20140,หมอนนาง,พนัสนิคม,ชลบุรี,7
เกษตร-เขาช่องแคบ,เลขที่ 99,-,1220,85000000,772,45,3-105-3/48ชบ,772,บริษัท เอเซีย เวสต์ แมนเน็จเม้นท์ จำกัด,คัดแยกและฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และบดย่อยพลาสติก,01-6286361,20270,วัดสุวรรณ,บ่อทอง,ชลบุรี,5
ชลบุรี-แกลง กม.56-57,เลขที่ 157,-,46,2100000,773,4,3-105-3/53ชบ,773,บริษัท อีสเทิร์น ปาล์ม ออยล์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20190,เขาซก,หนองใหญ่,ชลบุรี,2
-,เลขที่ 121/34,-,294,20000000,774,10,3-105-3/56ชบ,774,บริษัท เอ แอนด์ อาร์ รีไซเคิ้ลลิ้ง เซ็นเตอร์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20160,บ้านเก่า,พานทอง,ชลบุรี,2
 -,เลขที่ 29/5, -,160,8600000,775,20,3-105-30/49ชบ,775,บริษัท ภัทรพงษ์ รีไซเคิลพลาส จำกัด,คัดแยกเศษวัสดุที่ไม่ใช้แล้ว และไม่เป็นของเสียอันตราย  เฉพาะเศษกระดาษ  เศษพลาสติก  ไม้  และโลหะต่าง ๆ,,20170,มาบไผ่,บ้านบึง,ชลบุรี,2
,เลขที่ 77/2,,118,9050000,776,9,3-105-32/56ชบ,776,บริษัท เคเอสไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20230,บ่อวิน,ศรีราชา,ชลบุรี,5
-,เลขที่ ,-,152.5,28000000,777,40,3-105-33/47ชบ,777,บริษัท เจริญรุ่งเรือง รีไซเคิล (หนองขาม) จำกัด,คัดแยกและฝังกลบของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตราย,,20110,หนองขาม,ศรีราชา,ชลบุรี,6
,เลขที่ 88/5,,232,5656000,778,11,3-105-34/56ชบ,778,บริษัท กานต์สินี รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20110,เขาคันทรง,ศรีราชา,ชลบุรี,8
,เลขที่ 349/4,,327,29000000,779,18,3-105-35/59ชบ,779,บริษัท สินสวัสดิ์ เมทัล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,38348125,20110,หนองขาม,ศรีราชา,ชลบุรี,3
 -,เลขที่ -, -,246,18500000,780,22,3-105-36/50ชบ,780,บริษัท อินเตอร์เนชั่นแนล เฮลธ์ แอนด์ เอ็นไวรอนเมนท์ แคร์ จำกัด,ฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,0 2386 7111-2,20220,หนองอิรุณ,บ้านบึง,ชลบุรี,6
-,เลขที่ 3/4,-,92,4100000,781,9,3-105-38/53ชบ,781,บริษัท เตตระ เซอร์วิส จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20110,บางพระ,ศรีราชา,ชลบุรี,11
-,เลขที่ 325/15,-,420,40000000,782,9,3-105-40/56ชบ,782,บริษัท ฮีดากา ซูซูโทกุ (ประเทศไทย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,038-110-565,20110,หนองขาม,ศรีราชา,ชลบุรี,3
-,เลขที่ 99/19,-,20,4150000,783,8,3-105-41/56ชบ,783,ห้างหุ้นส่วนจำกัด อัญชลินทร์ 888,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ กระดาษ พลาสติก ไม้และโลหะ,,20170,บ้านบึง,บ้านบึง,ชลบุรี,3
,เลขที่ 24,,75,11000000,784,4,3-105-42/58ชบ,784,บริษัท ไดเวอร์เจนท์ เวิร์คกรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20140,หนองเหียง,พนัสนิคม,ชลบุรี,16
,เลขที่ 89/7,,90,2700000,785,6,3-105-43/47ชบ,785,บริษัท เอ.อี.ซี.พลาสติก 89 จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะและกระดาษ และบดย่อยพลาสติก,,20110,สุรศักดิ์,ศรีราชา,ชลบุรี,1
สุขุมวิท,เลขที่ 250/40, -,59,12700000,786,5,3-105-45/49ชบ,786,มงคงรุ่งเรืองค้าของเก่า,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,0 3835 7277,20110,บางพระ,ศรีราชา,ชลบุรี,10
,เลขที่ โฉนดที่ดินเลขที่ 6766,,67.6,2000000,787,8,3-105-45/58ชบ,787,วงษ์พาณิชย์ สาขาตำบลดอนหัวฬ่อ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,20000,ท่าบุญมี,เกาะจันทร์,ชลบุรี,7
-,เลขที่ ,-,110,5000000,788,7,3-105-47/47ชบ,788,บริษัท แอดเทค ดีไวซ์เซส (ประเทศไทย) จำกัด,คัดแยกหรือแปรสภาพเครื่องใช้ไฟ้าและอุปกรณ์อิเล็คทรอนิกส์ที่ใช้แล้ว,-,20170,บ้านบึง,บ้านบึง,ชลบุรี,2
 -,เลขที่ , -,60,600000,789,11,3-105-47/49ชบ,789,ห้างหุ้นส่วนจำกัด ทองอยู่ไทยเปเปอร์ รีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย  อัดเศษกระดาษ  และอัดเศษโลหะ,,20150,หนองปลาไหล,บางละมุง,ชลบุรี,4
-,เลขที่ -,-,59,4000000,790,12,3-105-49/48ชบ,790,นายธีร์ จันทะขาว,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามที่กำหนดไว้ในภาคผนวก 1 หมวด 1 ของบัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และบดย่อยพลาสติก,,20000,ดอนหัวฬ่อ,เมืองชลบุรี,ชลบุรี,5
-,เลขที่ 89/54,-,49,1900000,791,9,3-105-49/53ชบ,791,บริษัท ซี.เอช.พี.ยิ่งเจริญ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,084 6362 191,20160,หนองตำลึง,พานทอง,ชลบุรี,3
-,เลขที่ 29/6,-,185,1100000,792,20,3-105-5/48ชบ,792,นายวรรณรัตน์ เฮงฮั้ว,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะ อัดกระดาษ บดย่อยพลาสติก,,20140,บ้านเซิด,พนัสนิคม,ชลบุรี,7
-,เลขที่ 293,-,6,17050000,793,25,3-105-52/53ชบ,793,บริษัท โชคเกรียงขจร จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,081-9496654,20230,บ่อวิน,ศรีราชา,ชลบุรี,1
วิฑูรย์ดำริ,เลขที่ 121/6,,0,6950000,794,10,3-105-55/47ชบ,794,บริษัท โฟร์ซันส์ (ประเทศไทย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,20170,บ้านบึง,บ้านบึง,ชลบุรี,3
-,เลขที่ 27/43,-,126.5,2500000,795,20,3-105-57/47ชบ,795,บริษัท เนทโก้ เทคโนโลยี จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,20230,บึง,ศรีราชา,ชลบุรี,8
-,เลขที่ 37,-,10,3060000,796,7,3-105-57/48ชบ,796,บริษัท 589 เอ็นจิเนียริ่ง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และซ่อมแซมถังที่ผ่านการใช้งานแล้ว,-,20140,ทุ่งขวาง,พนัสนิคม,ชลบุรี,3
 -,เลขที่ 111/10, -,390,17000000,797,10,3-105-57/49ชบ,797,บริษัท เปเปอร์มิลล์ แอนด์ คราฟท์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย อัดกระดาษ และอัดโลหะ,,20160,บ้านเก่า,พานทอง,ชลบุรี,2
-,เลขที่ 133,-,174,4200000,798,10,3-105-59/54ชบ,798,ประสารค้าของเก่า,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20150,หนองปลาไหล,บางละมุง,ชลบุรี,8
-,เลขที่ 84/5,-,400,0,799,0,3-105-6/46ชบ,799,บริษัท พัทยา เปเปอร์มิลล์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1,,20150,หนองปลาไหล,บางละมุง,ชลบุรี,1
-,เลขที่ 117/72,-,101.5,3000000,800,7,3-105-6/47ชบ,800,บริษัท เอฟเวอร์แฟรงค์ เทคโนโลยี จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และผลิตน้ำมันผสมสี น้ำมันหยอดทิ้งเอนกประสงค์ และน้ำมันทาไม้แบบจากน้ำมันใช้แล้ว,,20180,พลูตาหลวง,สัตหีบ,ชลบุรี,4
 -,เลขที่ 34/1, -,93,2100000,801,10,3-105-62/49ชบ,801,บริษัท อ้อย เค เช จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย อัดโลหะ  บดย่อยพลาสติก  และทำเชื้อเพลิงทดแทนจากน้ำมันเครื่องใช้แล้ว,,20170,บ้านบึง,บ้านบึง,ชลบุรี,4
สายหนองกาน้ำ-บ้านบึง,เลขที่ 114,-,136,15000000,802,33,3-105-63/54ชบ,802,บริษัท ทรัพย์หงธุ์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20160,หนองหงษ์,พานทอง,ชลบุรี,6
-,เลขที่ 30/20,-,67,9700000,803,14,3-105-64/47ชบ,803,บริษัท พี.เอ็น.พี.รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว  ท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) และบดย่อยเศษพลาสติก,038-276791,20000,หนองรี,เมืองชลบุรี,ชลบุรี,1
-,เลขที่ 37,-,65,550000,804,9,3-105-65/47ชบ,804,ห้างหุ้นส่วนจำกัด สี่พี่น้องร่วมเจริญ,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว  ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,20160,โคกขี้หนอน,พานทอง,ชลบุรี,4
-,เลขที่ 83/1,บ้านเก่า 13,190,2100000,805,9,3-105-65/53ชบ,805,วงษ์พาณิชย์พานทอง,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20160,บ้านเก่า,พานทอง,ชลบุรี,3
-,เลขที่ 59,-,27,2600000,806,18,3-105-68/48ชบ,806,บริษัท เวรี่ไลท์ อินดัสเตรียล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ ตามที่กำหนดไว้ในหมวด1 ข้อ1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1(พ.ศ.2541),01-6546925,20140,ท่าข้าม,พนัสนิคม,ชลบุรี,3
-,เลขที่ 81/1,-,165,14800000,807,16,3-105-68/54ชบ,807,บริษัท โชคพรทรัพย์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,086-3248332,20170,หนองซ้ำซาก,บ้านบึง,ชลบุรี,5
-,เลขที่ 99/106,-,25,5000000,808,7,3-105-69/53ชบ,808,บริษัท พีเจสตีล แอนด์ เมทัล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20110,หนองขาม,ศรีราชา,ชลบุรี,10
โป่งสะเก็ด,เลขที่ ,นาวังซอย 7,417,38000000,809,14,3-105-69/54ชบ,809,บริษัท เอส.เอ.สแคร๊พ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20150,ตะเคียนเตี้ย,บางละมุง,ชลบุรี,4
     -,เลขที่ 670/4,     -,180,5000000,810,9,3-105-7/46ชบ,810,บริษัท เอ.พี.รีไซเคิล อินดัสเตรียล จำกัด,อัดกระดาษ อัดเศษโลหะ อัดพลาสติก,742107,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,1
-,เลขที่ 103/1,-,114,7700000,811,15,3-105-7/47ชบ,811,บริษัท นพรุจ รีไซเคิล จำกัด,ซ่อมและล้างถังบรรจุที่ใช้แล้วด้วยตัวทำละลาย และนำน้ำมันหล่อลื่นที่ใช้แล้ว  พร้อมไส้กรองน้ำมันเครื่องและไส้กรองน้ำยาหล่อเย็น  มาผ่านกรรมวิธีการทางอุตสาหกรรมโดยการกรอง  เพื่อนำน้ำมันกลับมาใช้ประโยชน์ใหม่  ผลิตเป็นเชื้อเพลิงทดแทน น้ำมันทาแบบ,083-3820697,20170,มาบไผ่,บ้านบึง,ชลบุรี,5
เจริญโชคดี,เลขที่ 12/1,-,3,470000,812,15,3-105-7/54ชบ,812,บริษัท รีไซเคิล เอ็นจิเนียริ่ง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,038-209913-5,20140,หมอนนาง,พนัสนิคม,ชลบุรี,11
-,เลขที่ -,-,307,23500000,813,9,3-105-7/56ชบ,813,บริษัท แท็ก เฮฟวี่ เมทัล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ พลาสติก กระดาษ ไม้ อลูมิเนียม ทองเหลือ ทองแดง สแตนเลส และโลหะอื่น ๆ,038-350061-62,20110,เขาคันทรง,ศรีราชา,ชลบุรี,2
-,เลขที่ 147/76,-,465,170000000,814,89,3-105-7/59ชบ,814,บริษัท สุรศักดิ์ เมทัล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20230,บ่อวิน,ศรีราชา,ชลบุรี,5
-,เลขที่ 75/3,-,98,2500000,815,6,3-105-70/54ชบ,815,บริษัท มังกร รีไซเคิล รุ่งเรืองกิจ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20160,หนองกะขะ,พานทอง,ชลบุรี,2
-,เลขที่ 296/8,-,25,5000000,816,3,3-105-71/54ชบ,816,บริษัท ชนะชัยรุ่งเรืองออยล์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20110,หนองขาม,ศรีราชา,ชลบุรี,1
-,เลขที่ 33/1,-,70,6200000,817,20,3-105-72/48ชบ,817,ห้างหุ้นส่วนจำกัด เอส.ที.พี. รีไซเคิล,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว  ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),-,20230,บึง,ศรีราชา,ชลบุรี,10
บ้านบึง-พานทอง,เลขที่ 115, -,232,35000000,818,12,3-105-73/49ชบ,818,บริษัท เอเอเอ พี เอ็น จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย  จำพวกเศษโลหะ  เศษพลาสติก  และเศษหนัง  เป็นต้น  และหลอมพลาสติกเพื่อทำเม็ดพลาสติกเก่า,038-157081,20160,หนองหงษ์,พานทอง,ชลบุรี,3
-,เลขที่ 98/7,-,90,4300000,819,9,3-105-73/54ชบ,819,ห้างหุ้นส่วนจำกัด เดอะรียูส,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20110,เขาคันทรง,ศรีราชา,ชลบุรี,9
เนินตาลเด่น-หนองกะขะล่าง,เลขที่ 77,-,1240,117700000,820,59,3-105-74/48ชบ,820,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ บดเศษเหล็ก    และบดเศษพลาสติก,038-740-4957ต่อ106,20160,พานทอง,พานทอง,ชลบุรี,1
 -,เลขที่ 4/26, -,82,2900000,821,8,3-105-74/49ชบ,821,บริษัท พี.เอ็ม.เอฟ.พลาสโพลี จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย และบดย่อยพลาสติก,038 789615,20000,ดอนหัวฬ่อ,เมืองชลบุรี,ชลบุรี,4
,เลขที่ 114/9,,89,1800000,822,10,3-105-74/54ชบ,822,บริษัท บึงทอง ค้าของเก่า จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,081-0151975,20230,บึง,ศรีราชา,ชลบุรี,3
-,เลขที่ 42,-,34,2550000,823,8,3-105-75/53ชบ,823,ห้างหุ้นส่วนจำกัด บุญศิริสุมิตรา รีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,099-8565524,20140,หัวถนน,พนัสนิคม,ชลบุรี,6
ทางหลวงหมายเลข 331,เลขที่ 533,-,59,1500000,824,12,3-105-76/47ชบ,824,ห้างหุ้นส่วนจำกัด เกื้อกูลโลหะกิจ,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามที่กำหนดไว้ในภาคผนวก 1 หมวด 1 ของบัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) และบดย่อยพลาสติก,-,20220,หนองอิรุณ,บ้านบึง,ชลบุรี,7
-,เลขที่ 25,-,53,8500000,825,31,3-105-76/54ชบ,825,บริษัท แซนด์ซอร์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20160,หน้าประดู่,พานทอง,ชลบุรี,1
ชลบุรี - พนัสนิคม,เลขที่ ,หนองยายรัก 2,215,38000000,826,20,3-105-79/48ชบ,826,บริษัท ไทยเมทัลเวอร์ค เซ็นเตอร์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น เศษกระดาษ เศษพลาสติก เศษโลหะ,02-9122490-1,20000,นาป่า,เมืองชลบุรี,ชลบุรี,11
-,เลขที่ 113,-,97,11500000,827,14,3-105-8/46ชบ,827,แฮนด์ลิตา เอ็นจิเนียริ่ง,คัดแยกเศษวัสดุโดยไม่ฝังกลบ,081-8493882,20220,คลองกิ่ว,บ้านบึง,ชลบุรี,2
-,เลขที่ 23/1,-,163,2722000,828,20,3-105-8/48ชบ,828,บริษัท ดวงประทีปรุ่งโรจน์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และตัดเหล็ก,-,20170,หนองบอนแดง,บ้านบึง,ชลบุรี,6
-,เลขที่ 77/10,-,89,1050000,829,10,3-105-80/47ชบ,829,ห้างหุ้นส่วนจำกัด บางเสร่ รวมเศษ,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติกและอัดกระดาษ,-,20250,บางเสร่,สัตหีบ,ชลบุรี,1
สุขุมวิท,เลขที่ 49/13, -,0,2000000,830,7,3-105-80/48ชบ,830,บริษัท เจริญวัฒนา อินดัสทรี จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวคที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,20180,สัตหีบ,สัตหีบ,ชลบุรี,3
 -,เลขที่ 44, -,110,18500000,831,12,3-105-80/49ชบ,831,บริษัท ชโนทัยโกลบอลดีลรีไซเคิ่ล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย  อัดเศษโลหะและตัดโลหะ,,20000,สำนักบก,เมืองชลบุรี,ชลบุรี,1
