คนงานหญิง,_id,แรงม้าตรวจพบ,แรงม้า,ประกอบกิจการ,จังหวัด,คนงานรวม,ผู้ประกอบการ,ชื่อโรงงาน,ชื่อชุดข้อมูล,เงินทุนรวม,เจ้าของข้อมูล,ตำบล,อำเภอ,โทรศัพท์,คนงานชาย,ไปรษณีย์
12,681,2999,2999,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 400 เกวียน/วัน)ปรับปรุงคุณภาพข้าวสารบรรจุถุง 200 เกวียนต่อวัน อบข้าว 800 เกวียนต่อวัน,สุพรรณบุรี,41,บริษัท ข้าว ซี.พี. จำกัด,บริษัท ข้าว ซี.พี. จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,835336592,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เดิมบาง,เดิมบางนางบวช,035-430727,29,72120
15,682,3918.7,3918.7,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 800 ตัน/วัน และอบข้าวเปลือก,สุพรรณบุรี,30,บริษัท บางซื่อโรงสีไฟเจียเม้ง จำกัด,บริษัท บางซื่อโรงสีไฟเจียเม้ง จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,55000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ตลิ่งชัน,เมืองสุพรรณบุรี,02-8322888,15,72230
5,683,479.5,479.5,สีข้าว (กำลังสีสูงสุด 300 เกวียน/วัน),สุพรรณบุรี,12,บริษัท โรงสี อ.การเกษตร 2009 (เดิมบาง) จำกัด,โรงสี อ.การเกษตร 2009 (เดิมบางนางบวช),สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,115000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หัวนา,เดิมบางนางบวช,035-575900,7,72120
10,684,689.9,689.9,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 100 เกวียน/วัน,สุพรรณบุรี,38,บริษัท ชัยรุ่งโรจน์พาณิชย์ 789 จำกัด,บริษัท ชัยรุ่งโรจน์พาณิชย์ 789 จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,49000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,มะขามล้ม,บางปลาม้า,,28,72150
7,685,252,252,สีข้าว (กำลังสีสูงสุด 250 เกวียน/วัน),สุพรรณบุรี,20,บริษัท สมรธัญพืช จำกัด,บริษัท สมรธัญพืช จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,13000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เขาพระ,เดิมบางนางบวช,035-433121-3,13,72120
16,686,3169,3169,อบข้าวและสีข้าว,สุพรรณบุรี,36,บริษัท เศรษฐพาณิชย์-สามชุก จำกัด,เศรษฐพาณิชย์-สามชุก ,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,69600000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สามชุก,สามชุก,081-9415004,20,72130
0,687,344,344,สีข้าว ขนาดกำลังการผลิตสูงสุด 24ตัน/วัน,สุพรรณบุรี,9,นายอภิสิทธิ์ ธัญญวัฒนานนท์,ไอเดียไรซ์,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,14000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านโพธิ์,เมืองสุพรรณบุรี,082-2999775,9,72230
5,688,0,496,สีข้าว (กำลังสีสูงสุด 550 เกวียน/วัน),สุพรรณบุรี,12,บริษัท อั่งเปา 2007 จำกัด,บริษัท อั่งเปา 2007 จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,60000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,นางบวช,เดิมบางนางบวช,081-4306321,7,72120
10,689,489,509,"สีข้าว กำลังสีสูงสุดของร้านสีข้าว 800 เกวียน/วัน
",สุพรรณบุรี,20,บริษัท ที เอ็น เอ อินเตอร์ไรซ์ จำกัด,บริษัท ที เอ็น เอ อินเตอร์ไรซ์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,40000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางงาม,ศรีประจันต์,087-1586555,10,72140
2,690,142.63,142.63,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 160 เกวียน/วัน,สุพรรณบุรี,9,นายสมบัติ เส็งหลวง,ประเสริฐสมบัติ,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2200000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางงาม,ศรีประจันต์,511948,7,72140
0,691,2256.5,2256.5,สีข้าว ชนิดแยกแกลบแยกรำ (กำลังการผลิตสูงสุดของร้านสีข้าว 200 เกวียน/วัน),สุพรรณบุรี,9,บริษัท โรงสีข้าวสุพรรณรุ่งโรจน์ จำกัด,บริษัท โรงสีข้าวสุพรรณรุ่งโรจน์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,12000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สวนแตง,เมืองสุพรรณบุรี,599080,9,72210
2,692,617,455.5,สีข้าว กำลังสีสูงสุด 300 เกวียน/วัน,สุพรรณบุรี,5,บริษัท ยิ่งดี 99 จำกัด,บริษัท ยิ่งดี 99 จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,8500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ย่านยาว,สามชุก,035-504123,3,72130
0,693,290,290,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน),สุพรรณบุรี,10,บริษัท โรงสีอรรถพันธ์ จำกัด,บริษัท โรงสีอรรถพันธ์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,6250000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เขาดิน,เดิมบางนางบวช,035-504298,10,72120
0,694,347,347,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 600 เกวียน/วัน,สุพรรณบุรี,11,ห้างหุ้นส่วนจำกัด โรงสีเกาะแก้วเจริญธัญญา,บริษัท โรงสีเกาะแก้วเจริญธัญญา จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,37000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เดิมบาง,เดิมบางนางบวช,035-572218,11,72120
3,695,484.3,484.3,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน และอบข้าวเปลือก,สุพรรณบุรี,10,บริษัท สุนทรีธัญญะ จำกัด,บริษัท สุนทรีธัญญะ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,23000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางตาเถร,สองพี่น้อง,,7,72110
0,696,590.82,590.82,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 250 เกวียน/วัน,สุพรรณบุรี,5,บริษัท ดินสุวรรณเกษตร จำกัด,-,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,28200000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เดิมบาง,เดิมบางนางบวช,035-578616,5,72120
2,697,105,105,สีข้าว (กำลังสีสูงสุด 170 เกวียน/วัน),สุพรรณบุรี,8,ห้างหุ้นส่วนจำกัด โรงสีกิจเจริญรุ่งโรจน์,ห้างหุ้นส่วนจำกัด โรงสีกิจเจริญรุ่งโรจน์,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,5000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองหญ้าไซ,หนองหญ้าไซ,577144,6,72240
3,698,560,560,ขัดข้าวสาร (ปรับปรุงคุณภาพข้าวสาร),สุพรรณบุรี,10,บริษัท โชคอนันต์ไรซ์ (2003) จำกัด,บริษัท โชคอนันต์ไรซ์ (2003) จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,26000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ศรีประจันต์,ศรีประจันต์,0-6788-8877,7,72140
2,699,441,441,สีข้าว (กำลังสีข้าวสูงสุดของร้านสีข้าว 250 เกวียน/วัน),สุพรรณบุรี,8,บริษัท โชคภักดีวงษ์ ธัญญากิจ จำกัด,บริษัท โชคภักดีวงษ์ ธัญญากิจ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,57700000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,อู่ทอง,081-9435422,6,72160
0,700,18627.88,18627.88,สีข้าว ชนิดแยกแกลบแยกรำ 120 เกวียน/วัน,สุพรรณบุรี,6,ห้างหุ้นส่วนจำกัด ต.ทวีรุ่งเรือง (1992),โรงสีเต็กรุ่งเรืองพาณิชย์ (1992),สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,12200000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางปลาม้า,บางปลาม้า,035-587815,6,72150
2,701,676.9,676.9,สีข้าว (กำลังการผลิตสูงสุดของร้านสีข้าว 225 เกวียน/วัน),สุพรรณบุรี,9,บริษัท ไทยควอลิตี้ไรซ์ จำกัด,บริษัท ไทยควอลิตี้ไรซ์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,20000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ปากน้ำ,เดิมบางนางบวช,035-481113,7,72120
5,702,96,96,สีข้าว (กำลังสีข้าวสูงสุด 8 เกวียน/วัน),สุพรรณบุรี,8,บริษัท สุธาทิพย์ฟาร์ม จำกัด,บริษัท สุธาทิพย์ฟาร์ม จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,21500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางตาเถร,สองพี่น้อง,086-3972568,3,72110
0,703,264,264,สีข้าว ขัดข้าวสารเพื่อปรับปรุงคุณภาพข้าว กำลังสีสูงสุด 200 เกวียน/วัน,สุพรรณบุรี,15,บริษัท ทรัพย์แสงทองไรซ์ จำกัด,บริษัท ทรัพย์แสงทองไรซ์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,130200000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านโพธิ์,เมืองสุพรรณบุรี,,15,72000
8,704,78.04,62.68,ผลิตอาหารสำเร็จรูปจากเมล็ดพืช หรือหัวพืช,สุพรรณบุรี,12,นายโสภณ เบ็ญจพรเลิศ,โง้วเจงง้วน,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,3400000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระพังลาน,อู่ทอง,,4,72220
6,705,475.5,475.5,ผลิตอาหารจากหัวพืช เช่น ถั่วต้ม แห้วต้ม,สุพรรณบุรี,10,นายพงศ์พสุ คชวงษ์เจริญสิน,สมหวัง บอมบูม,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,11500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังยาง,ศรีประจันต์,,4,72140
18,706,,448.3,ผลิตอาหารสำเร็จรูปจากข้าวหรือธัญพืชบรรจุภาชนะปิดสนิท,สุพรรณบุรี,31,บริษัท อรุณสวัสดิ์โกลเด้น ฟู้ดส์ จำกัด,บริษัท อรุณสวัสดิ์โกลเด้น ฟู้ดส์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,17000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางเลน,สองพี่น้อง,081-4524246,13,11120
5,707,138.44,138.44,ทอดถั่ว,สุพรรณบุรี,10,ห้างหุ้นส่วนจำกัด เจ แอน เอ็น 2012,ห้างหุ้นส่วนจำกัด เจ แอน เอ็น 2012,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,15000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านโพธิ์,เมืองสุพรรณบุรี,,5,72000
4,708,105,75,ทำมันเส้น,สุพรรณบุรี,8,นายบรรเทา ทิพย์ปราณี,พูนสินชัย,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,520000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองขาม,หนองหญ้าไซ,081-8563098,4,72240
0,709,155,155,ทำมันเส้น,สุพรรณบุรี,5,นายธวัช สินไพบูลย์ผล,ลานมันสินไพบูลย์ผล,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2900000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระกระโจม,ดอนเจดีย์,035-5557096,5,72170
0,710,90,90,ทำมันเส้น,สุพรรณบุรี,2,นางทัศนีย์ จุ้ยแจ้ง,อึ้งพรรุ่งกิจ,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1660000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ด่านช้าง,ด่านช้าง,,2,72180
0,711,,260,ทำมันเส้น,สุพรรณบุรี,2,นางบังอร เกตุเห่ง,สัมพันธ์การเกษตร,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,6000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองขาม,หนองหญ้าไซ,,2,72240
0,712,265,265,ทำมันเส้น,สุพรรณบุรี,3,นายธรรมรัตน์ วันทอง,ลานมันทรัพย์ วันทอง,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,3150000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ด่านช้าง,ด่านช้าง,081-0110675,3,72180
152,713,159,159,ผลิตและจำหน่ายเนื้อไก่เสียบไม้แช่แข็ง,สุพรรณบุรี,209,บริษัท ดอนเจดีย์ ฟู้ดโปรเซสซิ่ง จำกัด,บริษัท ดอนเจดีย์ ฟู้ดโปรเซสซิ่ง จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,19500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,ดอนเจดีย์,5435232-35,57,72170
130,714,428.32,333.06,ห้องเย็น เพิ่มการล้าง ตัดแต่งเนื้อไก่ คลุกเคล้าส่วนผสม และบรรจุถุงพลาสติกอากาศเข้าไม่ได้,สุพรรณบุรี,190,บริษัท ดีเอฟพี แฟมิลี่ จำกัด,บริษัท ดีเอฟพี แฟมิลี่ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,49500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,ดอนเจดีย์,086-3649330,60,72170
0,715,81.94,64.94,ซ่อมรถยนต์,สุพรรณบุรี,3,นายอำนาจ น้ำใจดี,อู่อำนาจออโต้เซอร์วิส,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1380000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกคราม,บางปลาม้า,081-3659868,3,72150
0,716,87.38,70.38,ซ่อมรถยนต์,สุพรรณบุรี,9,บริษัท อีซูซุอึ้งง่วนไต๋สุพรรณ จำกัด,บริษัท อีซูซุอึ้งง่วนไต๋สุพรรณ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,32448000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สามชุก,สามชุก,,9,72000
0,717,88,88,ซ่อมและเคาะพ่นสีรถยนต์ และรถจักรยานยนต์,สุพรรณบุรี,15,นางนิภา ทองสาร์,ส.มอเตอร์สปีด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,4500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,รั้วใหญ่,เมืองสุพรรณบุรี,0-3554-5883,15,72000
0,718,137.97,137.97,ซ่อมและเคาะพ่นสีรถยนต์,สุพรรณบุรี,7,ห้างหุ้นส่วนจำกัด อู่พรชัย เซอร์วิส,ห้างหุ้นส่วนจำกัด อู่พรชัย เซอร์วิส,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1470000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,อู่ทอง,035-440514,7,72160
0,719,262.18,262.18,ซ่อมรถยนต์,สุพรรณบุรี,7,บริษัท หลักเมืองถาวรฮอนด้าคาร์ส จำกัด,บริษัท หลักเมืองถาวรฮอนด้าคาร์ส จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,52100000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สนามชัย,เมืองสุพรรณบุรี,,7,72000
0,720,79.34,79.34,ซ่อมรถยนต์,สุพรรณบุรี,4,นายวรสิทธิ์ วรกิจธำรงค์ชัย,สหยนต์,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,300000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคอก,สองพี่น้อง,589225,4,72110
0,721,219.94,219.94,ศูนย์บริหารซ่อมและพ่นสีรถยนต์,สุพรรณบุรี,50,บริษัท โตโยต้า เมืองสุพรรณ ผู้จำหน่ายโตโยต้า จำกัด,บริษัท โตโยต้า เมืองสุพรรณ ผู้จำหน่ายโตโยต้า จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,206000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ท่าระหัด,เมืองสุพรรณบุรี,,50,72000
4,722,99,99,ซ่อมและพ่นสีรถยนต์,สุพรรณบุรี,18,บริษัท สิริโรจน์ ออโต้ เซอร์วิส จำกัด,บริษัท สิริโรจน์ ออโต้ เซอร์วิส จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,23000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองบ่อ,สองพี่น้อง,,14,72110
5,723,77,77,เคาะพ่นสีรถยนต์,สุพรรณบุรี,15,นายพนม พูลกำลัง,อู่มีชัย 737,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,9500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สนามชัย,เมืองสุพรรณบุรี,,10,72000
0,724,95.75,95.75,ต่อตัวถังรถบรรทุก และซ่อมรถยนต์ ประกอบและดัดแปลงชิ้นส่วนพิเศษสำหรับรถยนต์ รถพ่วง อาทิ อุปกรณ์กวาดถนน ดูดฝุ่น ตัดหญ้า บดสับไม้หรือวัชพืช และอุปกรณ์สูบน้ำ,สุพรรณบุรี,6,นายวุฒิชัย ทวีธรรมโชติกุล,บางกุ้งกลการ,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2920000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางกุ้ง,เมืองสุพรรณบุรี,035-599316,6,72210
0,725,94,94,ซ่อมแซมรถแทรกเตอร์ รถบรรทุก เครื่องส่งกำลังกล เครื่องยก  และรถยนต์,สุพรรณบุรี,8,นายธีรวัจน์ พรธราสวัสดิ์,อู่ฉัตรชัยการช่าง,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2800000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนโพธิ์ทอง,เมืองสุพรรณบุรี,,8,72000
2,726,82,82,ซ่อมรถยนต์,สุพรรณบุรี,17,นางสาวศิริลักษณ์ พฤกษาวณิชกุล,อู่ ส.เจริญชัย,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2800000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สนามชัย,เมืองสุพรรณบุรี,072-546050,15,72000
0,727,75.36,58.36,โชว์รูมรถยนต์และศูนย์ซ่อมบริการ,สุพรรณบุรี,10,บริษัท อีซูซุอึ้ง่วนไต๋สุพรรณ จำกัด,บริษัท อีซูซุอึ้งง่วนไต๋สุพรรณ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,40386000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคอก,สองพี่น้อง,035-589991,10,72000
15,728,98.85,98.85,ซ่อมรถยนต์,สุพรรณบุรี,19,บริษัท พรรัตน์ (1991) สุพรรณบุรี จำกัด,บริษัท พรรัตน์ (1991) สุพรรณบุรี จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,16400000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ท่าระหัด,เมืองสุพรรณบุรี,523230,4,72000
1,729,50.91,50.91,ซ่อมแซมรถยนต์,สุพรรณบุรี,9,บริษัท บี-ควิก จำกัด,บริษัท บี-ควิก จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,17500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ท่าระหัด,เมืองสุพรรณบุรี,0-20291000,8,72000
0,730,106.1,106.1,ซ่อมรถยนต์,สุพรรณบุรี,12,บริษัท อีซูซุอึ้งง่วนไต๋สุพรรณ จำกัด,บริษัท อีซูซุอึ้งง่วนไต๋สุพรรณ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,33000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,อู่ทอง,,12,72000
0,731,177,177,ซ่อมรถยนต์,สุพรรณบุรี,24,บริษัท เอาท์ไซด์ อิเล็คทริคอล จำกัด,บริษัท เอาท์ไซด์ อิเล็คทริคอล จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,48000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ศาลาขาว,เมืองสุพรรณบุรี,,24,72210
1,732,53.5,53.5,ซ่อมเคาะพ่นสีรถยนต์,สุพรรณบุรี,7,นายปิยะ สถิระ,อู่สถิระ,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,3800000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ย่านยาว,สามชุก,0-3557-2427,6,72130
15,733,2601,2601,โม่ บด ย่อยหิน,สุพรรณบุรี,50,บริษัท ศิลาเพชรพลอยดี จำกัด,บริษัท ศิลาเพชรพลอยดี จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,62000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,อู่ทอง,,35,72160
15,734,3880,3880,"โรงโม่ บด หรือย่อยหินกำลังการผลิต 1,600,000 ตัน/ปี",สุพรรณบุรี,50,บริษัท ศิลามาตรศรี จำกัด,บริษัท ศิลามาตรศรี จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,215000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,พลับพลาไชย,อู่ทอง,,35,72160
10,735,,2085,โม่ บด ย่อยหิน,สุพรรณบุรี,28,บริษัท ปฐมวัฒนพาณิชย์การแร่ จำกัด,บริษัท ปฐมวัฒนพาณิชย์การแร่ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,38000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,อู่ทอง,,18,73000
15,736,1823,3581.5,โม่ บด ย่อยหิน,สุพรรณบุรี,50,บริษัท กาญจนาศิลาภัณฑ์ จำกัด,บริษัท กาญจนาศิลาภัฑณ์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,62000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,อู่ทอง,,35,72160
10,737,,5349,โม่ บด ย่อยหิน,สุพรรณบุรี,60,บริษัท ปูนซีเมนต์นครหลวง จำกัด (มหาชน),บริษัท ปูนซีเมนต์นครหลวง จำกัด (มหาชน),สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,49000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,อู่ทอง,,50,72160
10,738,1822,1822,โม่ บด ย่อยหิน,สุพรรณบุรี,25,บริษัท เหมืองหินวรจันทร์ จำกัด,บริษัท เหมืองหินวรจันทร์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,48000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองโอ่ง,อู่ทอง,,15,72160
0,739,178.75,178.75,ทำไอศกรีม,สุพรรณบุรี,8,นาย ชาญศักดิ์ พัฒนกิตติพงษ์,ไอศกรีมสุพรรณบุรี,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1050000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทับตีเหล็ก,เมืองสุพรรณบุรี,035-414250,8,72000
4,740,171.46,291.46,ทำน้ำแข็งก้อนเล็ก ได้วันละ 20 ตัน,สุพรรณบุรี,7,ห้างหุ้นส่วนจำกัด สยามวอเตอร์เพียว,ห้างหุ้นส่วนจำกัด สยามวอเตอร์เพียว,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,8800000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ไผ่ขวาง,เมืองสุพรรณบุรี,,3,72000
6,741,881.55,881.55,ผลิตอาหารสัตว์,สุพรรณบุรี,42,ห้างหุ้นส่วนจำกัด ซี.ซี.ฟู้ดแลนด์,ห้างหุ้นส่วนจำกัด ซี.ซี.ฟู้ดแลนด์,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,4565000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคอก,สองพี่น้อง,589002,36,72110
0,742,82.5,82.5,ทำอาหารสัตว์,สุพรรณบุรี,10,ห้างหุ้นส่วนจำกัด เชียงเส็งอาหารสัตว์,ห้างหุ้นส่วนจำกัด เชียงเส็งอาหารสัตว์,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,420000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สองพี่น้อง,สองพี่น้อง,531119,10,72110
457,743,518.11,518.69,ผลิตรองเท้ากีฬา,สุพรรณบุรี,591,บริษัท บางกอกรับเบอร์ ดีเวลลอปเมนต์ เซ็นเตอร์ จำกัด ,บริษัท บางกอกรับเบอร์ ดีเวลลอปเมนต์ เซ็นเตอร์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,161000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังน้ำซับ,ศรีประจันต์,,134,72140
