เจ้าของข้อมูล,เนื้อที่เสียหาย,_id,ปี,ตำบล,อำเภอ,หน่วย
สำนักงานเกษตรจังหวัดอ่างทอง,37,498,2566,ม่วงเตี้ย,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,499,2566,หัวตะพาน,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,296.25,500,2566,หลักแก้ว,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,501,2566,ตลาดใหม่,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,502,2566,สามโก้,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,503,2566,ราษฎรพัฒนา,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,504,2566,อบทม,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,505,2566,โพธิ์ม่วงพันธ์,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,506,2566,มงคลธรรมนิมิต,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,507,2567,ตลาดหลวง,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,508,2567,บางแก้ว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,509,2567,ศาลาแดง,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,510,2567,ป่างิ้ว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,511,2567,บ้านแห,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,512,2567,ตลาดกรวด,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,513,2567,มหาดไทย,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,514,2567,บ้านอิฐ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,515,2567,หัวไผ่,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,516,2567,จำปาหล่อ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,517,2567,โพสะ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,518,2567,บ้านรี,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,519,2567,คลองวัว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,520,2567,ย่านซื่อ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,521,2567,จรเข้ร้อง,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,522,2567,ไชยภูมิ,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,523,2567,ชัยฤทธิ์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,524,2567,เทวราช,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,525,2567,ราชสถิตย์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,526,2567,ไชโย,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,527,2567,หลักฟ้า,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,528,2567,ชะไว,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,529,2567,ตรีณรงค์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,530,2567,บางปลากด,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,531,2567,ป่าโมก,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,532,2567,สายทอง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,533,2567,โรงช้าง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,534,2567,บางเสด็จ,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,535,2567,นรสิงห์,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,536,2567,เอกราช,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,537,2567,โผงเผง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,538,2567,อ่างแก้ว,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,539,2567,อินทประมูล,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,540,2567,บางพลับ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,541,2567,หนองแม่ไก่,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,542,2567,รำมะสัก,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,543,2567,บางระกำ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,544,2567,โพธิ์รังนก,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,545,2567,องครักษ์,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,546,2567,โคกพุทรา,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,547,2567,ยางช้าย,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,548,2567,บ่อแร่,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,549,2567,ทางพระ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,550,2567,สามง่าม,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,551,2567,บางเจ้าฉ่า,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,552,2567,คำหยาด,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,553,2567,แสวงหา,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,554,2567,ศรีพราน,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,555,2567,บ้านพราน,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,56.25,556,2567,วังน้ำเย็น,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,557,2567,สีบัวทอง,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,558,2567,ห้วยไผ่,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,559,2567,จำลอง,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,560,2567,ไผ่จำศิล,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,561,2567,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,562,2567,ไผ่ดำพัฒนา,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,563,2567,สาวร้องไห้,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,564,2567,ท่าช้าง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,565,2567,ยี่ล้น,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,566,2567,บางจัก,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,567,2567,ห้วยคันแหลน,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,568,2567,คลองขนาก,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,569,2567,ไผ่วง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,570,2567,สี่ร้อย,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,571,2567,ม่วงเตี้ย,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,572,2567,หัวตะพาน,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,573,2567,หลักแก้ว,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,574,2567,ตลาดใหม่,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,575,2567,สามโก้,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,576,2567,ราษฎรพัฒนา,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,577,2567,อบทม,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,578,2567,โพธิ์ม่วงพันธ์,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,579,2567,มงคลธรรมนิมิต,สามโก้,ไร่
,,580,,,,
,,581,,,,
,,582,,,,
,,583,,,,
,,584,,,,
,,585,,,,
,,586,,,,
,,587,,,,
,,588,,,,
,,589,,,,
,,590,,,,
,,591,,,,
,,592,,,,
,,593,,,,
,,594,,,,
,,595,,,,
