ถนน,เลขที่,ซอย,FID,เงินทุน,แรงม้า,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
แสมดำ,"32,36",,10101400000000,10000000,816.33,3532,3-73-2/36,3532,บริษัท ยูเนียนคราวน์ จำกัด,02-8955555,ผลิตพัดลมตั้งโต๊ะ,45,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
เอกชัย,31/112,เทพนิมิตรเหนือ,10100200000000,22000000,923.64,3533,3-52(4)-4/26,3533,บริษัท ที.ซี.เอ็น.2008 จำกัด,,ทำผลิตภัณฑ์ยางต่าง ๆ เช่น ยางกันกระแทก ยางครอบเกียร์,27,10150,บางบอน,บางบอน,กรุงเทพมหานคร,9
สุขุมวิท,49,สุขุมวิท 103,10100100000000,4000000,660.6,3534,3-37-16/20,3534,บริษัท ต.วิบูลย์สินผลิตภัณฑ์ไม้ จำกัด,2868353,ทำโต๊ะ เก้าอี้,26,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,2
,2-ม.ค.,เอกชัย 74/1,10100000000000,29020000,727,3535,3-14-45/61,3535,บริษัท วิวไอซ์ (2015) จำกัด,28114584,ทำน้ำแข็งหลอด,15,10150,คลองบางพราน,บางบอน,กรุงเทพมหานคร,
เพชรเกษม,137/41,เพชรเกษม  98/1,10101200000000,55000000,93.57,3536,3-54-1/45,3536,บริษัท บางกอกโมเดิร์นกลาสแวร์ จำกัด,,ทำผลิตภัณฑ์ต่างๆ จากแก้ว,29,10160,บางแคเหนือ,บางแค,กรุงเทพมหานคร,1
พระราม 2,"44,46",สะแกงาม7 แยก8,10100000000000,5600000,472,3537,3-53(4)-68/48,3537,บริษัท บี.เอส.อินเตอร์พลาส จำกัด,,"ทำภาชนะบรรจุ และผลิตภัณฑ์พลาสติกทั่วไป เช่น ขวด, เครื่องใช้พลาสติก ฯลฯ",11,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,5
สะแกงาม,256,,10100200000000,85000000,3306.82,3538,3-73-7/49,3538,บริษัท วนวิทย์ แมนูแฟคเจอริ่ง จำกัด,,ผลิตเครื่องใช้ไฟฟ้า เช่น พัดลม,156,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
สุขสวัสดิ์,58/2,สุขสวัสดิ์ 14,10100200000000,1750000,113.75,3539,3-22(1)-1/28,3539,ทรงกิจเจริญ,,กรอด้ายและตีเกลียวด้าย,10,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,5
กรุงเทพ-นนทบุรี,2844,,10100000000000,8700000,29.25,3540,3-95(1)-129/57,3540,ค๊อกพิทไทยเจริญ,02-5870214-8,"ศูนย์บริการซ่อมเปลี่ยนยางและตั้งศูนย์รถยนต์, ซ่อมรถยนต์และเครื่องยนต์",19,10800,วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร,
พระรามที่ 4,1658/1,,10100000000000,14000000,179.6,3541,3-95(1)-122/40,3541,บริษัท พระราม 4 ฮอนด้า คาร์ส์ กรุ๊ป จำกัด,6719990,บริการซ่อมและพ่นสีถยนต์,69,10110,คลองเตย,คลองเตย,กรุงเทพมหานคร,
ประชาชื่น,56/7,,10100100000000,10000000,281.83,3542,3-66-13/24,3542,บริษัท อุสาพัฒนาเศรษฐกิจ จำกัด,02-9545568,ผลิตเครื่องจักรกลเพื่อใช้ในการเกษตรเช่นกังหันลมและผลิตเครื่องเรือนเครื่องกีฬา,64,10210,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,6
สุขุมวิท,13-ก.พ.,อ่อนนุช,10100000000000,13000000,8589.6,3543,3-22(4)-4/17,3543,ห้างหุ้นส่วนจำกัด โชคชัยอุตสาหกรรม,3288459,พิมพ์ลวดลายผ้า,70,10250,ประเวศ,ประเวศ,กรุงเทพมหานคร,3
พัฒนาการ,1188,พัฒนาการ 30,10100000000000,605000000,111.97,3544,3-95(1)-237/56,3544,บริษัท เอเอเอส ออโต้เซอร์วิส จำกัด,,ศูนย์บริการซ่อมรถยนต์,9,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
,386,หม่บ้านเศรษฐกิจ 31,10100000000000,600000,284,3545,3-24-8/42,3545,บริษัท ก๊กฮองอินดัสเตรียล,,ถักผ้ามุ้งไนล่อน,14,10160,บางแคเหนือ,บางแค,กรุงเทพมหานคร,
จอมทอง,30-ม.ค.,วัจนะ,10100300000000,0,56,3546,3-60-8/14,3546,ห้างหุ้นส่วนจำกัด โรงหล่อหย่งเชียงหลี,,หลอมหล่ออลูมิเนียม ทองเหลือง เช่น อุปกรณ์ชิ้นส่วนของเครื่องยนต์และเครื่องจักร ได้ปีละ 5.43 ตัน,6,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,
,"22,24,26,28,30",จันทร์ 16 แยก 12-4,10100100000000,850000,56,3547,3-77(2)-73/25,3547,บริษัท วิคตอรี ออโต้พาร์ท อินดัสตรี้ จำกัด,2860745,ทำอุปกรณ์สำหรับรถยนต์ เช่น กระจกมองข้าง เสาอากาศวิทยุ แผ่นกันโคลน,18,10120,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,
ท่าข้าม,95/9,,10100200000000,37244900,396.6,3548,3-12(10)-1/32,3548,บริษัท อาหารอินเตอร์เนชั่นแนล จำกัด,4150035,ทำลูกกวาด,100,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
เพชรเกษม,25/18,เพชรเกษม 114,10100100000000,500000,190.19,3549,3-52(4)-3/39,3549,บริษัท ท็อป เนล เสต๊ปเปิล มาร์คเกอร์ จำกัด,,"ทำรองเท้าต่างๆกำลังการผลิต50,000คู่/เดือน",39,10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,2
พระราม3,57/76,,10100300000000,3500000,89.25,3550,3-70-17/51,3550,ห้างหุ้นส่วนจำกัด อาร์. ที. อีลิเวเตอร์,02-2893938,ซ่อมแซมและติดตั้งลิฟท์,10,10120,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,
นวมินทร์,24/79,-,10100000000000,2500000,53.95,3551,3-95(1)-35/46,3551,บริษัท โตโยต้า เค.มอเตอร์ส ผู้จำหน่ายโตโยต้า จำกัด,,ตรวจสภาพรถคันใหม่,23,10240,นวลจันทร์,บึงกุ่ม,กรุงเทพมหานคร,
,71,ลาซาล 36,10100200000000,1800000,16.19,3552,3-95(1)-28/47,3552,ห้างหุ้นส่วนจำกัด อู่สนิทการาจ,02-7490405-6,ซ่อมเคาะพ่นสีรถยนต์,9,10260,บางนา,บางนา,กรุงเทพมหานคร,
รามอินทรา,68,,10100000000000,20000000,27.5,3553,3-95(1)-18/60,3553,บริษัท มาสเตอร์ มอเตอร์ เซอร์วิสเซส(ประเทศไทย) จำกัด,02-7923000,ซ่อมรถยนต์(เครื่องยนต์-ช่วงล่าง),58,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,
,21,รามอินทรา 39 แยก 16,10100000000000,7300000,18.5,3554,3-37-164/49,3554,นายศศิพงษ์ บุญญแพทย์,02-9731313,ทำเครื่องเรือนจากไม้,8,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,
เพชรเกษม,172/1,เพชรเกษม 63,10100200000000,51600000,806.67,3555,3-41(1)-6/26,3555,บริษัท พริ้นท์ มาสเตอร์ จำกัด,4560372-3,พิมพ์ถุงพลาสติกและกระดาษและชุบโลหะ,78,10160,หลักสอง,บางแค,กรุงเทพมหานคร,
ฉลองกรุง,410 นิคมฯ ลาดกระบัง,,72030500000000,3713000000,8264.1,3556,น.78(1)-1/2535-ญนล.,3556,บริษัท ไทยฮอนด้า แมนูแฟคเจอริ่ง จำกัด,,ผลิตชิ้นส่วนและประกอบรถจักรยนต์,3373,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,4
สุขาภิบาล 2,47/1 นิคมฯอัญธานี,-,82160000000000,75080000,0,3557,น.84(1)-2/2536-นอธ.,3557,บริษัท เอ็ม เค เอส จิวเวลรี่ อินเตอร์เนชั่นแนล จำกัด,727-150-9,ผลิตเครื่องประดับกายและเจียระไนเพชรพลอย,76,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
สุขาภิบาล2,17319,,82160000000000,0,0,3558,น.84(1)-5/2537-นอธ.,3558,บริษัท มิกิ ไซมีช อินเตอร์เนชั่นแนล จำกัด,027270166-74,ผลิตเครื่องประดับอัญมณีและเจียระไนพลอย,0,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,4
ฉลองกรุง,138 การนิคมฯลาดกระบัง, ,72030100000000,16000000,0,3559,น.53(4)-1/2534-ญนล.,3559,บริษัท เทรเซอร์ บ๊อกซ์ จำกัด, ,ผลิตภัณฑ์พลาสติก(กล่องบรรจุเครื่องประดับและแท่นโชว์สินค้า),200,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,4
ฉลองกรุง,264,ฉลองกรุง 31,72030000000000,285590000,693.1,3560,น.23(1)-1/2534-ญนล.,3560,บริษัท ดาสโก้ จำกัด,,ผลิตผลิตภัณฑ์ที่ทำจากผ้าทุกชนิด พีวีซี ไนล่อน โพลีเอสเตอร์ เช่น ชุดอุ้มเด็ก ชุดเก้าอี้ รถเข็นเด็ก ชุลเปลเด็ก ผ้าหุ้มรถเข็นเด็ก ชุดกีฬา กระเป๋าผ้าต่าง ๆ และตัดเย็บเสื้อผ้าสำเร็จรูปทุกชนิด เช่น ชุดกีฬา ชุดเด็กเล็ก ชุดผ้าคลุมตัดผม เสื้อแจ็คเก็ต ซื้อมาขายไปแค,528,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,375 นิคมฯลาดกระบัง,-,72030000000000,441600000,265.12,3561,น.77(2)-4/2536-ญนล.,3561,บริษัท ดาน่า สไปเซอร์ (ประเทศไทย) จำกัด,326-0054-5,ผลิตและกลึงชิ้นงาน กึ่งสำเร็จรูป,15,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,193,ฉลองกรุง31,82030000000000,14000000,306.68,3562,น.52(4)-1/2540-นนล.,3562,บริษัท ยูนิทอป รับเบอร์ จำกัด,02-7394621-2,เกี่ยวกับผลิตภัณฑ์จากยางธรรมชาติและยางซิลิคอนตัดพลาสติกและฟองน้ำ,63,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
เสรีไทย,105 นิคมอุตสาหกรรมบางชัน,,72010000000000,0,0,3563,น.48(6)-1/2545-ญนช.,3563,บริษัท โตโยอิ๊งค์ (ประเทศไทย) จำกัด,,หมึกพิมพ์,67,10230,คันนายาว,คันนายาว,กรุงเทพมหานคร,4
ฉลองกรุง,108/3,,72030100000000,3250000,527.03,3564,น.33-1/2543-ญนล.,3564,บริษัท พอยต์ รูสส์ จำกัด,0 2326 0275,รองเท้า เสื้อผ้า สำหรับนักเต้นรำ รวมถึงผลิตภัณฑ์สำเร็จรูปและชิ้นส่วนอุปกรณ์เสริมต่าง ๆ ที่ใช้สำหรับรองเท้าเต้นรำและนักเต้นรำ การนำเข้าและแบ่งบรรจุผลิตภัณฑ์ดังกล่าวข้างต้น,187,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,4
สุขาภิบาล7,1/8/2003,,72160100000000,20600000,97.95,3565,น.84(3)-3/2544-ญอธ.,3565,บริษัท คิมเบอร์ลี่ ไดมอนด์ จำกัด,,เจียระไนเพชร พลอย รับจ้างคัดเลือก ตรวจสอบคุณภาพและคุณสมบัติของเพชร พลอย และเครื่องประดับทุกชนิด,23,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,4
บางขุนเทียน-ชายทะเล,16/376-380,วงแหวนชัชวาล,91100100000000,0,151.03,3566,ข3-53(4)-35/49,3566,นายสมชาติ สุธีรพรชัย,,ทำผลิตภัณฑ์จากพลาสติก เช่น ถุงพลาสติก หลอดกาแฟ เชือกฟาง,10,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,7
บางขุนเทียน-ชายทะเล,16/102,วงแหวนชัชวาล,91100000000000,2100000,370.2,3567,ข3-28(1)-7/49,3567,บริษัท ยูเนี่ยนไลน (ประเทศไทย) จำกัด,,ตัดเย็บเสื้อผ้าสำเร็จรูป,188,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,7
บางขุนเทียน-ชายทะเล,16/23,วงแหวนชัชวาล,91100100000000,0,191.9,3568,ข3-74(2)-9/49,3568,ห้างหุ้นส่วนจำกัด เจ.เอส.ซี.อิเลคทริคไวร์แอนด์เคเบิ้ล,,ผลิตสายไฟฟ้าและสายโทรศัพท์ ประกอบเครื่องเล่น DVD และ VCD,38,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,7
เสรีไทย,ก.40 นิคมฯ บางชัน,,72010000000000,110000000,12812.69,3569,น.12(11)-2/2537-ญนช.,3569,บริษัท เนสท์เล่ (ไทย) จำกัด,906-0201,ผลิตไอศกรีม,254,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,13
บางขุนเทียน-ชายทะเล,17/699,วงแหวนชัชวาล,91100000000000,0,128.67,3570,ข3-23(4)-4/44,3570,นายสัญชัย แซ่เตียว (ชัยการปัก แอนด์ พรีต),,อัดจีบผ้า,22,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,7
เสรีไทย,1 นิคมอุตสาหกรรมบางชัน,เสรีไทย 87,72010000000000,0,3723.16,3571,น.10(1)-1/2548-ญนช.,3571,บริษัท เพรซิเดนท์เบเกอรี่ จำกัด (มหาชน),02-5481200,ผลิตอาหารพร้อมทานและกึ่งพร้อมทานประเภทต่าง ๆ อาทิ ผลิตภัณฑ์เบเกอรี่ เช่น ขนมปังชนิดแผ่น ขนมปังสอดไส้ แฮมเบอร์เกอร์บัน ไส้กวน เค้ก คุกกี้ ฮอทดอกโรล ซาลาเปา แป้งชุบทอด เกล็ดขนมปัง ฟรุ๊ตพาย โดนัท และขนมอบ/ขนมทอดต่าง ๆ,198,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
สุขสวัสดิ์,32/9,สุขสวัสดิ์ 2,10100000000000,10200000,58,3572,3-24-44/35,3572,ห้างหุ้นส่วนจำกัด ธนพัฒน์การทอ,,ถักผ้ายืด (จำนวนเครื่องถัก 13 เครื่อง),10,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,4
สุวินทวงศ์,3/331,,91020000000000,30000,14.75,3573,ข3-37-203/53,3573,มาคาร่า เดคคอเรท,089-8966170,ทำเครื่องเรือนจากไม้,6,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,9
สุวินทวงศ์,3/321,,91020000000000,14786953,107.45,3574,ข3-6(2)-1/53,3574,บริษัท เคเอส ซีสตาร์ จำกัด,02-543-5083,ผลิตปลาแซลมอนรมควัน,14,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,9
ฉลองกรุง,324 นิคมอุตสาหกรรมลาดกระบัง,นิคมอุตสาหกรรมลาดกระบัง,82030000000000,0,6972.67,3575,น.10(1)-1/2549-นนล.,3575,บริษัท เพรซิเดนท์เบเกอรี่ จำกัด (มหาชน) (โรงงานที่ 2),,ผลิตอาหารพร้อมทานและกึ่งพร้อมทานประเภทต่าง ๆ ผลิตภัณฑ์เบเกอรี่ เช่น ขนมปังชนิดแผ่น ขนมปังสอดไส้ แฮมเบอร์เกอร์บัน ไส้กวน เค้ก คุ้กกี้ ฮอทดอกโรล ซาลาเปา แป้งชุบทอด เกล็ดขนมปัง ฟรุ๊ตพาย โดนัท ขนมอบ ขนมทอด ผลิตภัณฑ์แช่แข็ง,61,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,4
เพชรเกษม,53/55,เพชรเกษม 88,10100000000000,17500000,380.13,3576,3-41-55/30,3576,นายอนันต์ เอกพิพัฒนา,,พิมพ์ถุงพลาสติก และทำเม็ดพลาสติกจากเศษพลาสติกเก่า,20,10160,บางแคเหนือ,บางแค,กรุงเทพมหานคร,1
บางขุนเทียน-ชายทะเล,230,-,91100100000000,0,13,3577,ข3-64(2)-50/49,3577,นายวิเชียร เฮ็งเจริญ,,ปั๊มโลหะ,2,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,-
บางขุนเทียน-ชายทะเล,17/32,วงแหวนชัชวาล,91100100000000,0,47,3578,ข3-64(2)-2/40,3578,นายสมพร รุ่งเรือง,,กลึงและปั๊มโลหะ,8,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,7
สุวินทวงศ์,51/31-32,,10100000000000,290000,55.39,3579,3-53(1)-69/25,3579,นายบุญเทียม ล้ำเลิศสุข,,ทำดอกไม้จากพลาสติก,7,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,9
บำรุงเมือง,222/2-3-4-5,ยศเส,10100000000000,2700000,31.69,3580,3-28(1)-11/25,3580,บริษัท สหไทยการ์เมนท์ (2521) จำกัด,2235001,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 100 เครื่อง),35,10100,วัดเทพศิรินทร์,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
สุทธิสารวินิจฉัย,426/37-38,พร้อมศักดิ์,10100000000000,580000,36.42,3581,3-37-76/25,3581,ห้างหุ้นส่วนจำกัด แม๊กซ์ แอนด์ ซัน เฟอร์นิเจอร์,2775478,ทำเครื่องเรือนจากไม้,7,10400,ดินแดง,ดินแดง,กรุงเทพมหานคร,
ทุ่งมังกร,1-ธ.ค.,ทุ่งมังกรนิเวศน์,10100000000000,1610000,41.57,3582,3-60-25/21,3582,นายสถาพร โสภณพงษ์ และศุภชัย โสภณพงษ์,,หล่อหลอมพระพุทธรูปทองเหลืองได้ปีละ1.8ตัน,8,10170,ฉิมพลี,ตลิ่งชัน,กรุงเทพมหานคร,4
บางกระดี่,โฉนดเลขที่ 29315 และ 29316,ศักดิ์มงคล,10101300000000,6000000,280,3583,3-60-1/40,3583,บริษัท เอแอล. โซลูชั่น จำกัด,,หลอมหล่ออลูมิเนียมได้ปีละ500ตัน,10,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,4
ประชาสงเคราะห์,1117-1123,สุทธิพร,10100000000000,8000000,104.88,3584,3-70-47/25,3584,บริษัท ไทคูณ เอ็นจิเนียริ่ง จำกัด,,ประกอบเครื่องปรับอากาศ และตู้เย็น,36,10400,ดินแดง,ดินแดง,กรุงเทพมหานคร,
,789,,10100200000000,255000,548,3585,3-59-4/16,3585,บริษัท บี.ซี.เค.คาสติ้ง จำกัด,,หลอมหล่อเหล็ก เช่น อุปกรณ์เครื่องสีข้าว ได้ปีละ 600 ตัน,14,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สรงประภา,"189,191,193",,10100000000000,3250000,69.25,3586,3-95(1)-128/53,3586,ทวีสุขรวมท่อ,,ซ่อมรถยนต์ รถจักรยานยนต์ ทำท่อไอเสียรถยนต์,4,10210,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,
สาธุประดิษฐ์,549/46,แสงสุข,10100500000000,1800000,373.83,3587,3-77(1)-9/22,3587,ห้างหุ้นส่วนจำกัด สหพัฒนศิลป์โลหะกิจ,2840120,ทำตัวถังกะบะ และพื้นกะบะรถบรรทุกเล็ก,7,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
เพชรบุรีตัดใหม่,2191,,10100000000000,538200000,93.5,3588,3-95(1)-160/52,3588,บริษัท วัฒนาออโต้เซลล์แอนด์เซอร์วิส จำกัด,,ซ่อมรถยนต์,14,10310,บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร,
จรัญสนิทวงศ์,404/3,จรัญสนิทวงศ์,10100000000000,0,6.5,3589,3-95(1)-233/51,3589,อู่นครยนต์,02-4240321,ซ่อม เคาะ พ่นสีรถยนต์,6,10700,บางยี่ขัน,บางพลัด,กรุงเทพมหานคร,
ร่มเกล้า,119,,10100300000000,75100000,7010.94,3590,3-77(2)-24/32,3590,บริษัท ยนตรกิจอุตสาหกรรม จำกัด,0 2915 0051-2,"ทำชิ้นส่วนตัวถังรถยนต์อุปกรณ์อะไหล่รถยนต์ได้ปีละ4,000ชิ้น",170,10520,คลองสามประเวศ,ลาดกระบัง,กรุงเทพมหานคร,4
วุฒากาศ,56/1,,10100000000000,60000,19.5,3591,3-95(1)-136/53,3591,อ.เจริญชัย,02-4681229,ซ่อมและพ่นสีรถยนต์,5,10150,บางค้อ,จอมทอง,กรุงเทพมหานคร,
เอกชัย,17/80,เอกชัย34,10100600000000,1150000,212.5,3592,3-64(1)-3/29,3592,บริษัท สหไทยพรีซิชั่น เมทอลพาร์ท จำกัด,868-0610,ทำกระป๋อง และตัดปั๊มแผ่นโลหะ,26,10150,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร,4
พระรามที่ 4,4/3/3757,บ้านกล้วยใต้,10101100000000,60000,9.25,3593,3-61-1/17,3593,บริษัท วูตุงปั๊ก จำกัด,,ทำใบเลื่อย และจอบขุดดิน,5,10110,พระโขนง,คลองเตย,กรุงเทพมหานคร,
เอกชัย,110/16,,100101000000,2900000,172,3594,ศ3-34(2)-9/35,3594,อ.สหเจริญชัย,,ทำวงกบประตู-หน้าต่าง และเครื่องเรือนจากไม้,35,10150,บางบอน,บางบอน,กรุงเทพมหานคร,4
บางขุนเทียน-ชายทะเบ,17/751-753,วงแหวนชัชวาล,91100000000000,0,40.25,3595,ข3-64(13)-177/49,3595,บริษัท เอฟ อาร์ ฟ้ารุ่ง อินเตอร์เนชั่นแนล จำกัด,02-8973790,โรงกลึง,13,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,7
ประชาธิปก,415-423,,10101000000000,1550000,23.97,3596,3-95(1)-3/23,3596,อู่ศิริธน,,ซ่อมและพ่นสีรถยนต์,12,10600,สมเด็จเจ้าพระยา,คลองสาน,กรุงเทพมหานคร,
สุขาภิบาล 1,17-มิ.ย.,สมาคมแพทย์,10100300000000,80000,32.81,3597,3-95(1)-26/35,3597,อู่มนตรีเซอร์วิส,,ซ่อม และพ่นสีรถยนต์ ได้ปีละ 60 คัน,7,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,6
เพชรเกษม,150,เพชรเกษม 114,10100500000000,500000,118.05,3598,3-52(4)-3/23,3598,โรงงานผลิตภัณฑ์ยางศรีสยาม,02-421-0702,ทำลูกกลิ้งยางขนาดต่าง ๆ,5,10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,
-,"19,21",-,10100000000000,7700000,61.75,3599,3-64(13)-15/46,3599,นางกมลลักษณ์ ชัยอัมราสิทธิ์,28950542,ทำผลิตภัณฑ์โลหะ เช่น แบบพิมพ์โลหะ,10,10150,บางบอน,บางบอน,กรุงเทพมหานคร,-
เอกชัย,"21,23,25,37,39,41",สุนทร 7,10100000000000,22000000,54.88,3600,3-28(1)-9/57,3600,บริษัท สุขบุญทิพย์ จำกัด,02-811-5555,ตัดเย็บเสื้อผ้าสำเร็จรูป,150,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เลียบคลองภาษีเจริญฝั่งเหนือ,43,เลียบฯฝั่งเหนือ 10,10100400000000,300000,42,3601,3-62-11/32,3601,นายวารินทร์ รุ่งเรืองศรีแสง,,ทำเครื่องเรือนจากโลหะ เช่น โต๊ะ เก้าอี้,4,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
เพชรเกษม,41/64,อัสสัมชัญ 11,10100100000000,500000,286.62,3602,3-70-33/22,3602,บริษัท ฟีนิกซ์อินดัสตรี้ จำกัด,,ผลิต และซ่อมแซมส่วนประกอบของเครื่องจักร เช่น ขาจักร โต๊ะจักร,37,10160,บางไผ่,บางแค,กรุงเทพมหานคร,3
พระรามที่ 2,4/837,สะแกงามวิลล่า,10100300000000,300000,7,3603,3-64(2)-9/35,3603,นางสาวลำพอง ท้าวโพธิ์เอน,,ปั๊มโลหะ,5,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,5
ทนุรัตน์,136/9-10,ทนุรัตน์ 4,10100400000000,4500000,9.5,3604,3-28(1)-2/38,3604,บริษัท โปโลสปอร์ต จำกัด,2131797,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 30 เครื่อง),27,10120,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,
พระรามที่ 2,31/17-18,บางกระดี่,10100100000000,3000000,62,3605,3-41(1)-4/37,3605,บริษัท โอ เอส (1993) การพิมพ์ จำกัด,,พิมพ์สิ่งพิมพ์ต่าง ๆ,15,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,4
รามคำแหง,116,พูนทรัพย์สิน,10100600000000,4500000,308.69,3606,3-60-3/35,3606,บริษัท บางกอกแอสเสย์ออฟฟิส จำกัด,,หลอมหล่อ และรีดทองคำ ทองขาว เงิน นากเป็นแผ่น ได้ปีละ .8 ตัน,90,10240,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,
,49/99,,10100000000000,50800000,22,3607,3-95(1)-250/57,3607,บริษัท สิม ออโต้ชัวร์ จำกัด,,ศูนย์บริการซ่อมรถยนต์,14,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,2
สุขาภิบาล5,81/1,,10100000000000,1100000,30,3608,3-95(1)-28/55,3608,นายสมชาย ทิวถาวร,,ซ่อมเครื่องและช่วงล่างรถยนต์,5,10220,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,6
เอกชัย,46,,10100100000000,27000000,18.12,3609,3-28(1)-32/52,3609,นายปรีชา เรืองปัญญาวุฒิ,,ตัดเย็บ าสื้อผ้าสำเร็จรูป,60,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
พรานนก,1078/181-183,สุดสาคร,10100000000000,6250000,26,3610,3-28(1)-13/43,3610,นายทอง สัตยธรรม,4124707,ตัดเย็บเสื้อผ้าสำเร็จรูป,145,10700,บ้านช่างหล่อ,บางกอกน้อย,กรุงเทพมหานคร,
สุขสวัสดิ์,209,สุขสวัสดิ์ 26,10100300000000,550000,93.19,3611,3-64(1)-13/20,3611,นายสมศักดิ์ สุคันโธวงศ์,4684896,"ทำถังตักปูน ได้ปีละ 36,000 ใบ",6,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,8
สุขุมวิท,979/27-29,สุขุมวิท 103,10100300000000,0,51.25,3612,3-64(6)-32/32,3612,นายพิเชฐ งามสถาพร,7494061,ทำน๊อต สกรู,10,10260,บางนา,บางนา,กรุงเทพมหานคร,12
ประชาอุทิศ,"112,110",,10100000000000,2000000,122,3613,3-24-28/32,3613,ห้างหุ้นส่วนจำกัด สยามบูรพาการทอ,,ถ้กผ้ายืด (จำนวนเครื่องถักผ้า 59 เครื่อง),36,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
บางขุนเทียน,83/11,-,10100000000000,18500000,210,3614,3-24-32/47,3614,นายอภินันท์ แซ่โค้ว,,ถักผ้ายืด,15,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,6
สาธุประดิษฐ์,303,วัดโพธิ์แมน,10100000000000,0,130,3615,3-22(2)-8/53,3615,ห้างหุ้นส่วนจำกัด กิจชัย,02-2117886,ทอผ้าดิบ ผ้าขาวม้า ผ้าปูที่นอน ผ้าเช็ดหน้าและทอผ้าไหม,15,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
