ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
ล้างบรรจุภัณฑ์ทุกชนิดเพื่อนำกลับไปใช้ใหม่,1,-, 0.23 ,3-106-28/56ชบ,10200102825563,1111, 5.00 ,10600,บริษัท รุ่งอรุณทรัพย์ รีไซเคิล จำกัด,หนองไผ่แก้ว,56,-,บ้านบึง,288,ชลบุรี,บริษัท รุ่งอรุณทรัพย์ รีไซเคิล จำกัด,3, 53 ,20220
ถอดแยกเครื่องใช้ไฟฟ้า อุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์และตะกรันโลหะ แยกสกัดโลหะมีค่าโคยกรรมวิธีทางอุตสาหกรรม และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,, 210.00 ,3-106-80/64ชบ,10200502225646,1112," 5,189.50 ",10600,บริษัท หรงจี เมทัล เทคโนโลยี (ไทยแลนด์) จำกัด,คลองกิ่ว,64,,บ้านบึง,8/12,ชลบุรี,บริษัท หรงจี เมทัล เทคโนโลยี (ไทยแลนด์) จำกัด,3, 55 ,20220
หลอมหล่อทองแดงจากกากตะกอนของเสียที่มีทองแดงเป็นส่วนประกอบ และตะกรันทองแดง บดย่อยชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์ คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,, 186.00 ,3-106-28/67ชบ,10200096625672,1113," 2,072.20 ",10600,บริษัท วาย.ดี อินดัสเทรียล จำกัด,คลองกิ่ว,67,,บ้านบึง,"โฉนดที่ดินเลขที่ 29965, 34472, 34473, 34928",ชลบุรี,บริษัท วาย.ดี อินดัสเทรียล จำกัด,3, 150 ,20220
ซ่อมและล้างถังน้ำมันใช้แล้ว รีไซเคิล ตัวทำละลาย เคมีภัณฑ์ น้ำมันที่ใช้แล้ว เพื่อเป็นเชื้อเพลิงทดแทน,4, -, 10.00 ,3-106-25/48ชบ,10200002525487,1114, 230.00 ,10600,บริษัท เอ็น.พี.เอส. รีไซเคิล จำกัด,หนองชาก,48, -,บ้านบึง,231,ชลบุรี,บริษัท เอ็น.พี.เอส. รีไซเคิล จำกัด,3, 11 ,20170
ทำผลิตภัณฑ์จากยางรถยนต์ที่ใช้แล้ว เช่น ยางล้อรถเข็น ยางล้อรถโฟล์คลิฟท์ ยางแผ่น,6,, 10.00 ,3-106-31/65ชบ,10200071725653,1115," 1,229.80 ",10600,บริษัท ซิน ไท่ หลง อินดัสตรี จำกัด,คลองกิ่ว,65,,บ้านบึง,66,ชลบุรี,บริษัท ซิน ไท่ หลง อินดัสตรี จำกัด,3, 42 ,20220
"ผลิตเชื้อเพลิงทดแทน, ถอดแยกเครื่องใช้ไฟฟ้าหรือชิ้นส่วนอุปกรณ์ไฟฟ้าและชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ที่ผ่านการใช้งานแล้ว, ล้างภาชนะบรรจุปนเปื้อน, รวบรวมแบตเตอรี่เพื่อจำหน่าย",3,, 14.00 ,3-106-55/67ชบ,10200164125670,1116, 378.08 ,10600,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,บ้านบึง,67,,บ้านบึง,-,ชลบุรี,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,3, 33 ,20170
หลอมหล่อทองแดงจากกากตะกอนของเสียที่มีทองแดงเป็นส่วนประกอบ,1,หัวกุญแจ-มาบคล้า, 32.00 ,3-106-12/56ชบ,10200101225567,1117, 156.70 ,10600,บริษัท เฉินเฟย อินดัสเทรียล จำกัด,คลองกิ่ว,56,-,บ้านบึง,843,ชลบุรี,บริษัท เฉินเฟย อินดัสเทรียล จำกัด,3, 15 ,20220
ถอดแยกอุปกรณ์ชิ้นส่วนอิเล็กทรอนิกส์ เครื่องใช้ไฟฟ้า สายไฟเก่า และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,1,, 110.00 ,3-106-11/66ชบ,10200046425660,1118," 1,660.24 ",10600,บริษัท ไท่หยวน เมทัล (ประเทศไทย) จำกัด,หนองอิรุณ,66,,บ้านบึง,59,ชลบุรี,บริษัท ไท่หยวน เมทัล (ประเทศไทย) จำกัด,3, 35 ,20220
บดย่อยชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,2,-, 4.10 ,3-106-28/52ชบ,10200002825523,1119, 326.00 ,10600,บริษัท คิง ไอโบ เอนไวรอนเมนทัล แอนด์ อินดัสตรี้ โฮลดิ้ง (ไทยแลนด์) จำกัด,หนองไผ่แก้ว,52,-,บ้านบึง,410,ชลบุรี,บริษัท คิง ไอโบ เอนไวรอนเมนทัล แอนด์ อินดัสตรี้ โฮลดิ้ง (ไทยแลนด์) จำกัด,3, 7 ,20220
นำน้ำมันที่ใช้แล้ว (Used Oil) มาผลิตเป็นน้ำมันทาไม้แบบ,,-, 31.00 ,3-106-3/46ชบ,10200300325465,1120, 163.00 ,10600,บริษัท รักษาสิ่งแวดล้อมและรีไซเคิล จำกัด,คลองกิ่ว,46,-,บ้านบึง,,ชลบุรี,บริษัท รักษาสิ่งแวดล้อมและรีไซเคิล จำกัด,3, 12 ,20220
ร่อนแยกโลหะจากของเสียไม่อันตราย ทำผลิตภัณฑ์วัสดุก่อสร้างจากทรายหล่อแบบหรือไส้แกนแบบหล่อโลหะ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,, 23.00 ,3-106-17/67ชบ,10200084025679,1121, 675.00 ,10600,บริษัท เอส.พี.รีไซคลิ่ง 2565 จำกัด,หนองอิรุณ,67,,บ้านบึง,โฉนดที่ดินเลขที่ 56723,ชลบุรี,บริษัท เอส.พี.รีไซคลิ่ง 2565 จำกัด,3, 17 ,20220
บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะผสม (Solder Dross) จากการบัดกรี และผลิตเม็ดพลาสติกเกรดบีจากพลาสติกเก่า,1,-, 8.50 ,3-106-10/52ชบ,10200001025521,1122, 290.00 ,10600,บริษัท เอเซีย รีไซเคิล แอนด์ เซอร์วิส จำกัด,มาบไผ่,52,-,บ้านบึง,56/2,ชลบุรี,บริษัท เอเซีย รีไซเคิล แอนด์ เซอร์วิส จำกัด,3, 8 ,20170
นำน้ำมันหล่อลื่นและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับไปใช้ประโยชน์ใหม่ ซ่อมและล้างถังบรรจุภัณฑ์,3,พนัสนิคม-หนองซาก, 7.36 ,3-106-38/47ชบ,10200003825472,1123," 1,075.00 ",10600,บริษัท ไทย ซิง ไฮโดรคาร์บอน จำกัด,หนองอิรุณ,47,-,บ้านบึง,3/2,ชลบุรี,บริษัท ไทย ซิง ไฮโดรคาร์บอน จำกัด,3, 18 ,20220
ทำอิฐประสานจากอิฐทนไฟใช้แล้ว บด ย่อย อิฐทนไฟใช้แล้ว คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,, 38.50 ,3-106-3/66ชบ,10200026625669,1124, 915.00 ,10600,บริษัท เอดับบลิว กรีน เทรดดิ้ง จำกัด,หนองอิรุณ,66,,บ้านบึง,โฉนดที่ดินเลขที่ 65038,ชลบุรี,บริษัท เอดับบลิว กรีน เทรดดิ้ง จำกัด,3, 40 ,20220
บดย่อยตะกรันเหล็ก,4,-, 6.00 ,3-106-1/57ชบ,10200100125578,1125, 497.18 ,10600,บริษัท ชางฮง เอ็นเตอร์ไพรส์ จำกัด,คลองกิ่ว,57,-,บ้านบึง,394/2,ชลบุรี,บริษัท ชางฮง เอ็นเตอร์ไพรส์ จำกัด,3, 12 ,20220
ผลิตซิลิโคนออยล์ จากวัสดุที่ไม่ใช้แล้ว,1,, 162.00 ,3-106-10/61ชบ,10200001025612,1126," 3,696.79 ",10600,บริษัท แปซิฟิค รีนิวเอเบิ้ล เทคโนโลยี จำกัด,หนองไผ่แก้ว,61,,บ้านบึง,206/1,ชลบุรี,บริษัท แปซิฟิค รีนิวเอเบิ้ล เทคโนโลยี จำกัด,3, 71 ,20220
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยสายไฟ สายเคเบิ้ล และทำเม็ดพลาสติก,5,, 100.00 ,3-106-5/66ชบ,10200030725661,1127," 2,977.40 ",10600,บริษัท เจิ้งอัน เอ็นเตอร์ไพรส์ จำกัด,หนองซ้ำซาก,66,,บ้านบึง,"81,81/2",ชลบุรี,บริษัท เจิ้งอัน เอ็นเตอร์ไพรส์ จำกัด,3, 70 ,20170
ทำผลิตภัณฑ์จากเศษรถยนต์ที่ใช้แล้ว เช่น ล้อรถเข็น ล้อรถโฟล์คลิฟท์ ยางแผ่น,6,, 111.00 ,3-106-2/64ชบ,10200019925647,1128," 6,198.04 ",10600,บริษัท ซิน อี้ ไท่ อินดัสเตรียล เทรด จำกัด,คลองกิ่ว,64,,บ้านบึง,66,ชลบุรี,บริษัท ซิน อี้ ไท่ อินดัสเตรียล เทรด จำกัด,3, 126 ,20220
ผลิตเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายใช้แล้ว เชื้อเพลิงผสมจากเศษผ้าปนเปื้อน กากสี กากกาวหรือวัสดุที่มีค่าความร้อน บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ หลอมเม็ดพลาสติกเก่า ล้างบรรจุภัณฑ์ และสกัดโลหะมีค่าจากน้ำยาชุบโลหะ,1,, 18.98 ,3-106-10/57ชบ,10200101025579,1129, 723.86 ,10600,บริษัท อีโค แมเนจเม้นท์ อินดัสเตรียล จำกัด,มาบไผ่,57,,บ้านบึง,56/10,ชลบุรี,บริษัท อีโค แมเนจเม้นท์ อินดัสเตรียล จำกัด,3, 17 ,20170
หลอมหล่อเศษโลหะ และตะกรันโลหะที่ไม่เป็นของเสียอันตราย,1,, 24.94 ,3-106-39/59ชบ,10200103925594,1130, 608.92 ,10600,บริษัท อีโคแมเนจเม้นท์ อินดัสเตรียล จำกัด,มาบไผ่,59,,บ้านบึง,56/8,ชลบุรี,บริษัท อีโคแมเนจเม้นท์ อินดัสเตรียล จำกัด,3, 17 ,20170
ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่น และตัวทำละลายที่ใช้แล้ว ล้างบรรจุภัณฑ์ด้วยตัวทำละลาย บดย่อยยางและพลาสติกที่ใช้แล้ว และบดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์,3,-, 11.00 ,3-106-23/53ชบ,10200002325532,1131, 101.50 ,10600,บริษัท จัวปภารีไซเคิลสหรุ่งเรือง จำกัด,หนองชาก,53,-,บ้านบึง,265/5,ชลบุรี,บริษัท จัวปภารีไซเคิลสหรุ่งเรือง จำกัด,3, 35 ,20170
นำน้ำมันพืชใช้แล้ว ไขมันพืช และไขมันสัตว์มาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อเป็นวัตถุดิบในการผลิตไบโอดีเซล ผลิตเชื้อเพลิงทดแทนจากน้ำมันที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว ผลิตเชื้อเพลิงผสมชนิดแข็งจากวัสดุที่ไม่ใช้แล้วที่มีค่าความร้อน ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลายใช้แล้ว,3,, 19.00 ,3-106-30/67ชบ,10200098625670,1132," 1,735.00 ",10600,บริษัท เจริญดี กรีน กรุ๊ป จำกัด,หนองชาก,67,,บ้านบึง,โฉนดที่ดินเลขที่ 34763,ชลบุรี,บริษัท เจริญดี กรีน กรุ๊ป จำกัด,3, 35 ,20170
ผลิตเส้นใยโพลีเอสเตอร์,3,ชลบุรี-บ้านบึง, 130.00 ,3-106-34/51ชบ,10200003425513,1133," 2,896.32 ",10600,บริษัท อังไถ่ จำกัด,หนองซ้ำซาก,51,-,บ้านบึง,46/5,ชลบุรี,บริษัท อังไถ่ จำกัด,3, 70 ,20170
"ทำเชื้อเพลิงทดแทน และเชื้อเพลิงผสมชนิดแข็ง และชนิดเหลว, นำน้ำมันที่ใช้แล้วมาปรับปรุงคุณภาพเพื่อนำกลับมาใช้ประโยชน์ใหม่ เช่น น้ำมันทาแบบ น้ำมันหยอดโซ่ เป็นต้น, ซ่อมและล้างบรรจุภัณฑ์ปนเปื้อนด้วยตัวทำละลาย, เก็บรวบรวมแบตเตอรี่ที่ใช้แล้วโดยไม่มีการแปรสภาพ, คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย",7,, 10.00 ,3-106-68/65ชบ,10200172025656,1134, 314.00 ,10600,บริษัท เจ เทคโนโลยี เวสท์ จำกัด,หนองอิรุณ,65,,บ้านบึง,126,ชลบุรี,บริษัท เจ เทคโนโลยี เวสท์ จำกัด,3, 18 ,20220
คัดแยกและฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,-, 670.00 ,3-105-82/53ชบ,10200008225538,1135," 1,900.00 ",10500,บริษัท เอแอล.ไทย (3000) จำกัด,สระสี่เหลี่ยม,53,-,พนัสนิคม,-,ชลบุรี,บริษัท เอแอล.ไทย (3000) จำกัด,3, 20 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,หัวถนน-แปลงกระถิน, 40.00 ,3-105-61/63ชบ,10200155425634,1136, 622.00 ,10500,บริษัท เมทเทิลคอม จำกัด,หัวถนน,63,,พนัสนิคม,119,ชลบุรี,บริษัท เมทเทิลคอม จำกัด,3, 22 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,, 8.00 ,3-105-14/61ชบ,10200001425614,1137, 290.00 ,10500,บริษัท อุตสาหกรรมสีเขียว น้ำใส จำกัด,นาวังหิน,61,,พนัสนิคม,โฉนดที่ดินเลขที่ 32024 เลขที่ดิน 186,ชลบุรี,บริษัท อุตสาหกรรมสีเขียว น้ำใส จำกัด,3, 9 ,20140
คัดแยกเศษวัสดุอุตสาหกรรมที่ไม่เป็นของเสียอันตราย,7,, 20.00 ,จ3-105-90/52ชบ,20200009025521,1138, 373.50 ,10500,บริษัท โบตั๋น รีไซเคิล จำกัด,หน้าพระธาตุ,52,,พนัสนิคม,34,ชลบุรี,บริษัท โบตั๋น รีไซเคิล จำกัด,3, 60 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่ใช่ของเสียอันตราย เช่น เศษโลหะ บดย่อยสายไฟเก่า และหลอมโลหะเป็แท่ง,5,, 230.00 ,3-105-13/68ชบ,10200033625686,1139," 2,808.00 ",10500,บริษัท หย่งฮัว จูหนาน เมทอล (ไทยแลนด์) จำกัด,นาวังหิน,68,,พนัสนิคม,"โฉนดที่ดินเลขที่ 101777, 101778, 84677, 98608",ชลบุรี,บริษัท หย่งฮัว จูหนาน เมทอล (ไทยแลนด์) จำกัด,3, 54 ,20140
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3,, 30.00 ,3-105-95/67ชบ,10200209125677,1140, 210.00 ,10500,บริษัท ศุภผล โลหะกิจ จำกัด,พนัสนิคม,67,,พนัสนิคม,5/2,ชลบุรี,บริษัท ศุภผล โลหะกิจ จำกัด,3, 13 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้ ตามที่กำหนดไว้ในหมวด1 ข้อ1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1(พ.ศ.2541),3,-, 2.60 ,3-105-68/48ชบ,10200106825486,1141, 27.00 ,10500,บริษัท เวรี่ไลท์ อินดัสเตรียล จำกัด,ท่าข้าม,48,-,พนัสนิคม,59,ชลบุรี,บริษัท เวรี่ไลท์ อินดัสเตรียล จำกัด,3, 55 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,4,, 3.50 ,3-105-1/62ชบ,10200002925620,1142, 280.00 ,10500,บริษัท โรจนินทร์ โลหะกิจ จำกัด,นาเริก,62,,พนัสนิคม,โฉนดที่ดินเลขที่ 52238,ชลบุรี,บริษัท โรจนินทร์ โลหะกิจ จำกัด,3, 7 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,11,-, 8.00 ,3-105-24/66ชบ,10200037525668,1143, 140.00 ,10500,ห้างหุ้นส่วนจำกัด ที.เอส.ที.ท.แสงทองรีเทค ,หน้าพระธาตุ,66,-,พนัสนิคม,7/2,ชลบุรี,ห้างหุ้นส่วนจำกัด ที.เอส.ที.ท.แสงทองรีเทค ,3, 20 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3,, 42.00 ,3-105-37/67ชบ,10200100325673,1144, 625.00 ,10500,บริษัท ฉัตรเทพ รุ่งเรืองทรัพย์ จำกัด,หมอนนาง,67,,พนัสนิคม,59/5,ชลบุรี,บริษัท ฉัตรเทพ รุ่งเรืองทรัพย์ จำกัด,3, 35 ,20140
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,2,หนองไทร-หนองแห้ง, 1.23 ,3-105-18/56ชบ,10200101825564,1145, 21.00 ,10500,ห้างหุ้นส่วนจำกัด เจ๊อ้วนและเพี่อนบริการ,หมอนนาง,56,-,พนัสนิคม,โฉนดที่ดินเลขที่ 54355,ชลบุรี,ห้างหุ้นส่วนจำกัด เจ๊อ้วนและเพี่อนบริการ,3, 51 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,, 51.50 ,3-105-93/60ชบ,10200009325600,1146, 80.00 ,10500,บริษัท ทีโอวาย ชลบุรี รีไซเคิล จำกัด,ทุ่งขวาง,60,,พนัสนิคม,88,ชลบุรี,บริษัท ทีโอวาย ชลบุรี รีไซเคิล จำกัด,3, 13 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,16,, 11.00 ,3-105-42/58ชบ,10200004225581,1147, 75.00 ,10500,บริษัท ไดเวอร์เจนท์ เวิร์คกรุ๊ป จำกัด,หนองเหียง,58,,พนัสนิคม,24,ชลบุรี,บริษัท ไดเวอร์เจนท์ เวิร์คกรุ๊ป จำกัด,3, 4 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,1,, 3.50 ,3-105-68/62ชบ,10200209525629,1148, 28.00 ,10500,บริษัท ช.เจริญ รีไซเคิล จำกัด,ท่าข้าม,62,,พนัสนิคม,52,ชลบุรี,บริษัท ช.เจริญ รีไซเคิล จำกัด,3, 51 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,11,, 56.10 ,3-105-28/60ชบ,10200102825605,1149, 280.60 ,10500,บริษัท เจ.เอ เซอร์วิส แอนด์ ซัพพลาย จำกัด,หนองเหียง,60,,พนัสนิคม,219,ชลบุรี,บริษัท เจ.เอ เซอร์วิส แอนด์ ซัพพลาย จำกัด,3, 20 ,20140
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,, 5.80 ,จ3-105-70/51ชบ,20200007025515,1150, 120.00 ,10500,บริษัท เอเค เมคานิคอล แอนด์ รีไซคลิง จำกัด,สระสี่เหลี่ยม,51,,พนัสนิคม,98,ชลบุรี,บริษัท เอเค เมคานิคอล แอนด์ รีไซคลิง จำกัด,3, 10 ,20140
คัดแยกเศษวัสดุโดยไม่ฝังกลบ,7,-, 7.90 ,3-105-3/46ชบ,10200200325466,1151, 97.00 ,10500,ห้างหุ้นส่วนจำกัด เอส.เอส.เค พาร์เลส แอนด์ แพคกิ้ง,หมอนนาง,46,-,พนัสนิคม,4/1,ชลบุรี,ห้างหุ้นส่วนจำกัด เอส.เอส.เค พาร์เลส แอนด์ แพคกิ้ง,3, 15 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,12,, 61.00 ,3-105-24/63ชบ,10200060925637,1152, 380.00 ,10500,บริษัท พี.บี. เทรดดิ้ง แอนด์ รีไซเคิล จำกัด,นาเริก,63,,พนัสนิคม,"โฉนดที่ดินเลขที่ 83719,83720",ชลบุรี,บริษัท พี.บี. เทรดดิ้ง แอนด์ รีไซเคิล จำกัด,3, 56 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,, 15.20 ,3-105-34/60ชบ,10200003425604,1153, 115.00 ,10500,บริษัท โชคสหพัฒน์ แอนด์ ซัพพลาย จำกัด,นาเริก,60,,พนัสนิคม,โฉนดที่ดินเลขที่ 54821 เลขที่ดิน 165,ชลบุรี,บริษัท โชคสหพัฒน์ แอนด์ ซัพพลาย จำกัด,3, 10 ,20140
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,8,, 7.60 ,จ3-105-162/50ชบ,20200016225502,1154, 125.00 ,10500,บริษัท ฟรีเทรด วัน คอร์ปอเรชั่น จำกัด,หนองเหียง,50,,พนัสนิคม,373,ชลบุรี,บริษัท ฟรีเทรด วัน คอร์ปอเรชั่น จำกัด,3, 7 ,20140
"คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย , ล้างบดหรือย่อยพลาสติก , การทำพลาสติกเป็นรูปทรงต่าง ๆ และอัดเศษโลหะ",15,เนินแร่, 22.00 ,จ3-105-175/50ชบ,20200017525504,1155, 278.00 ,10500,บริษัท เซ็ท อินดัสตรี จำกัด,นาเริก,50,,พนัสนิคม,173/9,ชลบุรี,บริษัท เซ็ท อินดัสตรี จำกัด,3, 75 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,16,, 10.00 ,3-105-87/62ชบ,10200261325629,1156, 100.00 ,10500,บริษัท เอส เอส ซี ออยล์ จำกัด,หนองเหียง,62,,พนัสนิคม,โฉนดที่ดินเลขที่ 31050,ชลบุรี,บริษัท เอส เอส ซี ออยล์ จำกัด,3, 8 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,5,, 11.00 ,3-105-84/62ชบ,10200254125622,1157, 150.00 ,10500,บริษัท หงส์มังกร 6365 รีไซเคิล จำกัด,วัดโบสถ์,62,,พนัสนิคม,2,ชลบุรี,บริษัท หงส์มังกร 6365 รีไซเคิล จำกัด,3, 45 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,13,, 37.00 ,3-105-47/66ชบ,10200120925668,1158, 415.20 ,10500,บริษัท ณัฐกฤตา โลหะกิจ จำกัด,นาเริก,66,,พนัสนิคม,99/19,ชลบุรี,บริษัท ณัฐกฤตา โลหะกิจ จำกัด,3, 20 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,11,, 20.00 ,3-105-55/63ชบ,10200144925637,1159, 465.00 ,10500,บริษัท ที.เค.แอล. ยูนิตี้ รีไซเคิล จำกัด,หมอนนาง,63,,พนัสนิคม,66/6,ชลบุรี,บริษัท ที.เค.แอล. ยูนิตี้ รีไซเคิล จำกัด,3, 20 ,20140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3,, 8.10 ,3-105-7/63ชบ,10200017025630,1160, 149.00 ,10500,บริษัท ต. ชลบุรี จำกัด,หนองเหียง,63,,พนัสนิคม,333,ชลบุรี,บริษัท ต. ชลบุรี จำกัด,3, 30 ,20140
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,, 7.18 ,3-105-18/57ชบ,10200101825572,1161, 220.00 ,10500,บริษัท ชูขวัญ ค้าของเก่า จำกัด,หนองปรือ,57,,พนัสนิคม,7,ชลบุรี,บริษัท ชูขวัญ ค้าของเก่า จำกัด,3, 55 ,20140
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,7,, 2.50 ,3-105-84/65ชบ,10200164625653,1162, 240.00 ,10500,ศรีวิไล เปเปอร์,หน้าพระธาตุ,65,,พนัสนิคม,45/1,ชลบุรี,ศรีวิไล เปเปอร์,3, 5 ,20140
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,-, 2.55 ,3-105-75/53ชบ,10200007525532,1163, 34.00 ,10500,ห้างหุ้นส่วนจำกัด บุญศิริสุมิตรา รีไซเคิล,หัวถนน,53,-,พนัสนิคม,42,ชลบุรี,ห้างหุ้นส่วนจำกัด บุญศิริสุมิตรา รีไซเคิล,3, 53 ,20140
ผลิตสังกะสีจากวัสดุที่ไม่ใช้แล้วที่มีสังกะสีเป็นองค์ประกอบ,2,-, 28.00 ,3-106-1/61ชบ,10200000125611,1164, 284.83 ,10600,บริษัท พี.เอส.พี.อุตสาหกรรมโลหะกิจ จำกัด,หนองเหียง,61,-,พนัสนิคม,69,ชลบุรี,บริษัท พี.เอส.พี.อุตสาหกรรมโลหะกิจ จำกัด,3, 9 ,20140
ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว ทำเชื้อเพลิงผสม ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย ทำวัตถุดิบทดแทนจากวัสดุที่ไม่ใช้แล้วในการผลิตปูนซิเมนต์ ทำอิฐบล็อค อิฐตัวหนอนจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ สกัดโลหะมีค่าจากน้ำยาชุบโลหะ คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,-, 4.00 ,3-106-16/54ชบ,10200001625544,1165, 250.02 ,10600,บริษัท ซี.อี.โอ.อินเตอร์เนชั่นแนล เวสต์ จำกัด,หนองเหียง,54,-,พนัสนิคม,234,ชลบุรี,บริษัท ซี.อี.โอ.อินเตอร์เนชั่นแนล เวสต์ จำกัด,3, 20 ,20140
ถอด แยก บดย่อย แผงวงจรอิเล็กทรอนิกส์และเครื่องใช้ไฟฟ้าที่ใช้แล้ว ทำเชื้อเพลิงผสมบดย่อยเศษโลหะและตะกรันทองแดง คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3,, 122.00 ,3-106-23/65ชบ,10200046825653,1166, 495.00 ,10600,บริษัท ซี.เค.กรุ๊ป อิมพอร์ต แอนด์ เอ็กซ์พอร์ต จำกัด,หนองเหียง,65,,พนัสนิคม,129/3,ชลบุรี,บริษัท ซี.เค.กรุ๊ป อิมพอร์ต แอนด์ เอ็กซ์พอร์ต จำกัด,3, 28 ,20140
