phetchabun,Nonthaburi,Kamphaeng Phet,Chiang Rai,Nakhon Nayok,Phra Nakhon Si Ayutthaya,Prachuap Khiri Khan,Sukhothai,Samut Songkhram,Nakhon Pathom,Sa Kaeo,Bangkok Metropolis,Nong Khai,Phitsanulok,Phuket,Am Nat Charoen,????????,Nakhon Phanom,Khon Kaen,Phayao,Si Sa Ket,Tak,Trang,Ubon Ratchathani,Uthai Thani,Kanchanaburi,Nakhon Sawan,Pathum Thani,Chai Nat,Pattani,Chanthaburi,Mae Hong Son,Phatthalung,Trat,Ang Thong,Yala,Surin,Chumphon,Phrae,Lampang,Nakhon Ratchasima,Uttaradit,Mukdahan,Phangnga,Kalasin,Roi Et,Udon Thani,Phichit,Samut Prakan,Buri Ram,Prachin Buri,Narathiwat,ISCO-08,Rayong,Lamphun,???????????????????,Chachoengsao,Chiang Mai,Chon Buri,Phetchaburi,Bueng Kan,Loei,_id,Saraburi,Chaiyaphum,Surat Thani,Nong Bua Lam Phu,Samut Sakhon,Songkhla,Nan,Nakhon Si Thammarat,Maha Sarakham,Yasothon,Sing Buri,Suphan Buri,Satun,Lop Buri,??,Sakon Nakhon,Krabi,Ranong,Ratchaburi
0,784,0,0,0,0,224,0,89,0,0,"6,511",83,108,0,0,Broadcasting and Audio-visual Technicians,0,0,0,0,0,0,0,0,0,716,0,0,415,0,0,0,182,0,0,0,516,0,0,0,168,0,0,0,0,300,0,788,174,0,0,3521,0,0,"Film, TV, video, radio and photography",0,0,0,0,0,0,131,244,0,122,0,0,570,0,0,0,0,0,0,0,0,2566,0,0,126,0
0,0,"2,878",0,487,"1,041",0,0,0,"2,414",0,"14,993",0,822,0,102,"Blacksmiths, Hammersmiths and Forging Press Workers",178,298,0,223,107,"1,007",0,22,907,592,"3,638",181,0,558,0,264,0,81,0,754,427,105,239,563,286,0,0,208,0,0,66,"14,860",0,633,170,7221,"1,873",0,Crafts,"7,488","1,364","2,787",543,0,332,132,713,0,0,0,"2,681","3,429",0,405,0,73,422,755,0,272,2566,0,329,82,0
0,0,0,0,33,357,0,91,0,0,0,"1,205",0,0,0,0,Potters and Related Workers,0,0,0,0,0,0,0,170,0,0,0,0,0,127,0,0,0,752,268,0,0,0,617,"1,085",0,0,0,0,0,0,99,0,0,0,0,7314,0,0,Crafts,0,0,0,0,0,0,133,0,0,0,0,0,697,"1,626",0,0,75,115,311,0,0,2566,0,0,0,0
86,0,120,0,0,0,0,0,75,0,0,"3,956",92,0,0,0,"Sign Writers, Decorative Painters, Engravers and",58,"1,169",167,124,105,0,0,0,0,0,0,189,0,0,0,649,0,0,174,77,0,117,"2,760",0,0,0,133,0,0,0,0,578,0,0,0,7316,0,0,Crafts,0,554,0,0,0,0,134,887,0,0,0,"1,447",670,87,0,0,0,76,0,0,0,2566,0,0,0,0
335,720,0,0,35,0,654,0,476,"2,538",0,0,0,246,301,248,"Handicraft Workers in Textile, Leather and Related",83,"7,386",0,185,0,316,0,608,"1,152",0,0,0,516,244,53,0,0,104,0,"11,519",0,659,"1,116",0,606,153,32,"4,634","1,828",0,0,"1,326","1,851",0,162,7318,0,"4,154",Crafts,0,809,0,0,0,334,135,0,"1,531",586,687,0,0,865,"1,370",353,0,214,0,0,0,2566,"3,247",0,214,599
277,"5,216","1,593",0,307,641,109,"2,150",0,"7,204","1,618","21,748",129,652,"2,078",0,Cabinet-makers and Related Workers,"1,098",0,316,0,169,834,"2,483",84,0,"1,526",910,490,215,177,0,0,95,173,187,157,0,"6,224","2,653","6,809",854,0,604,182,"1,852",931,0,0,"1,168",87,101,7522,"1,308","1,634",Crafts,0,"7,880",0,366,0,0,136,532,466,0,0,0,577,0,0,0,489,26,418,158,407,2566,0,580,0,0
0,"1,855",117,0,0,302,58,0,96,643,0,"50,286",0,996,700,0,Sales and Marketing Managers,310,0,310,0,0,0,0,51,203,149,"2,244",247,0,840,0,207,99,165,66,520,183,131,275,774,0,229,0,0,0,0,131,"6,327",389,94,98,1221,"2,371",118,Advertisement and marketing,0,0,0,0,0,0,137,0,471,441,0,650,0,59,0,0,0,0,0,174,"1,007",2567,0,972,96,261
0,0,0,0,0,0,0,0,0,0,0,"8,609",0,160,246,0,Advertising and Public Relations Managers,0,0,0,103,0,0,0,0,0,203,0,195,59,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,0,0,Advertisement and marketing,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"14,124",0,0,124,0,Information and Communications Technology Service,0,0,0,0,0,95,0,0,0,0,0,0,79,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,213",0,0,0,1330,0,0,"IT, software and computer services",0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,132,0,0,155,0,0,2567,0,0,0,313
356,0,635,0,192,510,63,0,149,0,226,"8,682",60,133,"1,483",0,Hotel Managers,124,0,0,157,115,0,0,39,0,406,789,131,440,0,21,0,0,268,133,0,214,0,0,0,122,0,41,0,328,394,0,0,0,0,178,1411,850,77,Cultural Tourism,292,"1,336",0,296,0,130,140,0,0,313,0,0,575,145,0,308,0,0,0,77,84,2567,0,70,101,578
192,"2,933",110,"1,488",349,"1,030",588,0,58,"1,255",0,"22,656",232,0,"5,475",215,Restaurant Managers,396,0,210,148,286,76,330,0,107,"1,093","13,293",365,668,394,40,0,97,118,0,0,0,76,0,"1,589",101,142,34,0,121,506,0,"1,035",977,"1,719",97,1412,638,0,Thai Food,0,"1,387","7,571",244,23,251,141,0,"2,416",622,84,0,"1,965",0,"1,352",0,0,383,"1,333",220,440,2567,248,434,85,"1,913"
0,0,0,0,0,0,0,0,0,"1,024",0,"1,915",0,0,275,0,"Sports, Recreation and Cultural Centre Managers",102,0,0,0,0,0,0,0,0,0,"1,644",0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,213,0,0,0,0,0,1431,0,0,Thai Traditional Medicine,0,"2,734",0,29,0,0,142,0,0,0,0,737,0,0,0,0,0,0,0,0,0,2567,148,0,115,0
0,"3,245",0,0,199,414,0,0,87,321,0,"9,375",0,102,0,0,Building Architects,33,0,0,0,48,0,0,0,0,111,"3,675",0,95,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,2161,0,0,Architecture ,0,834,0,91,0,0,143,0,0,0,0,312,"2,137",0,"1,375",0,0,0,0,0,0,2567,0,0,0,456
166,801,0,0,0,362,0,0,0,395,0,"12,140",0,0,0,0,Product and Garment Designers,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,172,831,0,0,332,0,0,0,0,0,"3,681",573,"1,599",0,2163,0,214,"Design: product, graphic and fashion design","1,180",0,0,360,0,0,144,0,0,0,0,827,0,0,0,0,0,0,0,0,598,2567,0,0,0,0
0,0,0,0,0,0,0,0,0,371,0,"1,318",0,0,0,93,Town and Traffic Planners,0,386,125,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,660,96,492,0,0,0,0,0,0,0,0,0,"3,192",0,0,228,2164,0,0,Architecture ,0,0,0,0,137,0,145,0,0,0,0,0,0,0,0,0,0,0,0,38,0,2567,0,0,0,0
0,"7,288",0,0,28,0,123,0,0,0,0,"18,854",0,153,739,0,Graphic and Multimedia Designers,0,0,0,0,0,0,0,94,0,183,918,109,174,208,0,0,0,0,0,0,0,0,320,0,0,0,0,0,187,0,0,0,0,134,0,2166,0,0,"Design: product, graphic and fashion design",0,"1,838",820,464,0,0,146,370,220,0,0,547,"3,047",0,253,0,0,0,109,0,0,2567,0,268,0,501
0,"12,667",402,226,28,772,0,0,0,"2,797",94,"73,497",0,198,"1,146",140,Advertising and Marketing Professionals,0,0,0,0,457,0,132,0,0,0,"2,967",340,49,370,0,0,0,0,136,486,197,0,389,"1,995",513,0,0,0,0,0,0,"11,047",0,0,0,2431,878,261,Advertisement and marketing,0,"1,362",0,0,225,0,147,911,0,0,237,"1,737","1,306",0,0,0,0,167,0,72,0,2567,0,206,0,840
296,"4,954",789,0,234,0,239,0,0,827,0,"10,170",0,"3,110",0,0,Public Relations Professionals,0,"1,216",0,0,0,390,0,0,0,146,"1,088",106,0,0,0,0,234,91,160,112,0,0,0,195,91,0,0,0,0,0,0,"3,642",0,0,0,2432,850,0,Advertisement and marketing,256,0,"1,325",333,0,342,148,330,240,0,289,171,0,0,"1,456",76,0,64,97,30,0,2567,0,0,0,0
0,"1,766",191,0,0,414,0,0,0,"1,245",0,"5,239",523,0,0,0,Systems Analysts,0,0,0,0,0,0,0,0,0,0,0,258,81,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,263,0,0,0,0,2511,0,0,"IT, software and computer services",0,"3,076",452,0,0,0,149,"1,307",0,0,0,0,0,0,0,324,0,0,0,0,0,2567,0,0,0,0
0,"1,609",0,0,0,0,69,0,0,0,0,"5,807",0,0,0,0,Software Developers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512,0,0,"IT, software and computer services",0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,0,0,0,0
0,0,0,0,0,577,149,0,0,967,0,"8,767",0,0,101,0,Web and Multimedia Developers,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,84,0,674,0,0,0,0,0,0,0,0,0,0,0,2513,0,326,"IT, software and computer services",0,0,0,0,0,0,151,649,0,0,0,0,0,0,0,0,0,0,335,0,0,2567,0,0,141,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archivists and Curators,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621,0,0,"Museums, galleries and libraries",0,0,0,0,0,0,152,0,0,0,0,0,0,85,0,0,0,0,0,0,0,2567,0,0,0,0
0,0,262,0,0,140,0,0,33,0,0,0,0,0,0,0,Librarians and Related Information Professionals,0,260,0,0,115,0,0,0,0,0,0,0,0,0,0,182,0,0,384,0,0,75,0,0,0,0,0,0,0,0,0,0,0,143,0,2622,0,0,"Museums, galleries and libraries",0,0,0,0,0,0,153,0,0,0,0,0,0,910,0,0,0,0,0,0,0,2567,0,0,0,0
0,0,0,0,0,0,0,"1,583",0,0,0,"2,209",0,0,0,0,Authors and Related Writers,0,0,115,0,0,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,2641,0,0,Publishing,0,0,0,0,0,0,154,192,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,0,0,0,0
0,713,0,0,0,0,0,0,0,0,0,"6,806",0,0,0,0,Journalists,0,0,61,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642,507,0,Publishing ,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,0,0,0,161
0,"1,128",354,552,0,"2,510",119,0,0,"3,678",0,"4,280",0,312,267,0,Visual Artists,0,0,0,0,0,955,0,35,0,799,0,0,106,0,0,0,0,0,0,0,0,0,298,0,0,0,33,0,792,0,0,0,0,256,297,2651,0,0,"Music, performing and visual Arts ",0,940,0,0,0,0,156,0,0,465,0,404,0,0,"1,515",0,0,86,994,86,0,2567,0,0,0,0
0,0,0,0,0,432,0,0,0,"1,231",0,"6,116",0,0,804,272,"Musicians, Singers and Composers",0,273,0,0,0,429,257,0,299,"1,961",0,170,0,727,0,180,0,0,0,0,0,243,194,872,0,315,0,830,683,727,114,"3,175",638,0,0,2652,842,235,"Music, performing and visual Arts ",0,606,"2,332",97,0,88,157,506,0,250,249,0,"3,331",0,0,"1,265",0,0,0,0,"1,282",2567,181,0,95,622
0,0,0,0,0,0,98,0,26,337,0,"1,415",0,0,0,0,Dancers and Choreographers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,099",0,0,0,0,162,0,0,0,0,0,0,0,"1,329","1,972",0,0,0,0,0,2653,0,0,"Music, performing and visual Arts ",0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,0,0,0,0
0,0,0,0,0,0,0,0,0,276,0,"15,894",0,0,0,0,"Film, Stage and Related Directors and Producers",0,0,0,0,402,0,0,0,0,186,"1,949",0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,0,0,"Film, TV, video, radio and photography",0,0,0,0,0,0,159,0,0,0,0,888,0,0,253,0,0,0,0,0,0,2567,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"1,246",0,0,353,0,Actors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655,0,0,"Music, performing and visual Arts ",0,0,"1,017",0,0,0,160,0,0,0,0,0,0,0,0,0,0,59,156,0,0,2567,0,0,0,0
"1,426",664,0,672,189,0,217,656,166,"1,628",0,"5,632","1,253",0,628,0,Civil Engineering Technicians,0,548,366,311,732,"1,085",582,116,"1,408",772,0,604,949,694,0,346,313,753,109,543,284,311,"1,103","1,611","1,115",93,0,"2,636",180,808,551,"2,718",544,107,872,3112,0,223,Architecture ,409,634,785,489,28,595,161,194,338,0,0,0,"3,959",663,124,715,361,948,718,369,958,2567,"1,977",260,0,"2,269"
0,"1,517",188,0,123,489,235,359,131,"1,040",0,"17,783",0,0,540,138,Photographers,67,286,0,0,0,535,0,0,225,0,0,0,495,345,0,0,0,136,0,116,149,0,284,0,0,0,139,0,0,0,65,0,0,96,98,3431,0,0,"Film, TV, video, radio and photography",0,"2,194",0,538,0,0,162,0,0,116,0,0,0,0,"5,027","1,051",0,79,0,0,0,2567,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"5,708",0,0,289,0,Interior Designers and Decorators,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,0,0,"Design: product, graphic and fashion design",0,0,0,0,0,0,163,0,0,0,0,0,897,0,0,0,0,0,0,0,0,2567,0,0,0,0
0,0,0,0,0,0,0,0,0,520,0,"9,930",0,0,902,0,Chefs,0,427,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,604",0,0,617,3434,653,0,Thai Food,0,0,0,164,0,0,164,0,0,0,0,0,0,63,0,0,0,0,0,0,0,2567,0,232,0,0
0,601,0,0,0,0,0,0,0,0,0,"9,020",0,112,0,163,Broadcasting and Audio-visual Technicians,0,281,0,0,0,0,0,0,0,0,975,0,404,0,0,0,181,0,91,0,117,0,0,0,0,0,0,0,0,308,0,0,0,51,149,3521,0,0,"Film, TV, video, radio and photography",0,0,0,0,0,0,165,291,0,0,0,649,0,0,0,0,0,58,0,0,0,2567,412,0,0,0
0,571,"1,431",0,446,"1,401",319,0,0,"2,657",937,"10,957",0,905,0,0,"Blacksmiths, Hammersmiths and Forging Press Workers",0,446,0,"2,199",0,"1,064",0,88,630,0,"1,254",78,0,"1,244",0,182,0,0,0,78,216,424,196,"2,503",93,0,0,0,0,0,296,"17,419",0,"1,307",665,7221,0,73,Crafts,"2,051",802,"3,777",244,0,0,166,0,0,"1,291",580,979,"2,194",0,839,363,65,395,890,258,972,2567,0,204,0,"2,756"
0,0,307,0,0,"1,045",0,0,70,0,0,"1,091","1,062",0,0,0,Potters and Related Workers,0,0,0,0,0,0,918,0,0,894,0,0,0,0,0,0,0,344,0,0,0,143,0,"4,073",0,0,0,0,0,0,"1,129",0,0,0,104,7314,0,391,Crafts,0,526,0,0,0,0,167,0,0,0,0,0,0,"4,712",0,108,0,231,0,0,0,2567,71,0,0,0
0,0,0,0,255,0,0,162,0,0,0,"1,864",0,212,119,0,"Sign Writers, Decorative Painters, Engravers and",117,523,513,0,103,0,0,0,"1,227",0,0,0,0,0,0,0,0,494,108,0,42,114,"3,139",0,0,0,91,0,0,0,0,0,0,0,0,7316,0,0,Crafts,0,0,0,245,0,0,168,482,957,0,74,"1,506",0,72,890,214,245,167,"1,132",0,324,2567,0,0,0,0
981,0,"1,068",0,174,0,0,"1,584",159,"1,663",0,"1,149",0,0,118,270,"Handicraft Workers in Textile, Leather and Related","2,573","4,901",0,0,0,384,0,625,230,0,"1,440",0,103,0,25,0,288,0,0,"10,580",165,883,0,955,176,0,17,"1,678",0,950,171,"3,459","1,414",0,124,7318,0,"4,208",Crafts,0,"5,678",0,712,0,0,169,0,"1,662",276,"1,451","3,336","2,301",779,"1,311","3,615",48,143,0,0,"2,979",2567,"2,912",76,144,"1,062"
378,"3,176","1,376",0,223,773,"1,319",774,0,"7,450",262,"31,323",0,625,"2,455",0,Cabinet-makers and Related Workers,676,0,570,"1,758",133,0,509,24,"1,186",0,"7,615",461,108,"1,112",70,0,0,0,0,565,125,"8,975","2,248","4,092",511,0,69,0,"1,260",856,170,0,"1,233",629,94,7522,372,461,Crafts,0,"2,653","1,818",452,51,0,170,0,120,"1,710",0,0,0,0,"1,524",0,0,38,820,0,0,2567,585,83,0,564
