ประเภทกฎหมาย,ประเภทรถ,จังหวัด,ประเภทเชื้อเพลิง,จำนวนรถ
รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,อุทัยธานี,,
รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,อุบลราชธานี,CNG สลับเบนซิน,1
รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,อุบลราชธานี,LPG-เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,1
รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,อุบลราชธานี,LPG+เบนซินสลับไฟฟ้า,11
รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,อุบลราชธานี,แก๊ส LPG +เบนซิน,384
รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,อุบลราชธานี,เบนซิน,1
รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,อุบลราชธานี,เบนซิน-ไฟฟ้า,28
รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,อุบลราชธานี,เบนซิน+LPG+CNG,1
รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,อุบลราชธานี,ไฟฟ้า,26
รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,อุบลราชธานี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),กระบี่,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),กรุงเทพมหานคร,แก๊ส LPG,740
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),กรุงเทพมหานคร,แก๊ส LPG +เบนซิน,174
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),กรุงเทพมหานคร,เบนซิน,375
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),กรุงเทพมหานคร,ไม่ใช้เชื้อเพลิง,10
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),กาญจนบุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),กาฬสินธุ์,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),กำแพงเพชร,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ขอนแก่น,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),จันทบุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ฉะเชิงเทรา,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ชลบุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ชัยนาท,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ชัยภูมิ,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ชุมพร,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),เชียงราย,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),เชียงใหม่,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ตรัง,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ตราด,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ตาก,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),นครนายก,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),นครปฐม,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),นครพนม,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),นครราชสีมา,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),นครศรีธรรมราช,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),นครสวรรค์,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),นนทบุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),นราธิวาส,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),น่าน,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),บึงกาฬ,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),บุรีรัมย์,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ปทุมธานี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ประจวบคีรีขันธ์,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ปราจีนบุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ปัตตานี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),พระนครศรีอยุธยา,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),พะเยา,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),พังงา,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),พัทลุง,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),พิจิตร,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),พิษณุโลก,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),เพชรบุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),เพชรบูรณ์,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),แพร่,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ภูเก็ต,แก๊ส LPG +เบนซิน,2
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ภูเก็ต,เบนซิน,511
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),มหาสารคาม,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),มุกดาหาร,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),แม่ฮ่องสอน,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ยโสธร,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ยะลา,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ร้อยเอ็ด,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ระนอง,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ระยอง,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ราชบุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ลพบุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ลำปาง,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ลำพูน,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),เลย,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),ศรีสะเกษ,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สกลนคร,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สงขลา,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สตูล,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สมุทรปราการ,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สมุทรสงคราม,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สมุทรสาคร,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สระแก้ว,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สระบุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สิงห์บุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สุโขทัย,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สุพรรณบุรี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สุราษฎร์ธานี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),สุรินทร์,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),หนองคาย,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),หนองบัวลำภู,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),อ่างทอง,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),อำนาจเจริญ,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),อุดรธานี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),อุตรดิตถ์,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),อุทัยธานี,,
รถยนต์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),อุบลราชธานี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กระบี่,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กรุงเทพมหานคร,CNG สลับเบนซิน,2
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กรุงเทพมหานคร,ก๊าซ CNG,184
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กรุงเทพมหานคร,แก๊ส LPG,5249
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กรุงเทพมหานคร,แก๊ส LPG +เบนซิน,2365
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กรุงเทพมหานคร,เบนซิน,2
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กรุงเทพมหานคร,ไฟฟ้า,829
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กรุงเทพมหานคร,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กาญจนบุรี,แก๊ส LPG,7
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กาญจนบุรี,แก๊ส LPG +เบนซิน,5
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กาญจนบุรี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กาฬสินธุ์,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,กำแพงเพชร,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ขอนแก่น,แก๊ส LPG,312
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ขอนแก่น,แก๊ส LPG +เบนซิน,2
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ขอนแก่น,ดีเซล,8
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ขอนแก่น,เบนซิน,2
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,จันทบุรี,เบนซิน,30
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,จันทบุรี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ฉะเชิงเทรา,แก๊ส LPG,466
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ฉะเชิงเทรา,แก๊ส LPG +เบนซิน,65
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ฉะเชิงเทรา,เบนซิน,127
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชลบุรี,แก๊ส LPG,564
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชลบุรี,แก๊ส LPG +เบนซิน,106
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชลบุรี,เบนซิน,59
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชลบุรี,ไฟฟ้า,9
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชัยนาท,แก๊ส LPG,23
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชัยนาท,แก๊ส LPG +เบนซิน,11
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชัยนาท,เบนซิน,2
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชัยนาท,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชัยภูมิ,แก๊ส LPG,31
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชัยภูมิ,แก๊ส LPG +เบนซิน,10
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชัยภูมิ,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ชุมพร,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เชียงราย,แก๊ส LPG,144
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เชียงราย,แก๊ส LPG +เบนซิน,12
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เชียงราย,เบนซิน,14
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เชียงราย,ไฟฟ้า,9
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เชียงใหม่,แก๊ส LPG,1001
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เชียงใหม่,แก๊ส LPG +เบนซิน,6
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เชียงใหม่,เบนซิน,2
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เชียงใหม่,ไฟฟ้า,42
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ตรัง,แก๊ส LPG +เบนซิน,3
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ตรัง,เบนซิน,122
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ตรัง,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ตราด,เบนซิน,12
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ตราด,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ตาก,เบนซิน,41
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ตาก,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครนายก,เบนซิน,1
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครปฐม,แก๊ส LPG,41
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครปฐม,แก๊ส LPG +เบนซิน,29
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครปฐม,เบนซิน,2
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครพนม,เบนซิน,9
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครราชสีมา,แก๊ส LPG,666
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครราชสีมา,แก๊ส LPG +เบนซิน,15
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครราชสีมา,ดีเซล,1
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครราชสีมา,เบนซิน,1
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครศรีธรรมราช,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครสวรรค์,แก๊ส LPG,3
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครสวรรค์,แก๊ส LPG +เบนซิน,23
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครสวรรค์,เบนซิน,4
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นครสวรรค์,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นนทบุรี,แก๊ส LPG,1010
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นนทบุรี,แก๊ส LPG +ดีเซล,1
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นนทบุรี,แก๊ส LPG +เบนซิน,62
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นนทบุรี,เบนซิน,122
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,นราธิวาส,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,น่าน,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,บึงกาฬ,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,บุรีรัมย์,เบนซิน,41
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,บุรีรัมย์,ไม่ใช้เชื้อเพลิง,1
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,บุรีรัมย์,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ปทุมธานี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ประจวบคีรีขันธ์,แก๊ส LPG,9
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ประจวบคีรีขันธ์,แก๊ส LPG +เบนซิน,36
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ประจวบคีรีขันธ์,เบนซิน,32
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ประจวบคีรีขันธ์,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ปราจีนบุรี,แก๊ส LPG,218
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ปราจีนบุรี,แก๊ส LPG +เบนซิน,18
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ปราจีนบุรี,เบนซิน,59
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ปัตตานี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พระนครศรีอยุธยา,แก๊ส LPG,574
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พระนครศรีอยุธยา,แก๊ส LPG +เบนซิน,46
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พระนครศรีอยุธยา,เบนซิน,433
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พะเยา,แก๊ส LPG +เบนซิน,2
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พะเยา,เบนซิน,1
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พะเยา,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พังงา,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พัทลุง,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พิจิตร,เบนซิน,1
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พิจิตร,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พิษณุโลก,แก๊ส LPG,1
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พิษณุโลก,แก๊ส LPG +เบนซิน,35
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พิษณุโลก,เบนซิน,52
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,พิษณุโลก,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เพชรบุรี,เบนซิน,5
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เพชรบุรี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เพชรบูรณ์,เบนซิน,17
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เพชรบูรณ์,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,แพร่,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ภูเก็ต,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,มหาสารคาม,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,มุกดาหาร,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,แม่ฮ่องสอน,เบนซิน,12
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,แม่ฮ่องสอน,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ยโสธร,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ยะลา,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ร้อยเอ็ด,แก๊ส LPG,1
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ร้อยเอ็ด,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ระนอง,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ระยอง,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ราชบุรี,แก๊ส LPG,69
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ราชบุรี,แก๊ส LPG +เบนซิน,16
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ราชบุรี,เบนซิน,3
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ราชบุรี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ลพบุรี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ลำปาง,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ลำพูน,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,เลย,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,ศรีสะเกษ,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สกลนคร,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สงขลา,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สตูล,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สมุทรปราการ,แก๊ส LPG,504
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สมุทรปราการ,แก๊ส LPG +เบนซิน,34
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สมุทรปราการ,เบนซิน,67
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สมุทรปราการ,ไฟฟ้า,21
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สมุทรสงคราม,แก๊ส LPG,99
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สมุทรสงคราม,แก๊ส LPG +เบนซิน,6
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สมุทรสงคราม,เบนซิน,24
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สมุทรสาคร,แก๊ส LPG,10
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สมุทรสาคร,แก๊ส LPG +เบนซิน,171
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สมุทรสาคร,เบนซิน,30
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สระแก้ว,แก๊ส LPG,119
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สระแก้ว,แก๊ส LPG +เบนซิน,27
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สระแก้ว,เบนซิน,27
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สระบุรี,แก๊ส LPG,5
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สระบุรี,แก๊ส LPG +เบนซิน,7
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สระบุรี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สิงห์บุรี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สุโขทัย,เบนซิน,3
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สุโขทัย,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สุพรรณบุรี,แก๊ส LPG,26
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สุพรรณบุรี,แก๊ส LPG +เบนซิน,15
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สุพรรณบุรี,เบนซิน,31
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สุพรรณบุรี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สุราษฎร์ธานี,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สุรินทร์,เบนซิน,3
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,สุรินทร์,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,หนองคาย,เบนซิน,1
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,หนองคาย,,
รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,หนองบัวลำภู,,
